case_key,display_label,salt_family,variant,split_role,admission_status,group,quantity_label,series_role,series_name,unit,n_window,t_start,t_end,dt_median,window_seconds,osc_mean,osc_minimum,osc_maximum,osc_peak_to_peak,osc_rmse_about_mean,osc_var_about_mean,osc_rmse_about_trend,osc_var_about_trend,osc_cov,fit_slope,fit_intercept,fit_r2,fit_slope_se,fit_t_stat,rel_drift_over_window,drift_ratio,near_zero_mean,trend_resolved,unc_tau_int,unc_n_eff,unc_sem_naive,unc_sem_corrected,unc_rel_sem_naive,unc_rel_sem_corrected,verdict,postprocessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 18 (0.887519 -0.075468 0.010497),K,301,5287,5587,1,300,424.414047,424.414047,424.414047,0,1.364242053e-12,1.861156378e-24,1.364242053e-12,1.861156378e-24,3.214413053e-15,0,424.414047,0,9.079927117e-16,0,0,0,false,false,1,301,7.863360466e-14,7.863360466e-14,1.852756882e-16,1.852756882e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 19 (0.887519 -0.064971 0),K,301,5287,5587,1,300,424.807804,424.807804,424.807804,0,2.671640686e-12,7.137663958e-24,2.671640686e-12,7.137663958e-24,6.289057454e-15,0,424.807804,0,1.778152394e-15,0,0,0,false,false,1,301,1.539908091e-13,1.539908091e-13,3.624952453e-16,3.624952453e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 20 (0.648452 -0.203343 -0.010497),K,301,5287,5587,1,300,433.934298,433.934298,433.934298,0,3.524291969e-12,1.242063389e-23,3.524291969e-12,1.242063389e-23,8.121717932e-15,0,433.934298,0,2.345647839e-15,0,0,0,false,false,1,301,2.03136812e-13,2.03136812e-13,4.681280391e-16,4.681280391e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 21 (0.648452 -0.21384 0),K,301,5287,5587,1,300,426.165415,426.165415,426.165415,0,1.307398634e-12,1.709291188e-24,1.307398634e-12,1.709291188e-24,3.067819649e-15,0,426.165415,0,8.70159682e-16,0,0,0,false,false,1,301,7.535720446e-14,7.535720446e-14,1.768261849e-16,1.768261849e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 22 (0.648452 -0.203343 0.010497),K,301,5287,5587,1,300,433.934303,433.934303,433.934303,0,1.591615728e-12,2.533240626e-24,1.591615728e-12,2.533240626e-24,3.667872572e-15,0,433.934303,0,1.05932483e-15,0,0,0,false,false,1,301,9.173920543e-14,9.173920543e-14,2.114126604e-16,2.114126604e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 23 (0.648452 -0.192847 0),K,301,5287,5587,1,300,442.175353,442.175353,442.175353,0,1.080024958e-12,1.166453911e-24,1.080024958e-12,1.166453911e-24,2.442526367e-15,0,442.175353,0,7.188275634e-16,0,0,0,false,false,1,301,6.225160369e-14,6.225160369e-14,1.407848793e-16,1.407848793e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 24 (0.44376 -0.122713 -0.010497),K,301,5287,5587,1,300,436.019428,436.019428,436.019428,0,2.842170943e-13,8.077935669e-26,2.842170943e-13,8.077935669e-26,6.518450235e-16,0,436.019428,0,1.891651483e-16,0,0,0,false,false,1,301,1.638200097e-14,1.638200097e-14,3.757172254e-17,3.757172254e-17,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 25 (0.44376 -0.133209 0),K,301,5287,5587,1,300,428.526069,428.526069,428.526069,0,3.97903932e-13,1.583275391e-25,3.97903932e-13,1.583275391e-25,9.285407839e-16,0,428.526069,0,2.648312076e-16,0,0,0,false,false,1,301,2.293480136e-14,2.293480136e-14,5.352020103e-17,5.352020103e-17,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 26 (0.44376 -0.122713 0.010497),K,301,5287,5587,1,300,436.019445,436.019445,436.019445,0,1.193711796e-12,1.424947852e-24,1.193711796e-12,1.424947852e-24,2.737748992e-15,0,436.019445,0,7.944936227e-16,0,0,0,false,false,1,301,6.880440408e-14,6.880440408e-14,1.578012285e-16,1.578012285e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 27 (0.44376 -0.112216 0),K,301,5287,5587,1,300,451.877757,451.877757,451.877757,0,1.875832822e-12,3.518748778e-24,1.875832822e-12,3.518748778e-24,4.151195303e-15,0,451.877757,0,1.248489979e-15,0,0,0,false,false,1,301,1.081212064e-13,1.081212064e-13,2.392709195e-16,2.392709195e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 28 (0.239068 -0.042083 -0.010497),K,301,5287,5587,1,300,438.968997,438.968997,438.968997,0,2.557953849e-12,6.543127892e-24,2.557953849e-12,6.543127892e-24,5.82718567e-15,0,438.968997,0,1.702486334e-15,0,0,0,false,false,1,301,1.474380087e-13,1.474380087e-13,3.358733982e-16,3.358733982e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 29 (0.239068 -0.052579 0),K,301,5287,5587,1,300,431.069065,431.069065,431.069065,0,2.387423592e-12,5.699791408e-24,2.387423592e-12,5.699791408e-24,5.538378385e-15,0,431.069065,0,1.588987245e-15,0,0,0,false,false,1,301,1.376088082e-13,1.376088082e-13,3.192268231e-16,3.192268231e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 30 (0.239068 -0.042083 0.010497),K,301,5287,5587,1,300,438.968998,438.968998,438.968998,0,2.387423592e-12,5.699791408e-24,2.387423592e-12,5.699791408e-24,5.438706613e-15,0,438.968998,0,1.588987245e-15,0,0,0,false,false,1,301,1.376088082e-13,1.376088082e-13,3.134818376e-16,3.134818376e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 31 (0.239068 -0.031586 0),K,301,5287,5587,1,300,457.911126,457.911126,457.911126,0,2.273736754e-12,5.169878828e-24,2.273736754e-12,5.169878828e-24,4.965454267e-15,0,457.911126,0,1.513321186e-15,0,0,0,false,false,1,301,1.310560078e-13,1.310560078e-13,2.862040259e-16,2.862040259e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 32 (-0 0.169958 -0.010497),K,301,5287,5587,1,300,431.444509,431.444509,431.444509,0,2.842170943e-12,8.077935669e-24,2.842170943e-12,8.077935669e-24,6.58757009e-15,0,431.444509,0,1.891651483e-15,0,0,0,false,false,1,301,1.638200097e-13,1.638200097e-13,3.797012276e-16,3.797012276e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 33 (0.010497 0.169958 0),K,301,5287,5587,1,300,428.241449,428.241449,428.241449,0,2.728484105e-12,7.444625513e-24,2.728484105e-12,7.444625513e-24,6.371368563e-15,0,428.241449,0,1.815985423e-15,0,0,0,false,false,1,301,1.572672093e-13,1.572672093e-13,3.672395787e-16,3.672395787e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 34 (-0 0.169958 0.010497),K,301,5287,5587,1,300,430.754487,430.754487,430.754487,0,1.421085472e-12,2.019483917e-24,1.421085472e-12,2.019483917e-24,3.299061332e-15,0,430.754487,0,9.458257413e-16,0,0,0,false,false,1,301,8.191000485e-14,8.191000485e-14,1.901547339e-16,1.901547339e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 35 (-0.010497 0.169958 0),K,301,5287,5587,1,300,440.280124,440.280124,440.280124,0,1.818989404e-12,3.30872245e-24,1.818989404e-12,3.30872245e-24,4.131436566e-15,0,440.280124,0,1.210656949e-15,0,0,0,false,false,1,301,1.048448062e-13,1.048448062e-13,2.381320448e-16,2.381320448e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 36 (-0 0.75394 -0.010497),K,301,5287,5587,1,300,431.227359,431.227359,431.227359,0,2.273736754e-12,5.169878828e-24,2.273736754e-12,5.169878828e-24,5.272709876e-15,0,431.227359,0,1.513321186e-15,0,0,0,false,false,1,301,1.310560078e-13,1.310560078e-13,3.039139448e-16,3.039139448e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 37 (0.010497 0.75394 0),K,301,5287,5587,1,300,428.606005,428.606005,428.606005,0,2.330580173e-12,5.431603944e-24,2.330580173e-12,5.431603944e-24,5.437581709e-15,0,428.606005,0,1.551154216e-15,0,0,0,false,false,1,301,1.34332408e-13,1.34332408e-13,3.134169993e-16,3.134169993e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 38 (-0 0.75394 0.010497),K,301,5287,5587,1,300,430.481236,430.481236,430.481236,0,3.183231456e-12,1.01329625e-23,3.183231456e-12,1.01329625e-23,7.394588172e-15,0,430.481236,0,2.118649661e-15,0,0,0,false,false,1,301,1.834784109e-13,1.834784109e-13,4.262169765e-16,4.262169765e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 39 (-0.010497 0.75394 0),K,301,5287,5587,1,300,441.138779,441.138779,441.138779,0,6.821210263e-13,4.652890946e-25,6.821210263e-13,4.652890946e-25,1.546273098e-15,0,441.138779,0,4.539963558e-16,0,0,0,false,false,1,301,3.931680233e-14,3.931680233e-14,8.912569967e-17,8.912569967e-17,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 40 (0.604664 0.763421 -0.010497),K,301,5287,5587,1,300,425.973397,425.973397,425.973397,0,2.216893336e-12,4.914616061e-24,2.216893336e-12,4.914616061e-24,5.204299966e-15,0,425.973397,0,1.475488156e-15,0,0,0,false,false,1,301,1.277796076e-13,1.277796076e-13,2.999708631e-16,2.999708631e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 41 (0.604664 0.752924 0),K,301,5287,5587,1,300,401.814048,401.814048,401.814048,0,1.136868377e-13,1.292469707e-26,1.136868377e-13,1.292469707e-26,2.829339549e-16,0,401.814048,0,7.566605931e-17,0,0,0,false,false,1,301,6.552800388e-15,6.552800388e-15,1.630804204e-17,1.630804204e-17,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 42 (0.604664 0.763421 0.010497),K,301,5287,5587,1,300,425.9734,425.9734,425.9734,0,1.762145985e-12,3.105158471e-24,1.762145985e-12,3.105158471e-24,4.136751226e-15,0,425.9734,0,1.172823919e-15,0,0,0,false,false,1,301,1.01568406e-13,1.01568406e-13,2.384383767e-16,2.384383767e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,individual,probe 43 (0.604664 0.773917 0),K,301,5287,5587,1,300,431.610414,431.610414,431.610414,0,1.875832822e-12,3.518748778e-24,1.875832822e-12,3.518748778e-24,4.346125027e-15,0,431.610414,0,1.248489979e-15,0,0,0,false,false,1,301,1.081212064e-13,1.081212064e-13,2.50506482e-16,2.50506482e-16,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,wall_temperature,TW,representative,TW spatial mean,K,301,5287,5587,1,300,429.8033695,429.8033695,429.8033695,0,6.252776075e-13,3.909720864e-25,6.252776075e-13,3.909720864e-25,1.454799222e-15,0,429.8033695,0,4.161633262e-16,0,0,0,false,false,1,301,3.604040214e-14,3.604040214e-14,8.385323312e-17,8.385323312e-17,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,mdot,mdot,individual,left (test section),kg/s,301,5287,5587,1,300,-0.01167146341,-0.01167150899,-0.011671429,7.999e-08,1.029095581e-08,1.059037714e-16,1.024841929e-08,1.050300979e-16,8.817194081e-07,-1.075724627e-11,-0.01167140492,0.008249692245,6.820996319e-12,-1.577078445,2.765012207e-07,0.3148947939,false,false,1,301,5.931608316e-10,5.931608316e-10,5.08214618e-08,5.08214618e-08,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,mdot,mdot,individual,lower (heater),kg/s,301,5287,5587,1,300,-0.01167146339,-0.01167151083,-0.01167143711,7.372e-08,7.628961355e-09,5.820105135e-17,7.628754847e-09,5.819790052e-17,6.536422297e-07,-6.460099893e-13,-0.01167145988,5.413705501e-05,5.077437532e-12,-0.1272314992,1.660485839e-08,0.02540427641,false,false,1,301,4.397260222e-10,4.397260222e-10,3.767531178e-08,3.767531178e-08,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,mdot,mdot,individual,right (downcomer),kg/s,301,5287,5587,1,300,-0.01167146287,-0.01167146696,-0.01167145808,8.879999999e-09,1.113367316e-09,1.239586779e-18,1.112550705e-09,1.237769071e-18,9.539226812e-08,4.906690721e-13,-0.01167146554,0.001466382881,7.404755844e-13,0.6626404468,1.261201987e-08,0.1323092251,false,false,1.872793109,160.7225051,6.417342521e-11,8.782135255e-11,5.498318927e-09,7.524451177e-09,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,mdot,mdot,individual,upper (cooler),kg/s,301,5287,5587,1,300,-0.01167146286,-0.01167146647,-0.01167146055,5.920000001e-09,7.602002619e-10,5.779044381e-19,7.57004658e-10,5.730560522e-19,6.513324604e-08,8.01355306e-13,-0.01167146721,0.00838959801,5.038363323e-13,1.590507184,2.05978115e-08,0.3175761064,false,false,4.2613481,70.63492419,4.381721465e-11,9.045202064e-11,3.754217889e-09,7.749844365e-09,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt1_hi10q,salt1_jin_hi10q_corrected,salt1,hi10q,training_perturbation,training_admissible_perturbed_q,mdot,mdot,representative,lower (heater),kg/s,301,5287,5587,1,300,-0.01167146339,-0.01167151083,-0.01167143711,7.372e-08,7.628961355e-09,5.820105135e-17,7.628754847e-09,5.819790052e-17,6.536422297e-07,-6.460099893e-13,-0.01167145988,5.413705501e-05,5.077437532e-12,-0.1272314992,1.660485839e-08,0.02540427641,false,false,1,301,4.397260222e-10,4.397260222e-10,3.767531178e-08,3.767531178e-08,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing
salt4_nominal,salt4_jin,salt4,nominal,training,training_admissible_by_user_policy,temperature,TP,individual,probe 0 (0.887519 0.70409 0),K,301,1783,2083,1,300,478.3365682,478.198154,478.638237,0.440083,0.07578491685,0.005743353622,0.06880861366,0.004734625314,0.0001584342948,0.0003655220902,477.630014,0.175634024,4.579665286e-05,7.981414958,0.0002292457536,1.593646801,false,false,6.096708508,49.37090229,0.004368169988,0.01078567293,9.132000933e-06,2.254829265e-05,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing
salt4_nominal,salt4_jin,salt4,nominal,training,training_admissible_by_user_policy,temperature,TP,individual,probe 1 (0.887519 -0.245426 0),K,301,1783,2083,1,300,474.5172626,473.370775,474.924182,1.553407,0.2360871628,0.05573714846,0.2357076899,0.05555811506,0.0004975312416,0.0001539903694,474.2195992,0.003212101994,0.0001568789527,0.9815871839,9.735601729e-05,0.1959932273,false,false,1.425487492,211.1558338,0.01360783784,0.0162469121,2.867722402e-05,3.423882202e-05,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing
salt4_nominal,salt4_jin,salt4,nominal,training,training_admissible_by_user_policy,temperature,TP,individual,probe 2 (-0 0 0),K,301,1783,2083,1,300,473.6669154,473.544923,473.808812,0.263889,0.05260188483,0.002766958287,0.0518859118,0.002692147843,0.0001110524783,9.954229302e-05,473.4745001,0.02703706973,3.453348301e-05,2.882486339,6.304575417e-05,0.5755452081,false,false,16.80065309,17.9159702,0.003031922237,0.0124274247,6.400958433e-06,2.623663232e-05,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing
salt4_nominal,salt4_jin,salt4,nominal,training,training_admissible_by_user_policy,temperature,TP,individual,probe 3 (-0 0.323501 0),K,301,1783,2083,1,300,478.4286492,478.364711,478.508125,0.143414,0.03297433826,0.001087306984,0.01663121255,0.0002765972308,6.89221649e-05,0.000327687008,477.7952303,0.7456125685,1.106916456e-05,29.60358989,0.0002054770394,5.910940174,false,true,15.49809233,19.42174518,0.00190060926,0.007482245656,3.972607542e-06,1.563920904e-05,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing
salt4_nominal,salt4_jin,salt4,nominal,training,training_admissible_by_user_policy,temperature,TP,individual,probe 4 (-0 0.574779 0),K,301,1783,2083,1,300,478.7648957,478.71167,478.830968,0.119298,0.03086795036,0.0009528303592,0.01264514001,0.0001598995658,6.447413048e-05,0.0003240739825,478.1384607,0.8321846442,8.416171413e-06,38.50610528,0.0002030687622,7.688502832,false,true,17.29715651,17.40170413,0.00177919908,0.007399662346,3.7162271e-06,1.545573289e-05,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing
salt4_nominal,salt4_jin,salt4,nominal,training,training_admissible_by_user_policy,temperature,TP,individual,probe 5 (-0 0.949515 0),K,301,1783,2083,1,300,480.2084884,480.092751,480.506368,0.413617,0.06756348865,0.004564824999,0.06228678836,0.003879644004,0.0001406961566,0.0003012514726,479.6261693,0.1501001672,4.145594966e-05,7.266784986,0.0001882004254,1.450956843,false,false,7.248245939,41.52728847,0.003894294745,0.01048444097,8.109591644e-06,2.183310214e-05,steady,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh/postProcessing
