case_key,case_id,source_id,physical_junction_bucket,physical_junction_label,patch_subrole,patch_name,bc_type,area_m2,h_W_m2K,Ta_K,Tsur_K,emissivity,thickness_total_m,wall_layer_metadata_status,realized_wallHeatFlux_W,realized_external_loss_positive_W,T_wall_shell_K,T_wall_shell_min_K,T_wall_shell_max_K,T_wall_to_ambient_drive_K,temperature_proxy_status,setup_radiation_policy,realized_flux_replay_policy,predictive_runtime_policy,source_paths,temperature_source_path
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,lower_right,lower-right junction/stub group,ncc_interface,ncc_junction_lower_right_upper_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_left,upper-left junction/stub group,corner_body,junction_upper_left,rcExternalTemperature,0.002687301,4.782055063313091,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-1.385218856,1.385218856,466.486025636,462.323298,469.107911,166.69602563600006,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_left,upper-left junction/stub group,extension,junction_upper_left_upper_extension,rcExternalTemperature,0.010633262,3.990595080780509,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-5.312232955,5.312232955,461.990156872,435.472479,468.487091,162.20015687200004,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_left,upper-left junction/stub group,stub,junction_upper_left_upper_stub,externalTemperature,0.000386841,69.31170592176291,299.78999999999996,,,,h_only,-3.891557473,3.891557473,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_left,upper-left junction/stub group,ncc_interface,ncc_junction_upper_left_lower_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_left,upper-left junction/stub group,ncc_interface,ncc_junction_upper_left_right_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_right,upper-right junction/stub group,corner_body,junction_upper_right,rcExternalTemperature,0.00292452,4.477204852890221,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-1.427520441,1.427520441,458.81007404,438.615048,464.125409,159.02007404000005,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_right,upper-right junction/stub group,extension,junction_upper_right_right_extension,rcExternalTemperature,0.002183347,3.773006444474124,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-1.020260176,1.020260176,452.491893699,405.579041,463.626186,152.70189369900004,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_right,upper-right junction/stub group,step,junction_upper_right_right_step,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_right,upper-right junction/stub group,stub,junction_upper_right_right_stub,externalTemperature,0.000505262,84.46180608120984,299.78999999999996,,,,h_only,-5.820957508,5.820957508,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_right,upper-right junction/stub group,extension,junction_upper_right_upper_extension,rcExternalTemperature,0.005316631,4.522142308730042,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,-2.543009435,2.543009435,454.91426057,424.407007,463.373779,155.12426057000005,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_right,upper-right junction/stub group,stub,junction_upper_right_upper_stub,externalTemperature,0.000386841,91.77123670541864,299.78999999999996,,,,h_only,-4.828529107,4.828529107,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_right,upper-right junction/stub group,ncc_interface,ncc_junction_upper_right_left_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt3_mainline,salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,upper_right,upper-right junction/stub group,ncc_interface,ncc_junction_upper_right_lower_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_left,lower-left junction/stub group,corner_body,junction_lower_left,rcExternalTemperature,0.002924521,4.546238209255409,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-1.49311703,1.49311703,465.718597345,417.686353,504.396216,165.748597345,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_left,lower-left junction/stub group,extension,junction_lower_left_left_extension,rcExternalTemperature,0.002183347,3.8359269682879193,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-1.110616699,1.110616699,464.114822907,413.514253,476.589169,164.14482290700005,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_left,lower-left junction/stub group,step,junction_lower_left_left_step,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_left,lower-left junction/stub group,stub,junction_lower_left_left_stub,externalTemperature,0.000505262,82.84425490159224,299.96999999999997,,,,h_only,-6.213474641,6.213474641,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_left,lower-left junction/stub group,extension,junction_lower_left_lower_extension,rcExternalTemperature,0.001910429,5.94807969570157,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-0.336700376,0.336700376,354.566603701,317.739964,411.62267,54.59660370100005,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_left,lower-left junction/stub group,stub,junction_lower_left_lower_stub,externalTemperature,0.000386841,89.92193051097358,299.96999999999997,,,,h_only,-0.611857687,0.611857687,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_left,lower-left junction/stub group,ncc_interface,ncc_junction_lower_left_right_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_left,lower-left junction/stub group,ncc_interface,ncc_junction_lower_left_upper_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_right,lower-right junction/stub group,corner_body,junction_lower_right,rcExternalTemperature,0.00292452,4.544776496651314,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-1.485727878,1.485727878,464.064310418,442.901967,471.569559,164.09431041800002,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_right,lower-right junction/stub group,extension,junction_lower_right_lower_extension,rcExternalTemperature,0.003544421,5.0271949460183745,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-0.750365622,0.750365622,367.075573815,313.813517,456.994675,67.10557381500001,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_right,lower-right junction/stub group,stub,junction_lower_right_lower_stub,externalTemperature,0.000386841,68.28479402807014,299.96999999999997,,,,h_only,-0.363546072,0.363546072,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_right,lower-right junction/stub group,extension,junction_lower_right_right_extension,rcExternalTemperature,0.002183347,3.8345896367342878,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-1.048068705,1.048068705,456.196332067,410.095955,466.373128,156.22633206700004,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_right,lower-right junction/stub group,step,junction_lower_right_right_step,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_right,lower-right junction/stub group,stub,junction_lower_right_right_stub,externalTemperature,0.000505262,82.71636061552115,299.96999999999997,,,,h_only,-5.849059041,5.849059041,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_right,lower-right junction/stub group,ncc_interface,ncc_junction_lower_right_left_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,lower_right,lower-right junction/stub group,ncc_interface,ncc_junction_lower_right_upper_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_left,upper-left junction/stub group,corner_body,junction_upper_left,rcExternalTemperature,0.002687301,4.886947042822767,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-1.538213013,1.538213013,481.870084049,477.659975,484.535844,181.90008404900004,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_left,upper-left junction/stub group,extension,junction_upper_left_upper_extension,rcExternalTemperature,0.010633262,4.086745729076576,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-5.874310467,5.874310467,476.443118839,448.162857,484.077902,176.47311883900005,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_left,upper-left junction/stub group,stub,junction_upper_left_upper_stub,externalTemperature,0.000386841,70.3783103883255,299.96999999999997,,,,h_only,-4.300168209,4.300168209,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_left,upper-left junction/stub group,ncc_interface,ncc_junction_upper_left_lower_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_left,upper-left junction/stub group,ncc_interface,ncc_junction_upper_left_right_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_right,upper-right junction/stub group,corner_body,junction_upper_right,rcExternalTemperature,0.00292452,4.583438440008289,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-1.594392062,1.594392062,474.670420386,454.238865,478.978961,174.70042038600002,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_right,upper-right junction/stub group,extension,junction_upper_right_right_extension,rcExternalTemperature,0.002183347,3.869961442922709,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-1.139598679,1.139598679,467.676578403,418.681177,479.139973,167.70657840300004,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_right,upper-right junction/stub group,step,junction_upper_right_right_step,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_right,upper-right junction/stub group,stub,junction_upper_right_right_stub,externalTemperature,0.000505262,86.15513765254893,299.96999999999997,,,,h_only,-6.541116618,6.541116618,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_right,upper-right junction/stub group,extension,junction_upper_right_upper_extension,rcExternalTemperature,0.005316631,4.629291371277055,299.96999999999997,299.96999999999997,0.95,0.041656001,h_and_layers_present,-2.824979318,2.824979318,469.573419747,438.065678,478.134228,169.60341974700003,ok_patch_internal_owner_cell_proxy,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,work_products/2026-07/2026-07-13/2026-07-13_wall_shell_temperature_sampling/patch_wall_shell_temperatures.csv
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_right,upper-right junction/stub group,stub,junction_upper_right_upper_stub,externalTemperature,0.000386841,93.46530107082373,299.96999999999997,,,,h_only,-5.409903774,5.409903774,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_right,upper-right junction/stub group,ncc_interface,ncc_junction_upper_right_left_end,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
salt4_mainline,salt_4,viscosity_screening_salt_test_4_jin_coarse_mesh,upper_right,upper-right junction/stub group,ncc_interface,ncc_junction_upper_right_lower_start,zeroGradient,0.0,,,,,,no_wall_layer_metadata,0.0,-0.0,,,,,missing_patch_temperature_proxy,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,
