observation_id,source_id,case_id,case_family,run_class,mesh_level,mesh_status,source_case_root,source_path,source_row_key,observable_family,observable_type,span,segment_1d,station_start,station_end,window_id,time_window_start_s,time_window_end_s,time_window_source,n_samples,quantity,value,units,uncertainty_value,uncertainty_units,uncertainty_method,geometry_source,pressure_method,thermal_method,convergence_status,window_state,operating_point_verdict,admission_status,needs_special_gate_scrutiny,fit_eligible,validation_eligible,fit_use_status,validation_use_status,independence_group_id,quality_flags,provenance_notes
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:lower_leg:residual_pa:lower_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,lower_leg,pressure,pressure_residual,lower_leg,lower_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,residual_pa,0.0,Pa,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:lower_leg:reynolds_number:lower_leg:section_mean_static_gradient,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,lower_leg:section_mean_static_gradient,pressure,segment_reynolds_number,lower_leg,lower_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,reynolds_number,59.41915124053772,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_static_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:lower_leg:reynolds_number:lower_leg:section_mean_total_pressure_gradient,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,lower_leg:section_mean_total_pressure_gradient,pressure,segment_reynolds_number,lower_leg,lower_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,reynolds_number,59.41915124053772,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_total_pressure_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:Re:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,right_leg,pressure,momentum_budget_reynolds_number,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,Re,61.15899206065987,dimensionless,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:apparent_darcy_f:right_leg:section_mean_static_gradient,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,right_leg:section_mean_static_gradient,pressure,segment_apparent_darcy_f,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,apparent_darcy_f,1.2875069431664374,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_static_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:apparent_darcy_f:right_leg:section_mean_total_pressure_gradient,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,right_leg:section_mean_total_pressure_gradient,pressure,segment_apparent_darcy_f,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,apparent_darcy_f,1.3088057430733488,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_total_pressure_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:bulk_T_K:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,right_leg,pressure,momentum_budget_bulk_temperature,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,bulk_T_K,444.3745355009287,K,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:buoyancy_source_grad_pa_m:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,right_leg,pressure,momentum_budget_density_gradient_buoyancy,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,buoyancy_source_grad_pa_m,4.055284693300252,Pa/m,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:development_loss_pa:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,right_leg,pressure,pressure_development_loss,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,development_loss_pa,1.385941057806892,Pa,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:distributed_friction_pa:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,right_leg,pressure,pressure_distributed_mechanical_loss,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,distributed_friction_pa,7.188434048086719,Pa,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,yes,yes,fit_target,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:dp_loss_ds_pa_per_m:right_leg:section_mean_static_gradient,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,right_leg:section_mean_static_gradient,pressure,segment_apparent_loss_gradient,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,dp_loss_ds_pa_per_m,8.862009801970652,Pa/m,,,,source_contract_mesh_reduction_geometry,section_mean_static_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:dp_loss_ds_pa_per_m:right_leg:section_mean_total_pressure_gradient,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,right_leg:section_mean_total_pressure_gradient,pressure,segment_apparent_loss_gradient,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,dp_loss_ds_pa_per_m,9.008611087926482,Pa/m,,,,source_contract_mesh_reduction_geometry,section_mean_total_pressure_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:excess_loss_factor_fapp_over_flam:right_leg:section_mean_static_gradient,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,right_leg:section_mean_static_gradient,pressure,segment_apparent_f_over_laminar,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,excess_loss_factor_fapp_over_flam,1.2859193615727846,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_static_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:excess_loss_factor_fapp_over_flam:right_leg:section_mean_total_pressure_gradient,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,right_leg:section_mean_total_pressure_gradient,pressure,segment_apparent_f_over_laminar,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,excess_loss_factor_fapp_over_flam,1.3071918986444713,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_total_pressure_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:f_corrected:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,right_leg,pressure,momentum_budget_debuoyed_friction_factor,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,f_corrected,2.2959982845973337,dimensionless,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,yes,yes,fit_target,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:f_corrected_over_flam:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,right_leg,pressure,momentum_budget_f_over_laminar,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,f_corrected_over_flam,2.194077200921516,dimensionless,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:f_debuoyed:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,right_leg,pressure,pressure_debuoyed_friction_factor,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,f_debuoyed,2.2959982845973337,dimensionless,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,yes,yes,fit_target,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:friction_grad_corrected_pa_m:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,right_leg,pressure,momentum_budget_mechanical_loss_gradient,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,friction_grad_corrected_pa_m,19.653417673536296,Pa/m,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:inertial_grad_pa_m:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-01_claude_momentum_budget/momentum_budget.csv,right_leg,pressure,momentum_budget_inertial_gradient,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,inertial_grad_pa_m,-0.006949853305134179,Pa/m,,,,source_contract_mesh_reduction_geometry,streamwise_momentum_budget_debuoyed,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,momentum_budget_reference;frozen_extraction_window_older_than_available_case_latest,From July 1 streamwise momentum budget; carried to make pressure-ledger reproduction and no-double-counting auditable.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:minor_loss_pa:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,right_leg,pressure,pressure_minor_loss,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,minor_loss_pa,0.764693936138507,Pa,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,validation_only,validation_target,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:residual_fraction:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,right_leg,pressure,pressure_residual_fraction,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,residual_fraction,0.0,dimensionless,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:residual_pa:right_leg,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-07-07_pressure_term_ledger/pressure_term_ledger.csv,right_leg,pressure,pressure_residual,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,residual_pa,0.0,Pa,,,,source_contract_mesh_reduction_geometry,debuoyed_momentum_budget_ledger,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,flow_reset_or_redevelopment;frozen_extraction_window_older_than_available_case_latest,From AGENT-193/197 pressure ledger; uses July 1 momentum-budget decomposition and July 7 ledger fixes.
viscosity_screening_salt_test_2_jin_coarse_mesh:pressure:right_leg:reynolds_number:right_leg:section_mean_static_gradient,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_2,salt,mainline_jin_continuation,coarse,coarse_no_gci,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation,work_products/2026-06-30_claude_segment_friction/segment_friction.csv,right_leg:section_mean_static_gradient,pressure,segment_reynolds_number,right_leg,right_leg,,,viscosity_screening_salt_test_2_jin_coarse_mesh:source_contract_requested_window,2428.0,2431.0,work_products/2026-06-29_ethan_reduction_contract_audit/source_contract_map.csv,4,reynolds_number,63.92108374829894,dimensionless,,,,source_contract_mesh_reduction_geometry,section_mean_static_gradient,not_applicable,stationary,stationary,admitted_mainline,admitted_mainline,no,no,yes,not_fit_apparent_or_residual,validation_diagnostic,viscosity_screening_salt_test_2_jin_coarse_mesh:mainline_window,apparent_friction_diagnostic;mu_from_jin_corr_T_from_rho_eos;frozen_extraction_window_older_than_available_case_latest,From June 30 segment-friction diagnostic; retained for comparison but not closure-fit target after debuoyed pressure ledger.
