standardization_id,source_family,source_scope,case_id,case_key,source_id,time_or_window_s,branch_or_span,station_or_plane_label,endpoint_pair,plane_path,unit_normal_status,averaging_basis,pressure_basis,hydrostatic_basis,kinetic_or_total_pressure_basis,velocity_qref_basis,density_basis,recirculation_basis,basis_missing_fields,standardized_use_label,admission_status,next_extraction_task,source_paths
PPBS-SPM-0087,streamwise_station_pressure_map,station_plane,salt_1,salt1_nominal,viscosity_screening_salt_test_1_jin_coarse_mesh,7284-7884,right_leg,right_leg__s01,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_nominal/postProcessing/agent447PressureLadderSurfaces/7884/plane_right_leg__s01.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0088,streamwise_station_pressure_map,station_plane,salt_1,salt1_nominal,viscosity_screening_salt_test_1_jin_coarse_mesh,7284-7884,right_leg,right_leg__s02,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_nominal/postProcessing/agent447PressureLadderSurfaces/7884/plane_right_leg__s02.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0089,streamwise_station_pressure_map,station_plane,salt_1,salt1_nominal,viscosity_screening_salt_test_1_jin_coarse_mesh,7284-7884,right_leg,right_leg__s03,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_nominal/postProcessing/agent447PressureLadderSurfaces/7884/plane_right_leg__s03.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0090,streamwise_station_pressure_map,station_plane,salt_1,salt1_nominal,viscosity_screening_salt_test_1_jin_coarse_mesh,7284-7884,right_leg,right_leg__s04,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt1_nominal/postProcessing/agent447PressureLadderSurfaces/7884/plane_right_leg__s04.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0091,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,lower_leg,lower_leg__s04,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_lower_leg__s04.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0092,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,lower_leg,lower_leg__s03,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_lower_leg__s03.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0093,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,lower_leg,lower_leg__s02,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_lower_leg__s02.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0094,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,lower_leg,lower_leg__s01,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_lower_leg__s01.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0095,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,lower_leg,lower_leg__s00,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_lower_leg__s00.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0096,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,left_lower_leg,left_lower_leg__s00,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_left_lower_leg__s00.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0097,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,left_lower_leg,left_lower_leg__s01,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_left_lower_leg__s01.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0098,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,left_lower_leg,left_lower_leg__s02,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_left_lower_leg__s02.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0099,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,left_lower_leg,left_lower_leg__s03,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_left_lower_leg__s03.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0100,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,left_lower_leg,left_lower_leg__s04,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_left_lower_leg__s04.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0101,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,test_section_span,test_section_span__s00,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_test_section_span__s00.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0102,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,test_section_span,test_section_span__s01,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_test_section_span__s01.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0103,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,test_section_span,test_section_span__s02,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_test_section_span__s02.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0104,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,test_section_span,test_section_span__s03,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_test_section_span__s03.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0105,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,test_section_span,test_section_span__s04,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_test_section_span__s04.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0106,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,left_upper_leg,left_upper_leg__s00,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_left_upper_leg__s00.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0107,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,left_upper_leg,left_upper_leg__s01,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_left_upper_leg__s01.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
PPBS-SPM-0108,streamwise_station_pressure_map,station_plane,salt_2,salt2_hi5q,viscosity_screening_salt_test_2_jin_coarse_mesh,9480-9780,left_upper_leg,left_upper_leg__s02,,tmp/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/pressure_ladder/salt2_hi5q/postProcessing/agent447PressureLadderSurfaces/9780/plane_left_upper_leg__s02.xy,missing_not_standardized_in_source,section_plane_area_average_from_pressure_ladder,mean_p_Pa;mean_p_rgh_Pa;relative_p;relative_p_rgh;adjacent_delta_p,p_rgh_available;explicit_hydrostatic_pair_correction_missing,mean_un_m_s;mean_rho_kg_m3;dynamic_pressure_can_be_derived_but_not_pair_standardized,mean_un_m_s;reverse_area_fraction_proxy;no_signed_absolute_face_flux,mean_rho_kg_m3,reverse_area_fraction_proxy_only,unit_normal;signed_mdot;absolute_mdot;same_qoi_uq;pairwise_hydrostatic_correction;pairwise_kinetic_correction,diagnostic,diagnostic_station_pressure_ladder_not_fit_admitted,metadata_only_repair_for_unit_normals_if_plane_definitions_exist; new_sampling_for_signed_flux_RAF_RMF_SVF_same_QOI_UQ,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
