case_id,evidence_type,control_volume,control_volume_group,control_volume_class,span,sampled_interface_count,sampled_qoi_rows,residual_qoi_rows,max_backflow_fraction,recirculation_flag,radiation_present_rows,radiation_output_terms,bracket_statuses,residual_statuses,residual_assignment,mean_abs_residual_W,max_abs_residual_fraction,temperature_selection_rules,dominant_flow_directions,interface_roles,admission_verdict,admission_reason,fit_eligible,validation_eligible,source_paths
salt_4,openfoam_sampled_interface_planes,test_section_lower_junction,junction,junction,test_section_span,1,8,0,0.0,no,0,absent_no_qr_output,bracketed_openfoam_physical_interface_plane,,,,,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,positive_normal,test_section_face,validation_only_sampled_interface_no_residual,"OpenFOAM planes sampled, but no enthalpy residual row is assigned to this control-volume class",no,yes,2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv
salt_4,openfoam_sampled_interface_planes,test_section_upper_junction,junction,junction,left_upper_leg,1,9,0,0.560506,yes,0,absent_no_qr_output,bracketed_openfoam_physical_interface_plane,,,,,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,negative_normal,left_upper_leg_face,validation_only_recirc_contaminated,recirculation/backflow contaminates at least one interface,no,yes,2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv
salt_4,openfoam_sampled_interface_planes,test_section_upper_junction,junction,junction,test_section_span,1,8,0,0.0,no,0,absent_no_qr_output,bracketed_openfoam_physical_interface_plane,,,,,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,positive_normal,test_section_face,validation_only_sampled_interface_no_residual,"OpenFOAM planes sampled, but no enthalpy residual row is assigned to this control-volume class",no,yes,2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv
salt_4,openfoam_sampled_interface_planes,upper_left_junction,junction,junction,left_upper_leg,1,8,0,0.0,no,0,absent_no_qr_output,bracketed_openfoam_physical_interface_plane,,,,,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,negative_normal,left_upper_leg_face,validation_only_sampled_interface_no_residual,"OpenFOAM planes sampled, but no enthalpy residual row is assigned to this control-volume class",no,yes,2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv
salt_4,openfoam_sampled_interface_planes,upper_left_junction,junction,junction,upper_leg,1,9,0,0.071367,no,0,absent_no_qr_output,bracketed_openfoam_physical_interface_plane,,,,,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,negative_normal,upper_leg_face,validation_only_sampled_interface_no_residual,"OpenFOAM planes sampled, but no enthalpy residual row is assigned to this control-volume class",no,yes,2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv
salt_4,openfoam_sampled_interface_planes,upper_right_junction,junction,junction,right_leg,1,8,0,0.0,no,0,absent_no_qr_output,bracketed_openfoam_physical_interface_plane,,,,,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,negative_normal,right_leg_face,validation_only_sampled_interface_no_residual,"OpenFOAM planes sampled, but no enthalpy residual row is assigned to this control-volume class",no,yes,2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv
salt_4,openfoam_sampled_interface_planes,upper_right_junction,junction,junction,upper_leg,1,9,0,0.827793,yes,0,absent_no_qr_output,bracketed_openfoam_physical_interface_plane,,,,,signed_mixing_cup_and_dominant_forward_kept_separate;raw_T_field,negative_normal,upper_leg_face,validation_only_recirc_contaminated,recirculation/backflow contaminates at least one interface,no,yes,2026-07-09_thermal_openfoam_interface_sampling/combined_openfoam_interface_samples.csv
salt_4,physical_interface_enthalpy_residual,junction_other,junction_other_loss_or_gain,junction,junction,0,0,2,,no,0,absent_no_qr_output,not_bracketed_by_available_secmean_surfaces,not_bracketed_by_physical_segment_interfaces,junction_loss_reported_as_wall_flux_not_segment_enthalpy,,,not_applicable,,,validation_only_not_bracketed,available physical interfaces do not bracket the control volume,no,yes,2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/patchwise_heat_ledger_enthalpy_interfaces.csv
salt_4,physical_interface_enthalpy_residual,ambient_wall,passive_ambient_loss_or_gain,passive_ambient_loss_or_gain,cooling_branch,0,0,9,0.298478,no,0,absent_no_qr_output,bracketed_upper_leg_but_partial_cooler_sink,computed_from_physical_interfaces_partial_cooler_bracket,segment_wall_flux_minus_physical_interface_enthalpy_change,71.784178,0.637913,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,,,validation_only_partial_bracket,residual exists but bracketing is partial,no,yes,2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/patchwise_heat_ledger_enthalpy_interfaces.csv
salt_4,physical_interface_enthalpy_residual,ambient_wall,passive_ambient_loss_or_gain,passive_ambient_loss_or_gain,downcomer,0,0,9,0.911028,yes,0,absent_no_qr_output,bracketed_full_span_interfaces,computed_from_physical_interfaces_high_recirculation_flag,segment_wall_flux_minus_physical_interface_enthalpy_change,162.689201,1.209004,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,,,validation_only_recirc_contaminated,recirculation/backflow contaminates at least one interface,no,yes,2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/patchwise_heat_ledger_enthalpy_interfaces.csv
salt_4,physical_interface_enthalpy_residual,ambient_wall,passive_ambient_loss_or_gain,passive_ambient_loss_or_gain,lower_leg,0,0,9,0.309687,no,0,absent_no_qr_output,bracketed_full_span_interfaces,computed_from_physical_segment_interfaces,segment_wall_flux_minus_physical_interface_enthalpy_change,98.237702,0.245245,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,,,validation_only_defensible_cv_reviewed,bracketed validation evidence; still not promoted to fit without reviewed control-volume method,no,yes,2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/patchwise_heat_ledger_enthalpy_interfaces.csv
salt_4,physical_interface_enthalpy_residual,ambient_wall,passive_ambient_loss_or_gain,passive_ambient_loss_or_gain,upcomer,0,0,9,0.980864,yes,0,absent_no_qr_output,bracketed_composite_high_recirculation_diagnostic,computed_diagnostic_only_high_recirculation_interfaces,diagnostic_only_upcomer_recirculation_cell,36.682048,0.470218,forward_bulk_when_recirc_gt_0p5_else_mixing_cup,,,validation_only_recirc_contaminated,recirculation/backflow contaminates at least one interface,no,yes,2026-07-08_patchwise_heat_ledger_enthalpy_interfaces/patchwise_heat_ledger_enthalpy_interfaces.csv
