task_id,row_index,role,owner,board_status,status_file,status_file_exists,duplicate_active_id,has_active_like_status,scope_contains_scheduler,scope_contains_external_fluid,goal_summary,cleanup_recommendation
AGENT-315,70,Implementer / Tester / Writer,codex,COMPLETE 2026-07-14T11:16:00-05:00,.agent/status/2026-07-14_AGENT-315.md,true,false,false,true,true,"Built a dated forward-model readiness note after H1 proxy and solve_case evidence; kept train/validation/holdout discipline explicit, updated residual attribution without calling the precursor a final forward-v1 score, and stated exactly wh",Move completed row out of Active during next board cleanup.
AGENT-311,71,Writer,codex,COMPLETE 2026-07-14T11:16:00-05:00,.agent/status/2026-07-14_AGENT-311.md,true,false,false,true,true,"Produced a concise thesis/presentation update from landed July 13 predictive/overnight evidence while explicitly marking AGENT-309/310 as pending live-result lanes; states what changed, what is trustworthy, what remains blocked, and what to",Move completed row out of Active during next board cleanup.
AGENT-310,72,Implementer / Tester / Writer,codex,COMPLETE 2026-07-14T11:15:23-05:00,.agent/status/2026-07-14_AGENT-310.md,true,false,false,true,true,Built a hydraulic scorecard for the bounded H1 localized named-loss/reset proxy screen. `F1_heater_only` mean mdot error drops from `0.0054775` to `0.0021442 kg/s` without thermal fitting; H1 unblocks forward-v1 scorecard refresh as diagnos,Move completed row out of Active during next board cleanup.
AGENT-309,73,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-14,.agent/status/2026-07-14_AGENT-309.md,true,false,false,true,true,"Refreshed the Salt2 thermal/closure mesh gate after coarse thermal repair smoke: 25 QOI rows, 0 publication-ready GCI rows, 0 fit-admissible thermal rows, and 16 thermal admission rows (11 validation-only, 5 blocked). Lower-leg Nu and downc",Move completed row out of Active during next board cleanup.
AGENT-308,74,Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-308.md,false,false,false,true,true,Ran a bounded `ethan_runs`-only H1 proxy screen using Salt2 train finite fit-target named-loss `K_local` values as an aggregate fixed-K Fluid `MinorLosses` proxy; `F1_heater_only_H1_proxy` mean mdot error vs CFD is `0.002144 kg/s`. Screen-o,Move completed row out of Active during next board cleanup.
AGENT-307,75,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-307.md,false,false,false,true,true,"Created a top-level tomorrow start-here handoff capturing current predictive-model context, active overnight/live jobs, pickup order, blocker boundaries, and no-extra-launch decision. STATUS: COMPLETE 2026-07-13.",Move completed row out of Active during next board cleanup.
AGENT-306,76,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-306.md,false,false,false,true,true,"Created a tomorrow-facing handoff for repaired corrected Salt-Q live job `3293924`, including current scheduler context, exact monitoring commands, post-exit terminal harvest/admission instructions, and no-launch decision. STATUS: COMPLETE ",Move completed row out of Active during next board cleanup.
AGENT-305,77,Coordinator / Implementer / Tester / Writer,codex,SUBMITTED/RUNNING 2026-07-13,.agent/status/2026-07-15_AGENT-305.md,false,false,true,true,true,"Prepared overnight CFD postprocessing. Salt2 pressure/momentum already has mesh-family evidence, so no duplicate pressure job was launched. Built sign/enthalpy review package with 3 rows, 10 blockers, and 0 fit-admissible rows. Submitted Sa",Create or locate missing task status file; active row cannot be trusted without closeout/status.
AGENT-304,78,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-304.md,false,false,false,true,true,"Created a thesis-facing bullet outline that states goals, model input/output forms, methodology, literature-review sections, logically organized research avenues, and a two-week achievable work plan, then linked it from the thesis dossier. ",Move completed row out of Active during next board cleanup.
AGENT-303,79,Implementer / Writer,Galileo,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-303.md,false,false,false,false,true,"Built the forward-v1 readiness/scorecard precursor with proxy split rows, residual attribution, source manifest, and explicit blockers. Final forward-v1 claim remains blocked by unapplied hydraulic correction, thermal mesh non-admission, se",Move completed row out of Active during next board cleanup.
AGENT-302,80,Writer / Implementer,Poincare,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-302.md,false,false,false,false,true,"Built TP/TW sensor map contract: 17 labels mapped, 15 provisionally diagnostic-scoreable sensors, `TP2` and `TW10` blocked, and sensor temperatures preserved as validation targets only. STATUS: COMPLETE 2026-07-13.",Move completed row out of Active during next board cleanup.
AGENT-301,81,Implementer / Tester / Writer,Epicurus,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-301.md,false,false,false,true,true,"Submitted and harvested full Fluid `solve_case` forward-v0 confirmation via Slurm job `3293960`; job completed `0:0` in `00:07:19`, and solve_case-vs-fast_scan comparison passed 6/6 rows. STATUS: COMPLETE 2026-07-13.",Move completed row out of Active during next board cleanup.
AGENT-300,82,Implementer / Reviewer / Writer,Ptolemy,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-300.md,false,false,false,false,true,"Built/ranked hydraulic correction candidates; best next candidate is `H1_localized_named_loss_and_reset_bundle`, with mean required resistance multiplier `2.115338371`; no thermal fitting used. STATUS: COMPLETE 2026-07-13.",Move completed row out of Active during next board cleanup.
AGENT-299,83,Coordinator / Integrator / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-299.md,false,false,false,true,true,"Coordinated AGENT-300..303 parallel execution, integrated results, and documented the new state: solve_case confirmation passed, hydraulic H1 candidate identified, sensor map partially scoreable, and final forward-v1 remains blocked pending",Move completed row out of Active during next board cleanup.
AGENT-298,84,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-298.md,false,false,false,true,true,"Started a living thesis and weekly-presentation dossier at `reports/thesis_dossier/README.md`, backfilled current research context with provenance links, and made future agents aware that it is a synthesis hub they may consult or update whe",Move completed row out of Active during next board cleanup.
AGENT-297,85,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-297.md,false,false,false,true,true,"Implemented the repo-local predictive external-boundary bridge wave with 24 Fluid-ready external BC rows, 24 boundary score rows, 6 split-aware HX rows, 2 hydraulic guardrail summaries, generated documentation-index refresh, and an exact do",Move completed row out of Active during next board cleanup.
AGENT-296,86,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-296.md,false,false,false,true,true,"Consolidated today's parallel-agent progress for the predictive heat-loss path, documented admitted versus blocked science, and proposed the next maximum-progress parallel plan with lane owners, acceptance signals, and guardrails. STATUS: C",Move completed row out of Active during next board cleanup.
AGENT-295,87,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-295.md,false,false,false,true,true,"Created a clean next-phase plan and literature handoff after the Salt2 fine reconstructed-T repair completed, so another agent can continue today's analysis without chat context. Documents current state, phases, task ordering, literature ga",Move completed row out of Active during next board cleanup.
AGENT-294,88,Coordinator / Implementer / Tester / Writer,claude,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-294.md,false,false,false,true,true,"Build a documentation continuity + report-generation system: machine-readable frontmatter schema, a repo-index generator emitting always-current STATE/catalog/BLOCKERS (with an automatable no-stale-blocker check), topic map-of-content hubs,",Move completed row out of Active during next board cleanup.
AGENT-291,89,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-291.md,false,false,false,true,true,Planned and launched the Salt2 fine reconstructed-T repair continuation needed to unblock thermal UA/HTC/Nu mesh-family work. Reusable fine-only workflow added; Slurm job `3293768` completed `0:0` in `00:22:33` on `c318-016`; fine smoke pas,Move completed row out of Active during next board cleanup.
AGENT-292,90,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-292.md,false,false,false,true,true,"Implemented the continuity protocol, aligned Claude/Codex instructions for new research avenues, assigned this continuity anchor on the board, and folded lit-rev gate outputs into predictive input/forward-v0 guardrails. STATUS: COMPLETE 202",Move completed row out of Active during next board cleanup.
AGENT-289,91,Coordinator / Writer,claude,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-289.md,false,false,false,true,true,"External-report journal for 2026-07-13: document what we are trying, what changed, and verified blockers (audited against past dated notes to exclude solved-and-forgotten items); plus an Obsidian-style connected research index consolidating",Move completed row out of Active during next board cleanup.
AGENT-290,92,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13; monitor live job `3293924` to terminal harvest,.agent/status/2026-07-15_AGENT-290.md,false,false,false,false,true,Repaired the selected corrected Salt-Q continuation after job `3293441.0`-`.3` failed on OpenFOAM time-name precision: forced explicit known-good integer restarts with the documented July 10 `startTime` + `timeFormat general` + `timePrecisi,Move completed row out of Active during next board cleanup.
AGENT-287,93,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-287.md,false,false,false,true,true,Corrected the authoritative CFD thermal-boundary documentation after AGENT-277: Ethan CFD `rcExternalTemperature` uses emissivity/Tsur in realized `wallHeatFlux`; Salt2/3/4 each use emissivity `0.95` on 36 `rcExternalTemperature` patches wi,Move completed row out of Active during next board cleanup.
AGENT-288,94,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-288.md,false,false,false,true,true,"Created a campaign index tying together the five implemented TODO-LITREV packages and recorded the next handoff. STATUS: COMPLETE 2026-07-13. Index package contains reading order, decision matrix, and scientific guardrails for downstream cl",Move completed row out of Active during next board cleanup.
AGENT-286,95,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-286.md,false,false,false,true,true,"Document whether the current evidence stack has the inputs needed for an end-to-end forward predictive 1D model, highlight all blockers, and create a research plan plus concrete next-step tasks for predicting mdot and sensor temperatures fr",Move completed row out of Active during next board cleanup.
AGENT-293,96,Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-293.md,false,false,false,true,true,"Prepared a no-submit compute-node confirmation harness for full Fluid `--engine solve_case` forward-v0, including exact commands, Slurm resource/time guidance, expected output package, and solve_case-vs-fast_scan comparison metrics. STATUS:",Move completed row out of Active during next board cleanup.
AGENT-285,97,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-285.md,false,false,false,true,true,Made the AGENT-282 lit-rev synthesis package easy to find from current start-here/reference docs and added board-visible next-step TODOs for the highest-value synthesis pathways. STATUS: COMPLETE 2026-07-13. Added July 13 lit-rev synthesis ,Move completed row out of Active during next board cleanup.
AGENT-284,98,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-284.md,false,false,false,true,true,"Implemented the Salt2-first Closure-QOI mesh GCI package with separate hydraulic and thermal lanes. STATUS: COMPLETE 2026-07-13. Built 25 triplet candidates, computed 14 hydraulic GCI diagnostics, admitted 0 publication-ready Closure-QOI GC",Move completed row out of Active during next board cleanup.
AGENT-283,99,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-283.md,false,false,false,true,true,"Implemented terminal harvesting for ended, essentially steady Salt1 rows. STATUS: COMPLETE 2026-07-13. Salt1 nominal, Salt1 -10Q, and Salt1 +10Q are `terminal_harvest_complete_context_only`; Salt4 +10Q remains excluded as not steady/live-co",Move completed row out of Active during next board cleanup.
AGENT-282,100,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-282.md,false,false,false,true,true,"Read the HITEC closure literature review and produce a provenance-focused lessons-learned and things-to-try package that identifies model forms, research pathways, and candidate next studies using author/title provenance rather than citatio",Move completed row out of Active during next board cleanup.
AGENT-281,101,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-281.md,false,false,false,true,true,"Harden AGENT-279 documentation and record practical wall-layer/bulk-temperature mapping recommendations for the radiation-off sensitivity path. STATUS: COMPLETE 2026-07-13. README now documents table reading order, replay modes, N2 limitati",Move completed row out of Active during next board cleanup.
AGENT-280,102,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-280.md,false,false,false,true,true,"Backfill explicit documentation for stopped/ended sbatch cases with final-window steady-state drift quantities, distinguish the steady Salt1 stop decisions from the non-steady Salt4 +10Q continuation decision, and record a future process ru",Move completed row out of Active during next board cleanup.
AGENT-279,103,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-279.md,false,false,false,true,true,"Implemented the requested radiation-off fixed-mdot diagnostic package: impose CFD heater and cooler setup terms together with 1D radiation disabled, compare section heat gain/loss, and propose low-dimensional correction paths without Fluid ",Move completed row out of Active during next board cleanup.
AGENT-275,104,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-275.md,false,false,false,true,true,"Make the time-series uncertainty-story work easy to find and reuse by adding explicit start-here, script CLI, input/output contract, and reuse guidance to the generated package README without changing solver data or analysis semantics. STAT",Move completed row out of Active during next board cleanup.
AGENT-274,105,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-274.md,false,false,false,false,true,"Decided Salt4 +10Q was not steady enough to omit, updated the selected Salt-Q continuation launcher to run at most four 64-rank cases (`salt2_lo10q`, `salt2_hi10q`, `salt4_lo10q`, `salt4_hi10q`) on one 256-task node, made selected staged co",Move completed row out of Active during next board cleanup.
AGENT-273,106,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-273.md,false,false,false,true,true,"Add a compact presentation table for admitted Salt2/3/4 with mdot, key temperature probes, wall temperature, and total_Q residual rows carrying mean, corrected SEM, detrended oscillation amplitude, 300 s drift, and verdict; keep total_Q in ",Move completed row out of Active during next board cleanup.
AGENT-272,107,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-272.md,false,false,false,true,true,"Convert the AGENT-244 time-series steady-state metrics into a paper-facing uncertainty-story package that preserves `osc_mean`, `osc_rmse_about_trend`, `fit_slope`, `unc_sem_corrected`, `unc_rel_sem_corrected`, and `verdict`, screens non-st",Move completed row out of Active during next board cleanup.
AGENT-271,108,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-271.md,false,false,false,true,true,"Implement a repo-local patch-boundary fixed-mdot 1D parity package that converts AGENT-263 patch/segment tables and AGENT-264 radiation policy into an executable fixed-Q replay plus a documented external-BC-equivalent contract, without edit",Move completed row out of Active during next board cleanup.
AGENT-270,109,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-270.md,false,false,false,true,true,"Implement a repo-local predictive heat-loss path package that builds control-volume effective thermal tables, separates cooler/HX/external/internal residual lanes, defines low-dimensional correction candidates, and records validation/uncert",Move completed row out of Active during next board cleanup.
AGENT-269,110,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-269.md,false,false,false,false,true,"Implement coordinator correction that converged/stationary Salt-Q perturbation rows are closure-fit admissible, expose short names such as `salt2_lo10q`, `salt2_hi10q`, and `salt4_lo10q` while retaining source keys for provenance, prepare t",Move completed row out of Active during next board cleanup.
AGENT-268,111,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-268.md,false,false,false,true,true,"Document the user-authorized cancellation of normal Salt1 and Salt1 -10Q, verify Salt4 +10Q remains live, and recommend high-value corrected-Q repack candidates for the freed node capacity without launching new work or mutating solver outpu",Move completed row out of Active during next board cleanup.
AGENT-266,112,Coordinator / Reviewer / Writer,codex,COMPLETE 2026-07-13; harvest deferred because both jobs were still `RUNNING`,.agent/status/2026-07-15_AGENT-266.md,false,false,true,true,true,"Check whether Salt1 nominal `3282992` and corrected-Q `3288671` have reached terminal Slurm state before any post-exit gate harvest, admission, or interpretation. Do not launch harvest while either job is non-terminal. STATUS: COMPLETE 2026",Create or locate missing task status file; active row cannot be trusted without closeout/status.
AGENT-265,113,Coordinator / Implementer / Tester / Writer,codex,"COMPLETE 2026-07-13; serial reconstructed medium `T` has five `-nan` tokens, first at line `6825807`, while AGENT-248 source medium/fine `T` diagnostics report zero nonfinite tokens",.agent/status/2026-07-15_AGENT-265.md,false,false,false,true,true,Diagnose the corrupted reconstructed `T` blocker from AGENT-245 before any new thermal UA/HTC/Nu closure claims; produce read-only evidence that separates native decomposed-field quality from reconstructed serial-field corruption and record,Move completed row out of Active during next board cleanup.
AGENT-264,114,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-264.md,false,false,false,true,true,"Audit whether `rcExternalTemperature` emissivity and `Tsur` affect OpenFOAM heat flux; produce source/library provenance, evidence tables, and an explicit 1D radiation parity instruction without mutating solver outputs or submitting jobs. S",Move completed row out of Active during next board cleanup.
AGENT-263,115,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-263.md,false,false,false,true,true,"Build the patch-level CFD thermal boundary table for admitted Salt 2/3/4 Jin mainline rows, including patch name, role, BC type, area, `h`, `Ta`, `Tsur`, emissivity, wall/layer metadata, imposed heat, realized `wallHeatFlux`, and 1D segment",Move completed row out of Active during next board cleanup.
AGENT-262,116,Implementer / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-262.md,false,false,false,true,true,"Use AGENT-248 completed outputs to compare Salt2 medium/fine pressure, friction, and momentum rows; review signs and identify fit-safe rows while explicitly keeping thermal closure blocked. STATUS: COMPLETE 2026-07-13. Pressure-gradient fri",Move completed row out of Active during next board cleanup.
AGENT-261,117,Implementer / Tester / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-261.md,false,false,false,true,true,"Run `build_registry_corrected_q_status_table.py --strict-registry` into a July 13 package and compare against the July 10 latest-time table to confirm whether Salt1 corrected and Salt4 +10Q have advanced meaningfully since July 10, with no ",Move completed row out of Active during next board cleanup.
AGENT-260,118,Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-260.md,false,false,false,true,true,"Add lightweight `Related` blocks and stable topic tags to the current thermal-parity documentation cluster without broad repo backfill, extraction, solver-output mutation, Fluid edits, or job submission. STATUS: COMPLETE 2026-07-13.",Move completed row out of Active during next board cleanup.
AGENT-259,119,Coordinator / Writer,codex,COMPLETE 2026-07-13,.agent/status/2026-07-15_AGENT-259.md,false,false,false,true,true,"Write a July 13 live-job heartbeat with `squeue`, `sacct`, `tmux`/attach audit, current log-tail evidence, and safe/unsafe cleanup guidance without submitting/canceling jobs or mutating solver outputs. STATUS: COMPLETE 2026-07-13.",Move completed row out of Active during next board cleanup.
AGENT-258,120,Coordinator / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-258.md,false,false,false,true,true,"Document the relationship between the `salt4_attach_3288671` tmux session on `c318-008`, the `srun --jobid=3288671` attached step, and the Slurm-owned corrected-Q allocation on `c318-017`, including safe/unsafe actions before closing the no",Move completed row out of Active during next board cleanup.
AGENT-257,121,Coordinator / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-257.md,false,false,false,true,true,"Add a future TODO for lightweight Obsidian-style cross-reference blocks/tags on the current thermal-parity documentation cluster, document the recommended convention, and close out without broad backfill, extraction, solver-output mutation,",Move completed row out of Active during next board cleanup.
AGENT-256,122,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-256.md,false,false,false,true,true,"Build and submit a small Slurm batch job for a time-series uncertainty digest limited to terminal/non-live AGENT-244 cases, excluding currently running Salt1 nominal and selected corrected-Q case keys; document current local background proc",Move completed row out of Active during next board cleanup.
AGENT-255,123,Coordinator / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-255.md,false,false,false,true,true,"Document explicit end-of-day submit/wait decisions for terminal harvest/postprocessing, Thermal UA/Nu repair, and time-series uncertainty digest without submitting jobs, mutating solver outputs, or overlapping active AGENT-253 corrected-Q r",Move completed row out of Active during next board cleanup.
AGENT-254,124,Coordinator / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-254.md,false,false,false,true,true,"Make the end-of-day TODO and thermal-parity roadmap easy to find next meeting by adding a single start-here index and cross-links, without running extraction, submitting jobs, or mutating solver outputs. STATUS: COMPLETE 2026-07-10. Start-h",Move completed row out of Active during next board cleanup.
AGENT-253,125,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-253.md,false,false,false,true,true,"Update the registry-driven corrected-Q table script to show every corrected-Q run's registry-derived latest timestep, repair Salt4 +10Q corrected time-precision restart failure, identify underfilled running allocations, and attach the fixed",Move completed row out of Active during next board cleanup.
AGENT-252,126,Coordinator / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-252.md,false,false,false,true,true,"Capture the agreed CFD-1D thermal-parity roadmap: patch-role exactness, external BC parity including rcExternalTemperature emissivity/Tsur audit, realized-vs-imposed heat terms, heat-balance target order, diagnostic-to-predictive study ladd",Move completed row out of Active during next board cleanup.
AGENT-251,127,Coordinator / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-251.md,false,false,false,true,true,"Write a compact end-of-day wrap-up with live job status, TODOs, submission guidance, and next steps without mutating solver outputs or submitting new work. STATUS: COMPLETE 2026-07-10. Documented that Salt1 nominal `3282992` is still runnin",Move completed row out of Active during next board cleanup.
AGENT-250,128,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-250.md,false,false,false,true,true,"Build a registry-driven script that reproduces the corrected Salt Q status table style, audit/register missing corrected-Q case roots in `registry/case_registry.csv`, and emit a registry coverage report without promoting perturbation rows b",Move completed row out of Active during next board cleanup.
AGENT-249,129,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-249.md,false,false,false,true,true,"Check how close selected corrected-Q rows (`salt1_jin_lo10q_corrected`, `salt1_jin_hi10q_corrected`, `salt4_jin_hi10q_corrected`) are to steady state, preserve sensitivity/correlation-support labels, preflight stop monitors/controlDicts, an",Move completed row out of Active during next board cleanup.
AGENT-248,130,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-248.md,false,false,false,true,true,"Prove Salt2 medium/fine refined pressure-only section sampling works on the current compute node, document the smoke-test evidence, and if the hard gates pass submit a 2026-07-10 20:00 CDT Slurm batch rerun for pressure/friction/momentum ex",Move completed row out of Active during next board cleanup.
AGENT-247,131,Coordinator / Implementer / Tester / Writer / Cleaner,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-247.md,false,false,false,true,true,"Make downstream progress from the refreshed canonical observation table: run/repair the model-form bakeoff against the July 9 table, produce a compact thermal control-volume admission/evidence review, and publish a non-destructive canonical",Move completed row out of Active during next board cleanup.
AGENT-246,132,Coordinator / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-246.md,false,false,false,true,true,"Prepare an evidence-based table of which CFD runs are steady, which need continuation, which are excluded/repair-first, and which are pending terminal evidence, without running new extraction or mutating solver outputs. STATUS: COMPLETE 202",Move completed row out of Active during next board cleanup.
AGENT-245,133,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-10,.agent/status/2026-07-15_AGENT-245.md,false,false,false,true,true,"Build and submit a 2026-07-09 21:00 CDT Slurm batch job to rerun Salt2 medium/fine closure-QOI extraction with repaired section-sampling gates, document the plan and continuation instructions for a fresh agent, and preserve read-only source",Move completed row out of Active during next board cleanup.
AGENT-244,134,Implementer / Writer,claude,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-244.md,false,false,false,false,false,"Parse OpenFOAM postProcessing time series (mdot, temperature, wall temperature, total_Q) across all jadyn + modern Ethan runs; plot grouped values vs time (SVG); plot last-~5-min window with linear trendline + equation + R² in legend; repor",Move completed row out of Active during next board cleanup.
AGENT-243,135,Coordinator / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-243.md,false,false,false,true,true,"Produce a paper-facing report comparing how Ethan OpenFOAM CFD and the current 1D Fluid model treat internal Nusselt/HTC, including equations, setup evidence, model-form differences, interpretation limits, and a compact reference table with",Move completed row out of Active during next board cleanup.
AGENT-241,136,Coordinator / Reviewer / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-241.md,false,false,false,true,true,"Strengthen the corrected Salt Q minimal continuation plan with explicit row-level convergence/resubmit recommendations: identify fully admitted rows, terminal-window-converged-but-under-advanced rows, investigation-before-resubmit rows, and",Move completed row out of Active during next board cleanup.
AGENT-240,137,Coordinator / Reviewer / Cleaner / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-240.md,false,false,false,true,true,"Verify documented Ethan-run boundary-condition claims against actual OpenFOAM dictionaries for current Salt mainline/corrected/Salt1 continuation roots, produce mismatch/admission tables, and perform only non-destructive cleanup documentati",Move completed row out of Active during next board cleanup.
AGENT-239,138,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-239.md,false,false,false,true,true,"Build and run Salt 2 Jin fine/medium closure-QOI smoke tests under `srun`, prepare a scheduled batch path when requested, and document provenance/results without mutating source solver outputs or closure-observation tables. STATUS: COMPLETE",Move completed row out of Active during next board cleanup.
AGENT-238,139,Coordinator / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-238.md,false,false,false,true,true,"Build a minimal no-submit continuation/resubmit plan for failed or under-advanced corrected Salt Q perturbation rows from the gate audit, avoiding bulk resubmission and preserving sensitivity/correlation-support labels. STATUS: COMPLETE 202",Move completed row out of Active during next board cleanup.
AGENT-237,140,Coordinator / Reviewer / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-237.md,false,false,false,true,true,"Inspect completed corrected Salt Q gate `3280969`, compare the completed gate outputs against the earlier corrected-Salt status summary, and produce row-level admissible/partial/excluded/continuation verdicts plus a resubmit list without pr",Move completed row out of Active during next board cleanup.
AGENT-236,141,Coordinator / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-236.md,false,false,false,true,true,"Consolidate existing Ethan-run external-boundary-condition and setup documentation into one thorough reference package with a compact summary table, provenance, interpretation boundaries, and next-action gaps without new CFD extraction or s",Move completed row out of Active during next board cleanup.
AGENT-235,142,Coordinator / Implementer / Tester / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-235.md,false,false,false,true,true,"Make concrete progress on mesh-UQ blockers: align mainline coarse endpoint monitor values with external coarse mesh-family values, inventory medium/fine closure-QOI extraction readiness, review Salt 4 medium/fine admission evidence, and doc",Move completed row out of Active during next board cleanup.
AGENT-234,143,Implementer / Writer,claude,COMPLETE 2026-07-09 (redesigned after user feedback),.agent/status/2026-07-15_AGENT-234.md,false,false,false,false,false,Redesign and implement improved SVG figures for mechanical pressure terms and full pressure decomposition. Replace Codex AGENT-233 grouped-bar chart and my AGENT-207 diverging chart. STATUS: COMPLETE 2026-07-09 (redesigned after user feedba,Move completed row out of Active during next board cleanup.
AGENT-233,144,Coordinator / Implementer / Writer,codex,COMPLETE 2026-07-09,.agent/status/2026-07-15_AGENT-233.md,false,false,false,true,true,Improve readability of the slide-safe mechanical pressure figure by replacing the crowded x-axis grouped chart with a horizontal layout that avoids overlapping text. STATUS: COMPLETE 2026-07-09.,Move completed row out of Active during next board cleanup.
