harvest_id,source_family,case_key,feature_or_plane,time_or_window_s,plane_path,reverse_area_fraction,reverse_mass_fraction,secondary_flow_intensity,transverse_velocity_components,signed_mdot_basis,absolute_mdot_basis,normal_velocity_basis,wall_core_delta_T_status,field_status,admission_use,blocked_reason,coefficient_admission_status,source_paths
MPRH-UP-024,upcomer_matched_plane_diagnostic_proxy,salt4_hi5q,upcomer_outlet,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-13/2026-07-13_corrected_q_latest_time_refresh/all_corrected_q_status_table.csv
MPRH-UP-025,upcomer_matched_plane_diagnostic_proxy,salt4_hi10q,upcomer_inlet,14017,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-026,upcomer_matched_plane_diagnostic_proxy,salt4_hi10q,upcomer_mid,14017,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-027,upcomer_matched_plane_diagnostic_proxy,salt4_hi10q,upcomer_outlet,14017,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-028,upcomer_matched_plane_diagnostic_proxy,salt2_mesh_refinement_family_coarse_medium_fine,upcomer_inlet,7915,not_sampled_proxy_row,0.6197916667,0.4736619997,0.07945120764,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-029,upcomer_matched_plane_diagnostic_proxy,salt2_mesh_refinement_family_coarse_medium_fine,upcomer_mid,7915,not_sampled_proxy_row,0.3223938224,0.4622774807,0.0009772265829,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-030,upcomer_matched_plane_diagnostic_proxy,salt2_mesh_refinement_family_coarse_medium_fine,upcomer_outlet,7915,not_sampled_proxy_row,0.837962963,0.5738234099,0.7805272007,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,awaiting_compute_node_sampling,diagnostic_recirc_gate_only,blocked-compute-node-sampling-required,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-UP-031,upcomer_matched_plane_diagnostic_proxy,new_targeted_re150,upcomer_inlet,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
MPRH-UP-032,upcomer_matched_plane_diagnostic_proxy,new_targeted_re150,upcomer_mid,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
MPRH-UP-033,upcomer_matched_plane_diagnostic_proxy,new_targeted_re150,upcomer_outlet,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
MPRH-UP-034,upcomer_matched_plane_diagnostic_proxy,new_targeted_re200,upcomer_inlet,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
MPRH-UP-035,upcomer_matched_plane_diagnostic_proxy,new_targeted_re200,upcomer_mid,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
MPRH-UP-036,upcomer_matched_plane_diagnostic_proxy,new_targeted_re200,upcomer_outlet,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
MPRH-UP-037,upcomer_matched_plane_diagnostic_proxy,new_targeted_re250,upcomer_inlet,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
MPRH-UP-038,upcomer_matched_plane_diagnostic_proxy,new_targeted_re250,upcomer_mid,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
MPRH-UP-039,upcomer_matched_plane_diagnostic_proxy,new_targeted_re250,upcomer_outlet,,not_sampled_proxy_row,missing,missing,missing,missing_components_scalar_secondary_fraction_only,not_sampled_or_not_admission_grade,not_sampled_or_not_admission_grade,diagnostic_secmean_proxy_or_parse_incomplete,missing,blocked_before_sampling,diagnostic_recirc_gate_only,blocked-terminal-harvest-or-new-cfd-run,no_coefficient_admission,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
MPRH-PM10-040,pm10_pressure_only_target,salt2_lo10q,upcomer_inlet,12382,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_inlet.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-PM10-041,pm10_pressure_only_target,salt2_lo10q,upcomer_mid,12382,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_mid.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_mid.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-PM10-042,pm10_pressure_only_target,salt2_lo10q,upcomer_outlet,12382,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_outlet.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_outlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-PM10-043,pm10_pressure_only_target,salt2_hi10q,upcomer_inlet,11668,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_inlet.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-PM10-044,pm10_pressure_only_target,salt2_hi10q,upcomer_mid,11668,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_mid.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_mid.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-PM10-045,pm10_pressure_only_target,salt2_hi10q,upcomer_outlet,11668,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_outlet.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_outlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-PM10-046,pm10_pressure_only_target,salt4_lo10q,upcomer_inlet,13421,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_inlet.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-PM10-047,pm10_pressure_only_target,salt4_lo10q,upcomer_mid,13421,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_mid.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_mid.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-PM10-048,pm10_pressure_only_target,salt4_lo10q,upcomer_outlet,13421,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_outlet.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_outlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
MPRH-PM10-049,pm10_pressure_only_target,salt4_hi10q,upcomer_inlet,14017,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_inlet.vtk,missing,missing,missing,missing,missing,missing,pressure_target_only,missing,pressure_plane_available,blocked_pressure_only_no_recirc_field_use,RAF_RMF_SVF_not_present_in_pressure_target_table,no_coefficient_admission,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
