gate_id,source_id,case_id,span,property_mode,orientation,Re,Pr,Gr,Gr_star,Ri,Ra,Gz,hydraulic_reset_distance_m,hydraulic_reset_status,thermal_reset_status,reverse_flow_metric_status,source_envelope_status,pressure_residual_gate,same_qoi_uq_gate,single_stream_developing_allowed,blocking_reasons,coefficient_admission_status,source_paths
GSSB-035,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_lower_leg,sohal_janz_full,mostly_horizontal,61.464109,55.603727,1110.3672,198.6763,0.29391614,61740.554,611.51193,0.12192,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-036,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,jin_viscosity_cp_1560_k_060,mostly_horizontal,73.513208,23.271447,1863.77,284.14248,0.34487489,43372.625,260.81502,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-037,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,jin_viscosity_parida_cp_santini_k,mostly_horizontal,73.513208,23.529302,1863.77,284.14248,0.34487489,43853.208,263.70494,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-038,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,replication_reis_jadyn,mostly_horizontal,56.741724,51.342315,1110.3672,169.28188,0.34487489,57008.821,444.14197,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-039,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,shen_celsius_comparison,mostly_horizontal,73.513208,22.140687,1863.77,284.14248,0.34487489,41265.148,248.14202,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-040,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,left_upper_leg,sohal_janz_full,mostly_horizontal,56.741724,55.603727,1110.3672,169.28188,0.34487489,61740.554,481.00575,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-041,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,jin_viscosity_cp_1560_k_060,mostly_horizontal,81.72281,21.202696,35383.01,2163.7171,5.2979542,750215.21,105.95954,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-042,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,jin_viscosity_parida_cp_santini_k,mostly_horizontal,81.72281,21.379652,35383.01,2163.7171,5.2979542,756476.45,106.84387,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-043,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,replication_reis_jadyn,mostly_horizontal,63.82028,45.512284,21578.717,1319.5666,5.2979542,982096.69,177.62048,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-044,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,shen_celsius_comparison,mostly_horizontal,81.72281,20.268535,35383.01,2163.7171,5.2979542,717161.8,101.29112,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-045,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,lower_leg,sohal_janz_full,mostly_horizontal,63.82028,49.423466,21578.717,1319.5666,5.2979542,1066495,192.88462,0.35684162,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-046,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,jin_viscosity_cp_1560_k_060,mostly_vertical_downcomer,92.533534,19.423771,13742.502,819.64161,1.6049722,266931.21,107.19904,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-047,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,jin_viscosity_parida_cp_santini_k,mostly_vertical_downcomer,92.533534,19.52746,13742.502,819.64161,1.6049722,268356.16,107.77129,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-048,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,replication_reis_jadyn,mostly_vertical_downcomer,73.55149,40.322647,8682.6133,517.85556,1.6049722,350105.95,176.88813,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-049,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,shen_celsius_comparison,mostly_vertical_downcomer,92.533534,18.656263,13742.502,819.64161,1.6049722,256383.74,102.96319,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-050,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,right_leg,sohal_janz_full,mostly_vertical_downcomer,73.55149,43.918847,8682.6133,517.85556,1.6049722,381330.37,192.66401,0.36576,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-051,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,jin_viscosity_cp_1560_k_060,mostly_horizontal,75.608601,23.271447,1590.5347,335.58271,0.27822795,37014.044,371.23679,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-052,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,jin_viscosity_parida_cp_santini_k,mostly_horizontal,75.608601,23.529302,1590.5347,335.58271,0.27822795,37424.172,375.35021,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-053,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,replication_reis_jadyn,mostly_horizontal,58.359068,51.342315,947.58342,199.92811,0.27822795,48651.126,632.17921,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-054,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,shen_celsius_comparison,mostly_horizontal,75.608601,22.140687,1590.5347,335.58271,0.27822795,35215.531,353.19838,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-055,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,test_section_span,sohal_janz_full,mostly_horizontal,58.359068,55.603727,947.58342,199.92811,0.27822795,52689.169,684.65009,0.098072727,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-056,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,jin_viscosity_cp_1560_k_060,mostly_horizontal,84.591687,20.258611,9542.4391,583.48989,1.3335338,193316.56,104.78794,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-057,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,jin_viscosity_parida_cp_santini_k,mostly_horizontal,84.591687,20.39715,9542.4391,583.48989,1.3335338,194638.56,105.50453,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-058,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,replication_reis_jadyn,mostly_horizontal,66.614978,42.777211,5917.6301,361.84431,1.3335338,253139.71,174.24418,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-059,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,shen_celsius_comparison,mostly_horizontal,84.591687,19.413179,9542.4391,583.48989,1.3335338,185249.07,100.41493,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-060,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,upper_leg,sohal_janz_full,mostly_horizontal,66.614978,46.522899,5917.6301,361.84431,1.3335338,275305.3,189.50148,0.35687444,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,source_envelope_precheck_only,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-061,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,jin_viscosity_cp_1560_k_060,mostly_horizontal,93.778356,23.271447,1863.77,333.48151,0.21192739,43372.625,390.48598,0.12192,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-062,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,jin_viscosity_parida_cp_santini_k,mostly_horizontal,93.778356,23.529302,1863.77,333.48151,0.21192739,43853.208,394.81269,0.12192,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-063,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,replication_reis_jadyn,mostly_horizontal,72.383531,51.342315,1110.3672,198.6763,0.21192739,57008.821,664.95866,0.12192,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-064,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,shen_celsius_comparison,mostly_horizontal,93.778356,22.140687,1863.77,333.48151,0.21192739,41265.148,371.51225,0.12192,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-065,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_lower_leg,sohal_janz_full,mostly_horizontal,72.383531,55.603727,1110.3672,198.6763,0.21192739,61740.554,720.15023,0.12192,reset_flagged,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-066,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,jin_viscosity_cp_1560_k_060,mostly_horizontal,84.474574,23.271447,1863.77,284.14248,0.26118023,43372.625,299.70448,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-067,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,jin_viscosity_parida_cp_santini_k,mostly_horizontal,84.474574,23.529302,1863.77,284.14248,0.26118023,43853.208,303.02531,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-068,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,left_upper_leg,replication_reis_jadyn,mostly_horizontal,65.202336,51.342315,1110.3672,169.28188,0.26118023,57008.821,510.36683,0.14309042,not_flagged_in_pressure_ledger,unknown_until_wall_material_or_heat_path_reset_mapped,fail,blocked_source_envelope_not_fit,diagnostic_only,blocked_same_QOI_UQ_missing,no,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,no_coefficient_admission,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
