family,case_id,case_label,branch,time_s,mean_direct_gradient_pa_per_m,mean_shear_gradient_pa_per_m,terminal_direct_drop_pa,terminal_shear_drop_pa,gradient_positive,cumulative_positive,flow_alignment_signature,source_timeseries_path
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,upper_leg,3296.0,64.572183403523,14.287633713857,54.991172037219,12.694679811157,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_3_kirst_coarse_mesh,Salt 3 Kirst,upper_leg,3297.0,64.568107449370,14.286542227435,54.990046829275,12.693706388935,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_3_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,right_leg,2079.0,12.729217546785,20.457343753046,11.986082799079,18.712076580700,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,right_leg,2080.0,12.832636229611,20.461032599701,12.073534633230,18.715066316491,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,right_leg,2081.0,13.031011603828,20.456089038597,12.222112581585,18.711048491616,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,right_leg,2082.0,13.527805938496,20.465525990574,12.567682671842,18.718855232708,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_span,2079.0,33.267578526449,20.359907001564,7.718151852112,5.003381547359,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_span,2080.0,33.281223628765,20.360387438882,7.721493034628,5.003522371274,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_span,2081.0,33.273515938760,20.360962785546,7.719475290655,5.003685885394,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,test_section_span,2082.0,33.259619845992,20.361576972217,7.716000176660,5.003853765968,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,upper_leg,2079.0,63.601738726850,13.737313776432,53.797313735907,12.262878726732,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,upper_leg,2080.0,63.748403525920,13.724456020658,53.866681092584,12.253243482621,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,upper_leg,2081.0,63.705676179099,13.709311409856,53.807532476688,12.238248422815,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_jin_coarse_mesh,Salt 4 Jin,upper_leg,2082.0,63.501428533271,13.700093511832,53.697589607964,12.227396783540,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_jin_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,right_leg,2980.0,13.746641753152,20.307429058743,12.613967905876,18.574232508637,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,right_leg,2981.0,13.697567162247,20.309947377139,12.573759568285,18.576486725049,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,right_leg,2982.0,13.716158038598,20.312871405862,12.575382792060,18.579193514846,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,right_leg,2983.0,13.818241086547,20.315714453764,12.634452206849,18.581680961204,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_span,2980.0,31.362467635354,21.382066222564,7.313058142130,5.253576775627,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_span,2981.0,31.359411250588,21.381003350329,7.312348439069,5.253313244960,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_span,2982.0,31.358182622341,21.379919877205,7.312120511034,5.253042777522,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,test_section_span,2983.0,31.359610834766,21.378783088249,7.312593395266,5.252757952856,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,upper_leg,2980.0,66.247712146348,14.361904677862,56.165602718060,12.795374221310,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,upper_leg,2981.0,66.249013135515,14.361641436964,56.155714523032,12.795210129771,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,upper_leg,2982.0,66.239300398288,14.361427114001,56.140672721732,12.795054629133,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
salt,viscosity_screening_salt_test_4_kirst_coarse_mesh,Salt 4 Kirst,upper_leg,2983.0,66.222877963741,14.360757106586,56.125915872595,12.794452008224,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_salt_family/viscosity_screening_salt_test_4_kirst_coarse_mesh/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,right_leg,5270.0,0.501877300295,1.136637712119,0.505810095287,1.028135886416,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,right_leg,5271.0,0.437829041357,1.134050328001,0.461519130810,1.025828601925,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,right_leg,5272.0,0.304483486774,1.136649131449,0.353309114162,1.027244720447,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,right_leg,5273.0,0.187729966223,1.135654391986,0.259993954675,1.025799063201,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,right_leg,5274.0,0.025983085987,1.143186819055,0.130857439878,1.032421710973,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,test_section_span,5270.0,5.153429457559,0.618534155863,1.325135109530,0.149203300103,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,test_section_span,5271.0,5.153817520158,0.616391112055,1.327046441721,0.148830945617,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,test_section_span,5272.0,5.235015656911,0.605602049642,1.349853037537,0.146086197980,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,test_section_span,5273.0,5.219212244698,0.606505388951,1.346415665762,0.145380920710,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,test_section_span,5274.0,5.220881051261,0.624888022424,1.346713260488,0.148968699664,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,upper_leg,5270.0,4.820180009328,1.269429279585,4.059888991626,1.165224169981,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,upper_leg,5271.0,4.826185031373,1.274682861207,4.072246665271,1.166763987096,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,upper_leg,5272.0,4.792666424926,1.276042575324,4.004715868685,1.167025496725,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,upper_leg,5273.0,4.663989060703,1.276765693945,3.879462223433,1.168596738917,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_1_coarse_mesh_laminar,Water 1,upper_leg,5274.0,4.635911739677,1.284651285061,3.903804634373,1.175806875246,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,right_leg,3976.0,1.525657233147,1.294519858164,1.391784640655,1.166234394750,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,right_leg,3977.0,1.571516767690,1.300907273672,1.438766952162,1.172014355862,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,right_leg,3978.0,1.534720382102,1.304002171605,1.402036416603,1.174684643298,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,right_leg,3979.0,1.541459120675,1.305505963177,1.390252677077,1.176476333953,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,right_leg,3980.0,1.658920222025,1.297090363956,1.493698231323,1.168906843198,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,test_section_span,3976.0,6.594895648913,0.769511117154,1.698549151250,0.184176013355,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,test_section_span,3977.0,6.678634598842,0.754279959730,1.715954828425,0.180410190787,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,test_section_span,3978.0,6.759416065784,0.734627393924,1.732626115036,0.175907002773,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,test_section_span,3979.0,6.668834896286,0.737394300901,1.710037629961,0.175396762887,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,test_section_span,3980.0,6.810782402489,0.740455526887,1.743737532218,0.175188426258,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,upper_leg,3976.0,5.609000818176,1.553169887190,4.689582507451,1.414241943718,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,upper_leg,3977.0,5.555405166026,1.554082963608,4.720395715169,1.404485632587,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,upper_leg,3978.0,5.580371427749,1.554666182654,4.760182422041,1.410525388052,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,upper_leg,3979.0,5.873507796444,1.552359404545,4.963497610392,1.419440480845,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_2_coarse_mesh_laminar,Water 2,upper_leg,3980.0,5.982564373661,1.546361203848,5.065591337727,1.420835592284,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,right_leg,3724.0,1.832254625487,1.425689935715,1.667987520581,1.282813879874,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,right_leg,3725.0,1.827612424267,1.429367128383,1.676748856094,1.286241951468,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,right_leg,3726.0,1.606524912614,1.434392330989,1.499834189692,1.291079901939,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,right_leg,3727.0,1.718649779036,1.427973040025,1.593712022533,1.285465717800,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,right_leg,3728.0,1.645453383020,1.438417532263,1.529172790388,1.295094255384,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,test_section_span,3724.0,7.768111799790,0.841390217683,2.011886965996,0.203009736447,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,test_section_span,3725.0,7.842607090716,0.819117808292,2.035740959294,0.197542099498,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,test_section_span,3726.0,7.831913302536,0.797715234622,2.031303556586,0.191322551309,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,test_section_span,3727.0,8.055763750826,0.776421302190,2.081687621695,0.185671771063,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,test_section_span,3728.0,8.010092094525,0.789828766140,2.070873432607,0.187963363034,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,upper_leg,3724.0,6.755990684833,1.713927818220,5.713189879811,1.571147434874,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,upper_leg,3725.0,6.660352979794,1.714670781401,5.595720595694,1.574282055845,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,upper_leg,3726.0,6.521301535914,1.723880880293,5.524724535157,1.574496536545,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,upper_leg,3727.0,6.632311941573,1.713504130455,5.481698372414,1.581749039366,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_3_coarse_mesh_laminar,Water 3,upper_leg,3728.0,6.560167019240,1.718356788409,5.529490358390,1.584641619092,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,right_leg,2538.0,1.196327365959,1.743355217426,1.115272362818,1.567833631909,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,right_leg,2539.0,1.426389818659,1.750575169200,1.311920933054,1.573787725848,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,right_leg,2540.0,1.525998553248,1.760116156192,1.388100543729,1.582973923517,yes,yes,1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,test_section_span,2538.0,11.238421186477,1.076256576667,2.904285662532,0.254921454928,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,test_section_span,2539.0,10.784301927893,1.098964693920,2.813312464026,0.261353669849,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,test_section_span,2540.0,10.868272605182,1.093878613803,2.835252972305,0.260569347920,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,upper_leg,2538.0,8.754910933024,2.081076310635,7.123663796223,1.919543948846,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,upper_leg,2539.0,8.406443318185,2.059895673654,6.932401954131,1.877548578781,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,upper_leg,2540.0,7.685068680273,2.049195755872,6.175414759110,1.874602832050,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,upper_leg,2541.0,7.672714093845,2.058418116654,6.383908212164,1.871505459285,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
water,val_water_test_4_coarse_mesh_laminar,Water 4,upper_leg,2542.0,8.003921032056,2.037025472407,6.718932032114,1.874316291481,yes,yes,-1.0,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_cumulative_timeseries.csv
