case_key,split_role,harvest_package,branch,from_station,to_station,delta_p_to_minus_from_Pa,delta_p_rgh_to_minus_from_Pa,delta_p_rgh_sign,from_reverse_area_fraction_proxy,to_reverse_area_fraction_proxy,max_reverse_area_fraction_proxy,pair_recirc_band,upcomer_hybrid_lane,admission_status,source_path
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s01,upper_leg__s02,-2833.097813,14.28922961,positive,0.6106770833,0.5783308931,0.6106770833,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s02,upper_leg__s03,-131.2601879,3.870250245,positive,0.5783308931,0.4864864865,0.5783308931,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,AGENT-445_nominal_salt2_salt3_salt4,upper_leg,upper_leg__s03,upper_leg__s04,633.2071026,0.5834958449,positive,0.4864864865,0.4470588235,0.4864864865,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s00,lower_leg__s01,442.024818,9.138547438,positive,0.5405797101,0.4882550336,0.5405797101,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s01,lower_leg__s02,240.5951331,-0.06127244057,negative,0.4882550336,0.4198250729,0.4882550336,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s02,lower_leg__s03,-2941.435745,-4.730707192,negative,0.4198250729,0.2820378151,0.4198250729,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s03,lower_leg__s04,9397.377105,-3.793130407,negative,0.2820378151,0.2374283896,0.2820378151,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s00,right_leg__s01,-3530.26683,-2.692684803,negative,0.2222222222,0.6423611111,0.6423611111,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s01,right_leg__s02,-3548.864937,-0.4208794422,negative,0.6423611111,0.6597222222,0.6597222222,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s02,right_leg__s03,-3536.770496,-0.9967142764,negative,0.6597222222,0.6447876448,0.6597222222,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s03,right_leg__s04,-3543.796425,-0.1698746315,negative,0.6447876448,0.671875,0.671875,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s00,left_lower_leg__s01,-1190.378048,-0.196501413,negative,0.6423611111,0.6545138889,0.6545138889,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s01,left_lower_leg__s02,-1179.269185,-0.07951635553,negative,0.6545138889,0.6579861111,0.6579861111,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s02,left_lower_leg__s03,-1179.199457,-0.1404127399,negative,0.6579861111,0.6597222222,0.6597222222,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s03,left_lower_leg__s04,-1190.039903,-0.3009783865,negative,0.6597222222,0.65625,0.6597222222,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s00,test_section_span__s01,961.9946547,-0.3653208743,negative,0.3166023166,0.333976834,0.333976834,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s01,test_section_span__s02,960.15473,0.2073513067,positive,0.333976834,0.3494208494,0.3494208494,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s02,test_section_span__s03,948.0034908,0.2160315628,positive,0.3494208494,0.3590733591,0.3590733591,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s03,test_section_span__s04,961.9782835,0.7084798706,positive,0.3590733591,0.3397683398,0.3590733591,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s00,left_upper_leg__s01,-1395.757749,-0.4401845995,negative,0.671875,0.6684027778,0.671875,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s01,left_upper_leg__s02,-1383.259812,9.406482743,positive,0.6684027778,0.8410094637,0.8410094637,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s02,left_upper_leg__s03,-1380.314441,-1.980267266,negative,0.8410094637,0.8492307692,0.8492307692,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s03,left_upper_leg__s04,-1382.486906,-26.29356598,negative,0.8492307692,0.8472222222,0.8492307692,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,upper_leg,upper_leg__s00,upper_leg__s01,9381.974361,6.826989516,positive,0.4935064935,0.5229166667,0.5229166667,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,upper_leg,upper_leg__s01,upper_leg__s02,-2886.563139,11.1802376,positive,0.5229166667,0.5783308931,0.5783308931,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,upper_leg,upper_leg__s02,upper_leg__s03,-134.2891995,5.19961849,positive,0.5783308931,0.4864864865,0.5783308931,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_nominal,training,AGENT-447_expanded_salt1_pm5_val,upper_leg,upper_leg__s03,upper_leg__s04,644.7895848,0.8870026759,positive,0.4864864865,0.4470588235,0.4864864865,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s00,lower_leg__s01,443.4390843,8.957058023,positive,0.5405797101,0.4882550336,0.5405797101,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s01,lower_leg__s02,241.3908042,-0.07180045561,negative,0.4882550336,0.4198250729,0.4882550336,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s02,lower_leg__s03,-2950.005783,-4.065145355,negative,0.4198250729,0.281512605,0.4198250729,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s03,lower_leg__s04,9424.945472,-3.573680151,negative,0.281512605,0.2374283896,0.281512605,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s00,right_leg__s01,-3540.734284,-2.589175697,negative,0.2222222222,0.6579861111,0.6579861111,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s01,right_leg__s02,-3559.580054,-0.1356593458,negative,0.6579861111,0.6701388889,0.6701388889,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s02,right_leg__s03,-3547.202395,-2.278880516,negative,0.6701388889,0.555984556,0.6701388889,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s03,right_leg__s04,-3553.859371,0.5313719117,positive,0.555984556,0.6614583333,0.6614583333,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s00,left_lower_leg__s01,-1193.949009,-0.04967439121,negative,0.65625,0.6631944444,0.6631944444,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s01,left_lower_leg__s02,-1182.84529,0.003070539343,positive,0.6631944444,0.6684027778,0.6684027778,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s02,left_lower_leg__s03,-1182.770882,-0.08908972551,negative,0.6684027778,0.6701388889,0.6701388889,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s03,left_lower_leg__s04,-1193.634032,-0.2700930679,negative,0.6701388889,0.6631944444,0.6701388889,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s00,test_section_span__s01,964.792731,-2.008811703,negative,0.3416988417,0.444015444,0.444015444,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s01,test_section_span__s02,962.7684527,0.9415293721,positive,0.444015444,0.444015444,0.444015444,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s02,test_section_span__s03,950.6521445,0.9731909987,positive,0.444015444,0.444015444,0.444015444,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s03,test_section_span__s04,964.7691316,1.744325738,positive,0.444015444,0.332046332,0.444015444,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s00,left_upper_leg__s01,-1399.837744,0.2138891234,positive,0.6597222222,0.6579861111,0.6597222222,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s01,left_upper_leg__s02,-1387.317762,8.160577551,positive,0.6579861111,0.8208201893,0.8208201893,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s02,left_upper_leg__s03,-1384.412337,-1.940192626,negative,0.8208201893,0.8461538462,0.8461538462,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s03,left_upper_leg__s04,-1386.58857,-24.43296546,negative,0.8461538462,0.8418209877,0.8461538462,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,upper_leg,upper_leg__s00,upper_leg__s01,9409.487768,7.299153711,positive,0.5116883117,0.5078125,0.5116883117,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,upper_leg,upper_leg__s01,upper_leg__s02,-2894.91197,10.24102396,positive,0.5078125,0.5783308931,0.5783308931,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,upper_leg,upper_leg__s02,upper_leg__s03,-134.5547344,5.306930177,positive,0.5783308931,0.4864864865,0.5783308931,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_lo10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,upper_leg,upper_leg__s03,upper_leg__s04,646.7668865,0.7698165027,positive,0.4864864865,0.4470588235,0.4864864865,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s00,lower_leg__s01,441.9207852,9.64191033,positive,0.5405797101,0.4882550336,0.5405797101,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s01,lower_leg__s02,240.5470491,-0.1845811877,negative,0.4882550336,0.4198250729,0.4882550336,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s02,lower_leg__s03,-2941.40885,-5.601689312,negative,0.4198250729,0.2830882353,0.4198250729,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,lower_leg,lower_leg__s03,lower_leg__s04,9397.214253,-3.498942154,negative,0.2830882353,0.2374283896,0.2830882353,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s00,right_leg__s01,-3530.224032,-2.847559149,negative,0.2222222222,0.640625,0.640625,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s01,right_leg__s02,-3548.700917,-0.524517552,negative,0.640625,0.6579861111,0.6579861111,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s02,right_leg__s03,-3536.639514,-0.9158677551,negative,0.6579861111,0.6486486486,0.6579861111,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,right_leg,right_leg__s03,right_leg__s04,-3543.603969,-0.4782708279,negative,0.6486486486,0.6736111111,0.6736111111,material_recirc_mask_fail,no,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s00,left_lower_leg__s01,-1190.335787,-0.242504489,negative,0.6423611111,0.6527777778,0.6527777778,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s01,left_lower_leg__s02,-1179.209884,-0.1115362357,negative,0.6527777778,0.6597222222,0.6597222222,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s02,left_lower_leg__s03,-1179.135471,-0.1651299067,negative,0.6597222222,0.6579861111,0.6597222222,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_lower_leg,left_lower_leg__s03,left_lower_leg__s04,-1189.974141,-0.3230878978,negative,0.6579861111,0.6545138889,0.6579861111,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s00,test_section_span__s01,961.94652,-0.2635431651,negative,0.3146718147,0.3301158301,0.3301158301,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s01,test_section_span__s02,960.1124593,0.277572454,positive,0.3301158301,0.3474903475,0.3474903475,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s02,test_section_span__s03,947.9707473,0.2890563208,positive,0.3474903475,0.3532818533,0.3532818533,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,test_section_span,test_section_span__s03,test_section_span__s04,961.9556852,0.6505819469,positive,0.3532818533,0.333976834,0.3532818533,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s00,left_upper_leg__s01,-1395.667552,-0.7229371401,negative,0.6736111111,0.6684027778,0.6736111111,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s01,left_upper_leg__s02,-1383.249291,9.856799669,positive,0.6684027778,0.8296529968,0.8296529968,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
salt1_hi10q,training_perturbation,AGENT-447_expanded_salt1_pm5_val,left_upper_leg,left_upper_leg__s02,left_upper_leg__s03,-1380.105618,-1.323557479,negative,0.8296529968,0.85,0.85,material_recirc_mask_fail,yes,diagnostic_pair_only_not_fit_admitted,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/adjacent_pressure_ladder.csv
