source_id,case_label,family_group,case_family,scope_name,contradiction_type,affected_variable_families,observed_pattern,likely_cause,requires_code_fix,primary_source_path,priority_rank,recommended_next_action
val_water_test_2_coarse_mesh_laminar,Water 2,water,water2,test_section_span,hydraulic_agreement_limit,"shear_friction,direct_pressure_gradient,momentum_resistance","shear_grad=0.747, direct_grad=6.703, direct_support_fraction=1.000",Shear-based and direct wall-registered reductions share the sign but disagree materially in magnitude.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/major_loss_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_2_coarse_mesh_laminar,Water 2,water,water2,test_section_span,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=1.000, thermal_warning_fraction=0.000, min_abs_delta_t=0.425, mean_htc=278.157","The branch remains interpretable internally, but one support metric is too marginal for paper promotion.",no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_2_coarse_mesh_laminar,Water 2,water,water2,upcomer,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.834, thermal_warning_fraction=0.166, min_abs_delta_t=0.018, mean_htc=211.562",The derived upcomer inherits one or more blocked component spans.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_2_coarse_mesh_laminar,Water 2,water,water2,upper_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.768, thermal_warning_fraction=0.232, min_abs_delta_t=0.003, mean_htc=337.296","The thermal driving temperature difference approaches zero, so HTC-style ratios become unstable by design.",no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,left_lower_leg,hydraulic_agreement_limit,"shear_friction,direct_pressure_gradient,momentum_resistance","shear_grad=1.855, direct_grad=0.123, direct_support_fraction=0.969",Shear-based and direct wall-registered reductions share the sign but disagree materially in magnitude.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,left_lower_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.682, thermal_warning_fraction=0.318, min_abs_delta_t=0.009, mean_htc=325.955",Too much of the branch is masked or support-limited for a stable effective ratio claim.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,left_upper_leg,hydraulic_agreement_limit,"shear_friction,direct_pressure_gradient,momentum_resistance","shear_grad=0.209, direct_grad=3.452, direct_support_fraction=0.973",Shear-based and direct wall-registered reductions share the sign but disagree materially in magnitude.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,left_upper_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.949, thermal_warning_fraction=0.051, min_abs_delta_t=0.411, mean_htc=161.400","The branch remains interpretable internally, but one support metric is too marginal for paper promotion.",no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,lower_leg,hydraulic_agreement_limit,"shear_friction,direct_pressure_gradient,momentum_resistance","shear_grad=1.832, direct_grad=0.132, direct_support_fraction=1.000",Shear-based and direct wall-registered reductions share the sign but disagree materially in magnitude.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,lower_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.739, thermal_warning_fraction=0.261, min_abs_delta_t=0.049, mean_htc=364.303",Too much of the branch is masked or support-limited for a stable effective ratio claim.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,right_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.731, thermal_warning_fraction=0.269, min_abs_delta_t=0.583, mean_htc=67.402",Too much of the branch is masked or support-limited for a stable effective ratio claim.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,test_section_span,hydraulic_agreement_limit,"shear_friction,direct_pressure_gradient,momentum_resistance","shear_grad=0.805, direct_grad=7.902, direct_support_fraction=1.000",Shear-based and direct wall-registered reductions share the sign but disagree materially in magnitude.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/major_loss_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,test_section_span,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=1.000, thermal_warning_fraction=0.000, min_abs_delta_t=0.465, mean_htc=302.155","The branch remains interpretable internally, but one support metric is too marginal for paper promotion.",no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,upcomer,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.872, thermal_warning_fraction=0.128, min_abs_delta_t=0.009, mean_htc=247.770",The derived upcomer inherits one or more blocked component spans.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_3_coarse_mesh_laminar,Water 3,water,water3,upper_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.766, thermal_warning_fraction=0.234, min_abs_delta_t=0.001, mean_htc=357.390","The thermal driving temperature difference approaches zero, so HTC-style ratios become unstable by design.",no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,left_lower_leg,hydraulic_agreement_limit,"shear_friction,direct_pressure_gradient,momentum_resistance","shear_grad=2.281, direct_grad=0.358, direct_support_fraction=0.969",Shear-based and direct wall-registered reductions share the sign but disagree materially in magnitude.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,left_lower_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.700, thermal_warning_fraction=0.300, min_abs_delta_t=0.003, mean_htc=444.989",Too much of the branch is masked or support-limited for a stable effective ratio claim.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,left_upper_leg,hydraulic_agreement_limit,"shear_friction,direct_pressure_gradient,momentum_resistance","shear_grad=0.910, direct_grad=6.365, direct_support_fraction=0.973",Shear-based and direct wall-registered reductions share the sign but disagree materially in magnitude.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,left_upper_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.938, thermal_warning_fraction=0.062, min_abs_delta_t=0.231, mean_htc=329.299","The thermal driving temperature difference approaches zero, so HTC-style ratios become unstable by design.",no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,lower_leg,hydraulic_agreement_limit,"shear_friction,direct_pressure_gradient,momentum_resistance","shear_grad=2.221, direct_grad=0.081, direct_support_fraction=1.000",Shear-based and direct wall-registered reductions share the sign but disagree materially in magnitude.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,lower_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.735, thermal_warning_fraction=0.265, min_abs_delta_t=0.004, mean_htc=428.137",Too much of the branch is masked or support-limited for a stable effective ratio claim.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,right_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.731, thermal_warning_fraction=0.269, min_abs_delta_t=0.695, mean_htc=81.247",Too much of the branch is masked or support-limited for a stable effective ratio claim.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,test_section_span,hydraulic_agreement_limit,"shear_friction,direct_pressure_gradient,momentum_resistance","shear_grad=1.090, direct_grad=10.950, direct_support_fraction=1.667",Shear-based and direct wall-registered reductions share the sign but disagree materially in magnitude.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/major_loss_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,test_section_span,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=1.000, thermal_warning_fraction=0.000, min_abs_delta_t=0.395, mean_htc=382.235","The branch remains interpretable internally, but one support metric is too marginal for paper promotion.",no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,upcomer,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.874, thermal_warning_fraction=0.126, min_abs_delta_t=0.003, mean_htc=376.818",The derived upcomer inherits one or more blocked component spans.,no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
val_water_test_4_coarse_mesh_laminar,Water 4,water,water4,upper_leg,thermal_support_limit,"effective_htc,effective_ua,thermal_resistance","usable_fraction=0.845, thermal_warning_fraction=0.155, min_abs_delta_t=0.024, mean_htc=433.105","The thermal driving temperature difference approaches zero, so HTC-style ratios become unstable by design.",no,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,3,Retain as internal caution and revisit after higher-priority contradictions are resolved.
