segment_name,parent_name,parent_start_fraction,parent_end_fraction,refinement_level,segment_type,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,q_ambient_W_per_m,h_inner_W_m2K,h_outer_W_m2K,h_rad_W_m2K,reynolds_inner,prandtl_inner,nusselt_inner,h_inner_multiplier,profile_descriptor_htc_signal,profile_descriptor_friction_signal,profile_descriptor_developing_signal,profile_descriptor_htc_shape_signal,profile_descriptor_friction_shape_signal,profile_descriptor_htc_shape_contribution,profile_descriptor_htc_developing_contribution,profile_descriptor_friction_shape_contribution,profile_descriptor_friction_developing_contribution,profile_descriptor_source_kind,profile_descriptor_source_case_id,profile_descriptor_reference_path,profile_descriptor_section_id,profile_descriptor_section_label,profile_descriptor_htc_multiplier,profile_descriptor_friction_multiplier,outer_conv_multiplier,outer_rad_multiplier,outer_insulation_multiplier,R_i_prime_K_m_W,R_wall_prime_K_m_W,R_ins_prime_K_m_W,R_o_prime_K_m_W,R_total_prime_K_m_W,T_pipe_outer_wall_K,T_outer_surface_K,external_boundary_source,external_boundary_drive_selector,external_ambient_temperature_K,external_surroundings_temperature_K,external_emissivity,external_prescribed_h_W_m2K,external_boundary_coverage_multiplier,upcomer_exchange_Q_main_to_reservoir_W,upcomer_exchange_Q_reservoir_to_main_W,upcomer_reservoir_setup_heat_W,upcomer_exchange_reservoir_energy_residual_W,upcomer_main_stream_temperature_K,upcomer_reservoir_temperature_K,upcomer_prediction_stream,tswfc2_mode,tswfc2_node_ids,tswfc2_node_count,tswfc2_q_fluid_to_inner_wall_W,tswfc2_q_wall_conduction_W,tswfc2_q_external_W,tswfc2_energy_residual_W,tswfc2_inner_wall_temperature_K,tswfc2_outer_wall_temperature_K,tswfc2_external_drive_temperature_K,notes
right_vertical__s09,right_vertical,0.8571428571428571,1.0,1,vertical,2.6633714285714287,2.794,542.9164339808597,542.6453972380524,542.7809156094561,0.0,0.0,8.569848378908235,65.6047010633832,392.05340188644675,5.995031972306888,0.0,350.37210114837484,9.067155791288064,15.122307794617159,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03674108112063078,0.0012469273622992797,2.9658845927687993,0.6967927966976373,3.7006653979493667,540.2888552275583,345.7128831304672,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,Right-side downcomer.
bottom_horizontal_inlet,bottom_horizontal_inlet,0.0,1.0,0,horizontal,2.794,2.8194,542.6453972380524,542.5927847643723,542.6190910012124,0.0,0.0,1.6635507093067565,65.49412241365184,676.6647499862665,5.843795093364723,0.0,349.9743727766183,9.07870892512003,26.10394468370916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.021287448241720217,0.0012471058450728534,2.967080782264331,0.7148257301181787,3.7044410664693026,541.143235837602,346.816883872788,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,1 inch horizontal run between TP2 and the heated incline.
heated_incline__s00,heated_incline,0.0,0.14285714285714285,1,heater,2.8194,2.9500285714285712,542.5927847643723,543.5193098579612,543.0560473111667,37.957142857142856,0.0,8.66156124293185,66.3067899174573,392.11444124198533,6.293172805555239,0.0,351.04655468951245,9.047622341935174,15.12113072518267,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.036735361739558534,0.0012466248644343787,2.963857515326239,0.6637820418006004,3.6656215437308326,540.5371340106672,344.0132563966533,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
heated_incline__s01,heated_incline,0.14285714285714285,0.2500000000000007,1,heater,2.9500285714285712,3.0480000000000005,543.5193098579612,544.2120217960197,543.8656658269904,28.467857142857337,0.0,6.565123222051478,67.01058990137071,431.7766020988469,6.459277134314177,0.0,353.03652332557897,8.990410244849166,16.63912570586014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.0333609226908307,0.0012457335618611717,2.957886694050978,0.6467124737664627,3.6392058240701326,541.5463165934366,343.3365843636654,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
heated_incline__s02,heated_incline,0.2500000000000007,0.2857142857142857,1,heater,3.0480000000000005,3.0806571428571425,544.2120217960197,544.4408710811844,544.326446438602,9.489285714285518,0.0,2.2533169827425024,68.99920769552868,622.8935193475832,7.431067417198527,0.0,354.1699991204371,8.958100737317457,23.99461445330875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.023125085419762267,0.0012452266842159648,2.9544924140086684,0.5621393078210407,3.5410020339336876,542.6448025632128,338.7871668541647,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
heated_incline__s03,heated_incline,0.2857142857142857,0.42857142857142855,1,heater,3.0806571428571425,3.211285714285714,544.4408710811844,545.3641683871912,544.9025197341878,37.957142857142856,0.0,8.763621224986279,67.08808899267711,392.5276918168228,6.30767944385294,0.0,355.5860829909476,8.918015635652628,15.113168915558662,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.036696686992089195,0.001244594238233026,2.950258591671041,0.6622554509085576,3.6504553238099207,542.3566635758758,344.42945262643883,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
heated_incline__s04,heated_incline,0.42857142857142855,0.4999999999999988,1,heater,3.211285714285714,3.2765999999999984,545.3641683871912,545.8232447669325,545.5937065770618,18.978571428571108,0.0,4.463094036532095,68.3325858611662,494.7504056215927,6.753366034976606,0.0,357.2874207697406,8.870262429507266,19.03761785814416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.029114611486233694,0.0012438355724551835,2.9451817590992566,0.6185500789740532,3.5940902851319985,543.5190118113161,342.2671263809256,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
heated_incline__s05,heated_incline,0.4999999999999988,0.5714285714285714,1,heater,3.2765999999999984,3.341914285714285,545.8232447669325,546.2819110019831,546.0525778844578,18.978571428571744,0.0,4.476062432854522,68.53113961063238,494.8812836131761,6.757127263242156,0.0,358.4169876313578,8.838799940065526,19.035100315019147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.02910691173681252,0.0012433325763824888,2.941816998427906,0.6182057746639434,3.590373017405044,543.9724176797881,342.3663462515938,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
heated_incline__s06,heated_incline,0.5714285714285714,0.7142857142857143,1,heater,3.341914285714285,3.4725428571428565,546.2819110019831,547.2019715283266,546.7419412651548,37.95714285714287,0.0,8.8659655163698,67.87156453913884,392.94409160711757,6.3220815607435075,0.0,360.11401902293335,8.791890334768528,15.105159139386716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03665779979898873,0.0012425779329883837,2.9367706461780014,0.6607467895090235,3.6354178134190023,544.1691368169093,344.8459183681905,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
heated_incline__s07,heated_incline,0.7142857142857143,0.75,1,heater,3.4725428571428565,3.5051999999999994,547.2019715283266,547.4294581471161,547.3157148377213,9.48928571428571,0.0,2.2964031702379026,70.31855726887721,623.9677012478708,7.45713436814722,0.0,361.52834366704496,8.753120657466143,23.97395177877065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.023085274788297153,0.001241949953609785,2.9325729546720236,0.5601743093323593,3.5170744887462897,545.6049485096064,339.39064925134124,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
heated_incline__s08,heated_incline,0.75,0.8571428571428571,1,heater,3.5051999999999994,3.603171428571428,547.4294581471161,548.1169814597545,547.7732198034353,28.467857142857127,0.0,6.729183012653848,68.68515760947356,432.75018311083994,6.490406724997162,0.0,362.65521684732624,8.722439864304532,16.620398205585815,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.03328586885574996,0.0012414502178209202,2.9292335801846687,0.6436106813132416,3.607371580571481,545.4013712150871,344.20650108514064,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
heated_incline__s09,heated_incline,0.8571428571428571,1.0,1,heater,3.603171428571428,3.733799999999999,548.1169814597545,549.0337944648707,548.5753879623126,37.95714285714287,0.0,8.968649434215692,68.65764002571063,393.36382673276205,6.336388584672656,0.0,364.6324502877026,8.66904962737349,15.09709808033068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.036618684442774406,0.0012405746678764383,2.9233852396905826,0.6592548797244057,3.620499378525639,545.9756156604632,345.2628842173114,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,36 inch heated incline with full-wrap uniform heater tape.
bottom_horizontal_exit,bottom_horizontal_exit,0.0,1.0,0,horizontal,3.733799999999999,3.759199999999999,549.0337944648707,548.9790179729068,549.0064062188887,0.0,0.0,1.7319746238517109,68.1879773169965,679.1604237111054,5.891218109394089,0.0,365.69653479762457,8.640547552926826,26.055939172224658,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disabled,,,,,1.0,1.0,1.0,1.0,1.0,0.021209224418024145,0.0012401041512975514,2.920243603517434,0.7090715394859322,3.651764471572688,547.4756586473454,348.35015405059454,,,300.0,300.0,0.85,,1.0,0.0,0.0,0.0,0.0,,,,,,0,0.0,0.0,0.0,0.0,,,,1 inch horizontal run that closes the loop back to TP3.
