candidate_id,case_id,span,property_mode,Re,Pr,Ri,Gz,source_envelope_gate,sign_heat_balance_gate,recirculation_gate,pressure_residual_gate,same_qoi_uq_gate,single_stream_developing_allowed,ordinary_internal_Nu_fit_allowed,coefficient_admission_status,blocking_reasons,source_paths
GSSB-042,salt_3,lower_leg,jin_viscosity_parida_cp_santini_k,81.72281,21.379652,5.2979542,106.84387,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-043,salt_3,lower_leg,replication_reis_jadyn,63.82028,45.512284,5.2979542,177.62048,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-044,salt_3,lower_leg,shen_celsius_comparison,81.72281,20.268535,5.2979542,101.29112,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-045,salt_3,lower_leg,sohal_janz_full,63.82028,49.423466,5.2979542,192.88462,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-046,salt_3,right_leg,jin_viscosity_cp_1560_k_060,92.533534,19.423771,1.6049722,107.19904,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-047,salt_3,right_leg,jin_viscosity_parida_cp_santini_k,92.533534,19.52746,1.6049722,107.77129,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-048,salt_3,right_leg,replication_reis_jadyn,73.55149,40.322647,1.6049722,176.88813,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-049,salt_3,right_leg,shen_celsius_comparison,92.533534,18.656263,1.6049722,102.96319,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-050,salt_3,right_leg,sohal_janz_full,73.55149,43.918847,1.6049722,192.66401,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-051,salt_3,test_section_span,jin_viscosity_cp_1560_k_060,75.608601,23.271447,0.27822795,371.23679,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-052,salt_3,test_section_span,jin_viscosity_parida_cp_santini_k,75.608601,23.529302,0.27822795,375.35021,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-053,salt_3,test_section_span,replication_reis_jadyn,58.359068,51.342315,0.27822795,632.17921,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-054,salt_3,test_section_span,shen_celsius_comparison,75.608601,22.140687,0.27822795,353.19838,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-055,salt_3,test_section_span,sohal_janz_full,58.359068,55.603727,0.27822795,684.65009,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-056,salt_3,upper_leg,jin_viscosity_cp_1560_k_060,84.591687,20.258611,1.3335338,104.78794,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-057,salt_3,upper_leg,jin_viscosity_parida_cp_santini_k,84.591687,20.39715,1.3335338,105.50453,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-058,salt_3,upper_leg,replication_reis_jadyn,66.614978,42.777211,1.3335338,174.24418,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-059,salt_3,upper_leg,shen_celsius_comparison,84.591687,19.413179,1.3335338,100.41493,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-060,salt_3,upper_leg,sohal_janz_full,66.614978,46.522899,1.3335338,189.50148,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-061,salt_4,left_lower_leg,jin_viscosity_cp_1560_k_060,93.778356,23.271447,0.21192739,390.48598,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-062,salt_4,left_lower_leg,jin_viscosity_parida_cp_santini_k,93.778356,23.529302,0.21192739,394.81269,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-063,salt_4,left_lower_leg,replication_reis_jadyn,72.383531,51.342315,0.21192739,664.95866,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-064,salt_4,left_lower_leg,shen_celsius_comparison,93.778356,22.140687,0.21192739,371.51225,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-065,salt_4,left_lower_leg,sohal_janz_full,72.383531,55.603727,0.21192739,720.15023,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-066,salt_4,left_upper_leg,jin_viscosity_cp_1560_k_060,84.474574,23.271447,0.26118023,299.70448,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-067,salt_4,left_upper_leg,jin_viscosity_parida_cp_santini_k,84.474574,23.529302,0.26118023,303.02531,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-068,salt_4,left_upper_leg,replication_reis_jadyn,65.202336,51.342315,0.26118023,510.36683,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-069,salt_4,left_upper_leg,shen_celsius_comparison,84.474574,22.140687,0.26118023,285.14183,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-070,salt_4,left_upper_leg,sohal_janz_full,65.202336,55.603727,0.26118023,552.72728,blocked_source_envelope_not_fit,unknown_until_wall_material_or_heat_path_reset_mapped,fail,diagnostic_only,blocked_same_QOI_UQ_missing,no,false,no_coefficient_admission,recirculation_invalid_single_stream;source_envelope_not_fit;coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-071,salt_4,lower_leg,jin_viscosity_cp_1560_k_060,111.85194,17.709567,4.1963866,121.13152,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-072,salt_4,lower_leg,jin_viscosity_parida_cp_santini_k,111.85194,17.738796,4.1963866,121.33145,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-073,salt_4,lower_leg,replication_reis_jadyn,91.251374,35.190884,4.1963866,196.37007,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-074,salt_4,lower_leg,shen_celsius_comparison,111.85194,17.100446,4.1963866,116.9652,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-075,salt_4,lower_leg,sohal_janz_full,91.251374,38.470523,4.1963866,214.67091,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-076,salt_4,right_leg,jin_viscosity_cp_1560_k_060,128.40578,16.33607,1.2523864,125.10952,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-077,salt_4,right_leg,jin_viscosity_parida_cp_santini_k,128.40578,16.302381,1.2523864,124.85151,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-078,salt_4,right_leg,replication_reis_jadyn,107.85234,31.014682,1.2523864,199.5056,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-079,salt_4,right_leg,shen_celsius_comparison,128.40578,15.85226,1.2523864,121.40427,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-080,salt_4,right_leg,sohal_janz_full,107.85234,34.031258,1.2523864,218.91008,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,blocked_recirc_evidence_present,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-081,salt_4,test_section_span,jin_viscosity_cp_1560_k_060,87.328316,23.271447,0.20856094,428.78036,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-082,salt_4,test_section_span,jin_viscosity_parida_cp_santini_k,87.328316,23.529302,0.20856094,433.53139,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
GSSB-083,salt_4,test_section_span,replication_reis_jadyn,67.405019,51.342315,0.20856094,730.17019,source_envelope_precheck_only,unknown_until_wall_material_or_heat_path_reset_mapped,unknown_or_pass_proxy,diagnostic_only,blocked_same_QOI_UQ_missing,precheck_only_not_admitted,false,no_coefficient_admission,coarse_no_gci;same_QOI_UQ_missing,work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/reset_distance_map.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_matched_plane_recirc_field_harvest/matched_plane_recirc_field_harvest.csv
