time_s,TP1,TP2,TP3,TP4,TP5,TP6
1985.0,454.923498,450.086053,445.959168,453.992766,454.703914,456.495203
1986.0,454.940969,450.075876,445.959195,453.993317,454.704226,456.49553
1987.0,454.970506,450.06264,445.959065,453.993818,454.704559,456.495999
1988.0,454.949641,450.057488,445.958983,453.994343,454.70491,456.496584
1989.0,454.903671,450.06641,445.959104,453.994966,454.705281,456.497088
1990.0,454.895645,450.074867,445.959178,453.995517,454.70569,456.497195
1991.0,454.911148,450.070495,445.959162,453.99597,454.706125,456.497407
1992.0,454.92578,450.053946,445.959235,453.996388,454.706578,456.498031
1993.0,454.929991,450.063358,445.959385,453.996775,454.707064,456.498623
1994.0,454.926402,450.127777,445.959605,453.99714,454.707558,456.499038
1995.0,454.92069,450.115355,445.960144,453.997537,454.708013,456.499487
1996.0,454.915833,449.943378,445.960911,453.997853,454.708427,456.499726
1997.0,454.913861,449.953669,445.961252,453.998062,454.708828,456.499633
1998.0,454.916164,450.040876,445.961302,453.998279,454.709218,456.500145
1999.0,454.920559,450.081098,445.961516,453.998522,454.709594,456.501072
2000.0,454.924285,450.093977,445.961825,453.998765,454.709946,456.501427
2001.0,454.928757,450.093652,445.962051,453.999122,454.710266,456.501561
2002.0,454.944063,450.084145,445.962103,453.999663,454.710575,456.501865
2003.0,454.974553,450.07087,445.961988,454.000172,454.710903,456.502318
2004.0,454.961247,450.064096,445.961887,454.00068,454.71125,456.502887
2005.0,454.912977,450.071954,445.961996,454.001298,454.711615,456.503422
2006.0,454.900896,450.081284,445.962089,454.00186,454.712018,456.503561
2007.0,454.91527,450.078662,445.962077,454.002318,454.712449,456.503725
2008.0,454.930753,450.062532,445.962138,454.002736,454.712897,456.504317
2009.0,454.936157,450.065874,445.962286,454.003127,454.713377,456.504931
2010.0,454.933162,450.126921,445.962493,454.003487,454.71387,456.505351
2011.0,454.927472,450.13505,445.962988,454.00388,454.714328,456.505794
2012.0,454.92242,449.964453,445.963766,454.004209,454.714743,456.506077
2013.0,454.920004,449.950772,445.964175,454.004421,454.715142,456.505983
2014.0,454.921864,450.039833,445.964228,454.004631,454.715531,456.506389
2015.0,454.926192,450.085368,445.964423,454.004871,454.715906,456.507334
2016.0,454.930035,450.100036,445.964734,454.00511,454.71626,456.507753
2017.0,454.934096,450.101089,445.96498,454.005443,454.71658,456.507879
2018.0,454.947294,450.092322,445.965055,454.005968,454.716885,456.508157
2019.0,454.977607,450.079133,445.964958,454.006487,454.717208,456.508593
2020.0,454.972489,450.070877,445.964842,454.006979,454.717551,456.509146
2021.0,454.923242,450.077456,445.964935,454.007589,454.717911,456.509705
2022.0,454.90686,450.08749,445.965048,454.008161,454.718306,456.509883
2023.0,454.919331,450.086577,445.965042,454.008626,454.718734,456.510004
2024.0,454.935494,450.071285,445.965093,454.009044,454.719176,456.510556
2025.0,454.942159,450.069288,445.965238,454.009436,454.719649,456.511189
2026.0,454.939834,450.125532,445.965434,454.009793,454.720141,456.51162
2027.0,454.934209,450.151188,445.965886,454.010181,454.720602,456.512053
2028.0,454.928988,449.988738,445.966658,454.010522,454.721018,456.512376
2029.0,454.926156,449.94911,445.967133,454.01074,454.721415,456.512294
2030.0,454.927539,450.037924,445.967196,454.010942,454.721802,456.512591
2031.0,454.931764,450.089206,445.967371,454.011179,454.722176,456.513541
2032.0,454.935729,450.105876,445.96768,454.011413,454.72253,456.514034
2033.0,454.939498,450.108351,445.967943,454.011725,454.72285,456.514153
2034.0,454.950873,450.100398,445.968044,454.012233,454.723153,456.514404
2035.0,454.980286,450.087408,445.967967,454.012759,454.723471,456.514823
2036.0,454.983016,450.077839,445.967843,454.013238,454.723809,456.51536
2037.0,454.93449,450.082947,445.967918,454.013837,454.724164,456.515934
2038.0,454.913381,450.093496,445.968045,454.014419,454.724552,456.516158
2039.0,454.92343,450.094232,445.968048,454.014892,454.724975,456.516241
2040.0,454.940022,450.080109,445.968087,454.015309,454.725412,456.516749
2041.0,454.947988,450.073598,445.968228,454.015702,454.725878,456.517397
2042.0,454.94642,450.123927,445.968414,454.016056,454.726368,456.517841
2043.0,454.940904,450.163891,445.968826,454.016438,454.726832,456.518263
2044.0,454.935541,450.015655,445.969586,454.016789,454.727249,456.518618
2045.0,454.932317,449.94905,445.970126,454.017015,454.727645,456.518553
2046.0,454.933201,450.035262,445.970208,454.01721,454.72803,456.518752
2047.0,454.937279,450.092546,445.970362,454.017442,454.728403,456.519692
2048.0,454.941364,450.111493,445.970668,454.017676,454.728757,456.52026
2049.0,454.944941,450.115432,445.970946,454.017968,454.729079,456.520385
2050.0,454.954731,450.108366,445.97107,454.018453,454.729378,456.520606
2051.0,454.982638,450.095671,445.971013,454.018987,454.72969,456.521007
2052.0,454.992423,450.084977,445.970883,454.019459,454.730023,456.521529
2053.0,454.946457,450.088458,445.970934,454.020044,454.730373,456.522118
2054.0,454.920277,450.099313,445.971073,454.020635,454.730754,456.522388
2055.0,454.927655,450.101627,445.971087,454.021115,454.731171,456.522442
2056.0,454.944361,450.088924,445.971113,454.021533,454.731604,456.522896
2057.0,454.953638,450.078754,445.971247,454.021926,454.732065,456.523553
2058.0,454.952917,450.122354,445.971426,454.02228,454.732552,456.524014
2059.0,454.947555,450.173332,445.9718,454.022653,454.733019,456.524421
2060.0,454.942078,450.044564,445.972539,454.023013,454.733437,456.5248
2061.0,454.938492,449.950938,445.973142,454.023247,454.733832,456.524777
2062.0,454.938865,450.03195,445.973252,454.023437,454.734216,456.524887
2063.0,454.942741,450.095344,445.973385,454.023665,454.734587,456.525786
2064.0,454.946938,450.116879,445.973683,454.023895,454.734942,456.526428
2065.0,454.950405,450.122321,445.973975,454.02417,454.735264,456.526567
2066.0,454.958758,450.116221,445.974122,454.024631,454.735562,456.526764
2067.0,454.98477,450.1039,445.974087,454.025172,454.735867,456.527145
2068.0,455.000464,450.092281,445.973953,454.02564,454.736196,456.52765
2069.0,454.958904,450.094021,445.973979,454.026209,454.73654,456.528243
2070.0,454.927524,450.104956,445.974126,454.026806,454.736913,456.528565
2071.0,454.931955,450.108763,445.974154,454.027294,454.737325,456.528605
2072.0,454.94855,450.097657,445.974172,454.027712,454.737754,456.529005
2073.0,454.959113,450.084682,445.974299,454.028107,454.738208,456.529663
2074.0,454.959313,450.121027,445.974476,454.02846,454.738691,456.530139
2075.0,454.954165,450.179849,445.974815,454.028826,454.73916,456.530536
2076.0,454.948598,450.074326,445.975526,454.029192,454.739581,456.530938
2077.0,454.944679,449.955297,445.976184,454.029436,454.739974,456.530959
2078.0,454.944537,450.028051,445.976327,454.029622,454.740357,456.530988
2079.0,454.948158,450.097508,445.976436,454.029843,454.740727,456.531828
2080.0,454.952448,450.122058,445.976727,454.030072,454.741081,456.532544
2081.0,454.955874,450.129002,445.977031,454.030332,454.741405,456.532705
2082.0,454.963014,450.123957,445.9772,454.030766,454.741701,456.532878
2083.0,454.986795,450.112079,445.977188,454.031311,454.742001,456.53324
2084.0,455.007615,450.09974,445.977056,454.031776,454.742325,456.533728
2085.0,454.970983,450.099664,445.977057,454.032328,454.742664,456.534318
2086.0,454.934953,450.110442,445.97721,454.032929,454.74303,456.534689
2087.0,454.936218,450.115647,445.977255,454.033428,454.743435,456.534726
2088.0,454.95262,450.106253,445.977263,454.033847,454.74386,456.535066
2089.0,454.964397,450.091302,445.977378,454.034242,454.744307,456.535722
2090.0,454.965592,450.120167,445.97755,454.034597,454.744785,456.536221
2091.0,454.960737,450.183909,445.977856,454.034954,454.745256,456.53661
2092.0,454.955097,450.103589,445.978531,454.035325,454.745679,456.537023
2093.0,454.95087,449.962602,445.979237,454.035581,454.746071,456.537094
2094.0,454.950209,450.023757,445.979427,454.035763,454.746452,456.537059
2095.0,454.95353,450.098975,445.979518,454.035977,454.74682,456.537823
2096.0,454.957887,450.127012,445.979795,454.036205,454.747174,456.538608
2097.0,454.961332,450.135467,445.98011,454.036451,454.747498,456.5388
2098.0,454.967493,450.131566,445.980301,454.036859,454.747793,456.538949
2099.0,454.988857,450.120194,445.980311,454.037401,454.748089,456.539289
2100.0,455.013829,450.107335,445.980185,454.037869,454.748407,456.539761
2101.0,454.982748,450.105418,445.980161,454.038402,454.748742,456.540343
2102.0,454.942329,450.115788,445.980314,454.039006,454.7491,456.540759
2103.0,454.940367,450.122282,445.980375,454.039515,454.7495,456.540802
2104.0,454.956571,450.114666,445.980377,454.039937,454.749919,456.541084
2105.0,454.969465,450.098504,445.980482,454.04033,454.75036,456.541729
2106.0,454.971739,450.119939,445.98065,454.040688,454.750833,456.542254
2107.0,454.96727,450.185934,445.980929,454.041037,454.751304,456.542637
2108.0,454.961567,450.131383,445.981566,454.041409,454.75173,456.543057
2109.0,454.957061,449.973305,445.98231,454.041678,454.752121,456.543179
2110.0,454.955889,450.019154,445.982554,454.041859,454.7525,456.543096
2111.0,454.958863,450.09972,445.98263,454.042066,454.752867,456.54377
2112.0,454.963257,450.131694,445.982892,454.042292,454.75322,456.544612
2113.0,454.966765,450.141708,445.983214,454.042528,454.753545,456.544845
2114.0,454.972139,450.139033,445.983426,454.042909,454.753839,456.544975
2115.0,454.991101,450.128232,445.983458,454.043447,454.75413,456.545292
2116.0,455.019229,450.115038,445.983341,454.043919,454.754442,456.545747
2117.0,454.994082,450.111303,445.983292,454.044434,454.75477,456.546318
2118.0,454.949962,450.121016,445.983439,454.045037,454.755121,456.546776
2119.0,454.944492,450.128675,445.983518,454.045556,454.755518,456.546837
2120.0,454.960386,450.122866,445.983516,454.045981,454.755933,456.547061
2121.0,454.974339,450.106171,445.983608,454.046375,454.756367,456.547686
2122.0,454.977744,450.120449,445.983773,454.046734,454.756835,456.548236
2123.0,454.973746,450.186342,445.984028,454.047076,454.757307,456.548617
2124.0,454.968004,450.156832,445.984621,454.047449,454.757736,456.549039
2125.0,454.963252,449.987731,445.985393,454.04773,454.758126,456.549211
2126.0,454.961581,450.014503,445.985699,454.047912,454.758503,456.549096
2127.0,454.964168,450.099607,445.985764,454.048111,454.758868,456.549668
2128.0,454.968561,450.136106,445.986008,454.048335,454.75922,456.550558
2129.0,454.972162,450.147729,445.986334,454.048563,454.759547,456.550844
2130.0,454.976899,450.146346,445.986566,454.048918,454.759841,456.550956
2131.0,454.99358,450.136182,445.986621,454.049447,454.760125,456.551249
2132.0,455.023676,450.122826,445.986515,454.049926,454.76043,456.551688
2133.0,455.005283,450.117342,445.986442,454.050422,454.760754,456.552245
2134.0,454.958321,450.126151,445.986575,454.051022,454.761098,456.552738
2135.0,454.948904,450.134832,445.98667,454.051551,454.761487,456.552827
2136.0,454.964095,450.130826,445.986664,454.051981,454.761903,456.552997
2137.0,454.979013,450.114191,445.986738,454.052373,454.76233,456.553593
2138.0,454.983591,450.121812,445.986895,454.052735,454.762792,456.554169
2139.0,454.980145,450.185549,445.987128,454.053072,454.763264,456.554553
2140.0,454.974401,450.179011,445.987675,454.053442,454.763695,456.554971
2141.0,454.969433,450.005952,445.988466,454.053737,454.764085,456.555191
2142.0,454.96729,450.010335,445.988839,454.05392,454.764461,456.55506
2143.0,454.969451,450.098601,445.9889,454.054111,454.764825,456.555525
2144.0,454.973805,450.140201,445.989126,454.054332,454.765175,456.556449
2145.0,454.977522,450.153525,445.989455,454.054554,454.765503,456.556795
2146.0,454.981756,450.153497,445.989707,454.054885,454.765797,456.556894
2147.0,454.996243,450.144037,445.989785,454.0554,454.766074,456.557162
2148.0,455.026825,450.130668,445.989692,454.055889,454.766373,456.557583
2149.0,455.016558,450.123548,445.989598,454.056367,454.766693,456.558125
2150.0,454.967598,450.131218,445.989715,454.05696,454.767031,456.558648
2151.0,454.95398,450.14076,445.989826,454.0575,454.767411,456.558773
2152.0,454.96774,450.138527,445.989822,454.057935,454.767824,456.558894
2153.0,454.983469,450.122453,445.989881,454.058326,454.768245,456.559456
2154.0,454.989291,450.124091,445.990033,454.05869,454.768702,456.560054
2155.0,454.986479,450.183937,445.990249,454.059023,454.769174,456.560445
2156.0,454.980772,450.197506,445.990752,454.059388,454.769609,456.560853
2157.0,454.975614,450.027839,445.991549,454.059695,454.77,456.561117
2158.0,454.973026,450.007097,445.991991,454.059884,454.770373,456.56099
2159.0,454.974722,450.096737,445.992055,454.060066,454.770736,456.561342
2160.0,454.979003,450.143889,445.992259,454.060284,454.771085,456.562282
2161.0,454.982845,450.159084,445.992587,454.060501,454.771413,456.562697
2162.0,454.986712,450.160477,445.992856,454.060808,454.771705,456.562789
2163.0,454.999125,450.151793,445.992957,454.061307,454.771978,456.56303
2164.0,455.029212,450.13854,445.992881,454.061804,454.77227,456.563435
2165.0,455.027219,450.129937,445.992773,454.062269,454.772586,456.56396
2166.0,454.977932,450.136251,445.992869,454.062851,454.772918,456.564504
2167.0,454.959784,450.146473,445.992995,454.063401,454.77329,456.564673
2168.0,454.971362,450.145966,445.992996,454.063843,454.773698,456.564753
2169.0,454.987704,450.130861,445.993041,454.064234,454.774115,456.56527
2170.0,454.994832,450.127298,445.993186,454.0646,454.774564,456.565887
2171.0,454.992735,450.181864,445.993389,454.06493,454.775039,456.566291
2172.0,454.98711,450.212337,445.993847,454.065289,454.775477,456.566687
2173.0,454.98179,450.052924,445.994639,454.065607,454.775868,456.56699
2174.0,454.978782,450.005252,445.99515,454.065802,454.77624,456.56688
2175.0,454.979983,450.093987,445.995227,454.065977,454.776599,456.567124
2176.0,454.98415,450.147106,445.995408,454.066189,454.776945,456.568059
2177.0,454.988119,450.164417,445.995732,454.066402,454.777275,456.568548
2178.0,454.991733,450.167276,445.996017,454.066688,454.777567,456.56864
2179.0,455.002403,450.159447,445.996139,454.067167,454.777837,456.568854
2180.0,455.031311,450.146421,445.996082,454.067673,454.778123,456.569242
2181.0,455.037072,450.136514,445.995962,454.068126,454.778433,456.569748
2182.0,454.989197,450.141282,445.996034,454.068696,454.77876,456.570306
2183.0,454.966079,450.151981,445.996172,454.069256,454.779124,456.570524
2184.0,454.975077,450.153138,445.996182,454.069705,454.779527,456.570571
2185.0,454.991736,450.139315,445.996213,454.070096,454.779939,456.571039
2186.0,455.000195,450.131411,445.996349,454.070464,454.780381,456.571669
2187.0,454.998906,450.179648,445.996541,454.070793,454.780854,456.572091
2188.0,454.993408,450.223652,445.996956,454.071144,454.781298,456.572477
2189.0,454.987954,450.080596,445.997731,454.071472,454.781691,456.57281
2190.0,454.984553,450.005164,445.998308,454.071675,454.782059,456.572729
2191.0,454.98524,450.090489,445.998407,454.071843,454.782416,456.572874
2192.0,454.989239,450.149795,445.998563,454.07205,454.78276,456.573782
2193.0,454.993331,450.169516,445.99888,454.07226,454.783089,456.574347
2194.0,454.996787,450.173882,445.999178,454.072526,454.783384,456.574448
2195.0,455.005896,450.166992,445.999323,454.072982,454.783651,456.574635
2196.0,455.033074,450.154288,445.999285,454.073495,454.783931,456.575003
2197.0,455.045541,450.143273,445.999158,454.073941,454.784237,456.575492
2198.0,455.00116,450.146343,445.999204,454.074497,454.784558,456.576058
2199.0,454.972734,450.157299,445.999352,454.075064,454.784913,456.576326
2200.0,454.978913,450.160044,445.999373,454.075522,454.785311,456.576352
2201.0,454.995581,450.147732,445.999391,454.075914,454.78572,456.576764
2202.0,455.00537,450.13638,445.999519,454.076283,454.786154,456.577403
2203.0,455.004975,450.177546,445.999702,454.076611,454.786622,456.577844
2204.0,454.999654,450.231676,446.000077,454.076955,454.787071,456.57822
2205.0,454.994096,450.11004,446.000827,454.07729,454.787465,456.57858
2206.0,454.990336,450.007275,446.001465,454.077503,454.787832,456.578537
2207.0,454.990502,450.086321,446.001593,454.077665,454.788188,456.578591
2208.0,454.994276,450.151897,446.001725,454.077866,454.78853,456.579451
2209.0,454.998478,450.174373,446.002032,454.078074,454.788859,456.580094
2210.0,455.001858,450.180284,446.002342,454.078323,454.789155,456.580212
2211.0,455.009589,450.17442,446.002509,454.078755,454.789421,456.580374
2212.0,455.034677,450.162118,446.002492,454.079273,454.789695,456.580722
2213.0,455.052772,450.150203,446.002364,454.079715,454.789996,456.581194
2214.0,455.013241,450.151466,446.002382,454.080254,454.790312,456.58176
2215.0,454.979718,450.162441,446.002536,454.080828,454.790659,456.582079
2216.0,454.982792,450.166681,446.00257,454.081295,454.791051,456.582093
2217.0,454.9993,450.156043,446.002578,454.081688,454.791456,456.582448
2218.0,455.010373,450.14213,446.002695,454.082058,454.791883,456.583088
2219.0,455.010949,450.17578,446.002872,454.082388,454.792347,456.583552
2220.0,455.005878,450.236821,446.00321,454.082723,454.792798,456.583919
2221.0,455.000239,450.139864,446.003928,454.083064,454.793196,456.584297
2222.0,454.99615,450.012113,446.00462,454.083288,454.793561,456.584303
2223.0,454.995788,450.081587,446.004789,454.083446,454.793916,456.584276
2224.0,454.999289,450.153304,446.004898,454.08364,454.794257,456.585071
2225.0,455.00358,450.179014,446.005192,454.083846,454.794585,456.585789
2226.0,455.006951,450.186468,446.005512,454.084081,454.794884,456.585933
2227.0,455.013558,450.181717,446.0057,454.084486,454.795148,456.586071
2228.0,455.036254,450.169892,446.005704,454.085007,454.795417,456.586398
2229.0,455.059179,450.157287,446.005578,454.085449,454.795712,456.586853
2230.0,455.024921,450.156681,446.005569,454.08597,454.796024,456.587415
2231.0,454.986784,450.167426,446.005725,454.086547,454.796364,456.587782
2232.0,454.986615,450.173057,446.005778,454.087025,454.796749,456.587797
2233.0,455.002927,450.164197,446.005779,454.087421,454.797151,456.588093
2234.0,455.015191,450.148566,446.005885,454.087791,454.797571,456.588725
2235.0,455.016821,450.17458,446.006056,454.088122,454.798029,456.589216
2236.0,455.012087,450.239581,446.006363,454.08845,454.798482,456.589576
2237.0,455.006381,450.168753,446.007041,454.088795,454.798883,456.589965
2238.0,455.00199,450.020169,446.007779,454.089031,454.799248,456.590023
2239.0,455.001099,450.076481,446.007996,454.089187,454.799601,456.589936
2240.0,455.004276,450.153998,446.008082,454.089373,454.799941,456.590647
2241.0,455.008628,450.183419,446.00836,454.089577,454.800269,456.591429
2242.0,455.012044,450.192429,446.008688,454.089799,454.800569,456.591612
2243.0,455.017749,450.188882,446.008897,454.090177,454.800833,456.591727
2244.0,455.037963,450.1776,446.008924,454.090696,454.801097,456.592032
2245.0,455.064589,450.164512,446.008805,454.091142,454.801387,456.592471
2246.0,455.03623,450.162026,446.00877,454.091645,454.801695,456.593023
2247.0,454.993882,450.172281,446.008922,454.092223,454.802027,456.593435
2248.0,454.990343,450.179186,446.008993,454.092711,454.802405,456.593463
2249.0,455.006429,450.172162,446.008989,454.09311,454.802804,456.593698
2250.0,455.019799,450.155565,446.009082,454.09348,454.803216,456.594316
2251.0,455.022559,450.17409,446.009247,454.093814,454.803669,456.594833
2252.0,455.018255,450.240399,446.009525,454.094135,454.804123,456.595191
2253.0,455.012497,450.195822,446.01016,454.094481,454.804527,456.595584
2254.0,455.007837,450.031935,446.010933,454.09473,454.804892,456.595696
2255.0,455.006426,450.071141,446.011207,454.094885,454.805244,456.595564
2256.0,455.009232,450.153894,446.011279,454.095063,454.805582,456.596181
2257.0,455.013608,450.187543,446.01154,454.095265,454.805909,456.597019
2258.0,455.017107,450.198163,446.011872,454.095478,454.806211,456.597247
2259.0,455.022089,450.1959,446.012101,454.095829,454.806476,456.597345
2260.0,455.039904,450.185228,446.01215,454.096342,454.806734,456.597626
2261.0,455.069244,450.171849,446.012042,454.096794,454.807019,456.598048
2262.0,455.047186,450.167524,446.011982,454.097278,454.807322,456.598588
2263.0,455.001511,450.177025,446.012125,454.097855,454.807647,456.599039
2264.0,454.994174,450.185069,446.012214,454.098354,454.808018,456.59909
2265.0,455.009799,450.179894,446.012208,454.098757,454.808414,456.599267
2266.0,455.024211,450.163008,446.012286,454.099127,454.80882,456.599861
2267.0,455.028141,450.174418,446.012446,454.099464,454.809266,456.600405
2268.0,455.024353,450.239728,446.0127,454.099778,454.809721,456.600764
2269.0,455.018573,450.22001,446.013289,454.100123,454.810129,456.601156
2270.0,455.013678,450.047647,446.014086,454.100385,454.810494,456.601319
2271.0,455.011766,450.065978,446.014425,454.100542,454.810844,456.601166
2272.0,455.01416,450.152872,446.014487,454.100712,454.811182,456.601674
2273.0,455.018521,450.191385,446.014727,454.100912,454.811507,456.602555
2274.0,455.022129,450.203674,446.015062,454.101116,454.811811,456.602839
2275.0,455.02653,450.202759,446.01531,454.101441,454.812076,456.602921
2276.0,455.042079,450.192769,446.015382,454.101944,454.81233,456.603179
2277.0,455.072632,450.179272,446.015286,454.102405,454.812609,456.603584
2278.0,455.058218,450.173194,446.015205,454.102872,454.812908,456.604107
2279.0,455.009998,450.181686,446.015333,454.103444,454.813227,456.604593
2280.0,454.998502,450.190716,446.015438,454.103954,454.81359,456.604677
2281.0,455.013079,450.187373,446.015432,454.104363,454.813982,456.604802
2282.0,455.028402,450.170784,446.015493,454.104732,454.814383,456.605363
2283.0,455.033558,450.175669,446.015646,454.105071,454.814821,456.605931
2284.0,455.030372,450.237989,446.015877,454.105382,454.815276,456.606296
2285.0,455.024609,450.24053,446.016419,454.105723,454.815688,456.606682
2286.0,455.019506,450.067312,446.017227,454.105997,454.816054,456.606893
2287.0,455.017122,450.061521,446.017638,454.106158,454.816403,456.606736
2288.0,455.019062,450.150958,446.017699,454.106319,454.816739,456.607129
2289.0,455.023372,450.194875,446.017917,454.106516,454.817064,456.608035
2290.0,455.027107,450.208954,446.018252,454.106714,454.817368,456.608385
2291.0,455.03107,450.209452,446.01852,454.107014,454.817635,456.608457
2292.0,455.044407,450.200215,446.018615,454.107503,454.817886,456.608689
2293.0,455.074877,450.186755,446.018535,454.107974,454.818158,456.609079
2294.0,455.068966,450.17905,446.018435,454.108425,454.818453,456.609587
2295.0,455.0195,450.186294,446.018543,454.10899,454.818766,456.610094
2296.0,455.003598,450.196137,446.018664,454.109511,454.81912,456.610221
2297.0,455.016303,450.194587,446.018661,454.109926,454.819509,456.6103
2298.0,455.032358,450.178769,446.018708,454.110295,454.819905,456.610822
2299.0,455.038817,450.177889,446.018854,454.110637,454.820335,456.611412
2300.0,455.036317,450.235572,446.019069,454.110944,454.820789,456.611787
2301.0,455.030613,450.257197,446.019564,454.11128,454.821205,456.612164
2302.0,455.02533,450.090609,446.020373,454.111567,454.821572,456.612418
2303.0,455.022504,450.058208,446.020854,454.111733,454.82192,456.612271
2304.0,455.023955,450.148129,446.020924,454.111887,454.822255,456.612551
2305.0,455.028174,450.197917,446.021118,454.112079,454.822578,456.613463
2306.0,455.032042,450.213995,446.021451,454.112273,454.822884,456.613886
2307.0,455.0357,450.215965,446.021735,454.11255,454.823152,456.613955
2308.0,455.047112,450.207559,446.021854,454.113021,454.8234,456.614162
2309.0,455.076682,450.194269,446.021791,454.113502,454.823666,456.614534
2310.0,455.078972,450.185103,446.021679,454.11394,454.823957,456.615023
2311.0,455.030091,450.190883,446.021764,454.114494,454.824264,456.61555
2312.0,455.009336,450.201343,446.0219,454.115026,454.82461,456.615722
2313.0,455.019568,450.20153,446.021905,454.115448,454.824995,456.615765
2314.0,455.036106,450.18686,446.021938,454.115817,454.825387,456.616239
2315.0,455.04391,450.181074,446.022076,454.116161,454.825809,456.616846
2316.0,455.042184,450.23284,446.022278,454.116466,454.826261,456.617235
2317.0,455.036587,450.270124,446.022728,454.116796,454.826681,456.617602
2318.0,455.031155,450.116946,446.023527,454.117094,454.827049,456.617895
2319.0,455.027914,450.05652,446.024078,454.117267,454.827396,456.61777
2320.0,455.028852,450.144451,446.024164,454.117414,454.82773,456.617942
2321.0,455.032932,450.20045,446.024334,454.117601,454.828052,456.618843
2322.0,455.036931,450.218805,446.02466,454.117792,454.828358,456.619344
2323.0,455.04039,450.22229,446.024959,454.118049,454.828628,456.619414
2324.0,455.050138,450.214796,446.0251,454.118498,454.828873,456.619593
2325.0,455.078171,450.201789,446.025058,454.118987,454.829134,456.619948
2326.0,455.087838,450.191356,446.024936,454.119416,454.82942,456.62042
2327.0,455.041496,450.195489,446.024996,454.119957,454.829722,456.620958
2328.0,455.015491,450.20635,446.025143,454.120498,454.83006,456.621179
2329.0,455.022979,450.208202,446.025158,454.120929,454.830439,456.621195
2330.0,455.039665,450.194962,446.025179,454.121298,454.830827,456.621616
2331.0,455.048826,450.185182,446.025308,454.121643,454.831243,456.622233
2332.0,455.04797,450.230107,446.025499,454.121948,454.831691,456.622643
2333.0,455.042528,450.27951,446.025905,454.122271,454.832115,456.623001
2334.0,455.036978,450.145646,446.026682,454.122578,454.832485,456.623322
2335.0,455.033352,450.056874,446.027299,454.12276,454.83283,456.623232
2336.0,455.033764,450.140052,446.027412,454.122902,454.833163,456.623306
2337.0,455.037647,450.202426,446.027557,454.123083,454.833484,456.624172
2338.0,455.041768,450.223373,446.027874,454.123271,454.83379,456.624752
2339.0,455.045116,450.228418,446.028185,454.123509,454.834062,456.624835
2340.0,455.053364,450.221921,446.028349,454.123935,454.834306,456.624987
2341.0,455.07943,450.209289,446.028326,454.124431,454.83456,456.625322
2342.0,455.095226,450.197799,446.028201,454.124854,454.834842,456.625777
2343.0,455.053448,450.200148,446.028233,454.12538,454.835139,456.62632
2344.0,455.022021,450.211175,446.028387,454.125927,454.835469,456.626594
2345.0,455.02649,450.214605,446.028416,454.126367,454.835843,456.62659
2346.0,455.043074,450.202995,446.028424,454.126738,454.836228,456.626954
2347.0,455.053564,450.190145,446.028542,454.127084,454.836636,456.627576
2348.0,455.053662,450.227613,446.028724,454.12739,454.83708,456.628009
2349.0,455.048436,450.285682,446.02909,454.127705,454.837507,456.628356
2350.0,455.042794,450.175553,446.029838,454.128019,454.837881,456.628701
2351.0,455.038818,450.059771,446.030514,454.128213,454.838224,456.628657
2352.0,455.038695,450.134982,446.030664,454.128349,454.838557,456.628645
2353.0,455.042323,450.203743,446.030784,454.128525,454.838875,456.629453
2354.0,455.046547,450.227706,446.03109,454.128711,454.839182,456.630112
2355.0,455.04986,450.234339,446.031412,454.128933,454.839456,456.630217
2356.0,455.056852,450.228925,446.031597,454.129333,454.839699,456.630343
2357.0,455.080585,450.21675,446.031596,454.129833,454.839948,456.630657
2358.0,455.101663,450.20442,446.031471,454.130254,454.840224,456.631096
2359.0,455.065033,450.204894,446.031474,454.130762,454.840517,456.631637
2360.0,455.028763,450.215834,446.03163,454.131315,454.84084,456.631961
2361.0,455.029979,450.220739,446.031675,454.131766,454.841207,456.631954
2362.0,455.04637,450.210901,446.031674,454.132138,454.841589,456.632257
2363.0,455.058114,450.195876,446.031779,454.132486,454.84199,456.632877
2364.0,455.059245,450.225594,446.031953,454.132793,454.842429,456.633334
2365.0,455.054318,450.28914,446.032284,454.133101,454.842859,456.633675
2366.0,455.048604,450.205137,446.032994,454.13342,454.843236,456.634034
2367.0,455.044306,450.065734,446.033721,454.133626,454.843579,456.634041
2368.0,455.043641,450.129418,446.033918,454.133759,454.84391,456.633958
2369.0,455.046965,450.204334,446.034017,454.133927,454.844228,456.634691
2370.0,455.051267,450.231826,446.034307,454.134112,454.844534,456.635423
2371.0,455.054608,450.24004,446.034637,454.134321,454.844811,456.63556
2372.0,455.060596,450.235804,446.034844,454.134693,454.845053,456.635662
2373.0,455.08181,450.224153,446.034866,454.135195,454.845296,456.635955
2374.0,455.107118,450.211202,446.034745,454.135618,454.845568,456.636377
2375.0,455.076273,450.209757,446.034721,454.136107,454.845856,456.636911
2376.0,455.035479,450.22035,446.034874,454.136663,454.846171,456.637282
2377.0,455.033362,450.226614,446.034936,454.137124,454.846533,456.637283
2378.0,455.049553,450.218627,446.034928,454.1375,454.846912,456.637525
2379.0,455.06245,450.202259,446.03502,454.137847,454.847305,456.638133
2380.0,455.064703,450.224254,446.035186,454.138157,454.847739,456.638618
2381.0,455.060172,450.290366,446.035485,454.138458,454.848171,456.638954
2382.0,455.054398,450.233274,446.036152,454.13878,454.848552,456.639322
2383.0,455.049811,450.075298,446.03692,454.138999,454.848894,456.639382
