family,branch,variable,decision,support_status,primary_limitation,explanation
water_all,lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water_all / lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.750, min_abs_delta_t_range=0.004-0.054 K."
water_all,right_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water_all / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-0.695 K."
water_all,right_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water_all / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-0.695 K."
water_all,right_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water_all / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-0.695 K."
water_all,left_lower_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water_all / left_lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.700, min_abs_delta_t_range=0.003-0.018 K."
water_all,left_lower_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water_all / left_lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.700, min_abs_delta_t_range=0.003-0.018 K."
water_all,left_lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water_all / left_lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.700, min_abs_delta_t_range=0.003-0.018 K."
water_all,test_section_span,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water_all / test_section_span / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.465 K."
water_all,test_section_span,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water_all / test_section_span / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.465 K."
water_all,test_section_span,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water_all / test_section_span / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.465 K."
water_all,left_upper_leg,effective_htc,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"water_all / left_upper_leg / Effective HTC: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.938-0.949, min_abs_delta_t_range=0.231-0.527 K."
water_all,left_upper_leg,effective_ua,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"water_all / left_upper_leg / Effective UA': support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.938-0.949, min_abs_delta_t_range=0.231-0.527 K."
water_all,left_upper_leg,thermal_resistance,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"water_all / left_upper_leg / Effective R'_th: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.938-0.949, min_abs_delta_t_range=0.231-0.527 K."
water_all,upper_leg,effective_htc,excluded,all_cases_blocked,thermal_small_delta_t,"water_all / upper_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.845, min_abs_delta_t_range=0.001-0.024 K."
water_all,upper_leg,effective_ua,excluded,all_cases_blocked,thermal_small_delta_t,"water_all / upper_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.845, min_abs_delta_t_range=0.001-0.024 K."
water_all,upper_leg,thermal_resistance,excluded,all_cases_blocked,thermal_small_delta_t,"water_all / upper_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.845, min_abs_delta_t_range=0.001-0.024 K."
water_all,upcomer,effective_htc,excluded,all_cases_blocked,derived_branch_component_blocked,"water_all / upcomer / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.874, min_abs_delta_t_range=0.003-0.018 K."
water_all,upcomer,effective_ua,excluded,all_cases_blocked,derived_branch_component_blocked,"water_all / upcomer / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.874, min_abs_delta_t_range=0.003-0.018 K."
water_all,upcomer,thermal_resistance,excluded,all_cases_blocked,derived_branch_component_blocked,"water_all / upcomer / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.874, min_abs_delta_t_range=0.003-0.018 K."
water1,lower_leg,effective_htc,excluded,all_cases_blocked,thermal_small_delta_t,"water1 / lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.027-0.027 K."
water1,lower_leg,effective_ua,excluded,all_cases_blocked,thermal_small_delta_t,"water1 / lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.027-0.027 K."
water1,lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_small_delta_t,"water1 / lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.027-0.027 K."
water1,right_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water1 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-0.427 K."
water1,right_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water1 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-0.427 K."
water1,right_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water1 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-0.427 K."
water1,left_lower_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water1 / left_lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.476, min_abs_delta_t_range=0.013-0.013 K."
water1,left_lower_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water1 / left_lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.476, min_abs_delta_t_range=0.013-0.013 K."
water1,left_lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water1 / left_lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.476, min_abs_delta_t_range=0.013-0.013 K."
water1,test_section_span,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water1 / test_section_span / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.331 K."
water1,test_section_span,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water1 / test_section_span / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.331 K."
water1,test_section_span,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water1 / test_section_span / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.331 K."
water1,left_upper_leg,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water1 / left_upper_leg / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.400-0.400 K."
water1,left_upper_leg,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water1 / left_upper_leg / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.400-0.400 K."
water1,left_upper_leg,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water1 / left_upper_leg / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.400-0.400 K."
water1,upper_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water1 / upper_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.719, min_abs_delta_t_range=0.002-0.002 K."
water1,upper_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water1 / upper_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.719, min_abs_delta_t_range=0.002-0.002 K."
water1,upper_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water1 / upper_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.719, min_abs_delta_t_range=0.002-0.002 K."
water1,upcomer,effective_htc,excluded,all_cases_blocked,derived_branch_component_blocked,"water1 / upcomer / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.802, min_abs_delta_t_range=0.013-0.013 K."
water1,upcomer,effective_ua,excluded,all_cases_blocked,derived_branch_component_blocked,"water1 / upcomer / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.802, min_abs_delta_t_range=0.013-0.013 K."
water1,upcomer,thermal_resistance,excluded,all_cases_blocked,derived_branch_component_blocked,"water1 / upcomer / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.802, min_abs_delta_t_range=0.013-0.013 K."
water2,lower_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water2 / lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.730, min_abs_delta_t_range=0.054-0.054 K."
water2,lower_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water2 / lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.730, min_abs_delta_t_range=0.054-0.054 K."
water2,lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water2 / lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.730, min_abs_delta_t_range=0.054-0.054 K."
water2,right_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water2 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.538-0.538 K."
water2,right_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water2 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.538-0.538 K."
water2,right_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water2 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.538-0.538 K."
water2,left_lower_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water2 / left_lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.571-0.571, min_abs_delta_t_range=0.018-0.018 K."
water2,left_lower_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water2 / left_lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.571-0.571, min_abs_delta_t_range=0.018-0.018 K."
water2,left_lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water2 / left_lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.571-0.571, min_abs_delta_t_range=0.018-0.018 K."
water2,test_section_span,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water2 / test_section_span / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.425-0.425 K."
water2,test_section_span,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water2 / test_section_span / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.425-0.425 K."
water2,test_section_span,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water2 / test_section_span / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.425-0.425 K."
water2,left_upper_leg,effective_htc,supporting_evidence,all_cases_paper_safe,paper_safe_but_not_promoted_branch,"water2 / left_upper_leg / Effective HTC: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.527-0.527 K."
water2,left_upper_leg,effective_ua,supporting_evidence,all_cases_paper_safe,paper_safe_but_not_promoted_branch,"water2 / left_upper_leg / Effective UA': support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.527-0.527 K."
water2,left_upper_leg,thermal_resistance,supporting_evidence,all_cases_paper_safe,paper_safe_but_not_promoted_branch,"water2 / left_upper_leg / Effective R'_th: support=all_cases_paper_safe, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.527-0.527 K."
water2,upper_leg,effective_htc,excluded,all_cases_blocked,thermal_small_delta_t,"water2 / upper_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.768-0.768, min_abs_delta_t_range=0.003-0.003 K."
water2,upper_leg,effective_ua,excluded,all_cases_blocked,thermal_small_delta_t,"water2 / upper_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.768-0.768, min_abs_delta_t_range=0.003-0.003 K."
water2,upper_leg,thermal_resistance,excluded,all_cases_blocked,thermal_small_delta_t,"water2 / upper_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.768-0.768, min_abs_delta_t_range=0.003-0.003 K."
water2,upcomer,effective_htc,excluded,all_cases_blocked,derived_branch_component_blocked,"water2 / upcomer / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.834-0.834, min_abs_delta_t_range=0.018-0.018 K."
water2,upcomer,effective_ua,excluded,all_cases_blocked,derived_branch_component_blocked,"water2 / upcomer / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.834-0.834, min_abs_delta_t_range=0.018-0.018 K."
water2,upcomer,thermal_resistance,excluded,all_cases_blocked,derived_branch_component_blocked,"water2 / upcomer / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.834-0.834, min_abs_delta_t_range=0.018-0.018 K."
water3,lower_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water3 / lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.739-0.739, min_abs_delta_t_range=0.049-0.049 K."
water3,lower_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water3 / lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.739-0.739, min_abs_delta_t_range=0.049-0.049 K."
water3,lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water3 / lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.739-0.739, min_abs_delta_t_range=0.049-0.049 K."
water3,right_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water3 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.583-0.583 K."
water3,right_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water3 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.583-0.583 K."
water3,right_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water3 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.583-0.583 K."
water3,left_lower_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water3 / left_lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.682-0.682, min_abs_delta_t_range=0.009-0.009 K."
water3,left_lower_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water3 / left_lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.682-0.682, min_abs_delta_t_range=0.009-0.009 K."
water3,left_lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water3 / left_lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.682-0.682, min_abs_delta_t_range=0.009-0.009 K."
water3,test_section_span,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water3 / test_section_span / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.465-0.465 K."
water3,test_section_span,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water3 / test_section_span / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.465-0.465 K."
water3,test_section_span,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water3 / test_section_span / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.465-0.465 K."
water3,left_upper_leg,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water3 / left_upper_leg / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.411-0.411 K."
water3,left_upper_leg,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water3 / left_upper_leg / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.411-0.411 K."
water3,left_upper_leg,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water3 / left_upper_leg / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.411-0.411 K."
water3,upper_leg,effective_htc,excluded,all_cases_blocked,thermal_small_delta_t,"water3 / upper_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.766-0.766, min_abs_delta_t_range=0.001-0.001 K."
water3,upper_leg,effective_ua,excluded,all_cases_blocked,thermal_small_delta_t,"water3 / upper_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.766-0.766, min_abs_delta_t_range=0.001-0.001 K."
water3,upper_leg,thermal_resistance,excluded,all_cases_blocked,thermal_small_delta_t,"water3 / upper_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.766-0.766, min_abs_delta_t_range=0.001-0.001 K."
water3,upcomer,effective_htc,excluded,all_cases_blocked,derived_branch_component_blocked,"water3 / upcomer / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.872-0.872, min_abs_delta_t_range=0.009-0.009 K."
water3,upcomer,effective_ua,excluded,all_cases_blocked,derived_branch_component_blocked,"water3 / upcomer / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.872-0.872, min_abs_delta_t_range=0.009-0.009 K."
water3,upcomer,thermal_resistance,excluded,all_cases_blocked,derived_branch_component_blocked,"water3 / upcomer / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.872-0.872, min_abs_delta_t_range=0.009-0.009 K."
water4,lower_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water4 / lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.735-0.735, min_abs_delta_t_range=0.004-0.004 K."
water4,lower_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water4 / lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.735-0.735, min_abs_delta_t_range=0.004-0.004 K."
water4,lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water4 / lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.735-0.735, min_abs_delta_t_range=0.004-0.004 K."
water4,right_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water4 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.695-0.695 K."
water4,right_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water4 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.695-0.695 K."
water4,right_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water4 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.695-0.695 K."
water4,left_lower_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"water4 / left_lower_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.700-0.700, min_abs_delta_t_range=0.003-0.003 K."
water4,left_lower_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"water4 / left_lower_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.700-0.700, min_abs_delta_t_range=0.003-0.003 K."
water4,left_lower_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"water4 / left_lower_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.700-0.700, min_abs_delta_t_range=0.003-0.003 K."
water4,test_section_span,effective_htc,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water4 / test_section_span / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.395-0.395 K."
water4,test_section_span,effective_ua,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water4 / test_section_span / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.395-0.395 K."
water4,test_section_span,thermal_resistance,contextual_evidence,all_cases_internal_only,thermal_qc_marginal,"water4 / test_section_span / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.395-0.395 K."
water4,left_upper_leg,effective_htc,excluded,all_cases_blocked,thermal_small_delta_t,"water4 / left_upper_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.938-0.938, min_abs_delta_t_range=0.231-0.231 K."
water4,left_upper_leg,effective_ua,excluded,all_cases_blocked,thermal_small_delta_t,"water4 / left_upper_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.938-0.938, min_abs_delta_t_range=0.231-0.231 K."
water4,left_upper_leg,thermal_resistance,excluded,all_cases_blocked,thermal_small_delta_t,"water4 / left_upper_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.938-0.938, min_abs_delta_t_range=0.231-0.231 K."
water4,upper_leg,effective_htc,excluded,all_cases_blocked,thermal_small_delta_t,"water4 / upper_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.845-0.845, min_abs_delta_t_range=0.024-0.024 K."
water4,upper_leg,effective_ua,excluded,all_cases_blocked,thermal_small_delta_t,"water4 / upper_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.845-0.845, min_abs_delta_t_range=0.024-0.024 K."
water4,upper_leg,thermal_resistance,excluded,all_cases_blocked,thermal_small_delta_t,"water4 / upper_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.845-0.845, min_abs_delta_t_range=0.024-0.024 K."
water4,upcomer,effective_htc,excluded,all_cases_blocked,derived_branch_component_blocked,"water4 / upcomer / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.874-0.874, min_abs_delta_t_range=0.003-0.003 K."
water4,upcomer,effective_ua,excluded,all_cases_blocked,derived_branch_component_blocked,"water4 / upcomer / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.874-0.874, min_abs_delta_t_range=0.003-0.003 K."
water4,upcomer,thermal_resistance,excluded,all_cases_blocked,derived_branch_component_blocked,"water4 / upcomer / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.874-0.874, min_abs_delta_t_range=0.003-0.003 K."
cross_family,lower_leg,effective_htc,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"cross_family / lower_leg / Effective HTC: support=mixed_with_blocked_cases, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.761, min_abs_delta_t_range=0.004-1.699 K."
cross_family,lower_leg,effective_ua,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"cross_family / lower_leg / Effective UA': support=mixed_with_blocked_cases, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.761, min_abs_delta_t_range=0.004-1.699 K."
cross_family,lower_leg,thermal_resistance,excluded,mixed_with_blocked_cases,thermal_qc_marginal,"cross_family / lower_leg / Effective R'_th: support=mixed_with_blocked_cases, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.761, min_abs_delta_t_range=0.004-1.699 K."
cross_family,right_leg,effective_htc,excluded,all_cases_blocked,thermal_low_usable_fraction,"cross_family / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-3.872 K."
cross_family,right_leg,effective_ua,excluded,all_cases_blocked,thermal_low_usable_fraction,"cross_family / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-3.872 K."
cross_family,right_leg,thermal_resistance,excluded,all_cases_blocked,thermal_low_usable_fraction,"cross_family / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-3.872 K."
cross_family,left_lower_leg,effective_htc,excluded,mixed_with_blocked_cases,thermal_low_usable_fraction,"cross_family / left_lower_leg / Effective HTC: support=mixed_with_blocked_cases, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.941, min_abs_delta_t_range=0.003-4.397 K."
