artifact,row_number,case_id,fit_or_admission_trigger,original_label_status,missing_original_labels,label_enforcement_status,enforced_fit_or_admission_allowed,enforced_block_reason,property_mode,property_sensitivity_label,source_validity_envelope_status,source_use_category,provenance_author_title,source_property_label_coverage,source_property_gate_status,source_paths
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,261,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,262,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,263,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,264,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,265,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,266,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,267,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,268,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,269,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,270,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,271,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,272,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,273,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,274,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,275,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,276,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,277,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,278,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,279,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,280,salt_4,admission_status=admitted_for_requested_split_role,original_missing_labels,property_mode;property_sensitivity_label;source_validity_envelope_status;source_use_category;provenance_author_title,pass_labels_complete,no,blocked_until_source_property_labels_and_gate_are_available,jin_viscosity_parida_cp_santini_k,property_sensitivity_material_closure_fit_blocked,mixed_or_outside_envelope_label_required,diagnostic_gate;method_reference_pending_characteristic_length_conversion;reference_or_outside_if_laminar;source_bounded_active_candidate_only_if_inside,"Chen et al., Characteristics of the laminar convective heat transfer of molten salt in concentric tube | Everts and Meyer, Laminar Hydrodynamic and Thermal Entrance Lengths for Simultaneously Hydrodynamically and Thermally Developing Forced and Mixed Convective Flows in Horizontal Tubes | Muzychka and Yovanovich, Laminar Forced Convection Heat Transfer in the Combined Entry Region of Non-Circular Ducts | Tian et al., Numerical analysis of turbulent mixed convection heat transfer of molten salt in horizontal tubes with uniformly cooled heat flux",source_property_labels_available,pass_source_property_labels_available,work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/source_property_label_contract.csv;work_products/2026-07/2026-07-18/2026-07-18_source_envelope_property_carryforward/final_scorecard_case_coverage_audit.csv;work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv
