artifact,rows,fit_or_admission_candidate_rows,has_all_required_label_columns,present_label_columns,status_columns_present,inventory_reason
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/thermal_profile_drive_comparison.csv,15,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/heater_fraction_forward_v1_paper_methods_refresh/heater_fraction_decision_table.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/heater_fraction_forward_v1_paper_methods_refresh/heater_fraction_scalar_candidates.csv,4,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/heater_fraction_forward_v1_paper_methods_refresh/heater_fraction_split_scores.csv,12,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/heater_fraction_forward_v1_paper_methods_refresh/result_intake_table.csv,2,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_baseline_predictive_airside.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_duty_scores.csv,24,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_fit_parameters.csv,8,3,no,,fit_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_litrev_gate_reference_audit.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_model_forms.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_primary_forward_scores.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_validation_splits.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/violations.csv,0,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/source_manifest.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv,45,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_nu_admission_criteria.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/candidate_readiness_matrix.csv,23,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/matched_plane_metrics_admission.csv,27,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/parsed/matched_plane_metrics_salt2_jin_nominal_continuation.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/parsed/matched_plane_metrics_salt3_jin_nominal_continuation.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/parsed/matched_plane_metrics_salt4_jin_nominal_continuation.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_extraction_plan/existing_postprocessing_metric_status.csv,27,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_extraction_plan/openfoam_sampling_targets.csv,27,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_extraction_plan/upcomer_matched_plane_extraction_plan.csv,27,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/active_row_status_audit.csv,179,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/coordination_issues.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/forward_work_claim_matrix.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/safe_next_work_queue.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/source_manifest.csv,2,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_agent373_hydraulic_chain_node_verification/agent373_stage_outputs/f6_ready_to_run_gate.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_agent373_hydraulic_chain_node_verification/hydraulic_admission_final_decisions.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_blocker_resolution_wave_implementation/pm5_f6_admission_readiness.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_blocker_resolution_wave_implementation/thermal_internal_nu_admission_review.csv,16,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_model_equations.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_specific_fit_mask.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/ordinary_pipe_candidate_rows.csv,28,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_corrected_q_live_terminal_gate_followup/corrected_q_case_heartbeat.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_corrected_q_live_terminal_gate_followup/harvester_dependency_status.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_corrected_q_live_terminal_gate_followup/scheduler_snapshot.csv,10,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_corrected_q_live_terminal_gate_followup/source_manifest.csv,14,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_diagnostic_cfd_heat_loss_replay_and_predictive_loss_plan/train_test_data_sufficiency.csv,11,4,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_downstream_pm5_final_state_refresh/f6_pm5_row_readiness.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_downstream_pm5_final_state_refresh/internal_nu_pm5_row_readiness.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,240,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/f6_fit_candidate_table.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/f6_onset_scorecard.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/final_forward_v1_unblock_requirements.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/internal_nu_admission_decision.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/internal_nu_h_proxy_review.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/source_manifest.csv,8,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/thermal_sign_heat_balance_gate.csv,28,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_hydraulic_unblock_plan_execution/forward_v1_post_overnight_gate_delta.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_hydraulic_unblock_plan_execution/hydraulic_gate_refresh.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_hydraulic_unblock_plan_execution/pm5_matched_pressure_upcomer_relaunch_decision.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_next_step_execution_from_overnight/setup_only_hx_and_test_section_action_table.csv,4,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_plan_implementation_closeout/hx_candidate_decision.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_plan_implementation_closeout/terminal_gate_watchlist.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/final_predictive_hx_closure_rows.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/hx_candidate_reconciliation.csv,2,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/imposed_cooler_diagnostic_rows.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/internal_nu_fit_rows.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/realized_wallHeatFlux_replay_rows.csv,15,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/row_admission_ledger.csv,31,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/source_manifest.csv,11,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/test_section_negative_source_rows.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_hydraulic_duplicate_slurm_tail_cancel/local_replacement_outputs.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_lead_closure_qoi_hydraulic_postprocess/closure_qoi_failed_gate_matrix.csv,25,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_lead_closure_qoi_hydraulic_postprocess/hydraulic_admission_refresh.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_lead_closure_qoi_hydraulic_postprocess/hydraulic_gate_status_after_pm5.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_lead_closure_qoi_hydraulic_postprocess/raw_two_tap_test_section_complex.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_m3ts_val_salt2_matched_plane_sbatch_submit/m3ts_setup_only_scorecard_preflight.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_m3ts_val_salt2_matched_plane_sbatch_submit/matched_plane_field_contract_preflight.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_m3ts_val_salt2_matched_plane_sbatch_submit/val_salt2_external_test_preflight.csv,1,0,no,,fit_allowed;admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_pm5_matched_plane_parser_repair/pm5_f6_gate_refresh.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_pm5_matched_plane_parser_repair/repaired_pm5_matched_plane_metrics.csv,12,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/parsed/matched_plane_metrics_salt2_hi5q.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/parsed/matched_plane_metrics_salt2_lo5q.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/parsed/matched_plane_metrics_salt4_hi5q.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/parsed/matched_plane_metrics_salt4_lo5q.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/pm5_f6_internal_nu_unlock_scorecard.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/resampled_pm5_matched_plane_metrics.csv,12,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv,90,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_recirculation_policy_forward_hydraulic_unblock_plan/coefficient_label_admission_policy.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_recirculation_policy_forward_hydraulic_unblock_plan/recirculation_policy_decision_table.csv,18,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/bc_source_contracts.csv,18,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/closure_gate_matrix.csv,18,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/heat_loss_ledger_status.csv,18,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/pending_or_blocked_actions.csv,14,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/salt_unlock_master_inventory.csv,18,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/source_manifest.csv,11,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/split_admission_decisions.csv,18,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/terminal_steady_state_evidence.csv,18,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_forward_v1_unblock/salt_training_fit_input_table.csv,8,4,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,684,342,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/selected_cases.csv,12,6,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_user_train_scope/oscillation_stats.csv,684,228,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_user_train_scope/selected_cases.csv,12,4,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_training_testing_oscillation_steady_state/oscillation_stats.csv,456,228,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_salt_training_testing_oscillation_steady_state/selected_cases.csv,8,4,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/f6_ready_to_run_gate.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/final_hydraulic_residual_attribution.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/fluid_reset_k_diagnostic_sweep.csv,128,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/gate_opening_criteria.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/hydraulic_admission_decisions.csv,5,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/hydraulic_node_run_outputs/f6_ready_to_run_gate.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/hydraulic_node_run_status.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/hydraulic_node_stage_outputs.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/pm5_matched_pressure_upcomer_run_decision.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/pm5_run_decision.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv,17,0,no,,fit_allowed,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/source_manifest.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/test_section_complex_raw_two_tap_status.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_tp2_restore_tw10_exclude/aggregate_sensor_count_delta.csv,2,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_tp2_restore_tw10_exclude/sensor_tp2_tw10_policy_refresh.csv,17,0,no,,fit_allowed,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_sensor_tp2_restore_tw10_exclude/tp2_tw10_gate_status.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_setup_only_hx_cooler_scorecard_unlock/forward_v1_remaining_unlock_queue.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_setup_only_hx_cooler_scorecard_unlock/hx_candidate_gate_decision.csv,2,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_setup_only_hx_cooler_scorecard_unlock/hx_runtime_input_legality_audit.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_setup_only_hx_cooler_scorecard_unlock/setup_only_hx_boundary_scorecard.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_setup_only_hx_cooler_scorecard_unlock/source_manifest.csv,11,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_setup_predictive_heat_loss_fluid_variant/fluid_variant_contract.csv,8,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_staged_closure_qoi_pressure_sbatch/pressure_surface_harvest.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_staged_closure_qoi_pressure_sbatch/raw_pressure_two_tap_harvest.csv,3,0,no,,admission_status,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/diagnostic_test_section_negative_source_rows.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/final_predictive_hx_closure_rows.csv,14,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/fitted_internal_nu_rows.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/imposed_cooler_duty_rows.csv,8,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/realized_wallheatflux_replay_rows.csv,12,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/row_family_summary.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/source_manifest.csv,10,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv,40,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_val_salt2_postprocessing_admission_unlock/evidence_conflict_resolution.csv,2,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_val_salt2_postprocessing_admission_unlock/refreshed_terminal_steady_state_gate.csv,14,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_val_salt2_postprocessing_admission_unlock/source_manifest.csv,17,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_val_salt2_postprocessing_admission_unlock/val_salt2_bc_source_material_contract.csv,36,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_val_salt2_postprocessing_admission_unlock/val_salt2_section_heat_loss_ledger.csv,14,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-15/2026-07-15_val_salt2_postprocessing_admission_unlock/val_salt2_split_admission_refresh.csv,1,0,no,,admission_decision,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_branch_local_internal_nu_unblock/blocker_resolution_decision.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_branch_local_internal_nu_unblock/branch_local_thermal_admission.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_branch_local_internal_nu_unblock/internal_nu_fit_admissible_rows.csv,32,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_branch_local_internal_nu_unblock/targeted_extraction_admission_queue.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_final_use_disposition_closeout/blocker_decision.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_mesh_gci_punch_list/admission_only_candidates.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_mesh_gci_punch_list/admitted_only_candidate_matrix.csv,0,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_mesh_gci_punch_list/extraction_queue_candidates.csv,19,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_mesh_gci_resolution/blocker_unblock_decision.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_mesh_gci_resolution/final_closure_qoi_use_decisions.csv,25,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_mesh_gci_resolution/leg_specific_internal_nu_candidate_rows.csv,50,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_mesh_gci_resolution/mesh_gci_gate_for_admitted_candidates.csv,25,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_mesh_gci_resolution/sign_heat_balance_gate.csv,16,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_closure_qoi_mesh_gci_resolution/targeted_extraction_decisions.csv,25,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/blocker_decision.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/coupled_candidate_scorecard.csv,5,0,no,,admission_decision,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/fluid_external_boundary_api_check.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/m2_m3_comparators.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/m3ts_coupled_scorecard.csv,9,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/m3ts_heat_loss_gate.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/m3ts_role_boundary_scenarios.csv,9,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/next_execution_contract.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/runtime_input_audit.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_coupled_m3ts_test_section_scorecard/source_manifest.csv,6,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_downcomer_internal_nu_unlock_and_blocker_roadmap/blocker_resolution_decision.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_downcomer_internal_nu_unlock_and_blocker_roadmap/downcomer_admission_gate.csv,1,0,no,,admission_decision,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_downcomer_internal_nu_unlock_and_blocker_roadmap/downcomer_policy_decision.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_downcomer_internal_nu_unlock_and_blocker_roadmap/litrev_gate_application.csv,5,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_downcomer_policy_admission_artifact/downcomer_admission_decision.csv,1,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_downcomer_policy_admission_artifact/downcomer_low_recirculation_gate.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_downcomer_policy_admission_artifact/downcomer_same_qoi_gci_gate.csv,4,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_downcomer_policy_admission_artifact/downcomer_sign_enthalpy_gate.csv,3,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_downcomer_policy_admission_artifact/source_manifest.csv,7,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_f6_upcomer_blocker_status_scorecard/blocker_decisions.csv,2,0,no,,,scorecard_or_status_csv
work_products/2026-07/2026-07-16/2026-07-16_f6_upcomer_blocker_status_scorecard/f6_status_scorecard.csv,12,0,no,,,scorecard_or_status_csv
