source_id,path,exists,role
scanned_scorecard_155,work_products/2026-07/2026-07-14/2026-07-14_predictive_h1_hydraulic_scorecard/h1_variant_decision_summary.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_156,work_products/2026-07/2026-07-14/2026-07-14_predictive_h1_hydraulic_scorecard/hydraulic_term_boundary.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_157,work_products/2026-07/2026-07-14/2026-07-14_predictive_h1_hydraulic_scorecard/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_158,work_products/2026-07/2026-07-14/2026-07-14_salt1_terminal_bc_and_pm5_upcomer_harvest/salt1_training_admission_update.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_159,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/salt_cfd_candidate_inventory.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_160,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/steady_state_admission_matrix.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_161,work_products/2026-07/2026-07-14/2026-07-14_salt_cfd_training_evidence_inventory/upcomer_onset_candidate_cases.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_162,work_products/2026-07/2026-07-14/2026-07-14_salt_training_promotion_and_legacy_perturbation_audit/matched_pressure_upcomer_workflow_readiness.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_163,work_products/2026-07/2026-07-14/2026-07-14_salt_training_promotion_and_legacy_perturbation_audit/salt1_training_admission_package.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_164,work_products/2026-07/2026-07-14/2026-07-14_salt_training_testing_evidence_rollup/next_agent_action_contract.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_165,work_products/2026-07/2026-07-14/2026-07-14_salt_training_testing_evidence_rollup/salt_training_testing_case_use_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_166,work_products/2026-07/2026-07-14/2026-07-14_scientific_closure_forward_v1_execution_dashboard/gate_landing_requirements.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_167,work_products/2026-07/2026-07-14/2026-07-14_table_update_cadence_contract/active_result_watchlist.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_168,work_products/2026-07/2026-07-14/2026-07-14_table_update_cadence_contract/daily_refresh_checklist.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_169,work_products/2026-07/2026-07-14/2026-07-14_table_update_cadence_contract/gate_trigger_matrix.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_170,work_products/2026-07/2026-07-14/2026-07-14_table_update_cadence_contract/table_update_contract.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_171,work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/segment_thermal_fit_summary.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_172,work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/sign_radiation_nu_policy.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_173,work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_174,work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/thermal_admission_internal_nu_final_gate.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_175,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/blocked_or_diagnostic_qois.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_176,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_177,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/sign_convention_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_178,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_179,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_mesh_gate_evidence.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_180,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_mesh_gate_qois.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_181,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/admission_decision_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_182,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/case_summary.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_183,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/external_bc_patch_contract.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_184,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_185,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/thermal_profile_drive_comparison.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_186,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/heater_fraction_forward_v1_paper_methods_refresh/heater_fraction_decision_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_187,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/heater_fraction_forward_v1_paper_methods_refresh/heater_fraction_scalar_candidates.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_188,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/heater_fraction_forward_v1_paper_methods_refresh/heater_fraction_split_scores.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_189,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/heater_fraction_forward_v1_paper_methods_refresh/result_intake_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_190,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_baseline_predictive_airside.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_191,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_duty_scores.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_192,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_fit_parameters.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_193,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_litrev_gate_reference_audit.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_194,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_model_forms.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_195,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_primary_forward_scores.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_196,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_validation_splits.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_197,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/violations.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_198,work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_199,work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_200,work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_nu_admission_criteria.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_201,work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/candidate_readiness_matrix.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_202,work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/matched_plane_metrics_admission.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_203,work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/parsed/matched_plane_metrics_salt2_jin_nominal_continuation.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_204,work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/parsed/matched_plane_metrics_salt3_jin_nominal_continuation.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_205,work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_compute_extraction/parsed/matched_plane_metrics_salt4_jin_nominal_continuation.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_206,work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_extraction_plan/existing_postprocessing_metric_status.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_207,work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_extraction_plan/openfoam_sampling_targets.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_208,work_products/2026-07/2026-07-14/2026-07-14_upcomer_matched_plane_extraction_plan/upcomer_matched_plane_extraction_plan.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_209,work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/active_row_status_audit.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_210,work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/coordination_issues.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_211,work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/forward_work_claim_matrix.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_212,work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/safe_next_work_queue.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_213,work_products/2026-07/2026-07-15/2026-07-15_active_row_cleanup_and_forward_work_readiness/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_214,work_products/2026-07/2026-07-15/2026-07-15_agent373_hydraulic_chain_node_verification/agent373_stage_outputs/f6_ready_to_run_gate.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_215,work_products/2026-07/2026-07-15/2026-07-15_agent373_hydraulic_chain_node_verification/hydraulic_admission_final_decisions.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_216,work_products/2026-07/2026-07-15/2026-07-15_blocker_resolution_wave_implementation/pm5_f6_admission_readiness.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_217,work_products/2026-07/2026-07-15/2026-07-15_blocker_resolution_wave_implementation/thermal_internal_nu_admission_review.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_218,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_model_equations.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_219,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_specific_fit_mask.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_220,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/ordinary_pipe_candidate_rows.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_221,work_products/2026-07/2026-07-15/2026-07-15_corrected_q_live_terminal_gate_followup/corrected_q_case_heartbeat.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_222,work_products/2026-07/2026-07-15/2026-07-15_corrected_q_live_terminal_gate_followup/harvester_dependency_status.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_223,work_products/2026-07/2026-07-15/2026-07-15_corrected_q_live_terminal_gate_followup/scheduler_snapshot.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_224,work_products/2026-07/2026-07-15/2026-07-15_corrected_q_live_terminal_gate_followup/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_225,work_products/2026-07/2026-07-15/2026-07-15_diagnostic_cfd_heat_loss_replay_and_predictive_loss_plan/train_test_data_sufficiency.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_226,work_products/2026-07/2026-07-15/2026-07-15_downstream_pm5_final_state_refresh/f6_pm5_row_readiness.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_227,work_products/2026-07/2026-07-15/2026-07-15_downstream_pm5_final_state_refresh/internal_nu_pm5_row_readiness.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_228,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_229,work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/f6_fit_candidate_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_230,work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/f6_onset_scorecard.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_231,work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/final_forward_v1_unblock_requirements.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_232,work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/internal_nu_admission_decision.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_233,work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/internal_nu_h_proxy_review.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_234,work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_235,work_products/2026-07/2026-07-15/2026-07-15_f6_internal_nu_admission_review_and_forward_unblock/thermal_sign_heat_balance_gate.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_236,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_hydraulic_unblock_plan_execution/forward_v1_post_overnight_gate_delta.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_237,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_hydraulic_unblock_plan_execution/hydraulic_gate_refresh.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_238,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_hydraulic_unblock_plan_execution/pm5_matched_pressure_upcomer_relaunch_decision.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_239,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_next_step_execution_from_overnight/setup_only_hx_and_test_section_action_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_240,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_plan_implementation_closeout/hx_candidate_decision.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_241,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_plan_implementation_closeout/terminal_gate_watchlist.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_242,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/final_predictive_hx_closure_rows.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_243,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/hx_candidate_reconciliation.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_244,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/imposed_cooler_diagnostic_rows.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_245,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/internal_nu_fit_rows.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_246,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/realized_wallHeatFlux_replay_rows.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_247,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/row_admission_ledger.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_248,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_249,work_products/2026-07/2026-07-15/2026-07-15_forward_v1_row_admission_ledger/test_section_negative_source_rows.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_250,work_products/2026-07/2026-07-15/2026-07-15_hydraulic_duplicate_slurm_tail_cancel/local_replacement_outputs.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_251,work_products/2026-07/2026-07-15/2026-07-15_lead_closure_qoi_hydraulic_postprocess/closure_qoi_failed_gate_matrix.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_252,work_products/2026-07/2026-07-15/2026-07-15_lead_closure_qoi_hydraulic_postprocess/hydraulic_admission_refresh.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_253,work_products/2026-07/2026-07-15/2026-07-15_lead_closure_qoi_hydraulic_postprocess/hydraulic_gate_status_after_pm5.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_254,work_products/2026-07/2026-07-15/2026-07-15_lead_closure_qoi_hydraulic_postprocess/raw_two_tap_test_section_complex.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_255,work_products/2026-07/2026-07-15/2026-07-15_m3ts_val_salt2_matched_plane_sbatch_submit/m3ts_setup_only_scorecard_preflight.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_256,work_products/2026-07/2026-07-15/2026-07-15_m3ts_val_salt2_matched_plane_sbatch_submit/matched_plane_field_contract_preflight.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_257,work_products/2026-07/2026-07-15/2026-07-15_m3ts_val_salt2_matched_plane_sbatch_submit/val_salt2_external_test_preflight.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_258,work_products/2026-07/2026-07-15/2026-07-15_pm5_matched_plane_parser_repair/pm5_f6_gate_refresh.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_259,work_products/2026-07/2026-07-15/2026-07-15_pm5_matched_plane_parser_repair/repaired_pm5_matched_plane_metrics.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_260,work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/parsed/matched_plane_metrics_salt2_hi5q.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_261,work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/parsed/matched_plane_metrics_salt2_lo5q.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_262,work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/parsed/matched_plane_metrics_salt4_hi5q.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_263,work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/parsed/matched_plane_metrics_salt4_lo5q.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_264,work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/pm5_f6_internal_nu_unlock_scorecard.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_265,work_products/2026-07/2026-07-15/2026-07-15_pm5_wall_band_vtk_and_f6_unlock_repair/resampled_pm5_matched_plane_metrics.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_266,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_267,work_products/2026-07/2026-07-15/2026-07-15_recirculation_policy_forward_hydraulic_unblock_plan/coefficient_label_admission_policy.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_268,work_products/2026-07/2026-07-15/2026-07-15_recirculation_policy_forward_hydraulic_unblock_plan/recirculation_policy_decision_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_269,work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/bc_source_contracts.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_270,work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/closure_gate_matrix.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_271,work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/heat_loss_ledger_status.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_272,work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/pending_or_blocked_actions.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_273,work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/salt_unlock_master_inventory.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_274,work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_275,work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/split_admission_decisions.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_276,work_products/2026-07/2026-07-15/2026-07-15_salt_external_test_and_q_unlock_admission/terminal_steady_state_evidence.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_277,work_products/2026-07/2026-07-15/2026-07-15_salt_forward_v1_unblock/salt_training_fit_input_table.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_278,work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/oscillation_stats.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_279,work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_expanded_case_set/selected_cases.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_280,work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_user_train_scope/oscillation_stats.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_281,work_products/2026-07/2026-07-15/2026-07-15_salt_oscillation_user_train_scope/selected_cases.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_282,work_products/2026-07/2026-07-15/2026-07-15_salt_training_testing_oscillation_steady_state/oscillation_stats.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_283,work_products/2026-07/2026-07-15/2026-07-15_salt_training_testing_oscillation_steady_state/selected_cases.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_284,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/f6_ready_to_run_gate.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_285,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/final_hydraulic_residual_attribution.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_286,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/fluid_reset_k_diagnostic_sweep.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_287,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/gate_opening_criteria.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_288,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/hydraulic_admission_decisions.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_289,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/hydraulic_node_run_outputs/f6_ready_to_run_gate.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_290,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/hydraulic_node_run_status.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_291,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/hydraulic_node_stage_outputs.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_292,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/pm5_matched_pressure_upcomer_run_decision.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_293,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/pm5_run_decision.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_294,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/sensor_map_policy_refresh.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_295,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/source_manifest.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_296,work_products/2026-07/2026-07-15/2026-07-15_sensor_policy_gate_opening_and_hydraulic_node_run/test_section_complex_raw_two_tap_status.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_297,work_products/2026-07/2026-07-15/2026-07-15_sensor_tp2_restore_tw10_exclude/aggregate_sensor_count_delta.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_298,work_products/2026-07/2026-07-15/2026-07-15_sensor_tp2_restore_tw10_exclude/sensor_tp2_tw10_policy_refresh.csv,yes,read_only_scanned_scorecard_or_gate_csv
scanned_scorecard_299,work_products/2026-07/2026-07-15/2026-07-15_sensor_tp2_restore_tw10_exclude/tp2_tw10_gate_status.csv,yes,read_only_scanned_scorecard_or_gate_csv
