case_id,run_key,variant,q_ratio,patch_name,mesh_patch_type,nFaces,startFace,bc_type,thermal_role,thermal_role_detail,Q_W,h_W_m2K,Ta_K,Tsur_K,emissivity,internalRadius_m,powerLayer,thicknessLayers,kappaLayerCoeffs,rhoLayerCoeffs,CpLayerCoeffs,value,source_comment,source_T_path,source_boundary_path,notes
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_upper_04_reducer,wall,3552,6529652,externalTemperature,cooler_or_reducer_removal,negative_Q_sink,-16.22051188331554,,,,,,,,,,,$internalField,"first-order segment: pipeleg_upper_04_reducer, Q_loss = 16.22 W",jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,Negative-Q removal patch adjacent to cooler/reducer.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_upper_05_cooler,wall,11184,6533204,externalTemperature,cooler_HX_removal,negative_Q_sink,-103.16215407994024,,,,,,,,,,,$internalField,cooler: Q_loss = 103.16 W (air-side 66.23 + jacket-to-ambient 36.93),jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,Cooler/HX/removal patch.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_upper_06_reducer,wall,3552,6544388,externalTemperature,cooler_or_reducer_removal,negative_Q_sink,-16.22051188331554,,,,,,,,,,,$internalField,"first-order segment: pipeleg_upper_06_reducer, Q_loss = 16.22 W",jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,Negative-Q removal patch adjacent to cooler/reducer.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_upper_07_straight,wall,4896,6547940,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,4.11193043055026,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.001651 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: pipeleg_upper_07_straight,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_upper_08_bend,wall,384,6552836,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,6.912871137301419,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.001651 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: pipeleg_upper_08_bend,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,ncc_pipeleg_upper_09_straight_end,wall,576,6553220,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_upper_09_straight,wall,4656,6553796,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,3.6734162432435844,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.001651 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: pipeleg_upper_09_straight,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,ncc_pipeleg_left_01_upper_start,wall,576,6558452,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_left_01_upper,wall,15168,6559028,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,3.3814412782010166,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.001651 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: pipeleg_left_01_upper,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,ncc_pipeleg_left_02_connector_end,wall,576,6574196,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_left_02_connector,wall,96,6574772,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,17.614959874102848,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.001651 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: pipeleg_left_02_connector,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,ncc_pipeleg_left_03_fitting_start,wall,460,6574868,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_left_03_fitting,wall,1080,6575328,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,5.506593576023008,299.10999999999996,299.10999999999996,0.95,0.0105,,(0.002199999999999999 0.006096001 0.035559999999999994),((1.4 0 0 0 0 0 0 0) (9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((2214.39 0 0 0 0 0 0 0) (8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((740 0 0 0 0 0 0 0) (458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: pipeleg_left_03_fitting,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_left_04_test_section,wall,6600,6576408,rcExternalTemperature,heater_source_test_section,positive_Q_source,37.0,7.448705628891937,299.10999999999996,299.10999999999996,0.95,0.0105,0,(0.002199999999999999),((1.4 0 0 0 0 0 0 0)),((2214.39 0 0 0 0 0 0 0)),((740 0 0 0 0 0 0 0)),$internalField,"first-order segment: pipeleg_left_04_test_section [powered, Q=37.0 W, layer 0]",jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,Powered test-section source patch.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,ncc_pipeleg_left_05_fitting_end,wall,460,6583008,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_left_05_fitting,wall,1080,6583468,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,5.497180987986392,299.10999999999996,299.10999999999996,0.95,0.0105,,(0.002199999999999999 0.006096001 0.035559999999999994),((1.4 0 0 0 0 0 0 0) (9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((2214.39 0 0 0 0 0 0 0) (8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((740 0 0 0 0 0 0 0) (458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: pipeleg_left_05_fitting,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,ncc_pipeleg_left_06_connector_start,wall,576,6584548,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_left_06_connector,wall,96,6585124,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,17.599165639615034,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.001651 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: pipeleg_left_06_connector,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,ncc_pipeleg_left_07_lower_end,wall,576,6585220,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_nominal,salt1_jin_nominal_continuation_corrected,nominal,1.00,pipeleg_left_07_lower,wall,12960,6585796,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,3.4534719737139494,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.001651 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: pipeleg_left_07_lower,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-08_salt1_nominal_continuation_candidate/runs/salt1_jin_nominal_continuation_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,ncc_junction_lower_left_right_end,wall,576,6403220,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,junction_lower_left,wall,2064,6403796,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,4.304062559233876,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.006096001 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: junction_lower_left,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,ncc_junction_lower_left_upper_start,wall,576,6405860,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,junction_lower_right,wall,2064,6406436,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,4.318924518726673,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.006096001 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: junction_lower_right,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,ncc_junction_lower_right_upper_end,wall,576,6408500,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,ncc_junction_lower_right_left_start,wall,576,6409076,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,junction_upper_right,wall,2064,6409652,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,4.36588614129206,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.006096001 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: junction_upper_right,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,ncc_junction_upper_right_left_end,wall,576,6411716,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,ncc_junction_upper_right_lower_start,wall,576,6412292,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,ncc_junction_upper_left_right_start,wall,576,6412868,zeroGradient,thermal_constraint_or_coupled_wall,zeroGradient,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,No imposed heat; treat as passive/constraint patch in closure labels.
salt1_lo10q,salt1_jin_lo10q_corrected,lo10q,0.90,junction_upper_left,wall,1584,6413444,rcExternalTemperature,passive_wall_rcExternalTemperature,external_loss_with_radiation_semantics,,4.686596444454389,299.10999999999996,299.10999999999996,0.95,0.011049,,(0.006096001 0.035559999999999994),((9.248 0.01571 0 0 0 0 0 0) (0.036056549855 -6.2436910698e-05 1.9275102287e-07 0 0 0 0 0)),((8084.2 -0.42086 -3.8942e-05 0 0 0 0 0) (128.0 0 0 0 0 0 0 0)),((458.98 0.1328 0 0 0 0 0 0) (1000 0 0 0 0 0 0 0)),$internalField,first-order segment: junction_upper_left,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/0/T,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/constant/polyMesh/boundary,"Passive wall with h, Ta, Tsur, emissivity, and wall-layer data; wallHeatFlux includes radiation semantics."
