model_family,fit_form,grouping,admissibility,case,case_id,sensor,sensor_kind,prediction_source_segment,leg,thermal_family,fit_role,transfer_role,legacy_split_role,fit_allowed,score_allowed,row_usable,exclusion_reason,predicted_K,reference_K,baseline_residual_K,coefficient_group,multiplier_correction,offset_bias_K,corrected_prediction_K,corrected_residual_K,corrected_abs_error_K,coefficient_missing,source_path,claim_boundary
F0_null_baseline,identity,none,baseline_only,Salt 1,salt_1,TP1,TP,top_horizontal_exit,cooling_branch,cooling_branch,train_support_fit,fit_partition,train_support,True,True,True,,524.4485228409546,449.37,75.07852284095463,identity,1.0,0.0,524.4485228409546,75.07852284095463,75.07852284095463,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_1/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 2,salt_2,TW11,TW,cooled_incline_post_hx,cooling_branch,cooling_branch,train_support_fit,fit_partition,train_support,True,True,True,,543.3893917664756,448.40999999999997,94.9793917664756,global,1.0,-88.74990007346516,454.6394916930104,6.229491693010459,6.229491693010459,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 2,salt_2,TW2,TW,right_vertical,downcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,541.5568728116062,445.08,96.47687281160626,global,1.0,-88.74990007346516,452.8069727381411,7.726972738141114,7.726972738141114,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 2,salt_2,TW3,TW,right_vertical,downcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,541.2903861188365,443.56999999999994,97.72038611883659,global,1.0,-88.74990007346516,452.5404860453714,8.970486045371445,8.970486045371445,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 2,salt_2,TW4,TW,heated_incline,lower_leg,heated_lower_leg,train_support_fit,fit_partition,train_support,True,True,True,,542.3701810707688,445.49,96.8801810707688,global,1.0,-88.74990007346516,453.62028099730367,8.130280997303657,8.130280997303657,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 2,salt_2,TW5,TW,heated_incline,lower_leg,heated_lower_leg,train_support_fit,fit_partition,train_support,True,True,True,,543.745714745552,471.68999999999994,72.05571474555211,global,1.0,-88.74990007346516,454.9958146720869,-16.694185327913033,16.694185327913033,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 2,salt_2,TW6,TW,heated_incline,lower_leg,heated_lower_leg,train_support_fit,fit_partition,train_support,True,True,True,,545.5540541859766,467.02,78.53405418597663,global,1.0,-88.74990007346516,456.80415411251147,-10.215845887488513,10.215845887488513,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 2,salt_2,TW7,TW,left_lower_vertical,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,546.5203363414341,453.23,93.29033634143411,global,1.0,-88.74990007346516,457.770436267969,4.540436267968971,4.540436267968971,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 2,salt_2,TW8,TW,left_upper_vertical,upcomer,vertical_loop,train_support_fit,fit_partition,train_support,True,True,True,,546.0455599660545,450.31999999999994,95.72555996605456,global,1.0,-88.74990007346516,457.29565989258936,6.9756598925894195,6.9756598925894195,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 2,salt_2,TW9,TW,cooled_incline_pre_hx,cooling_branch,cooling_branch,train_support_fit,fit_partition,train_support,True,True,True,,545.4170425983498,450.66999999999996,94.74704259834982,global,1.0,-88.74990007346516,456.66714252488464,5.99714252488468,5.99714252488468,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_2/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TP1,TP,top_horizontal_exit,cooling_branch,cooling_branch,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,562.7941669526448,465.80999999999995,96.98416695264484,global,1.0,-88.74990007346516,474.04426687917965,8.2342668791797,8.2342668791797,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TP2,TP,,unmapped,unmapped,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,False,missing_prediction_reference_or_mapped_segment,,458.52,,,,,,,,True,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TP3,TP,left_lower_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,567.2857333595355,459.31999999999994,107.96573335953553,global,1.0,-88.74990007346516,478.53583328607033,19.215833286070392,19.215833286070392,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TP4,TP,left_lower_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,566.4430425889182,462.56999999999994,103.87304258891822,global,1.0,-88.74990007346516,477.693142515453,15.123142515453083,15.123142515453083,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TP5,TP,test_section,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,566.7633708955309,463.65,103.11337089553092,global,1.0,-88.74990007346516,478.01347082206576,14.363470822065779,14.363470822065779,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TP6,TP,left_upper_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,565.9233135402906,466.46999999999997,99.4533135402906,global,1.0,-88.74990007346516,477.1734134668254,10.703413466825452,10.703413466825452,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW1,TW,right_vertical,downcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,560.3232332799506,455.0,105.32323327995061,global,1.0,-88.74990007346516,471.5733332064855,16.573333206485472,16.573333206485472,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW10,TW,cooled_incline_hx_active,cooling_branch,cooling_branch,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,558.2008342121526,399.09,159.1108342121526,global,1.0,-88.74990007346516,469.45093413868744,70.36093413868747,70.36093413868747,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW11,TW,cooled_incline_post_hx,cooling_branch,cooling_branch,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,561.4968994241196,460.54999999999995,100.94689942411969,global,1.0,-88.74990007346516,472.7469993506545,12.19699935065455,12.19699935065455,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW2,TW,right_vertical,downcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,559.6126230565646,456.08,103.53262305656466,global,1.0,-88.74990007346516,470.8627229830995,14.782722983099518,14.782722983099518,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW3,TW,right_vertical,downcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,559.3524011774532,454.9,104.45240117745323,global,1.0,-88.74990007346516,470.60250110398806,15.702501103988084,15.702501103988084,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW4,TW,heated_incline,lower_leg,heated_lower_leg,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,560.4518479674163,458.0,102.45184796741626,global,1.0,-88.74990007346516,471.7019478939511,13.701947893951115,13.701947893951115,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW5,TW,heated_incline,lower_leg,heated_lower_leg,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,561.8406752933852,485.59,76.2506752933852,global,1.0,-88.74990007346516,473.09077521992003,-12.499224780079942,12.499224780079942,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW6,TW,heated_incline,lower_leg,heated_lower_leg,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,563.6937131839849,480.13,83.56371318398487,global,1.0,-88.74990007346516,474.9438131105197,-5.186186889480268,5.186186889480268,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW7,TW,left_lower_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,564.6690263863768,464.84,99.82902638637682,global,1.0,-88.74990007346516,475.91912631291166,11.079126312911683,11.079126312911683,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW8,TW,left_upper_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,564.1169241190181,461.66999999999996,102.44692411901815,global,1.0,-88.74990007346516,475.36702404555297,13.697024045553007,13.697024045553007,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 3,salt_3,TW9,TW,cooled_incline_pre_hx,cooling_branch,cooling_branch,frozen_transfer_score_only,legacy_validation_transfer_stress,legacy_validation,False,True,True,,563.4940303064575,462.49,101.00403030645748,global,1.0,-88.74990007346516,474.74413023299235,12.254130232992338,12.254130232992338,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_3/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TP1,TP,top_horizontal_exit,cooling_branch,cooling_branch,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,584.4702827658541,481.34,103.13028276585413,global,1.0,-88.74990007346516,495.72038269238897,14.380382692388991,14.380382692388991,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TP2,TP,,unmapped,unmapped,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,False,missing_prediction_reference_or_mapped_segment,,475.74,,,,,,,,True,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TP3,TP,left_lower_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,589.0774606533655,475.95,113.12746065336552,global,1.0,-88.74990007346516,500.32756057990036,24.377560579900376,24.377560579900376,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TP4,TP,left_lower_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,588.2262808537979,478.89,109.33628085379792,global,1.0,-88.74990007346516,499.47638078033276,20.586380780332775,20.586380780332775,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TP5,TP,test_section,upcomer,vertical_loop,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,588.4608052883157,479.31999999999994,109.14080528831573,global,1.0,-88.74990007346516,499.7109052148505,20.39090521485059,20.39090521485059,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TP6,TP,left_upper_vertical,upcomer,vertical_loop,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,587.6125512013982,481.36,106.2525512013982,global,1.0,-88.74990007346516,498.8626511279331,17.502651127933063,17.502651127933063,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TW1,TW,right_vertical,downcomer,vertical_loop,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,581.8161497955034,469.77,112.04614979550342,global,1.0,-88.74990007346516,493.06624972203826,23.296249722038283,23.296249722038283,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TW10,TW,cooled_incline_hx_active,cooling_branch,cooling_branch,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,579.6434520865637,409.92999999999995,169.71345208656373,global,1.0,-88.74990007346516,490.89355201309854,80.96355201309859,80.96355201309859,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TW11,TW,cooled_incline_post_hx,cooling_branch,cooling_branch,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,583.0307114682979,476.14,106.89071146829792,global,1.0,-88.74990007346516,494.28081139483277,18.14081139483278,18.14081139483278,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TW2,TW,right_vertical,downcomer,vertical_loop,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,581.073480431682,471.15,109.92348043168204,global,1.0,-88.74990007346516,492.3235803582169,21.173580358216896,21.173580358216896,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TW3,TW,right_vertical,downcomer,vertical_loop,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,580.8178084595197,470.41999999999996,110.39780845951975,global,1.0,-88.74990007346516,492.06790838605457,21.64790838605461,21.64790838605461,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
F1_global_offset,offset,global,low_dof_diagnostic,Salt 4,salt_4,TW4,TW,heated_incline,lower_leg,heated_lower_leg,frozen_transfer_score_only,legacy_holdout_transfer_stress,legacy_holdout,False,True,True,,581.9454944945497,474.86,107.08549449454972,global,1.0,-88.74990007346516,493.1955944210846,18.33559442108458,18.33559442108458,False,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_tswfc2_bounded_nominal_scorecard/case_outputs/Salt_4/validation_table.csv,frozen reduced-DOF empirical transfer diagnostic; coefficients fit on Salt1/Salt2 train/support rows only; Salt3/Salt4 scored after freeze as legacy validation/holdout-style stress rows; no external-test score; no Fluid solve; no admission
