uq_row_id,source_family,case_key,qoi_name,blocking_status,neighboring_window_status,mesh_or_gci_status,next_action,source_paths
SQ-UQ-PM10-004,pm10_upcomer_same_qoi_uq_preflight,salt4_hi10q,pm10_pressure_partial_residual_v1,same_qoi_uq_blocked,missing_no_same_qoi_neighbor_windows,missing_no_same_qoi_mesh_family,wait for terminal same-QOI mesh family and neighboring retained windows; do not fit or select model from PM10 rows now,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_mid.vtk;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_outlet.vtk;work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_uq_gate.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_same_qoi_time_uq_status.csv
SQ-UQ-THM-001,thermal_mesh_gate,salt_2,thermal_segment_closure::downcomer::thermal_segment_closure,blocked_downcomer_policy,blocked_missing_neighbor_window,blocked_not_computed_no_coarse_thermal_triplet,resolve right-leg/downcomer thermal policy before extracting or interpreting this segment,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv
SQ-UQ-THM-002,thermal_mesh_gate,salt_2,thermal_segment_closure::lower_leg::HTC,blocked_sign_review,blocked_missing_neighbor_window,diagnostic_two_level_only_not_computed_no_coarse_thermal_triplet,review wallHeatFlux/enthalpy/UA sign convention before closure use,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv
SQ-UQ-THM-003,thermal_mesh_gate,salt_2,thermal_segment_closure::lower_leg::UA_prime,blocked_sign_review,blocked_missing_neighbor_window,diagnostic_two_level_only_not_computed_no_coarse_thermal_triplet,review wallHeatFlux/enthalpy/UA sign convention before closure use,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv
SQ-UQ-THM-004,thermal_mesh_gate,salt_2,thermal_segment_closure::lower_leg::Nu,blocked_missing_two_level_value,blocked_missing_neighbor_window,blocked_not_computed_no_coarse_thermal_triplet,repair missing medium/fine metric before mesh comparison,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv
SQ-UQ-THM-005,thermal_mesh_gate,salt_2,thermal_segment_closure::upcomer::HTC,blocked_sign_review,blocked_missing_neighbor_window,diagnostic_two_level_only_not_computed_no_coarse_thermal_triplet,review wallHeatFlux/enthalpy/UA sign convention before closure use,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv
SQ-UQ-THM-006,thermal_mesh_gate,salt_2,thermal_segment_closure::upcomer::UA_prime,blocked_sign_review,blocked_missing_neighbor_window,diagnostic_two_level_only_not_computed_no_coarse_thermal_triplet,review wallHeatFlux/enthalpy/UA sign convention before closure use,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv
SQ-UQ-THM-007,thermal_mesh_gate,salt_2,thermal_segment_closure::upcomer::Nu,blocked_sign_review,blocked_missing_neighbor_window,diagnostic_two_level_only_not_computed_no_coarse_thermal_triplet,review wallHeatFlux/enthalpy/UA sign convention before closure use,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv
SQ-UQ-THL-001,thermal_row_admission_ledger,salt_2,F0_current_fluid_sources::HX1_global_qhx_multiplier_on_fluid_airside::fast_scan_bracketed_pressure_root,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use as candidate only in next final-scorecard gate package; do not label final,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_primary_forward_scores.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-002,thermal_row_admission_ledger,salt_2,F1_heater_only::HX1_global_qhx_multiplier_on_fluid_airside::fast_scan_bracketed_pressure_root,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use as candidate only in next final-scorecard gate package; do not label final,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_primary_forward_scores.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-003,thermal_row_admission_ledger,salt_3,F0_current_fluid_sources::HX1_global_qhx_multiplier_on_fluid_airside::fast_scan_bracketed_pressure_root,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use as candidate only in next final-scorecard gate package; do not label final,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_primary_forward_scores.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-004,thermal_row_admission_ledger,salt_3,F1_heater_only::HX1_global_qhx_multiplier_on_fluid_airside::fast_scan_bracketed_pressure_root,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use as candidate only in next final-scorecard gate package; do not label final,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_primary_forward_scores.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-005,thermal_row_admission_ledger,salt_4,F0_current_fluid_sources::HX1_global_qhx_multiplier_on_fluid_airside::fast_scan_bracketed_pressure_root,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use as candidate only in next final-scorecard gate package; do not label final,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_primary_forward_scores.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-006,thermal_row_admission_ledger,salt_4,F1_heater_only::HX1_global_qhx_multiplier_on_fluid_airside::fast_scan_bracketed_pressure_root,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use as candidate only in next final-scorecard gate package; do not label final,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/predictive_hx_fit_setup_only_refresh/hx_primary_forward_scores.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-007,thermal_row_admission_ledger,all_non_salt1,current_fluid_airside_hx_fixed_mdot::setup_model_or_current_fluid_diagnostic,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,compare against AGENT-392 HX1 and select one setup-legal lane,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-008,thermal_row_admission_ledger,holdout,current_fluid_airside_hx_fixed_mdot::setup_model_or_current_fluid_diagnostic,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,compare against AGENT-392 HX1 and select one setup-legal lane,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-009,thermal_row_admission_ledger,train,current_fluid_airside_hx_fixed_mdot::setup_model_or_current_fluid_diagnostic,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,compare against AGENT-392 HX1 and select one setup-legal lane,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-010,thermal_row_admission_ledger,validation,current_fluid_airside_hx_fixed_mdot::setup_model_or_current_fluid_diagnostic,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,compare against AGENT-392 HX1 and select one setup-legal lane,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-011,thermal_row_admission_ledger,all_non_salt1,salt2_fit_constant_UA_bulk_drive::fit_on_salt2_score_salt3_salt4_salt1_excluded,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,compare against AGENT-392 HX1 and select one setup-legal lane,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-012,thermal_row_admission_ledger,holdout,salt2_fit_constant_UA_bulk_drive::fit_on_salt2_score_salt3_salt4_salt1_excluded,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,compare against AGENT-392 HX1 and select one setup-legal lane,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-013,thermal_row_admission_ledger,train,salt2_fit_constant_UA_bulk_drive::fit_on_salt2_score_salt3_salt4_salt1_excluded,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,compare against AGENT-392 HX1 and select one setup-legal lane,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-014,thermal_row_admission_ledger,validation,salt2_fit_constant_UA_bulk_drive::fit_on_salt2_score_salt3_salt4_salt1_excluded,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,compare against AGENT-392 HX1 and select one setup-legal lane,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-015,thermal_row_admission_ledger,downcomer,internal_Nu_fit::blocked,blocked_empty_fit_set_missing_same_qoi_uncertainty,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,"reopen only after matched-plane thermal/vector extraction, onset anchors, and mesh/time uncertainty",work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/segment_thermal_fit_summary.csv;work_products/2026-07/2026-07-14/2026-07-14_upcomer_recirculation_internal_nu_admissibility/README.md;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-016,thermal_row_admission_ledger,lower_leg,internal_Nu_fit::mixed_validation_only_and_blocked,blocked_empty_fit_set_missing_same_qoi_uncertainty,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,"reopen only after matched-plane thermal/vector extraction, onset anchors, and mesh/time uncertainty",work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/segment_thermal_fit_summary.csv;work_products/2026-07/2026-07-14/2026-07-14_upcomer_recirculation_internal_nu_admissibility/README.md;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-017,thermal_row_admission_ledger,upcomer,internal_Nu_fit::validation_only,blocked_empty_fit_set_missing_same_qoi_uncertainty,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,"reopen only after matched-plane thermal/vector extraction, onset anchors, and mesh/time uncertainty",work_products/2026-07/2026-07-14/2026-07-14_thermal_admission_internal_nu_final_gate/segment_thermal_fit_summary.csv;work_products/2026-07/2026-07-14/2026-07-14_upcomer_recirculation_internal_nu_admissibility/README.md;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-018,thermal_row_admission_ledger,salt_2,realized_CFD_wallHeatFlux_replay::lower_leg::heater,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-019,thermal_row_admission_ledger,salt_2,realized_CFD_wallHeatFlux_replay::upcomer::test_section,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-020,thermal_row_admission_ledger,salt_2,realized_CFD_wallHeatFlux_replay::cooling_branch::cooler,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-021,thermal_row_admission_ledger,salt_2,realized_CFD_wallHeatFlux_replay::junction::junction_other,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-022,thermal_row_admission_ledger,salt_3,realized_CFD_wallHeatFlux_replay::lower_leg::heater,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-023,thermal_row_admission_ledger,salt_3,realized_CFD_wallHeatFlux_replay::upcomer::test_section,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-024,thermal_row_admission_ledger,salt_3,realized_CFD_wallHeatFlux_replay::cooling_branch::cooler,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-025,thermal_row_admission_ledger,salt_3,realized_CFD_wallHeatFlux_replay::junction::junction_other,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-026,thermal_row_admission_ledger,salt_4,realized_CFD_wallHeatFlux_replay::lower_leg::heater,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-027,thermal_row_admission_ledger,salt_4,realized_CFD_wallHeatFlux_replay::upcomer::test_section,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-028,thermal_row_admission_ledger,salt_4,realized_CFD_wallHeatFlux_replay::cooling_branch::cooler,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-029,thermal_row_admission_ledger,salt_4,realized_CFD_wallHeatFlux_replay::junction::junction_other,diagnostic_replay_only_not_predictive_UQ,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,use to localize residuals and verify sign policy; keep out of final predictive runtime,work_products/2026-07/2026-07-14/2026-07-14_thermal_overnight_compute_node_rescue/results/external_bc_thermal_profile_parity_refresh/source_sink_parity_contract.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-030,thermal_row_admission_ledger,all_non_salt1,imposed_cfd_cooler_upper_bound::diagnostic_upper_bound_not_predictive,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-031,thermal_row_admission_ledger,holdout,imposed_cfd_cooler_upper_bound::diagnostic_upper_bound_not_predictive,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-032,thermal_row_admission_ledger,train,imposed_cfd_cooler_upper_bound::diagnostic_upper_bound_not_predictive,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
SQ-UQ-THL-033,thermal_row_admission_ledger,validation,imposed_cfd_cooler_upper_bound::diagnostic_upper_bound_not_predictive,candidate_pending_final_hydraulic_cfd_pp_runtime_UQ_gates,blocked_not_demonstrated_as_same_qoi_neighbor_window,blocked_not_demonstrated_as_same_qoi_GCI,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv;work_products/2026-07/2026-07-15/2026-07-15_thermal_row_admission_ledger/thermal_row_admission_ledger.csv
