uq_row_id,source_standardization_id,source_family,case_key,case_id,quantity_family,qoi_name,row_label,same_label_status,same_formula_status,same_sign_status,same_pressure_basis_status,same_velocity_or_qref_or_thermal_basis_status,retained_window_status,neighboring_window_status,mesh_or_gci_status,plane_sweep_status,recirculation_metric_status,same_qoi_uncertainty_status,admission_effect,final_use_label,next_action,reason,source_paths,component_k_admitted,cluster_k_admitted,f6_fit_performed,clipped_k,global_multiplier_applied_by_this_task
SQ-UQ-F6F-010,PPBS-SPM-0211,f6_endpoint_face_uq_execution,salt4_mainline,salt_4,F6_endpoint_face_raw_pressure_velocity,coarse::right_leg::right_leg__s03->right_leg__s01::downstream::right_leg__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_10000_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-011,PPBS-SPM-0211,f6_endpoint_face_uq_execution,salt4_mainline,salt_4,F6_endpoint_face_raw_pressure_velocity,coarse::test_section_span::test_section_span__s03->test_section_span__s01::upstream::test_section_span__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_10000_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-012,PPBS-SPM-0211,f6_endpoint_face_uq_execution,salt4_mainline,salt_4,F6_endpoint_face_raw_pressure_velocity,coarse::test_section_span::test_section_span__s03->test_section_span__s01::downstream::test_section_span__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,blocked_missing_required_fields_or_time,pending_raw_U_or_face_flux_output,single_sample_time_10000_s_status_blocked_missing_required_fields_or_time,blocked_missing_neighbor_window,blocked_missing_same_qoi_mesh_GCI,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-013,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,medium::right_leg::right_leg__s03->right_leg__s01::upstream::right_leg__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,pending_raw_sampler_output,pending_raw_U_or_face_flux_output,single_sample_time_518_s_status_pass,blocked_missing_neighbor_window,diagnostic_mesh_spread_possible_after_raw_sampler,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-014,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,medium::right_leg::right_leg__s03->right_leg__s01::downstream::right_leg__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,pending_raw_sampler_output,pending_raw_U_or_face_flux_output,single_sample_time_518_s_status_pass,blocked_missing_neighbor_window,diagnostic_mesh_spread_possible_after_raw_sampler,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-015,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,medium::test_section_span::test_section_span__s03->test_section_span__s01::upstream::test_section_span__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,pending_raw_sampler_output,pending_raw_U_or_face_flux_output,single_sample_time_518_s_status_pass,blocked_missing_neighbor_window,diagnostic_mesh_spread_possible_after_raw_sampler,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-016,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,medium::test_section_span::test_section_span__s03->test_section_span__s01::downstream::test_section_span__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,pending_raw_sampler_output,pending_raw_U_or_face_flux_output,single_sample_time_518_s_status_pass,blocked_missing_neighbor_window,diagnostic_mesh_spread_possible_after_raw_sampler,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/medium/viscosity_screening_salt_test_2_jin_medium_mesh;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-017,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,fine::right_leg::right_leg__s03->right_leg__s01::upstream::right_leg__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,pending_raw_sampler_output,pending_raw_U_or_face_flux_output,single_sample_time_399_s_status_pass,blocked_missing_neighbor_window,diagnostic_mesh_spread_possible_after_raw_sampler,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-018,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,fine::right_leg::right_leg__s03->right_leg__s01::downstream::right_leg__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,pending_raw_sampler_output,pending_raw_U_or_face_flux_output,single_sample_time_399_s_status_pass,blocked_missing_neighbor_window,diagnostic_mesh_spread_possible_after_raw_sampler,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-019,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,fine::test_section_span::test_section_span__s03->test_section_span__s01::upstream::test_section_span__s03,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,pending_raw_sampler_output,pending_raw_U_or_face_flux_output,single_sample_time_399_s_status_pass,blocked_missing_neighbor_window,diagnostic_mesh_spread_possible_after_raw_sampler,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-F6F-020,PPBS-SPM-0091,f6_endpoint_face_uq_execution,salt2_mainline,salt_2,F6_endpoint_face_raw_pressure_velocity,fine::test_section_span::test_section_span__s03->test_section_span__s01::downstream::test_section_span__s01,diagnostic,pass_endpoint_face_matrix_preserves_pair_role_station,blocked_pending_raw_sampler_output,pass_p_upstream_minus_p_downstream,pending_raw_sampler_output,pending_raw_U_or_face_flux_output,single_sample_time_399_s_status_pass,blocked_missing_neighbor_window,diagnostic_mesh_spread_possible_after_raw_sampler,blocked_missing_face_area_plane_sweep,not_evaluated_for_endpoint_face,blocked_pending_sampler_output,no_admission_change,raw_sampler_preflight_only,"complete face sampler outputs across retained and neighboring windows before any pressure delta, K, or F6 admission",raw_sampler_output_is_not_F6_fit_or_component_K_admission,/home1/09748/andresfierro231/bubble_flow_loop/tamu_loop_box/ethan_data/modern_runs/salt/fine/viscosity_screening_salt_test_2_jin_fine_mesh;work_products/2026-07/2026-07-20/2026-07-20_f6_endpoint_face_uq_execution/endpoint_face_sampling_matrix.csv,false,false,false,false,false
SQ-UQ-PM10-001,PPBS-UP-0001,pm10_upcomer_same_qoi_uq_preflight,salt2_lo10q,salt2_lo10q,recirculation_metric_pressure_delta_upcomer,pm10_pressure_partial_residual_v1,diagnostic,pass,pass_pm10_pressure_partial_residual_v1,pass,partial_matched_plane_pressure_basis_available,partial_matched_plane_velocity_recirculation_basis_available,single_retained_window_members_1,missing_no_same_qoi_neighbor_windows,missing_no_same_qoi_mesh_family,blocked_missing_upcomer_plane_sweep_for_uncertainty,partial_matched_plane_metric_available_not_admitted,same_qoi_uq_blocked,no_admission_change,forbidden_until_time_uq_available,wait for terminal same-QOI mesh family and neighboring retained windows; do not fit or select model from PM10 rows now,same_qoi_mesh_uq_missing;same_qoi_time_uq_missing,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_mid.vtk;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/12382/plane_upcomer_outlet.vtk;work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_uq_gate.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_same_qoi_time_uq_status.csv,false,false,false,false,false
SQ-UQ-PM10-002,PPBS-UP-0004,pm10_upcomer_same_qoi_uq_preflight,salt2_hi10q,salt2_hi10q,recirculation_metric_pressure_delta_upcomer,pm10_pressure_partial_residual_v1,diagnostic,pass,pass_pm10_pressure_partial_residual_v1,pass,partial_matched_plane_pressure_basis_available,partial_matched_plane_velocity_recirculation_basis_available,single_retained_window_members_1,missing_no_same_qoi_neighbor_windows,missing_no_same_qoi_mesh_family,blocked_missing_upcomer_plane_sweep_for_uncertainty,partial_matched_plane_metric_available_not_admitted,same_qoi_uq_blocked,no_admission_change,forbidden_until_time_uq_available,wait for terminal same-QOI mesh family and neighboring retained windows; do not fit or select model from PM10 rows now,same_qoi_mesh_uq_missing;same_qoi_time_uq_missing,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt2_jin/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_mid.vtk;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt2_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/11668/plane_upcomer_outlet.vtk;work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_uq_gate.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_same_qoi_time_uq_status.csv,false,false,false,false,false
SQ-UQ-PM10-003,PPBS-UP-0007,pm10_upcomer_same_qoi_uq_preflight,salt4_lo10q,salt4_lo10q,recirculation_metric_pressure_delta_upcomer,pm10_pressure_partial_residual_v1,diagnostic,pass,pass_pm10_pressure_partial_residual_v1,pass,partial_matched_plane_pressure_basis_available,partial_matched_plane_velocity_recirculation_basis_available,single_retained_window_members_1,missing_no_same_qoi_neighbor_windows,missing_no_same_qoi_mesh_family,blocked_missing_upcomer_plane_sweep_for_uncertainty,partial_matched_plane_metric_available_not_admitted,same_qoi_uq_blocked,no_admission_change,forbidden_until_time_uq_available,wait for terminal same-QOI mesh family and neighboring retained windows; do not fit or select model from PM10 rows now,same_qoi_mesh_uq_missing;same_qoi_time_uq_missing,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_lo10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_mid.vtk;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_lo10q/postProcessing/upcomerMatchedPlaneSurfaces/13421/plane_upcomer_outlet.vtk;work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_uq_gate.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_same_qoi_time_uq_status.csv,false,false,false,false,false
SQ-UQ-PM10-004,PPBS-UP-0010,pm10_upcomer_same_qoi_uq_preflight,salt4_hi10q,salt4_hi10q,recirculation_metric_pressure_delta_upcomer,pm10_pressure_partial_residual_v1,diagnostic,pass,pass_pm10_pressure_partial_residual_v1,pass,partial_matched_plane_pressure_basis_available,partial_matched_plane_velocity_recirculation_basis_available,single_retained_window_members_1,missing_no_same_qoi_neighbor_windows,missing_no_same_qoi_mesh_family,blocked_missing_upcomer_plane_sweep_for_uncertainty,partial_matched_plane_metric_available_not_admitted,same_qoi_uq_blocked,no_admission_change,forbidden_until_time_uq_available,wait for terminal same-QOI mesh family and neighboring retained windows; do not fit or select model from PM10 rows now,same_qoi_mesh_uq_missing;same_qoi_time_uq_missing,tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_inlet.vtk;jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_mid.vtk;tmp/2026-07-20_pressure_upcomer_matched_plane_relaunch_package/recon/salt4_hi10q/postProcessing/upcomerMatchedPlaneSurfaces/14017/plane_upcomer_outlet.vtk;work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_uq_gate.csv;work_products/2026-07/2026-07-20/2026-07-20_pm10_same_qoi_uq_preflight/pm10_same_qoi_time_uq_status.csv,false,false,false,false,false
SQ-UQ-THM-001,not_indexed_nonpressure_thermal_source,thermal_mesh_gate,salt_2,salt_2,HTC_Nu_UA_heat_loss::thermal_segment_closure,thermal_segment_closure::downcomer::thermal_segment_closure,diagnostic,pass_segment_downcomer,pass_segment_thermal_closure_contract,blocked_sign_review,not_applicable,thermal_basis_medium_thermally_blocked_segment_right_leg_fine_thermally_blocked_segment_right_leg,medium_fine_retained_outputs_available_if_computed,blocked_missing_neighbor_window,blocked_not_computed_no_coarse_thermal_triplet,not_applicable_thermal_segment_mesh_gate,not_applicable,blocked_downcomer_policy,no_admission_change,blocked,resolve right-leg/downcomer thermal policy before extracting or interpreting this segment,medium_status_thermally_blocked_segment_right_leg;fine_status_thermally_blocked_segment_right_leg;blocked_downcomer_policy;missing_or_nonfinite_medium_value;missing_or_nonfinite_fine_value;medium_sign_review_required;fine_sign_review_required,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv,false,false,false,false,false
SQ-UQ-THM-002,not_indexed_nonpressure_thermal_source,thermal_mesh_gate,salt_2,salt_2,HTC_Nu_UA_heat_loss::HTC,thermal_segment_closure::lower_leg::HTC,diagnostic,pass_segment_lower_leg,pass_segment_thermal_closure_contract,blocked_sign_review,not_applicable,thermal_basis_medium_computed_fine_computed,medium_fine_retained_outputs_available_if_computed,blocked_missing_neighbor_window,diagnostic_two_level_only_not_computed_no_coarse_thermal_triplet,not_applicable_thermal_segment_mesh_gate,not_applicable,blocked_sign_review,no_admission_change,diagnostic_two_level_only,review wallHeatFlux/enthalpy/UA sign convention before closure use,medium_sign_review_required;fine_sign_review_required;coarse_thermal_triplet_missing,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv,false,false,false,false,false
SQ-UQ-THM-003,not_indexed_nonpressure_thermal_source,thermal_mesh_gate,salt_2,salt_2,HTC_Nu_UA_heat_loss::UA_prime,thermal_segment_closure::lower_leg::UA_prime,diagnostic,pass_segment_lower_leg,pass_segment_thermal_closure_contract,blocked_sign_review,not_applicable,thermal_basis_medium_computed_fine_computed,medium_fine_retained_outputs_available_if_computed,blocked_missing_neighbor_window,diagnostic_two_level_only_not_computed_no_coarse_thermal_triplet,not_applicable_thermal_segment_mesh_gate,not_applicable,blocked_sign_review,no_admission_change,diagnostic_two_level_only,review wallHeatFlux/enthalpy/UA sign convention before closure use,medium_sign_review_required;fine_sign_review_required;coarse_thermal_triplet_missing,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv,false,false,false,false,false
SQ-UQ-THM-004,not_indexed_nonpressure_thermal_source,thermal_mesh_gate,salt_2,salt_2,HTC_Nu_UA_heat_loss::Nu,thermal_segment_closure::lower_leg::Nu,diagnostic,pass_segment_lower_leg,pass_segment_thermal_closure_contract,blocked_sign_review,not_applicable,thermal_basis_medium_computed_fine_computed,medium_fine_retained_outputs_available_if_computed,blocked_missing_neighbor_window,blocked_not_computed_no_coarse_thermal_triplet,not_applicable_thermal_segment_mesh_gate,not_applicable,blocked_missing_two_level_value,no_admission_change,blocked,repair missing medium/fine metric before mesh comparison,missing_or_nonfinite_medium_value;missing_or_nonfinite_fine_value;medium_nu_direct_not_admitted;fine_nu_direct_not_admitted;medium_sign_review_required;fine_sign_review_required,work_products/2026-07/2026-07-13/2026-07-13_reconstructed_t_repair_trial/outputs/medium/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_salt2_fine_reconstructed_t_repair_plan_sbatch/repair_trial_output/outputs/fine/segment_htc_uaprime_viscosity_screening_salt_test_2_jin_coarse_mesh.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_mesh_gate/thermal_mesh_gate_qois.csv,false,false,false,false,false
