source_id,salt,fluid,case_family,span,pressure_method,closure_fit_admissible,data_quality,quality_flags,friction_available,reynolds_number,apparent_darcy_f,laminar_ref_darcy_f_64_over_Re,excess_loss_factor_fapp_over_flam,dp_loss_ds_pa_per_m,dp_signed_ds_pa_per_m,hydraulic_diameter_m,segment_temperature_k,mu_pa_s_used,flow_alignment_min,thermal_available,htc_wm2k,uaprime_wmk,nu,pr_effective,wall_duty_Q_w,qprime_wall_wm,thermal_status,thermal_note,recirculation_available,backflow_area_fraction,recirculation_intensity,ri_section_median,ri_streamwise_median,ra_section_median,re_section_median,recirculation_status,model_cfd_dp_pa,model_dP_pa,model_pct_err,model_f_over_flam,run_job_id,run_job_state,run_case_label,run_family,run_case_verdict,run_operating_point_verdict,run_recommendation,source_files
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,left_lower_leg,section_mean_total_pressure_gradient,yes_nominal_or_screen,usable_with_span_flags,mu_from_jin_corr_T_from_rho_eos,yes,134.88326391686644,1.265367721815579,0.47448436626982554,2.666827005836481,21.678984068337193,-21.678984068337193,0.021814958682552486,482.05936058837113,0.006146468503318279,0.9004606235110378,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,left_upper_leg,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,no,,,,,,,,,yes,0.33312655086848636,0.08493575468484577,4.908075395,2.1298955006117843,434008.091,75.688181,analyzed,0.8725413540292285,2.223548514459124,154.83588877377602,0.8208669519429626,,,,,,,,work_products/2026-06-30_claude_upcomer_convection_cell/upcomer_convection_cell_viscosity_screening_salt_test_4_jin_coarse_mesh.csv;work_products/2026-07-01_claude_1d_predictivity_trial/segment_dp_compare.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,left_upper_leg,section_mean_static_gradient,yes_nominal_or_screen,usable_with_span_flags,mu_from_jin_corr_T_from_rho_eos,yes,119.83306251141927,1.1742258576316291,0.534076311317682,2.198610634376499,16.332438100595994,-16.332438100595994,0.021814958682552486,480.691586325888,0.006235350652395258,0.8838376290991017,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,left_upper_leg,section_mean_total_pressure_gradient,yes_nominal_or_screen,usable_with_span_flags,mu_from_jin_corr_T_from_rho_eos,yes,119.83306251141927,1.1778039865841283,0.534076311317682,2.2053102929771042,16.382206694306333,-16.382206694306333,0.021814958682552486,480.691586325888,0.006235350652395258,0.8838376290991017,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,lower_leg,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,yes,288.08081855707263,18.916896128752995,nan,,302.3315779876001,318.40598577328757,computed,Nu_direct_not_admitted_on_these_spans,yes,0.05245683930942895,0.0013504118165626744,,,,,analyzed,7.696880161078721,5.592967179615629,-27.33462048820866,2.8787623579322377,,,,,,,,work_products/2026-06-30_claude_thermal_htc/segment_htc_uaprime_viscosity_screening_salt_test_4_jin_coarse_mesh.csv;work_products/2026-06-30_claude_downcomer_recirculation/downcomer_recirculation.csv;work_products/2026-07-01_claude_1d_predictivity_trial/segment_dp_compare.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,lower_leg,section_mean_static_gradient,no,rejected_friction_sign,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise,yes,122.6024614073759,-0.4800324571781164,0.5220123581968289,-0.919580637585435,-6.890063509388814,6.890063509388814,0.02182132919954016,481.33934041598997,0.006192993542126668,0.9906597703981997,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,lower_leg,section_mean_total_pressure_gradient,no,rejected_friction_sign,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise,yes,122.6024614073759,-0.4775930790972401,0.5220123581968289,-0.9149076101320188,-6.85505031465725,6.85505031465725,0.02182132919954016,481.33934041598997,0.006192993542126668,0.9906597703981997,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,minor::corner_lower_left,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,0.8638360651323387,4.975748210053115,476.0060746353344,nan,,,,,,,,work_products/2026-07-01_claude_1d_predictivity_trial/segment_dp_compare.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,minor::corner_lower_right,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,0.8743618005933114,4.975748210053115,469.0720027655309,nan,,,,,,,,work_products/2026-07-01_claude_1d_predictivity_trial/segment_dp_compare.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,minor::corner_upper_left,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,0.7016926242834748,4.975748210053115,609.1065286789984,nan,,,,,,,,work_products/2026-07-01_claude_1d_predictivity_trial/segment_dp_compare.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,minor::corner_upper_right,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,0.9034003411668073,4.975748210053115,450.77997907622813,nan,,,,,,,,work_products/2026-07-01_claude_1d_predictivity_trial/segment_dp_compare.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,right_leg,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,no,,,,,,,,,yes,0.491362763915547,0.03158914532655521,,,,,analyzed,10.513645224087313,6.748667953235233,-35.81038917145805,3.2588818745476877,,,,,,,,work_products/2026-06-30_claude_downcomer_recirculation/downcomer_recirculation.csv;work_products/2026-07-01_claude_1d_predictivity_trial/segment_dp_compare.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,right_leg,section_mean_static_gradient,no,rejected_friction_sign,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise,yes,117.99501141241286,-1.6432083324300644,0.5423958117713044,-3.0295372802821463,-26.72174354148683,26.72174354148683,0.02181495869709446,471.929043330295,0.00685878075075669,0.9999840016580045,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,right_leg,section_mean_total_pressure_gradient,no,rejected_friction_sign,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise,yes,117.99501141241286,-1.6438541680044056,0.5423958117713044,-3.0307279892815986,-26.732246076221422,26.732246076221422,0.02181495869709446,471.929043330295,0.00685878075075669,0.9999840016580045,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,test_section_span,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,no,,,,,,,,,yes,0.2951388888888889,0.04779731281449157,2.884644265,2.884644265,308210.9405,52.1776182,analyzed,0.8868644229824224,1.8495245062696413,108.54647659107854,1.0030682976897352,,,,,,,,work_products/2026-06-30_claude_upcomer_convection_cell/upcomer_convection_cell_viscosity_screening_salt_test_4_jin_coarse_mesh.csv;work_products/2026-07-01_claude_1d_predictivity_trial/segment_dp_compare.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,test_section_span,section_mean_static_gradient,no,rejected_friction_sign,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise,yes,123.66235290899029,-0.1539267978675826,0.5175382684744888,-0.2974210937508096,-2.681329846583047,2.681329846583047,0.02069210493406325,480.5175680997034,0.006246811732016838,0.868515451161282,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,test_section_span,section_mean_total_pressure_gradient,no,rejected_friction_sign,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise,yes,123.66235290899029,-0.17130799294360505,0.5175382684744888,-0.33100546061754543,-2.98410179904524,2.98410179904524,0.02069210493406325,480.5175680997034,0.006246811732016838,0.868515451161282,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,upcomer,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,yes,125.73884698104061,8.285995082529812,4.986448546117098,,-41.32858735338,-43.52599732850982,computed,,no,,,,,,,,,,,,,,,,,,,work_products/2026-06-30_claude_thermal_htc/segment_htc_uaprime_viscosity_screening_salt_test_4_jin_coarse_mesh.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,upper_leg,,yes_nominal_or_screen,usable_with_span_flags,none,no,,,,,,,,,,,no,,,,,,,,,no,,,,,,,,6.761584463927169,5.941913212168124,-12.122473011051815,2.3804306565171482,,,,,,,,work_products/2026-07-01_claude_1d_predictivity_trial/segment_dp_compare.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,upper_leg,section_mean_static_gradient,no,rejected_friction_sign,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise,yes,114.87772115689725,-5.822545765409198,0.5571141153870064,-10.45126232596798,-83.18523415080332,83.18523415080332,0.021821740388825197,475.3749655340531,0.00660189231406605,0.9907963627374606,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
viscosity_screening_salt_test_4_jin_coarse_mesh,4,salt,salt_jin,upper_leg,section_mean_total_pressure_gradient,no,rejected_friction_sign,mu_from_jin_corr_T_from_rho_eos;negative_f_pressure_recovery_or_noise,yes,114.87772115689725,-5.825110022428484,0.5571141153870064,-10.455865076012296,-83.22186904027718,83.22186904027718,0.021821740388825197,475.3749655340531,0.00660189231406605,0.9907963627374606,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,work_products/2026-07-01_claude_segment_friction/segment_friction.csv
