candidate_id,source_table,case_id,split_role,reported_segment_or_span,canonical_leg_id,upcomer_member,qoi,reverse_area_fraction,reverse_mass_fraction,review_admission_class,residual_owner_gate,mesh_gci_gate,sign_heat_balance_gate,recirculation_gate,internal_nu_fit_allowed_now,admission_class,reason,source_path
salt2_hi5q:upcomer_outlet:left_upper_leg,ordinary_pipe_candidate_rows,salt2_hi5q,holdout,left_upper_leg,upcomer_left_vertical,yes,Nu,0.785845516,0.5000672828,recirculation_hybrid_onset_lane_only,missing,fail_no_current_admitted_mesh_gci,fail,fail,no,hybrid_recirculation_lane_only,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:recirculation_hybrid_onset_lane_only;recirculation_gate=fail:upcomer/test-section parent is recirculation hybrid lane;fail_no_current_admitted_mesh_gci;test_section_and_left_spans_are_upcomer_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/ordinary_pipe_candidate_rows.csv
salt4_lo5q:upcomer_inlet:left_lower_leg,ordinary_pipe_candidate_rows,salt4_lo5q,training,left_lower_leg,upcomer_left_vertical,yes,Nu,0.5466041262,0.5000026995,recirculation_hybrid_onset_lane_only,missing,fail_no_current_admitted_mesh_gci,fail,fail,no,hybrid_recirculation_lane_only,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:recirculation_hybrid_onset_lane_only;recirculation_gate=fail:upcomer/test-section parent is recirculation hybrid lane;fail_no_current_admitted_mesh_gci;test_section_and_left_spans_are_upcomer_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/ordinary_pipe_candidate_rows.csv
salt4_lo5q:upcomer_mid:test_section_span,ordinary_pipe_candidate_rows,salt4_lo5q,training,test_section_span,upcomer_left_vertical,yes,Nu,0.3764033442,0.4999969289,recirculation_hybrid_onset_lane_only,missing,fail_no_current_admitted_mesh_gci,fail,fail,no,hybrid_recirculation_lane_only,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:recirculation_hybrid_onset_lane_only;recirculation_gate=fail:upcomer/test-section parent is recirculation hybrid lane;fail_no_current_admitted_mesh_gci;test_section_and_left_spans_are_upcomer_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/ordinary_pipe_candidate_rows.csv
salt4_lo5q:upcomer_outlet:left_upper_leg,ordinary_pipe_candidate_rows,salt4_lo5q,training,left_upper_leg,upcomer_left_vertical,yes,Nu,0.7765350946,0.5000757768,recirculation_hybrid_onset_lane_only,missing,fail_no_current_admitted_mesh_gci,fail,fail,no,hybrid_recirculation_lane_only,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:recirculation_hybrid_onset_lane_only;recirculation_gate=fail:upcomer/test-section parent is recirculation hybrid lane;fail_no_current_admitted_mesh_gci;test_section_and_left_spans_are_upcomer_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/ordinary_pipe_candidate_rows.csv
salt4_hi5q:upcomer_inlet:left_lower_leg,ordinary_pipe_candidate_rows,salt4_hi5q,training,left_lower_leg,upcomer_left_vertical,yes,Nu,0.5228637749,0.4999749795,recirculation_hybrid_onset_lane_only,missing,fail_no_current_admitted_mesh_gci,fail,fail,no,hybrid_recirculation_lane_only,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:recirculation_hybrid_onset_lane_only;recirculation_gate=fail:upcomer/test-section parent is recirculation hybrid lane;fail_no_current_admitted_mesh_gci;test_section_and_left_spans_are_upcomer_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/ordinary_pipe_candidate_rows.csv
salt4_hi5q:upcomer_mid:test_section_span,ordinary_pipe_candidate_rows,salt4_hi5q,training,test_section_span,upcomer_left_vertical,yes,Nu,0.3778960681,0.4999891842,recirculation_hybrid_onset_lane_only,missing,fail_no_current_admitted_mesh_gci,fail,fail,no,hybrid_recirculation_lane_only,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:recirculation_hybrid_onset_lane_only;recirculation_gate=fail:upcomer/test-section parent is recirculation hybrid lane;fail_no_current_admitted_mesh_gci;test_section_and_left_spans_are_upcomer_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/ordinary_pipe_candidate_rows.csv
salt4_hi5q:upcomer_outlet:left_upper_leg,ordinary_pipe_candidate_rows,salt4_hi5q,training,left_upper_leg,upcomer_left_vertical,yes,Nu,0.7762644,0.5001364439,recirculation_hybrid_onset_lane_only,missing,fail_no_current_admitted_mesh_gci,fail,fail,no,hybrid_recirculation_lane_only,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:recirculation_hybrid_onset_lane_only;recirculation_gate=fail:upcomer/test-section parent is recirculation hybrid lane;fail_no_current_admitted_mesh_gci;test_section_and_left_spans_are_upcomer_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/ordinary_pipe_candidate_rows.csv
branch:downcomer_right_vertical,branch_specific_fit_mask,branch_level,,downcomer_right_vertical,downcomer_right_vertical,no,Nu,,,waiting_on_branch_rows,missing,fail_no_current_admitted_mesh_gci,fail,unknown,no,waiting_on_branch_rows,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:waiting_on_branch_rows;recirculation_gate=unknown:no branch-local recirculation metric;fail_no_current_admitted_mesh_gci,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_specific_fit_mask.csv
branch:heater_lower_leg,branch_specific_fit_mask,branch_level,,heater_lower_leg,heater_lower_leg,no,Nu,,,waiting_on_branch_rows,missing,fail_no_current_admitted_mesh_gci,fail,unknown,no,waiting_on_branch_rows,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:waiting_on_branch_rows;recirculation_gate=unknown:no branch-local recirculation metric;fail_no_current_admitted_mesh_gci,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_specific_fit_mask.csv
branch:cooler_hx_branch,branch_specific_fit_mask,branch_level,,cooler_hx_branch,cooler_hx_branch,no,Nu,,,waiting_on_branch_rows,missing,fail_no_current_admitted_mesh_gci,fail,unknown,no,waiting_on_branch_rows,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:waiting_on_branch_rows;recirculation_gate=unknown:no branch-local recirculation metric;fail_no_current_admitted_mesh_gci,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_specific_fit_mask.csv
branch:test_section,branch_specific_fit_mask,branch_level,,test_section,upcomer_left_vertical,yes,Nu,,,no,missing,fail_no_current_admitted_mesh_gci,fail,fail,no,hybrid_recirculation_lane_only,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:no;recirculation_gate=fail:upcomer/test-section parent is recirculation hybrid lane;fail_no_current_admitted_mesh_gci;test_section_and_left_spans_are_upcomer_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_specific_fit_mask.csv
branch:junction_stub_connector,branch_specific_fit_mask,branch_level,,junction_stub_connector,junction_stub_connector,no,Nu,,,no,missing,fail_no_current_admitted_mesh_gci,fail,unknown,no,blocked_or_diagnostic_nonfit,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:no;recirculation_gate=unknown:no branch-local recirculation metric;fail_no_current_admitted_mesh_gci,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_specific_fit_mask.csv
branch:upcomer_left_vertical,branch_specific_fit_mask,branch_level,,upcomer_left_vertical,upcomer_left_vertical,yes,Nu,,,no,missing,fail_no_current_admitted_mesh_gci,fail,fail,no,hybrid_recirculation_lane_only,source_gate_does_not_allow_internal_Nu_fit;residual_owner_gate=missing;sign_heat_balance_gate=fail:no;recirculation_gate=fail:upcomer/test-section parent is recirculation hybrid lane;fail_no_current_admitted_mesh_gci;test_section_and_left_spans_are_upcomer_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_branch_specific_ordinary_pipe_scorecard/branch_specific_fit_mask.csv
