case_id,fluid_case_name,source_id,variant_id,engine,segment_name,parent_segment,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,h_inner_W_m2K,h_outer_W_m2K,h_rad_W_m2K,reynolds_inner,nusselt_inner
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,501.549461502,501.366106583,501.457784043,0,0,6.04149893455,399.008967784,5.72430056711,0,262.082901353,15.8723373782
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,501.366106583,501.272592839,501.319349711,0,0,3.08126236194,502.690185181,6.38971097476,0,261.750653957,19.9984809821
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,501.272592839,501.17914232,501.22586758,0,0,3.07917911078,502.670215183,6.38886706876,0,261.526428405,19.9988782263
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,501.17914232,500.996276998,501.087709659,0,0,6.02536687095,398.946220355,5.72119503545,0,261.195243193,15.8735855529
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,500.996276998,500.95816028,500.977218639,0,0,1.2559415308,672.001057066,5.52167965698,0,260.930210027,26.7399865619
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,500.95816028,500.803624487,500.880892383,0,0,5.09191997062,423.316869728,6.08248409715,0,260.699495755,16.8454795615
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,500.803624487,500.649261392,500.72644294,0,0,5.08622962313,423.289195174,6.08114058758,0,260.329467077,16.8460302294
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,500.649261392,500.609381538,500.629321465,0,0,1.31403657632,671.90210411,7.36609733812,0,260.09672451,26.7419555268
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s03,cooled_incline_pre_hx,1.1684,1.2446,500.609381538,500.49309423,500.551237884,0,0,3.83164504464,465.855536332,6.25950000986,0,259.909841796,18.5421420931
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_hx_active__s00,cooled_incline_hx_active,1.2446,1.3462,500.49309423,498.967850329,499.730472279,0,50.2566666667,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_hx_active__s01,cooled_incline_hx_active,1.3462,1.397,498.967850329,498.205228378,498.586539353,0,25.1283333333,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_hx_active__s02,cooled_incline_hx_active,1.397,1.4478,498.205228378,497.442606428,497.823917403,0,25.1283333333,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_hx_active__s03,cooled_incline_hx_active,1.4478,1.5494,497.442606428,495.917362527,496.679984477,0,50.2566666667,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_post_hx__s00,cooled_incline_post_hx,1.5494,1.6256,495.917362527,495.80499336,495.861177943,0,0,3.70254321702,464.951904362,6.21771234653,0,248.74863698,18.5601516326
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_post_hx__s01,cooled_incline_post_hx,1.6256,1.651,495.80499336,495.766502686,495.785748023,0,0,1.26826326245,670.556168354,7.31870350509,0,248.570189856,26.7687802081
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_post_hx__s02,cooled_incline_post_hx,1.651,1.7526,495.766502686,495.617713304,495.692107995,0,0,4.90257744143,422.407900892,6.03708921204,0,248.348946406,16.8635945013
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_post_hx__s03,cooled_incline_post_hx,1.7526,1.8542,495.617713304,495.469086934,495.543400119,0,0,4.89720623422,422.382482021,6.03578022753,0,247.99751043,16.8641019171
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,top_horizontal_exit,top_horizontal_exit,1.8542,1.8796,495.469086934,495.432478477,495.450782706,0,0,1.20624452841,670.465279296,5.47631592397,0,247.778575748,26.7705945502
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s00,right_vertical,1.8796,2.01022857143,495.432478477,495.244196372,495.338337424,0,0,6.20384690808,388.408234974,5.61687335799,0,247.513176527,15.5095685916
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s01,right_vertical,2.01022857143,2.1082,495.244196372,495.102016394,495.173106383,0,0,4.68479987565,427.470083244,5.84861907828,0,247.123032226,17.0710579974
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s02,right_vertical,2.1082,2.14085714286,495.102016394,495.052912739,495.077464566,0,0,1.61795928124,616.494776479,7.20813967263,0,246.897208312,24.6212006518
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s03,right_vertical,2.14085714286,2.27148571429,495.052912739,494.86515698,494.95903486,0,0,6.18650397668,388.348870964,5.61366569124,0,246.617953623,15.5107539627
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s04,right_vertical,2.27148571429,2.3368,494.86515698,494.769443842,494.817300411,0,0,3.15373165889,489.261028325,6.24732124164,0,246.28357363,19.5428823861
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s05,right_vertical,2.3368,2.40211428571,494.769443842,494.673798439,494.72162114,0,0,3.15149979692,489.242228538,6.24645221769,0,246.0579933,19.5432578632
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s06,right_vertical,2.40211428571,2.53274285714,494.673798439,494.486567641,494.58018304,0,0,6.16920670528,388.289788034,5.61045892788,0,245.724744775,15.511933991
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s07,right_vertical,2.53274285714,2.5654,494.486567641,494.437687356,494.462127498,0,0,1.61059927284,616.342443956,7.20202220986,0,245.44644536,24.6242430984
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s08,right_vertical,2.5654,2.66337142857,494.437687356,494.296352267,494.367019812,0,0,4.65696100848,427.331719528,5.84160896845,0,245.222543186,17.0738214523
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,right_vertical__s09,right_vertical,2.66337142857,2.794,494.296352267,494.109643367,494.202997817,0,0,6.15201037154,388.231174086,5.60726337454,0,244.836414348,15.5131049189
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,bottom_horizontal_inlet,bottom_horizontal_inlet,2.794,2.8194,494.109643367,494.073401034,494.091522201,0,0,1.19418075727,670.099373668,5.46506648203,0,244.573882175,26.7779025516
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s00,heated_incline,2.8194,2.95002857143,494.073401034,495.174305978,494.623853506,42.5,0,6.22546652997,388.296490318,5.895657467,0,245.826181321,15.5118001167
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s01,heated_incline,2.95002857143,3.048,495.174305978,495.998225204,495.586265591,31.875,0,4.72703843993,427.541326502,6.05704008874,0,248.097679476,17.0696356221
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s02,heated_incline,3.048,3.08065714286,495.998225204,496.271429798,496.134827501,10.625,0,1.62294289693,616.758554788,6.9930961378,0,249.395576691,24.6159350311
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s03,heated_incline,3.08065714286,3.21128571429,496.271429798,497.369252854,496.820341326,42.5,0,6.32701557085,388.642102428,5.91471933851,0,251.01850662,15.5049014067
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s04,heated_incline,3.21128571429,3.2766,497.369252854,497.916265635,497.642759244,21.25,0,3.22602240127,489.823751135,6.34421891737,0,252.9713002,19.5316534635
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s05,heated_incline,3.2766,3.34191428571,497.916265635,498.462885926,498.18957578,21.25,0,3.23895497438,489.934368913,6.34914635421,0,254.271644665,19.5294484028
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s06,heated_incline,3.34191428571,3.47254285714,498.462885926,499.557610459,499.010248192,42.5,0,6.429112768,388.993712079,5.93362749002,0,256.226106929,15.4978924174
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s07,heated_incline,3.47254285714,3.5052,499.557610459,499.829514349,499.693562404,10.625,0,1.66580110379,617.665568076,7.02706878081,0,257.858107811,24.5978547107
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s08,heated_incline,3.5052,3.60317142857,499.829514349,500.648468389,500.238991369,31.875,0,4.89064225586,428.363525671,6.09786791797,0,259.161443801,17.05324606
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,heated_incline__s09,heated_incline,3.60317142857,3.7338,500.648468389,501.740076845,501.194272617,42.5,0,6.53178834303,389.351362059,5.95239051379,0,261.449275361,15.4907727629
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,501.740076845,501.701754731,501.720915788,0,0,1.2627092956,672.213611846,5.52773941568,0,262.714372392,26.7357586192
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,left_lower_vertical__s00,left_lower_vertical,0,0.121412,472.793764626,472.628644245,472.711204435,0,0,4.85249422807,379.977662928,5.47414308877,0,174.784485795,15.3606392154
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,472.628644245,472.544442723,472.586543484,0,0,2.47448820258,478.722745586,6.12106288062,0,174.541505139,19.3535789695
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,472.544442723,472.460298261,472.502370492,0,0,2.47281136621,478.709862196,6.12024813393,0,174.377563042,19.3538393966
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,472.460298261,472.295620183,472.377959222,0,0,4.83949602602,379.937179344,5.47113725634,0,174.135430078,15.3614575575
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,test_section__s00,test_section,0.364236,0.4572,472.295620183,471.959312387,472.127466285,0,0,9.88324682053,432.672065165,8.45095080703,0,180.926970678,16.7918554985
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,test_section__s01,test_section,0.4572,0.550164,471.959312387,471.623776543,471.791544465,0,0,9.86056109211,432.62591607,8.44794916737,0,180.246928518,16.7927510855
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,471.623776543,471.460205477,471.54199101,0,0,4.8069636587,379.836338888,5.46358465377,0,172.511173663,15.3634965325
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,471.460205477,471.376794058,471.418499768,0,0,2.45126895273,478.54513402,6.10974032505,0,172.271639885,19.3571701674
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,471.376794058,471.293438902,471.33511648,0,0,2.44961548974,478.532551081,6.10893067006,0,172.110023881,19.3574246627
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,471.293438902,471.130303993,471.211871448,0,0,4.7941460926,379.796799312,5.46059731325,0,171.871325463,15.3642962369
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,471.130303993,471.096299274,471.113301634,0,0,0.999321716246,639.755152749,5.26867873433,0,171.680325372,25.8818534888
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,471.096299274,470.958439892,471.027369583,0,0,4.05136183605,403.009617134,5.81294644439,0,171.514082023,16.3047659882
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,470.958439892,470.82073431,470.889587101,0,0,4.04684198805,402.992194404,5.81165588086,0,171.247498589,16.3051184398
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,470.82073431,470.785165895,470.802950103,0,0,1.04527514354,639.692856875,7.06552435242,0,171.079855896,25.8831136978
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_pre_hx__s03,cooled_incline_pre_hx,1.1684,1.2446,470.785165895,470.681430978,470.733298436,0,0,3.04852764265,443.528587801,5.98528030046,0,170.945265785,17.9465442655
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_hx_active__s00,cooled_incline_hx_active,1.2446,1.3462,470.681430978,468.971309028,469.826370003,0,50.2566666667,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_hx_active__s01,cooled_incline_hx_active,1.3462,1.397,468.971309028,468.116248053,468.54377854,0,25.1283333333,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_hx_active__s02,cooled_incline_hx_active,1.397,1.4478,468.116248053,467.261187078,467.688717566,0,25.1283333333,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_hx_active__s03,cooled_incline_hx_active,1.4478,1.5494,467.261187078,465.551065129,466.406126103,0,50.2566666667,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_post_hx__s00,cooled_incline_post_hx,1.5494,1.6256,465.551065129,465.451686964,465.501376046,0,0,2.92049301684,442.825872854,5.93501816326,0,160.946728316,17.9607781963
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_post_hx__s01,cooled_incline_post_hx,1.6256,1.651,465.451686964,465.417651277,465.434669121,0,0,1.00023173939,638.652933683,7.0091040695,0,160.820696066,25.9041779572
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_post_hx__s02,cooled_incline_post_hx,1.651,1.7526,465.417651277,465.286058627,465.351854952,0,0,3.86719774529,402.316388252,5.75937171272,0,160.664449663,16.3188072629
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,cooled_incline_post_hx__s03,cooled_incline_post_hx,1.7526,1.8542,465.286058627,465.15460954,465.220334084,0,0,3.86297876593,402.300918336,5.75811993741,0,160.416288284,16.3191210183
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,top_horizontal_exit,top_horizontal_exit,1.8542,1.8796,465.15460954,465.122231825,465.138420682,0,0,0.951507779389,638.597619144,5.21563324008,0,160.261714747,25.9052998268
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s00,right_vertical,1.8796,2.01022857143,465.122231825,464.955707411,465.038969618,0,0,4.89375435581,369.953000675,5.35021132712,0,160.074358806,15.0081362306
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s01,right_vertical,2.01022857143,2.1082,464.955707411,464.829962191,464.892834801,0,0,3.69535620126,407.168637555,5.57487557008,0,159.798994553,16.5189427948
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s02,right_vertical,2.1082,2.14085714286,464.829962191,464.786544405,464.808253298,0,0,1.27595001996,587.224345962,6.89606240949,0,159.639647834,23.8247312044
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s03,right_vertical,2.14085714286,2.27148571429,464.786544405,464.620483873,464.703514139,0,0,4.88012200827,369.916913471,5.34713812734,0,159.442617456,15.0088682713
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s04,right_vertical,2.27148571429,2.3368,464.620483873,464.535839172,464.578161522,0,0,2.48751193741,466.049162769,5.96182654951,0,159.206728196,18.9103328035
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s05,right_vertical,2.3368,2.40211428571,464.535839172,464.451254116,464.493546644,0,0,2.48575913584,466.037745481,5.96099598283,0,159.047627527,18.9105644407
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s06,right_vertical,2.40211428571,2.53274285714,464.451254116,464.285656306,464.368455211,0,0,4.86652373674,369.88102994,5.34406551976,0,158.812608307,15.0095962867
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s07,right_vertical,2.53274285714,2.5654,464.285656306,464.242434993,464.26404565,0,0,1.27017612357,587.131828083,6.8902323229,0,158.616378075,23.8266082332
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s08,right_vertical,2.5654,2.66337142857,464.242434993,464.117434205,464.179934599,0,0,3.67347914818,407.084604324,5.56816532121,0,158.458531804,16.5206476843
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,right_vertical__s09,right_vertical,2.66337142857,2.794,464.117434205,463.952296483,464.034865344,0,0,4.85300290063,369.845463623,5.34100335401,0,158.186343222,15.0103179708
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,bottom_horizontal_inlet,bottom_horizontal_inlet,2.794,2.8194,463.952296483,463.920241527,463.936269005,0,0,0.942022605497,638.37538614,5.20484801659,0,158.001310371,25.9098085468
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s00,heated_incline,2.8194,2.95002857143,463.920241527,465.199106291,464.559673909,42.5,0,4.91722374197,369.901413792,5.6235150166,0,159.170714279,15.0091827202
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s01,heated_incline,2.95002857143,3.048,465.199106291,466.156422792,465.677764541,31.875,0,3.74172098453,407.262025471,5.78277987166,0,161.279042099,16.517048734
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s02,heated_incline,3.048,3.08065714286,466.156422792,466.474206328,466.31531456,10.625,0,1.28606444935,587.484039125,6.69676614916,0,162.486528073,23.8194648454
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s03,heated_incline,3.08065714286,3.21128571429,466.474206328,467.7494982,467.111852264,42.5,0,5.02222455938,370.17949326,5.64744453431,0,163.99843225,15.0035441993
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s04,heated_incline,3.21128571429,3.2766,467.7494982,468.385301565,468.067399883,21.25,0,2.56521066428,466.531179344,6.06748301119,0,165.820953454,18.9005612706
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s05,heated_incline,3.2766,3.34191428571,468.385301565,469.020649283,468.702975424,21.25,0,2.57860122466,466.621353558,6.07364693696,0,167.037080875,18.898734923
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s06,heated_incline,3.34191428571,3.47254285714,469.020649283,470.292342859,469.656496071,42.5,0,5.12797191947,370.466037099,5.6711301489,0,168.867335568,14.9977406918
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s07,heated_incline,3.47254285714,3.5052,470.292342859,470.608618014,470.450480437,10.625,0,1.33039257362,588.223198097,6.73915373744,0,170.398521199,23.8044944177
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s08,heated_incline,3.5052,3.60317142857,470.608618014,471.560169582,471.084393798,31.875,0,3.91114128664,407.932092468,5.83389477594,0,171.623432362,16.5034777524
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,heated_incline__s09,heated_incline,3.60317142857,3.7338,471.560169582,472.82823864,472.194204111,42.5,0,5.2344898812,370.761022975,5.69458352282,0,173.776561955,14.9917732334
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,fast_scan,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,472.82823864,472.793764625,472.811001632,0,0,1.01311323325,640.100131736,5.28358651789,0,174.978908684,25.8748780966
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_lower_vertical__s00,left_lower_vertical,0,0.121412,518.003406062,517.817767332,517.910586697,0,0,6.7780215797,415.998811695,5.85802429525,0,334.970440908,16.3635389955
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,517.817767332,517.723072159,517.770419746,0,0,3.4575084773,524.090157308,6.53383697253,0,334.584656638,20.6174655173
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,517.723072159,517.628438485,517.675755322,0,0,3.4552630654,524.066209151,6.53301120968,0,334.32424428,20.6179365882
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,517.628438485,517.443275678,517.535857081,0,0,6.76064476942,415.923569632,5.85499036208,0,333.939596831,16.3650190399
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,test_section__s00,test_section,0.364236,0.4572,517.443275678,517.594001205,517.518638442,18.5,0,12.996738985,473.687153948,8.79750371006,0,347.88726199,17.8882259293
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,test_section__s01,test_section,0.4572,0.550164,517.594001205,517.744440988,517.669221097,18.5,0,13.0071720328,473.721554901,8.79849160457,0,348.318767207,17.8875764093
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,517.744440988,517.559131018,517.651786003,0,0,6.76601799445,415.94682406,5.85592921694,0,334.258434801,16.3645615722
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,517.559131018,517.46460376,517.511867389,0,0,3.45137757872,524.024789745,6.53158123382,0,333.873505383,20.6187514025
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,517.46460376,517.370137831,517.417370795,0,0,3.44913832185,524.000931174,6.53075650523,0,333.613670621,20.619220799
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,517.370137831,517.185302485,517.277720158,0,0,6.7486886146,415.871863346,5.85289900348,0,333.229875522,16.3660363581
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,517.185302485,517.146777321,517.166039903,0,0,1.40663220119,700.506485138,5.64939183246,0,332.922725452,27.5696434144
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,517.146777321,516.990558783,517.068668052,0,0,5.70383907395,441.270793667,6.21908288308,0,332.655303579,17.3681932026
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,fast_scan,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,516.990558783,516.834507735,516.912533259,0,0,5.69772372289,441.237711223,6.21777068604,0,332.226338009,17.3688442932
