source_id,case_id,patch_name,role,one_d_segment,bc_type,area_m2,start_face,n_boundary_faces,n_owner_samples,n_unique_owner_cells,T_wall_shell_K,T_wall_shell_min_K,T_wall_shell_max_K,T_wall_shell_std_K,proxy_definition,support_status,recon_case_dir,time_s,owner_path,boundary_path,T_field_path
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_left_01_upper,ambient_wall,upcomer,rcExternalTemperature,0.024699414,6559028,15168,15168,15168,464.356376102,459.483392,469.60258,3.437671098,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_left_02_connector,ambient_wall,upcomer,rcExternalTemperature,0.000158588,6574772,96,96,96,463.307024583,459.231395,469.322216,4.116773974,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_left_03_fitting,ambient_wall,upcomer,rcExternalTemperature,0.002075764,6575328,1080,1080,1080,463.805908205,459.036214,469.356509,4.025809818,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_left_04_test_section,test_section,upcomer,rcExternalTemperature,0.012258449,6576408,6600,6600,6600,463.912384721,457.397093,471.114463,4.58138764,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_left_05_fitting,ambient_wall,upcomer,rcExternalTemperature,0.002075764,6583468,1080,1080,1080,465.222707483,457.447478,471.602101,5.330344568,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_left_06_connector,ambient_wall,upcomer,rcExternalTemperature,0.000158588,6585124,96,96,96,465.928436208,457.566236,471.448763,4.773608097,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_left_07_lower,ambient_wall,upcomer,rcExternalTemperature,0.021145,6585796,12960,12960,12960,464.94243076,456.81636,471.506883,4.149542691,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_lower_01_fitting,ambient_wall,lower_leg,rcExternalTemperature,0.002184983,6440468,1296,1296,1296,468.678297752,434.819494,489.152388,13.039161748,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_lower_02_straight,ambient_wall,lower_leg,rcExternalTemperature,0.005436027,6441764,3312,3312,3312,471.744064057,460.490908,496.581129,11.371178207,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_lower_03_bend,ambient_wall,lower_leg,rcExternalTemperature,0.000660878,6445076,384,384,384,477.004019773,465.871134,502.387748,11.234360861,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_lower_04_straight,heater,lower_leg,rcExternalTemperature,0.015262139,6445460,9360,9360,9360,480.02868246,471.898015,504.458511,8.810560887,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_lower_05_straight,heater,lower_leg,rcExternalTemperature,0.015262139,6454820,9360,9360,9360,476.648442238,469.058975,498.502179,7.525629132,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_lower_06_straight,heater,lower_leg,rcExternalTemperature,0.015262139,6464180,9360,9360,9360,471.347956542,452.186383,491.195563,6.056972992,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_lower_07_bend,ambient_wall,lower_leg,rcExternalTemperature,0.000660878,6473540,384,384,384,453.390242091,447.891788,457.660883,3.74338746,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_lower_08_straight,ambient_wall,lower_leg,rcExternalTemperature,0.005436027,6473924,3312,3312,3312,453.760636847,446.987862,457.492454,3.218891693,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_lower_09_fitting,ambient_wall,lower_leg,rcExternalTemperature,0.002184983,6477812,1296,1296,1296,452.703414223,445.828979,455.458288,2.725966638,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_right_01_lower,ambient_wall,downcomer,rcExternalTemperature,0.021145,6479684,12960,12960,12960,454.60131511,450.620079,456.47234,1.771737009,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_right_02_middle,ambient_wall,downcomer,rcExternalTemperature,0.021145,6492644,12960,12960,12960,455.061419701,450.416527,457.491365,2.128494538,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_right_03_upper,ambient_wall,downcomer,rcExternalTemperature,0.021145,6506180,12960,12960,12960,456.738194703,450.505639,461.963478,2.417844288,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_upper_01_straight,ambient_wall,cooling_branch,rcExternalTemperature,0.007621011,6519716,4656,4656,4656,455.419811204,438.91454,463.556458,8.902748485,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_upper_02_bend,ambient_wall,cooling_branch,rcExternalTemperature,0.000660878,6524372,384,384,384,454.880037372,438.402468,463.56781,9.37356548,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_upper_03_straight,ambient_wall,cooling_branch,rcExternalTemperature,0.008003952,6524756,4896,4896,4896,455.980742235,429.504963,463.539768,9.532216492,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_upper_07_straight,ambient_wall,cooling_branch,rcExternalTemperature,0.008003952,6547940,4896,4896,4896,465.516435807,463.050171,467.214998,1.332282955,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_upper_08_bend,ambient_wall,cooling_branch,rcExternalTemperature,0.000660878,6552836,384,384,384,465.575526674,463.706854,467.022667,1.262357665,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_3_jin_coarse_mesh,salt_3,pipeleg_upper_09_straight,ambient_wall,cooling_branch,rcExternalTemperature,0.007621011,6553796,4656,4656,4656,465.948398142,462.908542,468.549408,1.640888351,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt3_of13,7618,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt3_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt3_of13/7618/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_lower_left,junction_other,junction,rcExternalTemperature,0.002924521,6403796,2064,2064,2064,465.718597345,417.686353,504.396216,17.564247113,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_lower_left_left_extension,junction_other,junction,rcExternalTemperature,0.002183347,6416564,1632,1632,1632,464.114822907,413.514253,476.589169,14.005670318,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_lower_left_lower_extension,junction_other,junction,rcExternalTemperature,0.001910429,6418772,1440,1440,1440,354.566603701,317.739964,411.62267,29.612129308,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_lower_right,junction_other,junction,rcExternalTemperature,0.00292452,6406436,2064,2064,2064,464.064310418,442.901967,471.569559,6.0279944,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_lower_right_lower_extension,junction_other,junction,rcExternalTemperature,0.003544421,6423380,2448,2448,2448,367.075573815,313.813517,456.994675,42.840236721,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_lower_right_right_extension,junction_other,junction,rcExternalTemperature,0.002183347,6421172,1632,1632,1632,456.196332067,410.095955,466.373128,11.959377136,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_upper_left,junction_other,junction,rcExternalTemperature,0.002687301,6413444,1584,1584,1584,481.870084049,477.659975,484.535844,1.410393737,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_upper_left_upper_extension,junction_other,junction,rcExternalTemperature,0.010633262,6433124,6768,6768,6768,476.443118839,448.162857,484.077902,5.027554496,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_upper_right,junction_other,junction,rcExternalTemperature,0.00292452,6409652,2064,2064,2064,474.670420386,454.238865,478.978961,4.798495324,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_upper_right_right_extension,junction_other,junction,rcExternalTemperature,0.002183347,6426788,1632,1632,1632,467.676578403,418.681177,479.139973,12.597796047,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,junction_upper_right_upper_extension,junction_other,junction,rcExternalTemperature,0.005316631,6428996,3552,3552,3552,469.573419747,438.065678,478.134228,6.89626913,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_left_01_upper,ambient_wall,upcomer,rcExternalTemperature,0.024699414,6559028,15168,15168,15168,479.554789048,474.668948,484.566457,3.267112341,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_left_02_connector,ambient_wall,upcomer,rcExternalTemperature,0.000158588,6574772,96,96,96,478.295503167,474.421225,484.067803,3.842301108,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_left_03_fitting,ambient_wall,upcomer,rcExternalTemperature,0.002075764,6575328,1080,1080,1080,478.70639451,474.31467,484.104975,3.678161685,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_left_04_test_section,test_section,upcomer,rcExternalTemperature,0.012258449,6576408,6600,6600,6600,478.26087718,470.658268,486.676712,4.954669276,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_left_05_fitting,ambient_wall,upcomer,rcExternalTemperature,0.002075764,6583468,1080,1080,1080,480.595211858,470.880578,487.264056,6.043971913,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_left_06_connector,ambient_wall,upcomer,rcExternalTemperature,0.000158588,6585124,96,96,96,481.659655458,471.565269,487.087183,5.101378428,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_left_07_lower,ambient_wall,upcomer,rcExternalTemperature,0.021145,6585796,12960,12960,12960,480.965749178,471.633317,487.139451,4.140156355,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_lower_01_fitting,ambient_wall,lower_leg,rcExternalTemperature,0.002184983,6440468,1296,1296,1296,484.328825999,449.620603,506.066791,13.705869938,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_lower_02_straight,ambient_wall,lower_leg,rcExternalTemperature,0.005436027,6441764,3312,3312,3312,487.286058777,475.416369,514.152255,12.179626277,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_lower_03_bend,ambient_wall,lower_leg,rcExternalTemperature,0.000660878,6445076,384,384,384,493.242570268,481.257753,520.661074,12.267154393,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
viscosity_screening_salt_test_4_jin_coarse_mesh,salt_4,pipeleg_lower_04_straight,heater,lower_leg,rcExternalTemperature,0.015262139,6445460,9360,9360,9360,496.34638229,487.784789,522.821059,9.485362654,boundary_face_owner_cell_temperature_mean,ok_patch_internal_owner_cell_proxy,tmp/2026-06-30_claude_action_items/recon_salt4_of13,10000,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/owner,tmp/2026-06-30_claude_action_items/recon_salt4_of13/constant/polyMesh/boundary,tmp/2026-06-30_claude_action_items/recon_salt4_of13/10000/T
