case_key,source_id,case_role,plane_location,span,station_label,representative_time_s,sampled_plane_file,sampled_wall_file,metric_status,face_count,wall_face_count,reverse_area_fraction,reverse_mass_fraction,secondary_velocity_fraction,bulk_T_K,bulk_T_rule,wall_T_K,wallHeatFlux_W_m2,Re,Pr,Ri,Gr,Ra,Gz,delta_T_wall_bulk_K,admission_status,quality_flags,source_paths
salt4_hi10q,salt4_jin_hi10q_corrected,pending-terminal-harvest,upcomer_outlet,left_upper_leg,left_upper_leg__s04,14017,,,awaiting_compute_node_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-compute-node-sampling-required,no_existing_matched_plane_postprocessing,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/salt4_jin/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt4_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_4_jin_coarse_mesh_continuation;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_terminal_admission_gate/corrected_q_terminal_gate_rows.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-20/2026-07-20_salt_pm10_terminal_admission_classification/pm10_terminal_drift.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_mesh_refinement_family_coarse_medium_fine,viscosity_screening_salt_test_2_jin_coarse_mesh,diagnostic-only,upcomer_inlet,left_lower_leg,left_lower_leg__s00,7915,,,awaiting_compute_node_sampling,,,0.6197916667,0.4736619997,0.07945120764,559.3005844,not_sampled,,,49.89498745,24.6550797,1.737024185,5098.75706,129114.917,not_applicable_zero_entry_length,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_mesh_refinement_family_coarse_medium_fine,viscosity_screening_salt_test_2_jin_coarse_mesh,diagnostic-only,upcomer_mid,test_section_span,test_section_span__s02,7915,,,awaiting_compute_node_sampling,,,0.3223938224,0.4622774807,0.0009772265829,378.9541299,not_sampled,,,47.8238562,24.54099975,1.627823135,4187.30787,103636.627,67.40216475,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
salt2_mesh_refinement_family_coarse_medium_fine,viscosity_screening_salt_test_2_jin_coarse_mesh,diagnostic-only,upcomer_outlet,left_upper_leg,left_upper_leg__s04,7915,,,awaiting_compute_node_sampling,,,0.837962963,0.5738234099,0.7805272007,447.8765949,not_sampled,,,56.2560593,22.8110914,4.215373235,10955.3015,249902.3835,38.81200248,,blocked-compute-node-sampling-required,diagnostic_secmean_proxy_available;diagnostic_convcell_nondim_available,work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv;work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/refreshed_qoi_mesh_gate_status.csv; work_products/2026-07/2026-07-14/2026-07-14_thermal_closure_mesh_gate_refresh/thermal_admission_table.csv; work_products/2026-07/2026-07-13/2026-07-13_salt2_pressure_only_mesh_family_comparison/fit_safety_summary.csv;/scratch/09748/andresfierro231/projects_scratch/ethan_runs/work_products/2026-07/2026-07-14/2026-07-14_upcomer_internal_nu_extraction_contract/upcomer_extraction_contract.csv
new_targeted_re150,planned_salt_target_re150,not-admissible,upcomer_inlet,left_lower_leg,left_lower_leg__s00,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,not_applicable_zero_entry_length,,blocked-terminal-harvest-or-new-cfd-run,missing_mesh_station,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
new_targeted_re150,planned_salt_target_re150,not-admissible,upcomer_mid,test_section_span,test_section_span__s02,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-terminal-harvest-or-new-cfd-run,missing_mesh_station,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
new_targeted_re150,planned_salt_target_re150,not-admissible,upcomer_outlet,left_upper_leg,left_upper_leg__s04,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-terminal-harvest-or-new-cfd-run,missing_mesh_station,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
new_targeted_re200,planned_salt_target_re200,not-admissible,upcomer_inlet,left_lower_leg,left_lower_leg__s00,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,not_applicable_zero_entry_length,,blocked-terminal-harvest-or-new-cfd-run,missing_mesh_station,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
new_targeted_re200,planned_salt_target_re200,not-admissible,upcomer_mid,test_section_span,test_section_span__s02,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-terminal-harvest-or-new-cfd-run,missing_mesh_station,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
new_targeted_re200,planned_salt_target_re200,not-admissible,upcomer_outlet,left_upper_leg,left_upper_leg__s04,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-terminal-harvest-or-new-cfd-run,missing_mesh_station,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
new_targeted_re250,planned_salt_target_re250,not-admissible,upcomer_inlet,left_lower_leg,left_lower_leg__s00,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,not_applicable_zero_entry_length,,blocked-terminal-harvest-or-new-cfd-run,missing_mesh_station,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
new_targeted_re250,planned_salt_target_re250,not-admissible,upcomer_mid,test_section_span,test_section_span__s02,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-terminal-harvest-or-new-cfd-run,missing_mesh_station,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
new_targeted_re250,planned_salt_target_re250,not-admissible,upcomer_outlet,left_upper_leg,left_upper_leg__s04,,,,blocked_before_sampling,,,,,,,not_sampled,,,,,,,,,,blocked-terminal-harvest-or-new-cfd-run,missing_mesh_station,work_products/2026-07/2026-07-14/2026-07-14_upcomer_onset_blocker_resolution/next_evidence_requirements.csv
