case_key,display_name,source_id,split_group,split_subrole,q_ratio,qoi_family,qoi_label,mean_value,unit,n,window_start_s,window_end_s,coverage_status,source_quantity,source_path,coefficient_fit_allowed_now,model_selection_allowed_now,score_allowed_after_freeze
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW2,441.046078132,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW3,442.772559904,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW4,450.34238947,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW5,454.576259756,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW6,457.76611053,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW7,449.771207337,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW8,449.264528437,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW9,439.361819546,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW10,439.773593103,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_lo5q,Salt 2 -5Q,salt2_jin_lo5q_corrected,holdout_test,holdout_pm5,0.95,TW,TW11,447.366347297,K,4,9776,10275,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,mdot,mdot_abs_mean_kg_s,0.0136703113369,kg/s,2000,9281,9780,available,mean(abs(mdot_pipeleg_*_kg_s)),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TP,TP1,452.788890398,K,500,9281,9780,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TP,TP2,447.594793246,K,500,9281,9780,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TP,TP3,443.894756266,K,500,9281,9780,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TP,TP4,451.735516294,K,500,9281,9780,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TP,TP5,452.459386458,K,500,9281,9780,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TP,TP6,454.27760771,K,500,9281,9780,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW1,445.968338321,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW2,444.678439943,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW3,446.944875179,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW4,454.529145956,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW5,459.139587337,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW6,462.282131147,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW7,454.346883467,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW8,453.6166774,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW9,442.837199407,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW10,443.240882893,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
salt2_hi5q,Salt 2 +5Q,salt2_jin_hi5q_corrected,holdout_test,holdout_pm5,1.05,TW,TW11,451.203460692,K,4,9281,9780,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,mdot,mdot_abs_mean_kg_s,0.0136537098076,kg/s,6000,1225,8602,available,mean(abs(mdot_pipeleg_*_kg_s)),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TP,TP1,455.351446469,K,1500,1225,8602,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TP,TP2,450.539912972,K,1500,1225,8602,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TP,TP3,446.356166439,K,1500,1225,8602,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TP,TP4,454.447483097,K,1500,1225,8602,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TP,TP5,455.155856241,K,1500,1225,8602,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TP,TP6,456.942912635,K,1500,1225,8602,available,temperature_probes/temperature_K,work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW1,448.759165307,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW2,447.547018532,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW3,449.840274884,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW4,457.030410545,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW5,461.46617899,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW6,464.533249991,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW7,456.950043204,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW8,456.200548399,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW9,445.857771225,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW10,446.214799734,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
val_salt2,Salt 2 external validation,val_salt_test_2_coarse_mesh_laminar,holdout_test,external_test,external,TW,TW11,453.781081467,K,4,1225,8602,available,mean(wall_temperature_probes/temperature_K components),work_products/2026-07/2026-07-22/2026-07-22_salt14_postprocessing_inventory_model_form_package/salt14_postprocessing_window_stats.csv,False,False,True
