case_id,fluid_case_name,source_id,variant_id,engine,segment_name,parent_segment,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,h_inner_W_m2K,h_outer_W_m2K,h_rad_W_m2K,reynolds_inner,nusselt_inner
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,501.614764454,501.428165706,501.52146508,0,0,6.04395721422,396.747882128,5.72477320019,0,257.781902811,15.7817509104
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,501.428165706,501.332998195,501.38058195,0,0,3.08249570943,499.841027036,6.39021037643,0,257.449469608,19.884356495
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,501.332998195,501.23789615,501.285447173,0,0,3.08037525237,499.820808934,6.38935168125,0,257.225122023,19.884758659
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,501.23789615,501.051804343,501.144850247,0,0,6.0275373734,396.684355471,5.72161329131,0,256.893766253,15.7830145369
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,501.051804343,501.013014792,501.032409568,0,0,1.25640372365,668.190512957,5.52209438232,0,256.628600159,26.5874256685
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,501.013014792,500.855756027,500.934385409,0,0,5.09363559019,420.916164617,6.08288892368,0,256.397775393,16.7493764419
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,500.855756027,500.698676061,500.777216044,0,0,5.08784424784,420.888150107,6.08152194344,0,256.027577313,16.7499338557
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,500.698676061,500.658094048,500.678385055,0,0,1.31446195633,668.090344259,7.36653138131,0,255.794731399,26.5894187583
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_pre_hx__s03,cooled_incline_pre_hx,1.1684,1.2446,500.658094048,500.539762104,500.598928076,0,0,3.83279404956,463.212421781,6.25986662017,0,255.607768756,18.4363827344
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_hx_active__s00,cooled_incline_hx_active,1.2446,1.3462,500.539762104,498.988165788,499.763963946,0,50.2566666667,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_hx_active__s01,cooled_incline_hx_active,1.3462,1.397,498.988165788,498.212367629,498.600266708,0,25.1283333333,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_hx_active__s02,cooled_incline_hx_active,1.397,1.4478,498.212367629,497.436569471,497.82446855,0,25.1283333333,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_hx_active__s03,cooled_incline_hx_active,1.4478,1.5494,497.436569471,495.884973154,496.660771313,0,50.2566666667,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_post_hx__s00,cooled_incline_post_hx,1.5494,1.6256,495.884973154,495.770695795,495.827834475,0,0,3.70146550819,462.298351564,6.21735844302,0,244.446366038,18.4546002192
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_post_hx__s01,cooled_incline_post_hx,1.6256,1.651,495.770695795,495.731551364,495.75112358,0,0,1.26789833569,666.728859918,7.31832006073,0,244.267987434,26.6165531882
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_post_hx__s02,cooled_incline_post_hx,1.651,1.7526,495.731551364,495.580239181,495.655895273,0,0,4.90102529106,419.996674094,6.03671107993,0,244.046834346,16.7677009595
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_post_hx__s03,cooled_incline_post_hx,1.7526,1.8542,495.580239181,495.429095603,495.504667392,0,0,4.89556418957,419.970980632,6.03537982534,0,243.695549369,16.7682138683
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,top_horizontal_exit,top_horizontal_exit,1.8542,1.8796,495.429095603,495.391866868,495.410481235,0,0,1.20584852319,666.636988826,5.47594816589,0,243.476711813,26.6183871756
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s00,right_vertical,1.8796,2.01022857143,495.391866868,495.200401563,495.296134216,0,0,6.20158400519,386.190172498,5.61645526256,0,243.211438235,15.4213928961
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s01,right_vertical,2.01022857143,2.1082,495.200401563,495.055820181,495.128110872,0,0,4.6830144967,425.02848479,5.84817056129,0,242.821486401,16.9740141881
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s02,right_vertical,2.1082,2.14085714286,495.055820181,495.005887109,495.030853645,0,0,1.61734471923,612.973128645,7.20762974725,0,242.595777393,24.481244335
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s03,right_vertical,2.14085714286,2.27148571429,495.005887109,494.814966156,494.910426632,0,0,6.1839524551,386.130175283,5.61319314806,0,242.316673195,15.4225909438
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s04,right_vertical,2.27148571429,2.3368,494.814966156,494.717640256,494.766303206,0,0,3.15240599714,486.465351512,6.24680513692,0,241.982478764,19.4318098596
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s05,right_vertical,2.3368,2.40211428571,494.717640256,494.620384405,494.66901233,0,0,3.15013711807,486.446353166,6.24592138566,0,241.757027495,19.4321893142
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s06,right_vertical,2.40211428571,2.53274285714,494.620384405,494.430006331,494.525195368,0,0,6.16636857435,386.070468616,5.60993205352,0,241.423979698,15.4237834669
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s07,right_vertical,2.53274285714,2.5654,494.430006331,494.380304258,494.405155294,0,0,1.6098626184,612.819188021,7.20140865913,0,241.145852215,24.484318995
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s08,right_vertical,2.5654,2.66337142857,494.380304258,494.236596608,494.308450433,0,0,4.65471419828,424.888660307,5.84104167973,0,240.92209325,16.976806905
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,right_vertical__s09,right_vertical,2.66337142857,2.794,494.236596608,494.046758207,494.141677408,0,0,6.14888857853,386.011242425,5.6066824663,0,240.536221899,15.4249666668
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,bottom_horizontal_inlet,bottom_horizontal_inlet,2.794,2.8194,494.046758207,494.009908104,494.028333155,0,0,1.19358451995,666.267220399,5.46450801836,0,240.273869143,26.6257725561
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s00,heated_incline,2.8194,2.95002857143,494.009908104,495.129921058,494.569914581,42.5,0,6.22264822252,386.07728994,5.89512474982,0,241.526082265,15.4236472104
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s01,heated_incline,2.95002857143,3.048,495.129921058,495.968122869,495.549021963,31.875,0,4.72550788221,425.100623893,6.05665260355,0,243.797446343,16.9725738913
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s02,heated_incline,3.048,3.08065714286,495.968122869,496.246059751,496.10709131,10.625,0,1.62255464581,613.239994406,6.99278502279,0,245.095296118,24.4759169616
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s03,heated_incline,3.08065714286,3.21128571429,496.246059751,497.362883875,496.804471813,42.5,0,6.32593652051,386.426776581,5.91451815094,0,246.718182489,15.4166710142
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s04,heated_incline,3.21128571429,3.2766,497.362883875,497.919353225,497.64111855,21.25,0,3.22584345224,487.03450543,6.3441506288,0,248.670975428,19.4204524264
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s05,heated_incline,3.2766,3.34191428571,497.919353225,498.475416422,498.197384824,21.25,0,3.23899895547,487.146397265,6.34916309147,0,249.971335424,19.4182219728
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s06,heated_incline,3.34191428571,3.47254285714,498.475416422,499.589034194,499.032225308,42.5,0,6.42979234576,386.782436153,5.93375251144,0,251.925847805,15.409581308
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s07,heated_incline,3.47254285714,3.5052,499.589034194,499.865625075,499.727329635,10.625,0,1.6661521457,614.157454625,7.02734405738,0,253.557928489,24.4576284326
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s08,heated_incline,3.5052,3.60317142857,499.865625075,500.698688882,500.282156979,31.875,0,4.89193073671,425.932292438,6.09818490955,0,254.861332737,16.9559956073
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,heated_incline__s09,heated_incline,3.60317142857,3.7338,500.698688882,501.809081835,501.253885358,42.5,0,6.53424634392,387.144309447,5.95283666006,0,257.149323001,15.4023777673
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F0_current_fluid_sources,solve_case,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,501.809081835,501.770079512,501.789580673,0,0,1.26329544899,668.405804063,5.52826296121,0,258.414509478,26.5831434666
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,left_lower_vertical__s00,left_lower_vertical,0,0.121412,472.883989366,472.71559726,472.799793313,0,0,4.85567257447,377.59379892,5.47487707751,0,171.670288798,15.263621122
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,472.71559726,472.629728041,472.672662651,0,0,2.4760892851,475.718989002,6.12184040506,0,171.427062169,19.2313493966
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,472.629728041,472.543918142,472.586823092,0,0,2.47437877174,475.705919914,6.12100973379,0,171.262957353,19.2316135666
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,472.543918142,472.375985851,472.459951996,0,0,4.84241361765,377.552732042,5.47181254656,0,171.020592526,15.2644512209
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,test_section__s00,test_section,0.364236,0.4572,472.375985851,472.033113038,472.204549444,0,0,9.88687506242,429.95595391,8.45143012877,0,177.681177866,16.6858299997
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,test_section__s01,test_section,0.4572,0.550164,472.033113038,471.691042203,471.862077621,0,0,9.86374972884,429.90915959,8.44837155481,0,177.000691712,16.6867380762
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,471.691042203,471.524260412,471.607651308,0,0,4.80923844435,377.450477814,5.46411415254,0,169.395214089,15.2665187093
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,471.524260412,471.439212393,471.481736402,0,0,2.45240954367,475.538876163,6.11029858851,0,169.155502785,19.234991039
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,471.439212393,471.35422285,471.396717621,0,0,2.45072333077,475.526117543,6.10947320877,0,168.99377021,19.2352490798
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,471.35422285,471.187894361,471.271058606,0,0,4.79616728311,377.410386414,5.46106883873,0,168.754907937,15.2673295506
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,471.187894361,471.15322367,471.170559016,0,0,0.999751300269,635.734918999,5.26914567425,0,168.563780132,25.7185168035
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,471.15322367,471.012669169,471.08294642,0,0,4.05296440334,400.476878139,5.81340375584,0,168.397430246,16.2018733612
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,471.012669169,470.8722745,470.942471834,0,0,4.04835557212,400.459215166,5.81208820282,0,168.13068302,16.2022306636
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,470.8722745,470.836011293,470.854142896,0,0,1.04567246172,635.671763991,7.06601315571,0,167.962940427,25.7197943597
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_pre_hx__s03,cooled_incline_pre_hx,1.1684,1.2446,470.836011293,470.730252735,470.783132014,0,0,3.04960806483,440.740385086,5.98569699179,0,167.828272859,17.8333076396
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_hx_active__s00,cooled_incline_hx_active,1.2446,1.3462,470.730252735,468.987387857,469.858820296,0,50.2566666667,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_hx_active__s01,cooled_incline_hx_active,1.3462,1.397,468.987387857,468.115955419,468.551671638,0,25.1283333333,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_hx_active__s02,cooled_incline_hx_active,1.397,1.4478,468.115955419,467.24452298,467.680239199,0,25.1283333333,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_hx_active__s03,cooled_incline_hx_active,1.4478,1.5494,467.24452298,465.501658103,466.373090542,0,50.2566666667,0,,,0,,
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_post_hx__s00,cooled_incline_post_hx,1.5494,1.6256,465.501658103,465.400424445,465.451041274,0,0,2.9191302153,440.028731906,5.93447351012,0,157.829777096,17.8477226108
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_post_hx__s01,cooled_incline_post_hx,1.6256,1.651,465.400424445,465.365753148,465.383088796,0,0,0.999768731902,634.618613821,7.00851348879,0,157.703833122,25.7411265243
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_post_hx__s02,cooled_incline_post_hx,1.651,1.7526,465.365753148,465.231707287,465.298730218,0,0,3.86528468019,399.7748136,5.758804256,0,157.547700696,16.2160935807
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,cooled_incline_post_hx__s03,cooled_incline_post_hx,1.7526,1.8542,465.231707287,465.097810421,465.164758854,0,0,3.86098830353,399.759166029,5.75752898623,0,157.299726916,16.2164109468
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,top_horizontal_exit,top_horizontal_exit,1.8542,1.8796,465.097810421,465.064829553,465.081319987,0,0,0.951024212651,634.562663927,5.21508556641,0,157.145273103,25.7422613071
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s00,right_vertical,1.8796,2.01022857143,465.064829553,464.89520973,464.980019642,0,0,4.89107335983,367.615276509,5.34960751412,0,156.958068931,14.9136843415
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s01,right_vertical,2.01022857143,2.1082,464.89520973,464.767129423,464.831169577,0,0,3.69326537223,404.595442533,5.57423569256,0,156.68293473,16.4149890376
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s02,right_vertical,2.1082,2.14085714286,464.767129423,464.722905298,464.74501736,0,0,1.27523020639,583.512993169,6.89533677287,0,156.523724374,23.674807265
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s03,right_vertical,2.14085714286,2.27148571429,464.722905298,464.553766863,464.63833608,0,0,4.87719230305,367.578781151,5.34647675843,0,156.32686968,14.9144246818
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s04,right_vertical,2.27148571429,2.3368,464.553766863,464.467554032,464.510660448,0,0,2.48599729066,463.103110611,5.96110887141,0,156.091195706,18.7913452022
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s05,right_vertical,2.3368,2.40211428571,464.467554032,464.381403092,464.424478562,0,0,2.4842126158,463.091565729,5.9602627733,0,155.93224372,18.7915794351
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s06,right_vertical,2.40211428571,2.53274285714,464.381403092,464.212744807,464.29707395,0,0,4.86334699367,367.542496793,5.34334670754,0,155.697452681,14.915160851
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s07,right_vertical,2.53274285714,2.5654,464.212744807,464.168724558,464.190734683,0,0,1.26935130126,583.419441891,6.88939771685,0,155.501416955,23.6767053159
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s08,right_vertical,2.5654,2.66337142857,464.168724558,464.041416723,464.105070641,0,0,3.67099075529,404.510470584,5.56739999255,0,155.343731353,16.4167130231
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,right_vertical__s09,right_vertical,2.66337142857,2.794,464.041416723,463.873235816,463.95732627,0,0,4.84958159895,367.506538262,5.34022740179,0,155.071828929,14.9158905172
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,bottom_horizontal_inlet,bottom_horizontal_inlet,2.794,2.8194,463.873235816,463.840589874,463.856912845,0,0,0.941366438554,634.337948545,5.20409859674,0,154.886994656,25.746820525
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s00,heated_incline,2.8194,2.95002857143,463.840589874,465.144046188,464.492318031,42.5,0,4.91417941167,367.563159515,5.62281496549,0,156.05611402,14.914741614
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s01,heated_incline,2.95002857143,3.048,465.144046188,466.119748314,465.631897251,31.875,0,3.74009911025,404.69004229,5.78228141268,0,158.164038283,16.4130703535
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s02,heated_incline,3.048,3.08065714286,466.119748314,466.4436304,466.281689357,10.625,0,1.28565834204,583.775951883,6.69637235197,0,159.371370134,23.6694745701
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s03,heated_incline,3.08065714286,3.21128571429,466.4436304,467.743376391,467.093503395,42.5,0,5.02117062043,367.844633843,5.64720641776,0,160.883143943,14.9090341496
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s04,heated_incline,3.21128571429,3.2766,467.743376391,468.391357454,468.067366922,21.25,0,2.56508882767,463.591135716,6.06742681577,0,162.705628463,18.7814517182
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s05,heated_incline,3.2766,3.34191428571,468.391357454,469.038865271,468.715111363,21.25,0,2.57873529466,463.682464296,6.07370852825,0,163.921787911,18.7796019957
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s06,heated_incline,3.34191428571,3.47254285714,469.038865271,470.33487404,469.686869656,42.5,0,5.12893742576,368.134845921,5.67134455219,0,165.752176026,14.9031563648
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s07,heated_incline,3.47254285714,3.5052,470.33487404,470.657189466,470.496031753,10.625,0,1.33083418181,584.5245729,6.73957018285,0,167.283564845,23.6543125529
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s08,heated_incline,3.5052,3.60317142857,470.657189466,471.626904044,471.142046755,31.875,0,3.91275589521,405.368686011,5.83437305969,0,168.508676699,16.399325714
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,heated_incline__s09,heated_incline,3.60317142857,3.7338,471.626904044,472.919147846,472.273025945,42.5,0,5.23750426717,368.4337695,5.69524148329,0,170.66226834,14.8971094044
salt_3,Salt 3,viscosity_screening_salt_test_3_jin_coarse_mesh,F1_heater_only,solve_case,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,472.919147846,472.88398937,472.901568608,0,0,1.01381688537,636.084763447,5.28434258849,0,171.864912045,25.7114432825
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_lower_vertical__s00,left_lower_vertical,0,0.121412,518.010524025,517.824555995,517.91754001,0,0,6.77830824424,415.760385589,5.8580742915,0,334.410544451,16.3540779232
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,517.824555995,517.7296929,517.777124448,0,0,3.457652726,523.789714922,6.53389000617,0,334.02473942,20.6055461814
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,517.7296929,517.63489152,517.68229221,0,0,3.45540328987,523.765736932,6.533062792,0,333.76431338,20.6060178368
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,517.63489152,517.449401091,517.542146305,0,0,6.76090032756,415.685049833,5.85503503078,0,333.379646769,16.3555598035
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,test_section__s00,test_section,0.364236,0.4572,517.449401091,517.600380563,517.524890827,18.5,0,12.9969955071,473.415499802,8.79752801179,0,347.30382034,17.8778864188
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,test_section__s01,test_section,0.4572,0.550164,517.600380563,517.751073317,517.67572694,18.5,0,13.0074460043,473.44994047,8.79851753325,0,347.735309494,17.877236152
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,517.751073317,517.56543524,517.658254279,0,0,6.76628194301,415.708327884,5.85597532097,0,333.698428727,16.3551018732
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,517.56543524,517.470740668,517.518087954,0,0,3.4515102316,523.724259487,6.53163007716,0,333.313480152,20.6068337891
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,517.470740668,517.376107642,517.423424155,0,0,3.44926697296,523.700371358,6.53080390098,0,333.053632789,20.607303765
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,517.376107642,517.190945859,517.283526751,0,0,6.74892162963,415.633274344,5.8529397934,0,332.669820123,16.3565784789
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,517.190945859,517.152352625,517.171649242,0,0,1.40668194021,700.104530975,5.64943236317,0,332.36265635,27.5537123452
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,517.152352625,516.995858538,517.074105582,0,0,5.70402335905,441.017553038,6.21912240841,0,332.095223093,17.3581577556
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,516.995858538,516.839532528,516.917695533,0,0,5.69789714466,440.984430031,6.21780791519,0,331.666240079,17.3588096421
salt_4,Salt 4,viscosity_screening_salt_test_4_jin_coarse_mesh,F0_current_fluid_sources,solve_case,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,516.839532528,516.799136239,516.819334384,0,0,1.47240127309,699.986096032,7.5195141494,0,331.396372619,27.5560432375
