figure_id,x_model_form,facet_case,facet_sensor_kind,y_sensor,signed_error_K,signed_error_percent_of_target,target_K,predicted_K,finite_prediction,hover_label,admission_status
signed_sensor_error_heatmap_or_bar,M3,salt_3,TP,TP4,-11.2539072279,-2.43294975205,462.562254663,451.308347436,true,"salt_3 M3 TP4: error=-11.2539072279 K, pct=-2.43294975205%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TP,TP5,-12.6859757397,-2.73811670912,463.31026349,450.624287751,true,"salt_3 M3 TP5: error=-12.6859757397 K, pct=-2.73811670912%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TP,TP6,-14.3278354535,-3.08482945104,464.461185971,450.133350518,true,"salt_3 M3 TP6: error=-14.3278354535 K, pct=-3.08482945104%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TP,TP1,-20.5146002437,-4.42430347037,463.679771993,443.165171749,true,"salt_3 M3 TP1: error=-20.5146002437 K, pct=-4.42430347037%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TP,TP2,,,458.969854923,,false,"salt_3 M3 TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW1,-39.250746372,-8.15751906787,481.160338645,441.909592273,true,"salt_3 M3 TW1: error=-39.250746372 K, pct=-8.15751906787%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW2,-34.9932350715,-7.34370170019,476.506760488,441.513525416,true,"salt_3 M3 TW2: error=-34.9932350715 K, pct=-7.34370170019%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW3,-12.1874108069,-2.68725077367,453.527111288,441.339700481,true,"salt_3 M3 TW3: error=-12.1874108069 K, pct=-2.68725077367%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW4,-10.3512184441,-2.28085608085,453.830407408,443.479188964,true,"salt_3 M3 TW4: error=-10.3512184441 K, pct=-2.28085608085%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW5,-8.37196999457,-1.84333021441,454.176355876,445.804385882,true,"salt_3 M3 TW5: error=-8.37196999457 K, pct=-1.84333021441%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW6,-6.40694416373,-1.40884075908,454.767092905,448.360148741,true,"salt_3 M3 TW6: error=-6.40694416373 K, pct=-1.40884075908%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW7,-14.1885911559,-3.0539093959,464.604194707,450.415603551,true,"salt_3 M3 TW7: error=-14.1885911559 K, pct=-3.0539093959%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW8,-14.276612567,-3.08000162523,463.526137456,449.249524889,true,"salt_3 M3 TW8: error=-14.276612567 K, pct=-3.08000162523%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW9,0.939536791512,0.209766877781,447.895683748,448.835220539,true,"salt_3 M3 TW9: error=0.939536791512 K, pct=0.209766877781%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW10,,,444.826231258,,false,"salt_3 M3 TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_3,TW,TW11,-14.1107763924,-3.08975870613,456.69509287,442.584316477,true,"salt_3 M3 TW11: error=-14.1107763924 K, pct=-3.08975870613%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TP,TP3,-196.022751284,-41.0990849648,476.951619365,280.928868081,true,"salt_4 M1 TP3: error=-196.022751284 K, pct=-41.0990849648%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TP,TP4,-197.540757601,-41.2859556798,478.469625683,280.928868081,true,"salt_4 M1 TP4: error=-197.540757601 K, pct=-41.2859556798%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TP,TP5,-198.015145986,-41.3441112469,478.944014067,280.928868081,true,"salt_4 M1 TP5: error=-198.015145986 K, pct=-41.3441112469%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TP,TP6,-203.245028601,-42.3384193095,480.048693163,276.803664562,true,"salt_4 M1 TP6: error=-203.245028601 K, pct=-42.3384193095%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TP,TP1,-225.827318405,-47.1068115296,479.394191779,253.566873374,true,"salt_4 M1 TP1: error=-225.827318405 K, pct=-47.1068115296%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TP,TP2,,,474.826165231,,false,"salt_4 M1 TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW1,-244.913607944,-49.201299235,497.778741115,252.865133171,true,"salt_4 M1 TW1: error=-244.913607944 K, pct=-49.201299235%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW2,-241.003031799,-48.8685043513,493.166375763,252.163343965,true,"salt_4 M1 TW2: error=-241.003031799 K, pct=-48.8685043513%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW3,-217.948844784,-46.4303449067,469.410350541,251.461505756,true,"salt_4 M1 TW3: error=-217.948844784 K, pct=-46.4303449067%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW4,-210.390316967,-44.8886844517,468.693434742,258.303117774,true,"salt_4 M1 TW4: error=-210.390316967 K, pct=-44.8886844517%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW5,-202.916521561,-43.2875959829,468.763665326,265.847143766,true,"salt_4 M1 TW5: error=-202.916521561 K, pct=-43.2875959829%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW6,-195.567421586,-41.7024457006,468.959118106,273.391696519,true,"salt_4 M1 TW6: error=-195.567421586 K, pct=-41.7024457006%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW7,-199.881771521,-41.5718278794,480.810639602,280.928868081,true,"salt_4 M1 TW7: error=-199.881771521 K, pct=-41.5718278794%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW8,-200.080581219,-41.7750825308,478.947183579,278.86660236,true,"salt_4 M1 TW8: error=-200.080581219 K, pct=-41.7750825308%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW9,-185.859460621,-40.1716606543,462.663125183,276.803664562,true,"salt_4 M1 TW9: error=-185.859460621 K, pct=-40.1716606543%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW10,,,459.19475823,,false,"salt_4 M1 TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1,salt_4,TW,TW11,-212.819336918,-45.1629259312,471.225751056,258.406414138,true,"salt_4 M1 TW11: error=-212.819336918 K, pct=-45.1629259312%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TP,TP3,-201.981619365,-42.3484502755,476.951619365,274.97,true,"salt_4 M1b TP3: error=-201.981619365 K, pct=-42.3484502755%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TP,TP4,-203.499625683,-42.5313572189,478.469625683,274.97,true,"salt_4 M1b TP4: error=-203.499625683 K, pct=-42.5313572189%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TP,TP5,-203.974014067,-42.5882792302,478.944014067,274.97,true,"salt_4 M1b TP5: error=-203.974014067 K, pct=-42.5882792302%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TP,TP6,-206.786899126,-43.0762341552,480.048693163,273.261794038,true,"salt_4 M1b TP6: error=-206.786899126 K, pct=-43.0762341552%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TP,TP1,-215.754523068,-45.0056606375,479.394191779,263.639668711,true,"salt_4 M1b TP1: error=-215.754523068 K, pct=-45.0056606375%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TP,TP2,,,474.826165231,,false,"salt_4 M1b TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW1,-234.429656079,-47.0951522666,497.778741115,263.349085036,true,"salt_4 M1b TW1: error=-234.429656079 K, pct=-47.0951522666%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW2,-230.107894694,-46.6592829525,493.166375763,263.058481069,true,"salt_4 M1b TW2: error=-230.107894694 K, pct=-46.6592829525%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW3,-206.64249373,-44.0217164985,469.410350541,262.767856811,true,"salt_4 M1b TW3: error=-206.64249373 K, pct=-44.0217164985%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW4,-203.092534085,-43.3316362105,468.693434742,265.600900657,true,"salt_4 M1b TW4: error=-203.092534085 K, pct=-43.3316362105%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW5,-200.038858147,-42.673712351,468.763665326,268.724807179,true,"salt_4 M1b TW5: error=-200.038858147 K, pct=-42.673712351%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW6,-197.110186277,-42.0314220722,468.959118106,271.848931829,true,"salt_4 M1b TW6: error=-197.110186277 K, pct=-42.0314220722%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW7,-205.840639602,-42.8111656956,480.810639602,274.97,true,"salt_4 M1b TW7: error=-205.840639602 K, pct=-42.8111656956%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW8,-204.83114741,-42.766959371,478.947183579,274.116036169,true,"salt_4 M1b TW8: error=-204.83114741 K, pct=-42.766959371%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW9,-189.401331145,-40.937200489,462.663125183,273.261794038,true,"salt_4 M1b TW9: error=-189.401331145 K, pct=-40.937200489%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW10,,,459.19475823,,false,"salt_4 M1b TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M1b,salt_4,TW,TW11,-205.582076397,-43.6270887014,471.225751056,265.643674659,true,"salt_4 M1b TW11: error=-205.582076397 K, pct=-43.6270887014%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TP,TP3,-22.7052887384,-4.76050144638,476.951619365,454.246330627,true,"salt_4 M2 TP3: error=-22.7052887384 K, pct=-4.76050144638%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TP,TP4,-24.687860836,-5.15975508388,478.469625683,453.781764847,true,"salt_4 M2 TP4: error=-24.687860836 K, pct=-5.15975508388%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TP,TP5,-26.4224945889,-5.5168232221,478.944014067,452.521519478,true,"salt_4 M2 TP5: error=-26.4224945889 K, pct=-5.5168232221%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TP,TP6,-27.9847696223,-5.82956896266,480.048693163,452.063923541,true,"salt_4 M2 TP6: error=-27.9847696223 K, pct=-5.82956896266%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TP,TP1,-34.4203961173,-7.17997771095,479.394191779,444.973795662,true,"salt_4 M2 TP1: error=-34.4203961173 K, pct=-7.17997771095%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TP,TP2,,,474.826165231,,false,"salt_4 M2 TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW1,-54.0292033957,-10.8540600337,497.778741115,443.749537719,true,"salt_4 M2 TW1: error=-54.0292033957 K, pct=-10.8540600337%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW2,-49.7920915694,-10.0964084367,493.166375763,443.374284194,true,"salt_4 M2 TW2: error=-49.7920915694 K, pct=-10.0964084367%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW3,-26.1921022012,-5.57978795547,469.410350541,443.218248339,true,"salt_4 M2 TW3: error=-26.1921022012 K, pct=-5.57978795547%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW4,-23.1777638163,-4.94518636239,468.693434742,445.515670925,true,"salt_4 M2 TW4: error=-23.1777638163 K, pct=-4.94518636239%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW5,-20.7845538462,-4.43390889346,468.763665326,447.97911148,true,"salt_4 M2 TW5: error=-20.7845538462 K, pct=-4.43390889346%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW6,-18.2884095572,-3.89978760431,468.959118106,450.670708548,true,"salt_4 M2 TW6: error=-18.2884095572 K, pct=-3.89978760431%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW7,-27.928643228,-5.80865748959,480.810639602,452.881996374,true,"salt_4 M2 TW7: error=-27.928643228 K, pct=-5.80865748959%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW8,-27.770057674,-5.79814614766,478.947183579,451.177125905,true,"salt_4 M2 TW8: error=-27.770057674 K, pct=-5.79814614766%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW9,-11.8631263395,-2.56409592504,462.663125183,450.799998843,true,"salt_4 M2 TW9: error=-11.8631263395 K, pct=-2.56409592504%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW10,,,459.19475823,,false,"salt_4 M2 TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M2,salt_4,TW,TW11,-26.8436485468,-5.69655806938,471.225751056,444.382102509,true,"salt_4 M2 TW11: error=-26.8436485468 K, pct=-5.69655806938%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TP,TP3,-8.3997811711,-1.76113904012,476.951619365,468.551838194,true,"salt_4 M3 TP3: error=-8.3997811711 K, pct=-1.76113904012%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TP,TP4,-10.4059091306,-2.1748317076,478.469625683,468.063716552,true,"salt_4 M3 TP4: error=-10.4059091306 K, pct=-2.1748317076%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TP,TP5,-11.5417284809,-2.40982831853,478.944014067,467.402285586,true,"salt_4 M3 TP5: error=-11.5417284809 K, pct=-2.40982831853%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TP,TP6,-13.1299469562,-2.73512815329,480.048693163,466.918746207,true,"salt_4 M3 TP6: error=-13.1299469562 K, pct=-2.73512815329%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TP,TP1,-19.1796282577,-4.00080530524,479.394191779,460.214563521,true,"salt_4 M3 TP1: error=-19.1796282577 K, pct=-4.00080530524%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TP,TP2,,,474.826165231,,false,"salt_4 M3 TP2: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW1,-38.9143001412,-7.81758980989,497.778741115,458.864440974,true,"salt_4 M3 TW1: error=-38.9143001412 K, pct=-7.81758980989%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW2,-34.7066972654,-7.03752302896,493.166375763,458.459678498,true,"salt_4 M3 TW2: error=-34.7066972654 K, pct=-7.03752302896%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW3,-11.1115020487,-2.36711909652,469.410350541,458.298848492,true,"salt_4 M3 TW3: error=-11.1115020487 K, pct=-2.36711909652%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW4,-8.3310551076,-1.7775062525,468.693434742,460.362379634,true,"salt_4 M3 TW4: error=-8.3310551076 K, pct=-1.7775062525%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW5,-6.16472811727,-1.31510365953,468.763665326,462.598937209,true,"salt_4 M3 TW5: error=-6.16472811727 K, pct=-1.31510365953%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW6,-3.8701750978,-0.825269186242,468.959118106,465.088943008,true,"salt_4 M3 TW6: error=-3.8701750978 K, pct=-0.825269186242%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW7,-13.7463805748,-2.85900091275,480.810639602,467.064259028,true,"salt_4 M3 TW7: error=-13.7463805748 K, pct=-2.85900091275%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW8,-13.018973069,-2.71824817336,478.947183579,465.92821051,true,"salt_4 M3 TW8: error=-13.018973069 K, pct=-2.71824817336%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW9,2.87460850417,0.62131783315,462.663125183,465.537733687,true,"salt_4 M3 TW9: error=2.87460850417 K, pct=0.62131783315%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW10,,,459.19475823,,false,"salt_4 M3 TW10: error= K, pct=%",legacy_numeric_context_not_final_locked_split
signed_sensor_error_heatmap_or_bar,M3,salt_4,TW,TW11,-11.6845682957,-2.47961158097,471.225751056,459.541182761,true,"salt_4 M3 TW11: error=-11.6845682957 K, pct=-2.47961158097%",legacy_numeric_context_not_final_locked_split
