case_id,model_form_id,legacy_mode_id,model_form_label,part,sensor,sensor_kind,predicted_K,target_K,signed_error_K,signed_error_percent_of_target,absolute_error_K,prediction_source_segment,prediction_source_fraction,split_or_use_class,figure_group,finite_prediction,admission_status,source_path
salt_2,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW11,TW,427.730977094,445.002081849,-17.2711047546,-3.88112897873,17.2711047546,cooled_incline_post_hx,0.25,train_candidate,M3_salt_2_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TP3,TP,274.79,460.447317204,-185.657317204,-40.3210769761,185.657317204,left_lower_vertical,0,validation_candidate,M1_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TP4,TP,274.79,462.562254663,-187.772254663,-40.5939422791,187.772254663,left_lower_vertical,1,validation_candidate,M1_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TP5,TP,274.79,463.31026349,-188.52026349,-40.6898526421,188.52026349,test_section,1,validation_candidate,M1_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TP6,TP,273.247755865,464.461185971,-191.213430106,-41.1688717769,191.213430106,left_upper_vertical,1,validation_candidate,M1_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TP1,TP,263.433466606,463.679771993,-200.246305387,-43.1863362351,200.246305387,top_horizontal_exit,1,validation_candidate,M1_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TP2,TP,,458.969854923,,,,,,validation_candidate,M1_salt_3_TP,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW1,TW,263.133881956,481.160338645,-218.026456689,-45.3126409593,218.026456689,right_vertical,0.25,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW2,TW,262.834276387,476.506760488,-213.6724841,-44.8414381112,213.6724841,right_vertical,0.5,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW3,TW,262.534649898,453.527111288,-190.99246139,-42.1126888859,190.99246139,right_vertical,0.75,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW4,TW,265.376806965,453.830407408,-188.453600444,-41.5251154105,188.453600444,heated_incline,0.25,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW5,TW,268.518830832,454.176355876,-185.657525044,-40.877849021,185.657525044,heated_incline,0.5,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW6,TW,271.661074092,454.767092905,-183.106018813,-40.2636913861,183.106018813,heated_incline,0.75,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW7,TW,274.79,464.604194707,-189.814194707,-40.8550324921,189.814194707,left_lower_vertical,0.5,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW8,TW,274.019003563,463.526137456,-189.507133893,-40.8838075309,189.507133893,left_upper_vertical,0.5,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW9,TW,273.247755865,447.895683748,-174.647927883,-38.9929919444,174.647927883,cooled_incline_pre_hx,0.75,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW10,TW,,444.826231258,,,,,,validation_candidate,M1_salt_3_TW,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1,M1_full_cfd_segment_heat_flux_pressure_root,"CFD thermal-boundary replay, pressure-root variant",part1,TW11,TW,265.477632234,456.69509287,-191.217460636,-41.8698303576,191.217460636,cooled_incline_post_hx,0.25,validation_candidate,M1_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP3,TP,536.04,460.447317204,75.5926827962,16.4172273291,75.5926827962,left_lower_vertical,0,validation_candidate,M1b_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP4,TP,536.04,462.562254663,73.4777453365,15.8849418853,73.4777453365,left_lower_vertical,1,validation_candidate,M1b_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP5,TP,536.04,463.31026349,72.7297365096,15.6978470457,72.7297365096,test_section,1,validation_candidate,M1b_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP6,TP,534.510762433,464.461185971,70.0495764617,15.0819010452,70.0495764617,left_upper_vertical,1,validation_candidate,M1b_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP1,TP,524.779242313,463.679771993,61.0994703203,13.177083412,61.0994703203,top_horizontal_exit,1,validation_candidate,M1b_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TP2,TP,,458.969854923,,,,,,validation_candidate,M1b_salt_3_TP,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW1,TW,522.624498143,481.160338645,41.4641594976,8.6175347732,41.4641594976,right_vertical,0.25,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW2,TW,522.118038805,476.506760488,45.6112783176,9.57201074564,45.6112783176,right_vertical,0.5,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW3,TW,522.037281979,453.527111288,68.510170691,15.1060805376,68.510170691,right_vertical,0.75,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW4,TW,524.826327434,453.830407408,70.9959200255,15.6437115862,70.9959200255,heated_incline,0.25,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW5,TW,527.67797164,454.176355876,73.5016157633,16.1834967436,73.5016157633,heated_incline,0.5,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW6,TW,530.983676895,454.767092905,76.2165839907,16.7594764836,76.2165839907,heated_incline,0.75,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW7,TW,533.865084996,464.604194707,69.2608902885,14.9075042967,69.2608902885,left_lower_vertical,0.5,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW8,TW,533.110452042,463.526137456,69.584314586,15.0119505597,69.584314586,left_upper_vertical,0.5,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW9,TW,532.678686538,447.895683748,84.7830027901,18.9291850461,84.7830027901,cooled_incline_pre_hx,0.75,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW10,TW,,444.826231258,,,,,,validation_candidate,M1b_salt_3_TW,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M1b,M1b_full_cfd_segment_heat_flux_fixed_mdot,"CFD thermal-boundary replay, fixed-mdot sensitivity",part1,TW11,TW,525.057674251,456.69509287,68.3625813811,14.9689765553,68.3625813811,cooled_incline_post_hx,0.25,validation_candidate,M1b_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP3,TP,442.382139846,460.447317204,-18.0651773577,-3.92339724497,18.0651773577,left_lower_vertical,0,validation_candidate,M2_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP4,TP,441.900620983,462.562254663,-20.66163368,-4.46677900579,20.66163368,left_lower_vertical,1,validation_candidate,M2_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP5,TP,440.781123978,463.31026349,-22.5291395119,-4.86264632736,22.5291395119,test_section,1,validation_candidate,M2_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP6,TP,440.306713937,464.461185971,-24.1544720339,-5.20053618332,24.1544720339,left_upper_vertical,1,validation_candidate,M2_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP1,TP,433.021708261,463.679771993,-30.6580637318,-6.6119045047,30.6580637318,top_horizontal_exit,1,validation_candidate,M2_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TP2,TP,,458.969854923,,,,,,validation_candidate,M2_salt_3_TP,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW1,TW,431.848747655,481.160338645,-49.3115909907,-10.2484737478,49.3115909907,right_vertical,0.25,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW2,TW,431.472169316,476.506760488,-45.0345911719,-9.45098682877,45.0345911719,right_vertical,0.5,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW3,TW,431.30156254,453.527111288,-22.2255487479,-4.90059980864,22.2255487479,right_vertical,0.75,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW4,TW,433.621432131,453.830407408,-20.2089752769,-4.45297955955,20.2089752769,heated_incline,0.25,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW5,TW,436.122071775,454.176355876,-18.0542841011,-3.97517040848,18.0542841011,heated_incline,0.5,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW6,TW,438.836590329,454.767092905,-15.9305025758,-3.50300248728,15.9305025758,heated_incline,0.75,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW7,TW,441.072588376,464.604194707,-23.5316063314,-5.06487169067,23.5316063314,left_lower_vertical,0.5,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW8,TW,439.490514238,463.526137456,-24.0356232182,-5.18538681553,24.0356232182,left_upper_vertical,0.5,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW9,TW,439.084454528,447.895683748,-8.81122921965,-1.96725030836,8.81122921965,cooled_incline_pre_hx,0.75,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW10,TW,,444.826231258,,,,,,validation_candidate,M2_salt_3_TW,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M2,M2_cfd_heater_test_section_cooler_pressure_root,heater/test-section/cooler boundary candidate,part2,TW11,TW,432.494282085,456.69509287,-24.2008107844,-5.29911776199,24.2008107844,cooled_incline_post_hx,0.25,validation_candidate,M2_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP3,TP,451.804437466,460.447317204,-8.6428797382,-1.87706159104,8.6428797382,left_lower_vertical,0,validation_candidate,M3_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP4,TP,451.308347436,462.562254663,-11.2539072279,-2.43294975205,11.2539072279,left_lower_vertical,1,validation_candidate,M3_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP5,TP,450.624287751,463.31026349,-12.6859757397,-2.73811670912,12.6859757397,test_section,1,validation_candidate,M3_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP6,TP,450.133350518,464.461185971,-14.3278354535,-3.08482945104,14.3278354535,left_upper_vertical,1,validation_candidate,M3_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP1,TP,443.165171749,463.679771993,-20.5146002437,-4.42430347037,20.5146002437,top_horizontal_exit,1,validation_candidate,M3_salt_3_TP,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TP2,TP,,458.969854923,,,,,,validation_candidate,M3_salt_3_TP,false,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW1,TW,441.909592273,481.160338645,-39.250746372,-8.15751906787,39.250746372,right_vertical,0.25,validation_candidate,M3_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW2,TW,441.513525416,476.506760488,-34.9932350715,-7.34370170019,34.9932350715,right_vertical,0.5,validation_candidate,M3_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW3,TW,441.339700481,453.527111288,-12.1874108069,-2.68725077367,12.1874108069,right_vertical,0.75,validation_candidate,M3_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW4,TW,443.479188964,453.830407408,-10.3512184441,-2.28085608085,10.3512184441,heated_incline,0.25,validation_candidate,M3_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW5,TW,445.804385882,454.176355876,-8.37196999457,-1.84333021441,8.37196999457,heated_incline,0.5,validation_candidate,M3_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW6,TW,448.360148741,454.767092905,-6.40694416373,-1.40884075908,6.40694416373,heated_incline,0.75,validation_candidate,M3_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW7,TW,450.415603551,464.604194707,-14.1885911559,-3.0539093959,14.1885911559,left_lower_vertical,0.5,validation_candidate,M3_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW8,TW,449.249524889,463.526137456,-14.276612567,-3.08000162523,14.276612567,left_upper_vertical,0.5,validation_candidate,M3_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
salt_3,M3,M3_cfd_heater_cooler_pressure_root,heater/cooler segment-only fluid+walls comparator,part3,TW9,TW,448.835220539,447.895683748,0.939536791512,0.209766877781,0.939536791512,cooled_incline_pre_hx,0.75,validation_candidate,M3_salt_3_TW,true,legacy_numeric_context_not_final_locked_split,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/agent360_refresh/sensor_level_errors.csv
