frozen_case_label,frozen_source_id,comparison_class,one_d_case_label,scenario,sensor,kind,predicted_k,frozen_reference_k,error_k,abs_error_k,frozen_reference_source_field,validation_predicted_source_kind
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW7,TW,528.0064620075024,464.60419470714317,63.4022673003592,63.4022673003592,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW8,TW,526.5518401718605,463.5261374560208,63.02570271583966,63.02570271583966,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Jin,viscosity_screening_salt_test_3_jin_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW9,TW,526.1311806273882,447.8956837478137,78.2354968795745,78.2354968795745,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP1,TP,525.7765536478878,463.8977472235577,61.878806424330094,61.878806424330094,t_core_k,bulk_temperature_arc_interpolation
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP3,TP,530.1534954366812,460.2493440346154,69.90415140206579,69.90415140206579,t_core_k,loop_start_bulk_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP4,TP,529.5501049463276,462.2438374903846,67.30626745594299,67.30626745594299,t_core_k,bulk_temperature_arc_interpolation
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP5,TP,528.6820427589735,463.2597280865385,65.422314672435,65.422314672435,t_core_k,bulk_temperature_arc_interpolation
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP6,TP,528.0858781843382,464.66766645192314,63.418211732415045,63.418211732415045,t_core_k,bulk_temperature_arc_interpolation
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW1,TW,523.7663447283339,482.20077825115527,41.56556647717866,41.56556647717866,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW10,TW,521.810063668844,445.1045194681777,76.70554420066628,76.70554420066628,t_wall_area_avg_k,refined_parent_segment_outer_surface_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW11,TW,524.6562959480659,457.25041148018266,67.40588446788325,67.40588446788325,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW2,TW,523.2039657844173,477.39531638707496,45.80864939734232,45.80864939734232,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW3,TW,523.0451812486939,453.43095091855776,69.61423033013614,69.61423033013614,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW4,TW,524.1135218580479,454.1186251352186,69.99489672282925,69.99489672282925,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW5,TW,525.3748350218314,454.6258947318352,70.74894028999614,70.74894028999614,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW6,TW,527.0457681195152,455.394373994481,71.65139412503419,71.65139412503419,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW7,TW,528.0064620075024,464.44603153916967,63.5604304683327,63.5604304683327,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW8,TW,526.5518401718605,463.7717287806759,62.78011139118456,62.78011139118456,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 3 Kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,convergence_audit_required,Salt 3,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW9,TW,526.1311806273882,448.0591949483511,78.07198567903708,78.07198567903708,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP1,TP,543.7284457014882,479.3941917788461,64.33425392264212,64.33425392264212,t_core_k,bulk_temperature_arc_interpolation
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP3,TP,548.1577508862662,476.9516193653846,71.20613152088157,71.20613152088157,t_core_k,loop_start_bulk_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP4,TP,547.5560834628673,478.46962568269237,69.0864577801749,69.0864577801749,t_core_k,bulk_temperature_arc_interpolation
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP5,TP,546.5809675957626,478.9440140673077,67.63695352845485,67.63695352845485,t_core_k,bulk_temperature_arc_interpolation
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP6,TP,545.9866294867013,480.0486931634615,65.9379363232398,65.9379363232398,t_core_k,bulk_temperature_arc_interpolation
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW1,TW,541.6001999925903,497.77874111473716,43.82145887785316,43.82145887785316,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW10,TW,539.55478146508,459.19475823045684,80.36002323462321,80.36002323462321,t_wall_area_avg_k,refined_parent_segment_outer_surface_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW11,TW,542.4947001567939,471.225751056205,71.26894910058888,71.26894910058888,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW2,TW,541.0259619224142,493.16637576339417,47.85958615902007,47.85958615902007,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW3,TW,540.8816556513256,469.4103505406739,71.47130511065166,71.47130511065166,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW4,TW,541.9599726652923,468.6934347416901,73.26653792360219,73.26653792360219,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW5,TW,543.21358895279,468.7636653263919,74.44992362639812,74.44992362639812,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW6,TW,544.9120025707722,468.95911810558175,75.95288446519044,75.95288446519044,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW7,TW,545.8742255685464,480.8106396023236,65.06358596622283,65.06358596622283,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW8,TW,544.3153219734573,478.94718357928235,65.36813839417499,65.36813839417499,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Jin,viscosity_screening_salt_test_4_jin_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW9,TW,543.9175108260266,462.6631251828679,81.25438564315874,81.25438564315874,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP1,TP,543.7284457014882,479.7238272548077,64.00461844668052,64.00461844668052,t_core_k,bulk_temperature_arc_interpolation
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP3,TP,548.1577508862662,476.3667295826923,71.79102130357387,71.79102130357387,t_core_k,loop_start_bulk_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP4,TP,547.5560834628673,478.5667213557693,68.98936210709797,68.98936210709797,t_core_k,bulk_temperature_arc_interpolation
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP5,TP,546.5809675957626,479.26066290384614,67.32030469191642,67.32030469191642,t_core_k,bulk_temperature_arc_interpolation
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TP6,TP,545.9866294867013,480.42623413461536,65.56039535208595,65.56039535208595,t_core_k,bulk_temperature_arc_interpolation
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW1,TW,541.6001999925903,498.83206668484314,42.76813330774718,42.76813330774718,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW10,TW,539.55478146508,459.2018697979803,80.35291166709976,80.35291166709976,t_wall_area_avg_k,refined_parent_segment_outer_surface_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW11,TW,542.4947001567939,471.79827832358313,70.69642183321076,70.69642183321076,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW2,TW,541.0259619224142,493.84749968602256,47.17846223639168,47.17846223639168,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW3,TW,540.8816556513256,468.98875621729695,71.8928994340286,71.8928994340286,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW4,TW,541.9599726652923,468.9024091416339,73.05756352365842,73.05756352365842,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW5,TW,543.21358895279,469.1914896359373,74.02209931685275,74.02209931685275,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW6,TW,544.9120025707722,469.6845231539565,75.2274794168157,75.2274794168157,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW7,TW,545.8742255685464,480.6408184167815,65.23340715176494,65.23340715176494,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW8,TW,544.3153219734573,479.2418132141227,65.07350875933463,65.07350875933463,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
Salt 4 Kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,convergence_audit_required,Salt 4,ethan_cfd_informed_salt_baseline_ins_1.0in_rad_1,TW9,TW,543.9175108260266,462.574403916701,81.34310690932563,81.34310690932563,t_wall_area_avg_k,refined_parent_segment_pipe_wall_temperature
