case_key,split_role,cfd_span,physical_location_label,one_d_component_segments,flow_start_station_label,flow_end_station_label,arithmetic_mean_p_Pa,arithmetic_mean_p_rgh_Pa,flow_end_minus_start_p_Pa,flow_end_minus_start_p_rgh_Pa,static_delta_sign,p_rgh_delta_sign,static_prgh_delta_relation,max_reverse_area_fraction_proxy,mean_reverse_area_fraction_proxy,admission_table_status,recirculation_mask_status,pressure_definition_status,orientation_status,straight_loss_subtraction_status,true_f_D_or_K_fit_admitted,scientific_use,critique,source_path
salt3_mainline,validation_or_training_by_declared_scorecard,lower_leg,heater / bottom heated incline,heated_incline,lower_leg__s04,lower_leg__s00,-6310.50054062,7.6891237195999995,-7050.107006900001,2.552509438,negative,positive,different_sign,0.5405797101,0.39583108662,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,left_lower_leg,lower upcomer below test section,left_lower_vertical,left_lower_leg__s00,left_lower_leg__s04,-3266.3853488199998,-2.0979995182,-4679.1867839,0.26489522600000015,negative,positive,different_sign,0.6128472222,0.603125,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,test_section_span,test section / middle upcomer,test_section,test_section_span__s00,test_section_span__s04,-8584.1677278,0.9059991037,3784.4689470000003,-1.1966795941,positive,negative,different_sign,0.3416988417,0.33050193052,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,left_upper_leg,upper upcomer above test section,left_upper_vertical,left_upper_leg__s00,left_upper_leg__s04,-14379.015106,-0.22888106364599967,-5473.423990000001,-15.15930912477,negative,negative,same_sign,0.8361538462,0.76227857468,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,upper_leg,cooled leg / top cooled incline,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,upper_leg__s00,upper_leg__s04,-7301.027824,1.410365829,6920.466944,23.770216929999997,positive,positive,same_sign,0.5890625,0.52239553282,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt3_mainline,validation_or_training_by_declared_scorecard,right_leg,right downcomer / cold vertical return,right_vertical,right_leg__s00,right_leg__s04,-4385.6801566,-0.52420867064,-13983.016368,0.1788133308,negative,positive,different_sign,0.6718146718,0.55137682324,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_unresolved_mixed_adjacent_p_rgh,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt4_hi5q,training_perturbation,lower_leg,heater / bottom heated incline,heated_incline,lower_leg__s04,lower_leg__s00,-6267.78036616,9.2571524902,-7002.3834802,4.076280761,negative,positive,different_sign,0.5405797101,0.39866722108,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_unresolved_mixed_adjacent_p_rgh,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_hi5q,training_perturbation,left_lower_leg,lower upcomer below test section,left_lower_vertical,left_lower_leg__s00,left_lower_leg__s04,-3244.35095282,-2.1112667554,-4647.602759900001,0.4706416499999999,negative,positive,different_sign,0.5902777778,0.5706597222400001,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_hi5q,training_perturbation,test_section_span,test section / middle upcomer,test_section,test_section_span__s00,test_section_span__s04,-8526.3702514,2.3637786368,3758.9391410000007,-1.9106993820000002,positive,negative,different_sign,0.3436293436,0.33281853282,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_hi5q,training_perturbation,left_upper_leg,upper upcomer above test section,left_upper_vertical,left_upper_leg__s00,left_upper_leg__s04,-14281.817952,1.3303403562000002,-5436.259999999998,-15.731768753999999,negative,negative,same_sign,0.8346153846,0.75782960318,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_hi5q,training_perturbation,upper_leg,cooled leg / top cooled incline,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,upper_leg__s00,upper_leg__s04,-7251.6108418,2.3220692268,6873.940709,24.84481799,positive,positive,same_sign,0.6114583333,0.52849807612,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_hi5q,training_perturbation,right_leg,right downcomer / cold vertical return,right_vertical,right_leg__s00,right_leg__s04,-4356.101781339999,0.15294032128000007,-13888.824069999999,1.8437486846,negative,positive,different_sign,0.6737451737,0.53492264584,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_lo5q,training_perturbation,lower_leg,heater / bottom heated incline,heated_incline,lower_leg__s04,lower_leg__s00,-6278.82402944,8.4963014672,-7014.9655248,3.1487651899999998,negative,positive,different_sign,0.5405797101,0.39850965804,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_lo5q,training_perturbation,left_lower_leg,lower upcomer below test section,left_lower_vertical,left_lower_leg__s00,left_lower_leg__s04,-3249.86215346,-1.7655963132,-4655.8991547000005,0.5126796169999999,negative,positive,different_sign,0.5946180556,0.58055555554,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_lo5q,training_perturbation,test_section_span,test section / middle upcomer,test_section,test_section_span__s00,test_section_span__s04,-8541.3122668,2.4777523524,3765.740366000001,-1.826586613,positive,negative,different_sign,0.3407335907,0.33088803088,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_lo5q,training_perturbation,left_upper_leg,upper upcomer above test section,left_upper_vertical,left_upper_leg__s00,left_upper_leg__s04,-14307.280102,0.9078466645999997,-5446.1852,-15.478674385000001,negative,negative,same_sign,0.835,0.75945133048,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_lo5q,training_perturbation,upper_leg,cooled leg / top cooled incline,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,upper_leg__s00,upper_leg__s04,-7264.442925400001,2.0135040874,6886.275919000001,23.45271545,positive,positive,same_sign,0.6098958333,0.5281855761199999,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_lo5q,training_perturbation,right_leg,right downcomer / cold vertical return,right_vertical,right_leg__s00,right_leg__s04,-4363.65247466,0.28352517762000007,-13913.546487,1.5978788439000002,negative,positive,different_sign,0.6747104247,0.54119208494,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_unresolved_mixed_adjacent_p_rgh,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,lower_leg,heater / bottom heated incline,heated_incline,lower_leg__s04,lower_leg__s00,-6272.4228699,9.2488641084,-7008.1561865,3.314165622,negative,positive,different_sign,0.5405797101,0.40019033032,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_unresolved_mixed_adjacent_p_rgh,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,left_lower_leg,lower upcomer below test section,left_lower_vertical,left_lower_leg__s00,left_lower_leg__s04,-3246.35943856,-1.4276177482,-4651.3469542,0.4919656870000002,negative,positive,different_sign,0.5928819444,0.57534722222,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,test_section_span,test section / middle upcomer,test_section,test_section_span__s00,test_section_span__s04,-8532.7111938,3.1997696522,3762.2374489999993,-2.4143770879999997,positive,negative,different_sign,0.3436293436,0.33223938226,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,left_upper_leg,upper upcomer above test section,left_upper_vertical,left_upper_leg__s00,left_upper_leg__s04,-14293.192792,1.4856242502,-5440.89502,-15.545208749,negative,negative,same_sign,0.8346153846,0.75853811664,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_unresolved_mixed_adjacent_p_rgh,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,upper_leg,cooled leg / top cooled incline,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,upper_leg__s00,upper_leg__s04,-7257.0328768,2.600787553,6879.618921000001,24.06452244,positive,positive,same_sign,0.6106770833,0.52886130664,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
salt4_mainline,holdout_or_training_by_declared_scorecard,right_leg,right downcomer / cold vertical return,right_vertical,right_leg__s00,right_leg__s04,-4359.05094542,0.7903697288,-13900.425069,1.690974538,negative,positive,different_sign,0.6756756757,0.5375656906999999,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_unresolved_mixed_adjacent_p_rgh,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_pressure_ladder_unlock_sbatch/station_pressure_ladder.csv
val_salt2,external_validation,lower_leg,heater / bottom heated incline,heated_incline,lower_leg__s04,lower_leg__s00,-6331.1162928,5.727377676702,-7071.915515,1.49562143349,negative,positive,different_sign,0.5405797101,0.39551596056,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
val_salt2,external_validation,left_lower_leg,lower upcomer below test section,left_lower_vertical,left_lower_leg__s00,left_lower_leg__s04,-3277.3701438000003,-3.004146914,-4693.975431,-0.0955653639999996,negative,negative,same_sign,0.6284722222,0.62152777778,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
val_salt2,external_validation,test_section_span,test section / middle upcomer,test_section,test_section_span__s00,test_section_span__s04,-8611.814746,-1.14396974194,3796.2599280000004,-0.6857993913,positive,negative,different_sign,0.3416988417,0.33011583012,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_vs_p_rgh_net_sign_conflict_review,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;static_vs_p_rgh_branch_delta_sign_differs;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
val_salt2,external_validation,left_upper_leg,upper upcomer above test section,left_upper_vertical,left_upper_leg__s00,left_upper_leg__s04,-14424.84105,-2.347923129,-5490.535380000001,-15.494332214000002,negative,negative,same_sign,0.84,0.76587416754,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit;upcomer_or_test_section_hybrid_lane,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
val_salt2,external_validation,upper_leg,cooled leg / top cooled incline,top_horizontal_inlet;cooled_incline_pre_hx;cooled_incline_hx_active;cooled_incline_post_hx;top_horizontal_exit,upper_leg__s00,upper_leg__s04,-7324.631105,-0.1362730709999999,6941.880255,22.922865671,positive,positive,same_sign,0.5783308931,0.51573157178,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
val_salt2,external_validation,right_leg,right downcomer / cold vertical return,right_vertical,right_leg__s00,right_leg__s04,-4400.1819783,-1.79933545238,-14026.698659,-1.3199948911,negative,negative,same_sign,0.6718146718,0.55971015658,not_admitted_recirc_mask,blocked_material_recirculation_mask,static_p_and_p_rgh_net_sign_agree,orientation_screen_only_material_recirc,screen_only_no_straight_loss_subtraction_due_recirc_mask,no,diagnostic_location_pressure_map_only,location_mapping_ok;mean_pressure_values_available;not_distance_normalized;not_straight_loss_subtracted;recirculation_mask_blocks_single_stream_loss_fit,work_products/2026-07/2026-07-15/2026-07-15_expanded_salt_pressure_ladder_8pm_sbatch/station_pressure_ladder.csv
