candidate_id,case_id,split_role,kind,prediction_source_segment,n_compared,candidate_rmse_K,m3_rmse_K,rmse_delta_vs_m3_K,candidate_mae_K,m3_mae_K,mae_delta_vs_m3_K
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,test_section,1,22.92025596,11.54172848,11.37852748,22.92025596,11.54172848,11.37852748
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TP,top_horizontal_exit,1,34.25144682,19.17962826,15.07181856,34.25144682,19.17962826,15.07181856
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,cooled_incline_post_hx,1,29.64412607,11.6845683,17.95955777,29.64412607,11.6845683,17.95955777
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,cooled_incline_pre_hx,1,28.84820086,2.874608504,25.97359236,28.84820086,2.874608504,25.97359236
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,heated_incline,3,43.15412263,6.387190495,36.76693213,41.75551721,6.121986108,35.6335311
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,left_lower_vertical,1,26.44565836,13.74638057,12.69927779,26.44565836,13.74638057,12.69927779
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,left_upper_vertical,1,25.18002831,13.01897307,12.16105524,25.18002831,13.01897307,12.16105524
TSC2_test_section_only_outer_surface_drive_PLUS_HX_LUMPED_UA_NTU,salt_4,holdout,TW,right_vertical,3,24.92296354,30.78063822,-5.857674683,24.91123926,28.24416649,-3.332927227
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_lower_vertical,2,7.973529348,10.03368821,-2.060158859,7.753915516,9.948393484,-2.194477968
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,left_upper_vertical,1,18.3738526,14.32783545,4.04601715,18.3738526,14.32783545,4.04601715
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,test_section,1,9.947978866,12.68597574,-2.737996874,9.947978866,12.68597574,-2.737996874
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TP,top_horizontal_exit,1,21.04386811,20.51460024,0.52926787,21.04386811,20.51460024,0.52926787
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_post_hx,1,16.36786718,14.11077639,2.25709079,16.36786718,14.11077639,2.25709079
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,cooled_incline_pre_hx,1,15.62213216,0.9395367915,14.68259537,15.62213216,0.9395367915,14.68259537
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,heated_incline,3,29.00810647,8.530074996,20.47803147,27.03024969,8.376710866,18.65353883
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_lower_vertical,1,12.77736487,14.18859116,-1.41122629,12.77736487,14.18859116,-1.41122629
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,left_upper_vertical,1,11.89922546,14.27661257,-2.37738711,11.89922546,14.27661257,-2.37738711
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_3,validation,TW,right_vertical,3,12.07842506,31.1645128,-19.08608774,12.06253035,28.81046408,-16.74793373
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_lower_vertical,2,21.53372148,9.45619555,12.07752593,21.46710847,9.40284515,12.06426331
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,left_upper_vertical,1,31.11011423,13.12994696,17.98016727,31.11011423,13.12994696,17.98016727
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,test_section,1,22.91046455,11.54172848,11.36873607,22.91046455,11.54172848,11.36873607
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TP,top_horizontal_exit,1,34.24090377,19.17962826,15.06127551,34.24090377,19.17962826,15.06127551
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_post_hx,1,29.63363794,11.6845683,17.94906964,29.63363794,11.6845683,17.94906964
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,cooled_incline_pre_hx,1,28.83859507,2.874608504,25.96398657,28.83859507,2.874608504,25.96398657
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,heated_incline,3,43.14435235,6.387190495,36.75716186,41.74539906,6.121986108,35.62341296
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_lower_vertical,1,26.43585795,13.74638057,12.68947738,26.43585795,13.74638057,12.68947738
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,left_upper_vertical,1,25.17036673,13.01897307,12.15139366,25.17036673,13.01897307,12.15139366
TSC2_test_section_only_outer_surface_drive_PLUS_HX_SEGMENTED_UA_NTU_N16,salt_4,holdout,TW,right_vertical,3,24.91252095,30.78063822,-5.868117272,24.90079142,28.24416649,-3.34337507
