R_cond_K_W,R_cond_m2K_W,R_cond_m2K_W_max,R_cond_m2K_W_min,Ta_K,Tsur_K,area_m2,basis_label,candidate_id,conductive_heat_in_W,corrected_q_conv_W,corrected_q_rad_W,corrected_q_total_W,emissivity,finite_wall_state_count,hA_W_K,inner_wall_state_T_K,inner_wall_state_T_max_K,inner_wall_state_T_min_K,insulation_k_basis,interpretation,layer_options,layer_options_count,mapped_wall_state_sensors,naive_inner_surface_q_conv_W,naive_inner_surface_q_rad_W,naive_inner_surface_q_total_W,numeric_q_loss_release,outer_surface_T_K,rad_reduction_factor,runtime_CFD_mdot_used,runtime_Qwall_used,runtime_imposed_cooler_duty_used,runtime_validation_temperature_used,runtime_wallHeatFlux_used,scenario_id,source_family,train_case_id
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,6.2720789097868055,2.4697616561219005,3.8023172536648984,6.272078909786799,0.9499999999999998,2,0.13440561066666665,515.740565783,517.210030629,514.271100937,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,29.043784453369607,109.99087354489195,139.03465799826157,False,318.0254356970041,28.92732673447389,False,False,False,False,False,salt_2__V04__external_hA_0p5,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,12.144644775217014,4.300305258964382,7.844339516252642,12.144644775217024,0.9499999999999998,3,0.222013296,515.5928445583332,516.11638035,515.207332526,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,47.94218266801122,213.93593104736678,261.878113715378,False,319.0195843286989,27.27265062968197,False,False,False,False,False,salt_2__V04__external_hA_0p5,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.554688291028835,5.2544837218789855,3.300204569149844,8.55468829102883,0.9499999999999998,4,0.4175041863333333,518.9069232925,521.140639998,516.47314775,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,91.54068335718526,147.4586106556237,238.99929401280895,False,312.2354635567267,44.6816576263362,False,False,False,False,False,salt_2__V04__external_hA_0p5,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,3.2238761791811736,1.2505833733843175,1.973292805796856,3.2238761791811736,0.9499999999999998,3,0.06680253866666667,518.1623510573334,519.990838894,516.47314775,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,14.597179780651752,57.12809643068362,71.72527621133537,False,318.37059652739424,28.950643443720523,False,False,False,False,False,salt_2__V04__external_hA_0p5,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,9.8488486934837,3.666150337968894,6.1826983555148,9.848848693483694,0.9499999999999998,3,0.19036294866666667,520.0008738426667,521.140639998,519.133357378,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,41.946642085966694,176.31657957651424,218.26322166248093,False,318.9087389701999,28.51773925202814,False,False,False,False,False,salt_2__V04__external_hA_0p5,upcomer,salt_2
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,5.679139567107313,2.2473980620513223,3.4317415050559825,5.679139567107304,0.9499999999999998,2,0.13440561066666665,495.394880373,496.730857187,494.058903559,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,26.30921018140667,91.53130034803857,117.84051052944524,False,316.371013735245,26.67196821590017,False,False,False,False,False,salt_2__V04__external_hA_2p0,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,10.989974677419017,3.913169755889713,7.07680492152932,10.989974677419033,0.9499999999999998,3,0.222013296,495.1596013810001,495.668885804,494.780373188,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,43.40573100224197,177.87113763286172,221.27686863510368,False,317.27583514768287,25.134384740737378,False,False,False,False,False,salt_2__V04__external_hA_2p0,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,7.773288593910814,4.784822480699679,2.988466113211144,7.773288593910824,0.9499999999999998,4,0.4175041863333333,498.90427679025,501.388645135,496.22238766,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,83.18949470475009,123.31877079460236,206.50826549935243,False,311.11053773190076,41.264905179766224,False,False,False,False,False,salt_2__V04__external_hA_2p0,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,2.926279596481272,1.1408011032474614,1.7854784932338137,2.926279596481275,0.9499999999999998,3,0.06680253866666667,498.07615400866666,500.06130005,496.22238766,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,13.25537082564191,47.71962689884058,60.97499772448249,False,316.727211824836,26.72652013433777,False,False,False,False,False,salt_2__V04__external_hA_2p0,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.938222839236792,3.344657498154533,5.593565341082279,8.938222839236811,0.9499999999999998,3,0.19036294866666667,499.7190269683333,501.388645135,498.589068367,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,38.085729910562776,147.16188239939615,185.24761230995892,False,317.2198975119952,26.309137987279207,False,False,False,False,False,salt_2__V04__external_hA_2p0,upcomer,salt_2
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,6.036551153470735,2.381694404264334,3.6548567492064064,6.03655115347074,0.9499999999999998,2,0.13440561066666665,507.6607748655,509.072566673,506.248983058,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,27.957815221044036,102.39267460753209,130.35048982857612,False,317.3702007598557,28.015509672100013,False,False,False,False,False,salt_2__V05__radiation_on,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,11.685237653110457,4.146782619571723,7.5384550335387495,11.685237653110473,0.9499999999999998,3,0.222013296,507.4653773653334,507.985917345,507.080063471,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,46.13777688836145,199.06569119225048,245.20346808061194,False,318.3280823233746,26.406696107704153,False,False,False,False,False,salt_2__V05__radiation_on,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.2430797271117,5.067434178979065,3.175645548132602,8.243079727111667,0.9499999999999998,4,0.4175041863333333,510.93079933449997,513.253846688,508.407896429,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,88.21061821400666,137.49075184132695,225.7013700553336,False,311.7874451918268,43.29537089621877,False,False,False,False,False,salt_2__V05__radiation_on,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,3.1052323784803524,1.2069449715509226,1.898287406929435,3.1052323784803577,0.9499999999999998,3,0.06680253866666667,510.15645021666666,512.041652307,508.407896429,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,14.062365280181615,53.244048741618606,67.30641402180022,False,317.7173518647753,28.048465446938426,False,False,False,False,False,salt_2__V05__radiation_on,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,9.486460527077334,3.538607251091272,5.947853275986032,9.486460527077304,0.9499999999999998,3,0.19036294866666667,511.931693724,513.253846688,510.972131532,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,40.41056916525486,164.2995674662184,204.71013663147326,False,318.2387394363045,27.623339017047442,False,False,False,False,False,salt_2__V05__radiation_on,upcomer,salt_2
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,6.037632258383022,2.3820994254527315,3.655532832930268,6.037632258382999,0.9499999999999998,2,0.13440561066666665,507.697868027,509.103711838,506.292024216,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,27.962800750067004,102.42673877539947,130.3895395254665,False,317.3732141845661,28.019646781094398,False,False,False,False,False,salt_2__V07__major_loss_0p9,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,11.69063938808271,4.1485916189841,7.542047769098621,11.690639388082722,0.9499999999999998,3,0.222013296,507.56095802333334,508.060881732,507.194296315,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,46.15899706527787,199.2364708903409,245.39546795561878,False,318.3362304813677,26.416760671638176,False,False,False,False,False,salt_2__V07__major_loss_0p9,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.240808400224731,5.066069584763619,3.1747388154610903,8.240808400224708,0.9499999999999998,4,0.4175041863333333,510.872658225,513.092345323,508.46305338,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,88.18634405739236,137.4197837761199,225.6061278335123,False,311.7841767354613,43.2853824405588,False,False,False,False,False,salt_2__V07__major_loss_0p9,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,3.1048813937150475,1.2068156232616307,1.8980657704534187,3.1048813937150497,0.9499999999999998,3,0.06680253866666667,510.1327625256667,511.937204719,508.46305338,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,14.060782882287667,53.232824492185884,67.29360737447355,False,317.7154155867255,28.04582713667998,False,False,False,False,False,salt_2__V07__major_loss_0p9,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,9.481958419707329,3.5370194431573667,5.9449389765499285,9.481958419707295,0.9499999999999998,3,0.19036294866666667,511.831429503,513.092345323,510.919995994,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,40.391482572499534,164.1537763664228,204.54525893892233,False,318.2303984857938,27.6123568322458,False,False,False,False,False,salt_2__V07__major_loss_0p9,upcomer,salt_2
31.523061640293744,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.03257168133333333,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,6.035497208535715,2.3812995512451196,3.6541976572905965,6.035497208535716,0.9499999999999998,2,0.13440561066666665,507.6246135225,509.041427619,506.207799426,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW10;TW11,27.952954933655594,102.3594733538138,130.3124282874694,False,317.36726298800784,28.011476924241748,False,False,False,False,False,salt_2__V07__major_loss_1p1,cooling_branch,salt_2
16.18600328523168,1.0267591183986717,1.0267591183986717,1.0267591183986717,299.65000000000003,299.65000000000003,0.063435,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,11.679981142985092,4.145022166138212,7.534958976846896,11.679981142985108,0.9499999999999998,3,0.222013296,507.37236597966665,507.912692285,506.969099664,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556,1,TW1;TW2;TW3,46.117127124064055,198.89959478394098,245.01672190800502,False,318.32015282786585,26.396904800027613,False,False,False,False,False,salt_2__V07__major_loss_1p1,downcomer,salt_2
24.158853333382858,1.0262390023426906,1.0262390023426906,1.0262390023426906,299.65000000000003,299.65000000000003,0.042478796000000006,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,8.245229389888634,5.06872566263377,3.1765037272548557,8.245229389888625,0.9499999999999998,4,0.4175041863333333,510.98582606524997,513.408318351,508.353860763,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.006096001 0.03556,1,TW4;TW5;TW6;TW7,88.23359210445503,137.55794075998674,225.79153286444176,False,311.79053853483265,43.30482586238447,False,False,False,False,False,salt_2__V07__major_loss_1p1,junction,salt_2
61.97252730118309,1.0264990603706812,1.0267591183986717,1.0262390023426906,299.65000000000003,299.65000000000003,0.016563776,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,3.105556555247055,1.2070644389715273,1.8984921162755295,3.1055565552470568,0.9499999999999998,3,0.06680253866666667,510.17832863666666,512.141224169,508.353860763,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.006096001 0.03556,2,TW4;TW5;TW6,14.063826814179631,53.25441706945749,67.31824388363712,False,317.71914023125044,28.050902404552644,False,False,False,False,False,salt_2__V07__major_loss_1p1,lower_leg,salt_2
20.41783168072381,1.0272847746563953,1.0278104309141192,1.0267591183986717,299.65000000000003,299.65000000000003,0.050313118,inner_wall_prediction_to_outer_insulation_surface_reconciliation,PASSIVE-H2-CAND001,9.490745895438124,3.540118544213292,5.9506273512248065,9.4907458954381,0.9499999999999998,3,0.19036294866666667,512.0271306626667,513.408318351,511.021124357,Calzite polynomial at 300 K for 35.56 mm layer; thin non-insulation layers use source k constants,prior_large_radiation_used_inner_wall_state_as_emitting_surface; corrected_operator_radiates_from_outer_insulation_surface,0.001651 0.03556 | 0.0022 0.006096001 0.03556,2,TW7;TW8;TW9,40.428736822311166,164.43841896164253,204.8671557839537,False,318.24667844509065,27.63379543970208,False,False,False,False,False,salt_2__V07__major_loss_1p1,upcomer,salt_2
