case_key,source_case_key,canonical_case_key,source_id,case_id,fluid,variant_label,evidence_class,split_or_use_status,steady_or_needs_continuation,steady_state_detection_status,bc_summary_status,heater_power_W,cooling_power_W,T_init_K,heater_h_W_m2K,heater_Ta_K,heater_emissivity,cooler_h_W_m2K,cooler_Ta_K,test_section_h_W_m2K,test_section_Ta_K,insulated_h_W_m2K,insulated_Ta_K,two_d_radiation_on,mdot_mean_abs_kg_s,mdot_monitor_count,metadata_probe_T_avg_K,timeseries_probe_T_avg_K,timeseries_probe_T_min_K,timeseries_probe_T_max_K,timeseries_wall_T_avg_K,timeseries_heat_net_W,final_total_wall_heat_abs_W,heater_realized_wallHeatFlux_W,cooler_realized_wallHeatFlux_W,ambient_wall_realized_wallHeatFlux_W,test_section_realized_wallHeatFlux_W,area_weighted_external_h_W_m2K,q_ratio,current_split_family,terminal_harvest_state,closure_fit_admissible_terminal_gate,can_expand_training_now,can_score_validation_now,can_score_holdout_now,blocked_use,next_required_gate,pm5_final_window_start_s,pm5_final_window_end_s,pm5_final_window_row_count,pm5_total_Q_postProc_mean_W,pm5_ambient_proxy_mean_W,pm5_cooling_branch_total_removal_mean_W,pm5_section_heater_net_q_mean_W,pm5_section_test_section_net_q_mean_W,pm5_section_cooling_branch_net_q_mean_W,pm5_section_downcomer_net_q_mean_W,pm5_section_upcomer_net_q_mean_W,pm5_section_junctions_net_q_mean_W,pm5_radiation_semantics,pm5_runtime_use_guardrail,missing_result_reason,source_root,evidence_paths
salt_test_2,salt_test_2,salt_test_2,val_salt_test_2_coarse_mesh_laminar,salt_test_2,hitec_salt,,diagnostic,context row; not current admitted split evidence,,,case_level_only_or_missing,265.7,56.34,451.5,8.761,300.0,0.25,28.57706637639941,343.315,5.964,300.0,5.964,300.0,,,,452.58333066666665,,,,,,0.660044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no mdot aggregate available in joined sources,/scratch/09748/andresfierro231/projects_scratch/val_salt_test_2_coarse_mesh_laminar,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv
salt_test_2_kirst,salt_test_2_kirst,salt_test_2_kirst,viscosity_screening_salt_test_2_kirst_coarse_mesh,salt_test_2_kirst,hitec_salt_kirst,kirst,diagnostic,Kirst rows are historical/context unless explicitly re-admitted,,,case_level_only_or_missing,265.7,56.34,447.0,8.761,300.0,0.25,29.81733062574886,343.315,5.964,300.0,5.964,300.0,False,,,446.646902,,,,,,0.773351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no mdot aggregate available in joined sources,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_kirst_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;AGENTS.md repo-specific operating rules
salt_test_3_kirst,salt_test_3_kirst,salt_test_3_kirst,viscosity_screening_salt_test_3_kirst_coarse_mesh,salt_test_3_kirst,hitec_salt_kirst,kirst,diagnostic,Kirst rows are historical/context unless explicitly re-admitted,,,case_level_only_or_missing,297.5,60.55,459.0,8.761,300.0,0.25,29.871708360729436,347.77,5.964,300.0,5.964,300.0,False,,,460.9963998333333,,,,,,0.868638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no mdot aggregate available in joined sources,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_kirst_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;AGENTS.md repo-specific operating rules
salt_test_4_kirst,salt_test_4_kirst,salt_test_4_kirst,viscosity_screening_salt_test_4_kirst_coarse_mesh,salt_test_4_kirst,hitec_salt_kirst,kirst,diagnostic,Kirst rows are historical/context unless explicitly re-admitted,,,case_level_only_or_missing,337.6,65.98,475.0,8.761,300.0,0.25,29.686756197250634,353.03999999999996,5.964,300.0,5.964,300.0,False,,,477.20837416666666,,,,,,0.416831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no mdot aggregate available in joined sources,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_kirst_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;AGENTS.md repo-specific operating rules
water1,water1,water1,val_water_test_1_coarse_mesh_laminar_continuation,,water1,,diagnostic,water rows are outside this salt-focused flow/BC response fit scope,needs continuation,mixed_with_drifting_series,case_level_only_or_missing,,,,,,,,,,,,,,0.006551288,1,,315.525752,314.257063,315.980274,314.978439,0.077286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/water1/case_stage/val_water_test_1_coarse_mesh_laminar_continuation/postProcessing,work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv
water2,water2,water2,val_water_test_2_coarse_mesh_laminar_continuation,,water2,,diagnostic,water rows are outside this salt-focused flow/BC response fit scope,needs continuation,mixed_with_drifting_series,case_level_only_or_missing,,,,,,,,,,,,,,0.007915486,1,,320.498685,319.284183,321.105363,320.022535,-0.052026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/water2/case_stage/val_water_test_2_coarse_mesh_laminar_continuation/postProcessing,work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv
water3,water3,water3,val_water_test_3_coarse_mesh_laminar_continuation,,water3,,diagnostic,water rows are outside this salt-focused flow/BC response fit scope,needs continuation,mixed_with_drifting_series,case_level_only_or_missing,,,,,,,,,,,,,,0.008964009,1,,324.650695,323.411131,325.327349,324.15655,-0.071073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/water3/case_stage/val_water_test_3_coarse_mesh_laminar_continuation/postProcessing,work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv
water4,water4,water4,val_water_test_4_coarse_mesh_laminar_continuation,,water4,,diagnostic,water rows are outside this salt-focused flow/BC response fit scope,steady,steady_with_quasi_series,case_level_only_or_missing,,,,,,,,,,,,,,0.011303383,1,,334.889222,333.573615,335.689079,334.421766,0.063508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-06-18_convergence_and_jin_envelope_wave/runs/water4/case_stage/val_water_test_4_coarse_mesh_laminar_continuation/postProcessing,work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv
water_test_1,water_test_1,water_test_1,val_water_test_1_coarse_mesh_laminar,water_test_1,water,,diagnostic,water rows are outside this salt-focused flow/BC response fit scope,,,case_level_only_or_missing,58.8,26.86,314.515625,8.761,298.0,0.25,105.01276709392775,300.47999999999996,5.964,298.0,5.964,298.0,,,,315.2750875,,,,,,0.204109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no mdot aggregate available in joined sources,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/water/val_water_test_1_coarse_mesh_laminar,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv
water_test_2,water_test_2,water_test_2,val_water_test_2_coarse_mesh_laminar,water_test_2,water,,diagnostic,water rows are outside this salt-focused flow/BC response fit scope,,,case_level_only_or_missing,77.6,35.63,320.26374999999996,8.761,298.0,0.25,105.26501991603676,301.69,5.964,298.0,5.964,298.0,,,,320.6125005,,,,,,0.205404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no mdot aggregate available in joined sources,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/water/val_water_test_2_coarse_mesh_laminar,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv
water_test_3,water_test_3,water_test_3,val_water_test_3_coarse_mesh_laminar,water_test_3,water,,diagnostic,water rows are outside this salt-focused flow/BC response fit scope,,,case_level_only_or_missing,93.0,43.02,324.390625,8.761,298.0,0.25,108.63406705855405,302.65999999999997,5.964,298.0,5.964,298.0,,,,324.77022983333336,,,,,,0.225496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no mdot aggregate available in joined sources,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/water/val_water_test_3_coarse_mesh_laminar,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv
water_test_4,water_test_4,water_test_4,val_water_test_4_coarse_mesh_laminar,water_test_4,water,,diagnostic,water rows are outside this salt-focused flow/BC response fit scope,,,case_level_only_or_missing,129.0,58.06,334.15375,8.761,298.0,0.25,108.76017831603211,304.85999999999996,5.964,298.0,5.964,298.0,,,,334.89368133333335,,,,,,0.131641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no mdot aggregate available in joined sources,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/water/val_water_test_4_coarse_mesh_laminar,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv
salt1_jin_hiq_balq,salt1_jin_hiq_balq,salt1_jin_hiq_balq,viscosity_screening_salt_test_1_jin_coarse_mesh,salt_test_1_jin,salt1,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,steady,steady_with_quasi_series,case_level_only_or_missing,232.3,55.58,440.0,8.761,300.0,0.25,31.29071065643277,342.53,5.964,300.0,5.964,300.0,False,0.011239906,1,429.15123066666666,428.844561,421.74706,433.301966,429.764704,-9.054099,9.4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_1_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt2_jin_hi5q_balq,salt2_jin_hi5q_balq,salt2_jin_hi5q_balq,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_test_2_jin,salt2,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,needs continuation,hydraulic_stationary_heat_drifting,patch_role_summary_available,265.7,56.34,447.0,8.761,300.0,0.25,29.81733062574886,343.315,5.964,300.0,5.964,300.0,False,0.013193054,1,447.9023393333333,448.353124,441.606647,452.268014,448.86816,0.210557,0.362005,243.519098,-136.35074,-62.233907,-5.679836,4.876287,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt2_jin_hiq_hiins,salt2_jin_hiq_hiins,salt2_jin_hiq_hiins,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_test_2_jin,salt2,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,needs continuation,hydraulic_stationary_heat_drifting,patch_role_summary_available,265.7,56.34,447.0,8.761,300.0,0.25,29.81733062574886,343.315,5.964,300.0,5.964,300.0,False,0.01320303,1,447.9023393333333,448.467099,441.72526,452.379904,448.974413,0.096557,0.362005,243.519098,-136.35074,-62.233907,-5.679836,4.876287,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt2_jin_lo5q_balq,salt2_jin_lo5q_balq,salt2_jin_lo5q_balq,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_test_2_jin,salt2,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,needs continuation,hydraulic_stationary_heat_drifting,patch_role_summary_available,265.7,56.34,447.0,8.761,300.0,0.25,29.81733062574886,343.315,5.964,300.0,5.964,300.0,False,0.013193102,1,447.9023393333333,448.353698,441.607239,452.268582,448.868699,0.210033,0.362005,243.519098,-136.35074,-62.233907,-5.679836,4.876287,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt2_jin_loq_loins,salt2_jin_loq_loins,salt2_jin_loq_loins,viscosity_screening_salt_test_2_jin_coarse_mesh,salt_test_2_jin,salt2,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,needs continuation,hydraulic_stationary_heat_drifting,patch_role_summary_available,265.7,56.34,447.0,8.761,300.0,0.25,29.81733062574886,343.315,5.964,300.0,5.964,300.0,False,0.013198694,1,447.9023393333333,448.417991,441.673838,452.331779,448.928683,0.148851,0.362005,243.519098,-136.35074,-62.233907,-5.679836,4.876287,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_2_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt3_jin_hi5q_balq,salt3_jin_hi5q_balq,salt3_jin_hi5q_balq,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_test_3_jin,salt3,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,needs continuation,hydraulic_stationary_heat_drifting,patch_role_summary_available,297.5,60.55,459.0,8.761,300.0,0.25,29.871708360729436,347.77,5.964,300.0,5.964,300.0,False,0.014960327,1,461.26648033333333,461.798065,455.952003,465.198845,461.42189,0.613498,0.972496,273.155375,-150.769639,-68.319699,-10.54504,4.967118,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt3_jin_hiq_hiins,salt3_jin_hiq_hiins,salt3_jin_hiq_hiins,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_test_3_jin,salt3,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,needs continuation,hydraulic_stationary_heat_drifting,patch_role_summary_available,297.5,60.55,459.0,8.761,300.0,0.25,29.871708360729436,347.77,5.964,300.0,5.964,300.0,False,0.014980051,1,461.26648033333333,462.077455,456.244658,465.472469,461.687392,0.314704,0.972496,273.155375,-150.769639,-68.319699,-10.54504,4.967118,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt3_jin_lo5q_balq,salt3_jin_lo5q_balq,salt3_jin_lo5q_balq,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_test_3_jin,salt3,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,needs continuation,hydraulic_stationary_heat_drifting,patch_role_summary_available,297.5,60.55,459.0,8.761,300.0,0.25,29.871708360729436,347.77,5.964,300.0,5.964,300.0,False,0.014963037,1,461.26648033333333,461.835536,455.990221,465.236027,461.45791,0.576835,0.972496,273.155375,-150.769639,-68.319699,-10.54504,4.967118,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt3_jin_loq_loins,salt3_jin_loq_loins,salt3_jin_loq_loins,viscosity_screening_salt_test_3_jin_coarse_mesh,salt_test_3_jin,salt3,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,needs continuation,hydraulic_stationary_heat_drifting,patch_role_summary_available,297.5,60.55,459.0,8.761,300.0,0.25,29.871708360729436,347.77,5.964,300.0,5.964,300.0,False,0.014968714,1,461.26648033333333,461.91662,456.074021,465.31536,461.535237,0.493947,0.972496,273.155375,-150.769639,-68.319699,-10.54504,4.967118,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_3_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt4_jin_hi5q_balq,salt4_jin_hi5q_balq,salt4_jin_hi5q_balq,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_test_4_jin,salt4,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,steady,all_representative_series_steady,patch_role_summary_available,337.6,65.98,475.0,8.761,300.0,0.25,29.686756197250634,353.03999999999996,5.964,300.0,5.964,300.0,False,0.017086533,1,477.37963333333335,477.925951,474.352688,480.783536,476.919112,0.108135,0.37241,310.487058,-169.226814,-75.927117,-16.768686,5.09419,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt4_jin_hiq_hiins,salt4_jin_hiq_hiins,salt4_jin_hiq_hiins,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_test_4_jin,salt4,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,steady,all_representative_series_steady,patch_role_summary_available,337.6,65.98,475.0,8.761,300.0,0.25,29.686756197250634,353.03999999999996,5.964,300.0,5.964,300.0,False,0.017080032,1,477.37963333333335,477.964485,474.379131,480.813162,476.945233,0.065024,0.37241,310.487058,-169.226814,-75.927117,-16.768686,5.09419,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt4_jin_lo5q_balq,salt4_jin_lo5q_balq,salt4_jin_lo5q_balq,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_test_4_jin,salt4,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,steady,all_representative_series_steady,patch_role_summary_available,337.6,65.98,475.0,8.761,300.0,0.25,29.686756197250634,353.03999999999996,5.964,300.0,5.964,300.0,False,0.017074603,1,477.37963333333335,477.928485,474.336096,480.788624,476.917718,0.102907,0.37241,310.487058,-169.226814,-75.927117,-16.768686,5.09419,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt4_jin_loq_loins,salt4_jin_loq_loins,salt4_jin_loq_loins,viscosity_screening_salt_test_4_jin_coarse_mesh,salt_test_4_jin,salt4,jin,invalid_false_steady,old Q perturbation failed operating-point movement gate,needs continuation,hydraulic_stationary_heat_drifting,patch_role_summary_available,337.6,65.98,475.0,8.761,300.0,0.25,29.686756197250634,353.03999999999996,5.964,300.0,5.964,300.0,False,0.01706502,1,477.37963333333335,477.87817,474.261778,480.745409,476.85553,0.169063,0.37241,310.487058,-169.226814,-75.927117,-16.768686,5.09419,,,,,,,,,,,,,,,,,,,,,,,,,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/staging/modern_runs/2026-06-01_full_extractable_batch/salt/viscosity_screening_salt_test_4_jin_coarse_mesh,reports/2026-06/2026-06-02/2026-06-02_ethan_case_metadata_index/ethan_case_metadata_index.csv;work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv;.agent/journal/2026-07-01/T3-perturbation-requalification.md
salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,salt1_jin_hi10q_corrected,viscosity_screening_salt_test_1_jin_coarse_mesh_continuation,,salt1,,invalid_or_rejected,Salt1 steady detector is not enough: Salt1 remains context-only until a dated Salt1 admission/split policy and post-run gate admit it.,steady,steady_runtime_stop_not_closure_fit_priority,case_level_only_or_missing,,,,,,,,,,,,,,0.011758217,1,,428.753234,421.880307,433.115553,429.80426,0.322378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt1_jin_hi10q_corrected/case_stage/viscosity_screening_salt_test_1_jin_coarse_mesh_continuation/postProcessing,work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-14/2026-07-14_cfd_postprocess_admission_workflow_triage/steady_candidate_admission_triage.csv
salt2_hi5q,salt2_jin_hi5q_corrected,salt2_hi5q,salt2_jin_hi5q_corrected,,salt2,,terminal_harvested_split_pending,train-family sensitivity/admission evidence; not an independent training row,needs continuation,hydraulic_stationary_heat_drifting,case_level_only_or_missing,,,,,,,,,,,,,,0.013679033,1,,450.555209,443.996665,454.371499,450.888942,3.953803,,,,,,,1.05,salt2_train_family_perturbation,COMPLETED 00:12:55 exit 0:0,yes,no,no,no,independent train/validation/holdout row before dated perturbation split policy,perturbation split-policy update plus BC-role and operating-point admission refresh,9480,9780,301,3.95380275748,252.457081712,143.168277117,256.410884374,-6.44103874847,-143.168277117,-23.4466093314,-20.4080978567,-39.6711033967,rcExternalTemperature_radiation_embedded_in_wallHeatFlux_no_exported_qr,diagnostic target only; no realized wallHeatFlux or cooler duty as predictive runtime input,,jadyn_runs/modern_runs/2026-07-04_corrected_salt_q_perturbations/runs/salt2_jin_hi5q_corrected/case_stage/viscosity_screening_salt_test_2_jin_coarse_mesh_continuation/postProcessing,work_products/2026-07/2026-07-09/2026-07-09_timeseries_steadystate/steady_state_summary.csv;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/corrected_q_pm5_split_admission_matrix.csv;work_products/2026-07/2026-07-14/2026-07-14_corrected_q_pm5_admission_split_processing/corrected_q_pm5_heat_role_reduction.csv
