candidate_id,candidate_family,case_scope,branch_or_feature,candidate_bucket,pressure_basis_status,endpoint_status,ordinary_flow_status,decomposition_status,same_qoi_uq_status,source_property_status,f3_comparison_status,forbidden_shortcut_status,score,use_label,decision_reason,admission_status,s11_candidate_status,publication_use,next_action,delta_p_static_pa,max_reverse_area_fraction,max_reverse_mass_fraction,terminal_ready_cases,gross_static_pressure_rise_pa,hydrostatic_fraction_of_gross,source_paths
named_pressure:026,legwise_inventory,salt_3,corner_upper_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:027,legwise_inventory,salt_3,corner_upper_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:028,legwise_inventory,salt_3,test_section_complex,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:029,legwise_inventory,salt_4,corner_lower_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:030,legwise_inventory,salt_4,corner_lower_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:031,legwise_inventory,salt_4,corner_upper_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:032,legwise_inventory,salt_4,corner_upper_left,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
named_pressure:033,legwise_inventory,salt_4,test_section_complex,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,raw_endpoint_pair_missing_or_not_attached_to_slot;same_qoi_mesh_time_uq_missing;material_reverse_flow;component_or_cluster_not_distributed_friction;not_ordinary_f6_slot,,,,,,,work_products/2026-07/2026-07-13/2026-07-13_litrev_reset_named_losses/named_pressure_loss_table.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv;work_products/2026-07/2026-07-17/2026-07-17_f6_nonrecirculating_pressure_anchor_plan/named_pressure_anchor_slots.csv
endpoint:salt_2:corner_lower_right,legwise_inventory,salt2_mainline,corner_lower_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,material_reverse_flow;component_isolation_not_audited;same_qoi_mesh_time_uq_missing,,,,,,,work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/pressure_velocity_basis_audit.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/endpoint_recirculation_metrics.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/gate_decision_table.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_component_raw_endpoint_plan/target_feature_taps.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_staged_endpoint_sampler/raw_endpoint_pressure_velocity.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
endpoint:salt_3:corner_lower_right,legwise_inventory,salt3_mainline,corner_lower_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,material_reverse_flow;component_isolation_not_audited;same_qoi_mesh_time_uq_missing,,,,,,,work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/pressure_velocity_basis_audit.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/endpoint_recirculation_metrics.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/gate_decision_table.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_component_raw_endpoint_plan/target_feature_taps.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_staged_endpoint_sampler/raw_endpoint_pressure_velocity.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
endpoint:salt_4:corner_lower_right,legwise_inventory,salt4_mainline,corner_lower_right,excluded_component_or_junction,blocked,blocked,blocked,blocked,blocked,pass_source_property_labels_available,blocked_missing_endpoint_pairs_and_same_qoi_UQ,closed,2.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,component_or_junction_diagnostic_not_distributed_F6,material_reverse_flow;component_isolation_not_audited;same_qoi_mesh_time_uq_missing,,,,,,,work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/pressure_velocity_basis_audit.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/endpoint_recirculation_metrics.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/gate_decision_table.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_component_raw_endpoint_plan/target_feature_taps.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_staged_endpoint_sampler/raw_endpoint_pressure_velocity.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/branch_source_envelope.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_source_envelope/source_overlap_flags.csv;work_products/2026-07/2026-07-13/2026-07-13_litrev_property_sensitivity/property_sensitivity_summary.csv
F6-salt_2-fine-right_leg,current_f6_endpoint_pair,salt_2,right_leg,sampled_endpoint_pair,pass_static_p_sampled,pass,fail,diagnostic_pressure_delta_available,two_mesh_diagnostic_only_no_admission,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.5/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,-7025.30232649,0.384647044082,0.499999423906,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_stage_a_harvest_qa/endpoint_pair_qa.csv
F6-salt_2-fine-test_section_span,current_f6_endpoint_pair,salt_2,test_section_span,sampled_endpoint_pair,pass_static_p_sampled,pass,fail,diagnostic_pressure_delta_available,two_mesh_diagnostic_only_no_admission,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.5/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,1888.05085137,0.635638538588,0.500000662671,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_stage_a_harvest_qa/endpoint_pair_qa.csv
F6-salt_2-medium-right_leg,current_f6_endpoint_pair,salt_2,right_leg,sampled_endpoint_pair,pass_static_p_sampled,pass,fail,diagnostic_pressure_delta_available,two_mesh_diagnostic_only_no_admission,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.5/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,-7023.1104843,0.383234365151,0.49999800105,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_stage_a_harvest_qa/endpoint_pair_qa.csv
F6-salt_2-medium-test_section_span,current_f6_endpoint_pair,salt_2,test_section_span,sampled_endpoint_pair,pass_static_p_sampled,pass,fail,diagnostic_pressure_delta_available,two_mesh_diagnostic_only_no_admission,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.5/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,1888.29676299,0.633868166219,0.500002483655,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_stage_a_harvest_qa/endpoint_pair_qa.csv
F6-salt_2-coarse-right_leg,current_f6_endpoint_pair,salt_2,right_leg,sampled_endpoint_pair,pass_diagnostic_reconstructed_static_p,pass,fail,diagnostic_pressure_delta_available,coarse_context_only_no_static_p,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.0/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,-7022.2752359,0.384423793839,0.499998636835,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_coarse_vtk_sampler_submit/coarse_pair_diagnostics.csv
F6-salt_2-coarse-test_section_span,current_f6_endpoint_pair,salt_2,test_section_span,sampled_endpoint_pair,pass_diagnostic_reconstructed_static_p,pass,fail,diagnostic_pressure_delta_available,coarse_context_only_no_static_p,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.0/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,1882.80775068,0.627925465881,0.500001402073,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_coarse_vtk_sampler_submit/coarse_pair_diagnostics.csv
F6-salt_3-coarse-right_leg,current_f6_endpoint_pair,salt_3,right_leg,sampled_endpoint_pair,pass_diagnostic_reconstructed_static_p,pass,fail,diagnostic_pressure_delta_available,coarse_context_only_no_static_p,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.0/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,-6986.51809335,0.416230757375,0.500000688404,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_coarse_vtk_sampler_submit/coarse_pair_diagnostics.csv
F6-salt_3-coarse-test_section_span,current_f6_endpoint_pair,salt_3,test_section_span,sampled_endpoint_pair,pass_diagnostic_reconstructed_static_p,pass,fail,diagnostic_pressure_delta_available,coarse_context_only_no_static_p,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.0/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,1873.25558957,0.62389972009,0.500006662937,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_coarse_vtk_sampler_submit/coarse_pair_diagnostics.csv
F6-salt_4-coarse-right_leg,current_f6_endpoint_pair,salt_4,right_leg,sampled_endpoint_pair,pass_diagnostic_reconstructed_static_p,pass,fail,diagnostic_pressure_delta_available,coarse_context_only_no_static_p,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.0/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,-6945.13826285,0.466172380406,0.499994639482,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_coarse_vtk_sampler_submit/coarse_pair_diagnostics.csv
F6-salt_4-coarse-test_section_span,current_f6_endpoint_pair,salt_4,test_section_span,sampled_endpoint_pair,pass_diagnostic_reconstructed_static_p,pass,fail,diagnostic_pressure_delta_available,coarse_context_only_no_static_p,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,4.0/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,diagnostic_pressure_basis_only_no_F6_fit,requires_low_reverse_flow_or_nonrecirculating_anchor_plus_same_QOI_UQ_before_F6_review,1862.23627355,0.627925465881,0.500029233855,,,,work_products/2026-07/2026-07-21/2026-07-21_f6_coarse_vtk_sampler_submit/coarse_pair_diagnostics.csv
CAND-001,low_recirc_anchor,salt4_jin_q0500w_no_recirc_probe;salt4_jin_q1000w_no_recirc_probe;salt4_jin_q3x_no_recirc_probe;salt4_jin_q1500w_no_recirc_probe,corner_lower_right,Salt4 high-heat/no-recirculation probes,blocked_pending_harvest,blocked_terminal_state_not_ready,not_measured_pending_terminal_harvest,blocked_pending_harvest,blocked_not_declared_for_candidate,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,1.5/8,future_candidate,physically_relevant_F6_lane_but_endpoint_or_UQ_or_terminal_evidence_is_missing,not_admitted,not_ready,conditional_yes_after_terminal_success_and_preflight,"refresh terminal state and harvest readiness; if terminal successful, claim staged-copy sampler",,,,0,,,work_products/2026-07/2026-07-17/2026-07-17_high_heat_harvest_readiness_and_live_monitor/harvest_readiness_queue.csv
CAND-002,low_recirc_anchor,salt2_lo10q;salt2_hi10q;salt4_lo10q;salt4_hi10q,corner_lower_right,Salt2/Salt4 corrected +/-10Q terminal candidates,blocked_pending_harvest,blocked_terminal_state_not_ready,not_measured_pending_terminal_harvest,blocked_pending_harvest,blocked_not_declared_for_candidate,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,1.5/8,future_candidate,physically_relevant_F6_lane_but_endpoint_or_UQ_or_terminal_evidence_is_missing,not_admitted,not_ready,fallback_after_high_heat_review,use only if CAND-001 fails source-family readiness,,,,0,,,work_products/2026-07/2026-07-17/2026-07-17_salt_pm10_terminal_admission_readiness/pm10_case_readiness.csv
CAND-003,low_recirc_anchor,component_or_junction_diagnostic_slots=18,alternate two-tap component candidate,named component/junction pressure slots,blocked_pending_harvest,blocked_terminal_state_not_ready,not_measured_pending_terminal_harvest,blocked_pending_harvest,blocked_not_declared_for_candidate,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,1.5/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,no_current_candidate,do not use without alternate feature/source screening,,,,0,,,work_products/2026-07/2026-07-18/2026-07-18_f6_legwise_pressure_anchor_plan/legwise_anchor_inventory.csv
CAND-004,low_recirc_anchor,salt_2;salt_3;salt_4,corner_lower_right,current Salt2/Salt3/Salt4 harvested endpoint rows,blocked_pending_harvest,blocked_terminal_state_not_ready,not_measured_pending_terminal_harvest,blocked_pending_harvest,blocked_not_declared_for_candidate,blocked_no_fit_release,not_evaluated_no_ordinary_candidate,closed,1.5/8,diagnostic_only,finite_or_reconstructed_pressure_evidence_exists_but_ordinary_flow_or_same_qoi_UQ_blocks_admission,not_admitted,not_ready,no,keep diagnostic_or_section_effective,,,,0,,,work_products/2026-07/2026-07-18/2026-07-18_two_tap_separated_admission_review/final_gate_review.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/endpoint_recirculation_metrics.csv
PCPF-001,pressure_corner_section_effective,salt2_mainline,corner_lower_right,section_effective_pressure_recovery_diagnostic,pass,pass,fail,pass_hydrostatic_dominated_decomposition,fail_missing_same_qoi_UQ,no_coefficient_admission,forbidden_for_F6,closed,4.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,section_effective_pressure_residual;pressure_recovery_diagnostic,do_not_use_for_F6; keep section_effective_or_pressure_recovery_diagnostic,,,,,3068.71676838,1.00042714667,work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/pressure_velocity_basis_audit.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/endpoint_recirculation_metrics.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_component_isolation_decision/component_isolation_audit.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_same_qoi_uq_status/same_qoi_uncertainty_audit.csv;work_products/2026-07/2026-07-20/2026-07-20_two_tap_corner_lower_right_isolation_uq_progress/straight_development_subtraction_ledger.csv;work_products/2026-07/2026-07-20/2026-07-20_two_tap_corner_lower_right_admission_repair/split_decision.csv;work_products/2026-07/2026-07-20/2026-07-20_two_tap_recirc_section_effective_model/recirc_pressure_basis_table.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_model_form_extraction/pressure_corner_extraction_findings.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_model_form_extraction/cfd_postprocessing_contract.csv
PCPF-002,pressure_corner_section_effective,salt3_mainline,corner_lower_right,section_effective_pressure_recovery_diagnostic,pass,pass,fail,pass_hydrostatic_dominated_decomposition,fail_missing_same_qoi_UQ,no_coefficient_admission,forbidden_for_F6,closed,4.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,section_effective_pressure_residual;pressure_recovery_diagnostic,do_not_use_for_F6; keep section_effective_or_pressure_recovery_diagnostic,,,,,3052.95434711,1.00062952219,work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/pressure_velocity_basis_audit.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/endpoint_recirculation_metrics.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_component_isolation_decision/component_isolation_audit.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_same_qoi_uq_status/same_qoi_uncertainty_audit.csv;work_products/2026-07/2026-07-20/2026-07-20_two_tap_corner_lower_right_isolation_uq_progress/straight_development_subtraction_ledger.csv;work_products/2026-07/2026-07-20/2026-07-20_two_tap_corner_lower_right_admission_repair/split_decision.csv;work_products/2026-07/2026-07-20/2026-07-20_two_tap_recirc_section_effective_model/recirc_pressure_basis_table.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_model_form_extraction/pressure_corner_extraction_findings.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_model_form_extraction/cfd_postprocessing_contract.csv
PCPF-003,pressure_corner_section_effective,salt4_mainline,corner_lower_right,section_effective_pressure_recovery_diagnostic,pass,pass,fail,pass_hydrostatic_dominated_decomposition,fail_missing_same_qoi_UQ,no_coefficient_admission,forbidden_for_F6,closed,4.0/8,do_not_use,outside_ordinary_F6_use_due_to_recirculation_component_cluster_corner_or_missing_slot_basis,not_admitted,not_ready,section_effective_pressure_residual;pressure_recovery_diagnostic,do_not_use_for_F6; keep section_effective_or_pressure_recovery_diagnostic,,,,,3035.09893979,1.00058529497,work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/pressure_velocity_basis_audit.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_pressure_basis_recirc_audit/endpoint_recirculation_metrics.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_component_isolation_decision/component_isolation_audit.csv;work_products/2026-07/2026-07-18/2026-07-18_two_tap_same_qoi_uq_status/same_qoi_uncertainty_audit.csv;work_products/2026-07/2026-07-20/2026-07-20_two_tap_corner_lower_right_isolation_uq_progress/straight_development_subtraction_ledger.csv;work_products/2026-07/2026-07-20/2026-07-20_two_tap_corner_lower_right_admission_repair/split_decision.csv;work_products/2026-07/2026-07-20/2026-07-20_two_tap_recirc_section_effective_model/recirc_pressure_basis_table.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_model_form_extraction/pressure_corner_extraction_findings.csv;work_products/2026-07/2026-07-21/2026-07-21_litrev_model_form_extraction/cfd_postprocessing_contract.csv
