family_group,family,source_count,case_labels,source_ids,primary_source_paths,branch,variable,support_status,sign_status,interpretability_status,headline_allowed,internal_only,primary_limitation,recommended_use,usable_fraction_min,usable_fraction_max,min_abs_bulk_minus_wall_temp_k_min,min_abs_bulk_minus_wall_temp_k_max,mean_metric_min,mean_metric_max,explanation
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,test_section_span,effective_ua,all_cases_internal_only,stable_net_cooling,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,1.000000,1.000000,0.330991,0.464929,16.250618,24.940081,"water_all / test_section_span / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.465 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,test_section_span,thermal_resistance,all_cases_internal_only,stable_net_cooling,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,1.000000,1.000000,0.330991,0.464929,0.046197,0.066543,"water_all / test_section_span / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.465 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,left_upper_leg,effective_htc,mixed_with_blocked_cases,stable_net_cooling,excluded,no,yes,thermal_qc_marginal,exclude_from_headline,0.938462,0.948718,0.230963,0.527017,121.412346,329.298700,"water_all / left_upper_leg / Effective HTC: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.938-0.949, min_abs_delta_t_range=0.231-0.527 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,left_upper_leg,effective_ua,mixed_with_blocked_cases,stable_net_cooling,excluded,no,yes,thermal_qc_marginal,exclude_from_headline,0.938462,0.948718,0.230963,0.527017,8.333151,22.638867,"water_all / left_upper_leg / Effective UA': support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.938-0.949, min_abs_delta_t_range=0.231-0.527 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,left_upper_leg,thermal_resistance,mixed_with_blocked_cases,stable_net_cooling,excluded,no,yes,thermal_qc_marginal,exclude_from_headline,0.938462,0.948718,0.230963,0.527017,0.051299,0.121191,"water_all / left_upper_leg / Effective R'_th: support=mixed_with_blocked_cases, sign=stable_net_cooling, usable_fraction_range=0.938-0.949, min_abs_delta_t_range=0.231-0.527 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,upper_leg,effective_htc,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_small_delta_t,exclude_from_headline,0.719149,0.844681,0.000973,0.023996,306.214161,433.105470,"water_all / upper_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.845, min_abs_delta_t_range=0.001-0.024 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,upper_leg,effective_ua,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_small_delta_t,exclude_from_headline,0.719149,0.844681,0.000973,0.023996,21.310061,30.207624,"water_all / upper_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.845, min_abs_delta_t_range=0.001-0.024 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,upper_leg,thermal_resistance,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_small_delta_t,exclude_from_headline,0.719149,0.844681,0.000973,0.023996,0.054236,0.072336,"water_all / upper_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.845, min_abs_delta_t_range=0.001-0.024 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,upcomer,effective_htc,all_cases_blocked,stable_net_cooling,excluded,no,yes,derived_branch_component_blocked,exclude_from_headline,0.802000,0.874000,0.002975,0.017629,191.216984,376.818119,"water_all / upcomer / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.874, min_abs_delta_t_range=0.003-0.018 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,upcomer,effective_ua,all_cases_blocked,stable_net_cooling,excluded,no,yes,derived_branch_component_blocked,exclude_from_headline,0.802000,0.874000,0.002975,0.017629,12.910478,25.566990,"water_all / upcomer / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.874, min_abs_delta_t_range=0.003-0.018 K."
water,water_all,4,"Water 1, Water 2, Water 3, Water 4","val_water_test_1_coarse_mesh_laminar, val_water_test_2_coarse_mesh_laminar, val_water_test_3_coarse_mesh_laminar, val_water_test_4_coarse_mesh_laminar",tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_3_coarse_mesh_laminar/branch_thermal_summary.csv | tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_4_coarse_mesh_laminar/branch_thermal_summary.csv,upcomer,thermal_resistance,all_cases_blocked,stable_net_cooling,excluded,no,yes,derived_branch_component_blocked,exclude_from_headline,0.802000,0.874000,0.002975,0.017629,0.045795,0.090482,"water_all / upcomer / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.874, min_abs_delta_t_range=0.003-0.018 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,lower_leg,effective_htc,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_small_delta_t,exclude_from_headline,0.750000,0.750000,0.027234,0.027234,299.449552,299.449552,"water1 / lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.027-0.027 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,lower_leg,effective_ua,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_small_delta_t,exclude_from_headline,0.750000,0.750000,0.027234,0.027234,20.775451,20.775451,"water1 / lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.027-0.027 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,lower_leg,thermal_resistance,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_small_delta_t,exclude_from_headline,0.750000,0.750000,0.027234,0.027234,0.061788,0.061788,"water1 / lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.750-0.750, min_abs_delta_t_range=0.027-0.027 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,right_leg,effective_htc,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.731183,0.731183,0.426635,0.426635,45.319761,45.319761,"water1 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-0.427 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,right_leg,effective_ua,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.731183,0.731183,0.426635,0.426635,3.142254,3.142254,"water1 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-0.427 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,right_leg,thermal_resistance,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.731183,0.731183,0.426635,0.426635,0.324857,0.324857,"water1 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.427-0.427 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,left_lower_leg,effective_htc,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.476471,0.476471,0.013128,0.013128,260.690783,260.690783,"water1 / left_lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.476, min_abs_delta_t_range=0.013-0.013 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,left_lower_leg,effective_ua,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.476471,0.476471,0.013128,0.013128,18.163742,18.163742,"water1 / left_lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.476, min_abs_delta_t_range=0.013-0.013 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,left_lower_leg,thermal_resistance,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.476471,0.476471,0.013128,0.013128,0.057730,0.057730,"water1 / left_lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.476-0.476, min_abs_delta_t_range=0.013-0.013 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,test_section_span,effective_htc,all_cases_internal_only,stable_net_cooling,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,1.000000,1.000000,0.330991,0.330991,248.690702,248.690702,"water1 / test_section_span / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.331 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,test_section_span,effective_ua,all_cases_internal_only,stable_net_cooling,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,1.000000,1.000000,0.330991,0.330991,16.250618,16.250618,"water1 / test_section_span / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.331 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,test_section_span,thermal_resistance,all_cases_internal_only,stable_net_cooling,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,1.000000,1.000000,0.330991,0.330991,0.066543,0.066543,"water1 / test_section_span / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=1.000-1.000, min_abs_delta_t_range=0.331-0.331 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,left_upper_leg,effective_htc,all_cases_internal_only,stable_net_cooling,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.948718,0.948718,0.399503,0.399503,121.412346,121.412346,"water1 / left_upper_leg / Effective HTC: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.400-0.400 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,left_upper_leg,effective_ua,all_cases_internal_only,stable_net_cooling,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.948718,0.948718,0.399503,0.399503,8.333151,8.333151,"water1 / left_upper_leg / Effective UA': support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.400-0.400 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,left_upper_leg,thermal_resistance,all_cases_internal_only,stable_net_cooling,contextual_only,no,no,thermal_qc_marginal,contextual_evidence,0.948718,0.948718,0.399503,0.399503,0.121191,0.121191,"water1 / left_upper_leg / Effective R'_th: support=all_cases_internal_only, sign=stable_net_cooling, usable_fraction_range=0.949-0.949, min_abs_delta_t_range=0.400-0.400 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,upper_leg,effective_htc,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.719149,0.719149,0.002201,0.002201,306.214161,306.214161,"water1 / upper_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.719, min_abs_delta_t_range=0.002-0.002 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,upper_leg,effective_ua,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.719149,0.719149,0.002201,0.002201,21.310061,21.310061,"water1 / upper_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.719, min_abs_delta_t_range=0.002-0.002 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,upper_leg,thermal_resistance,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.719149,0.719149,0.002201,0.002201,0.072336,0.072336,"water1 / upper_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.719-0.719, min_abs_delta_t_range=0.002-0.002 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,upcomer,effective_htc,all_cases_blocked,stable_net_cooling,excluded,no,yes,derived_branch_component_blocked,exclude_from_headline,0.802000,0.802000,0.013128,0.013128,191.216984,191.216984,"water1 / upcomer / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.802, min_abs_delta_t_range=0.013-0.013 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,upcomer,effective_ua,all_cases_blocked,stable_net_cooling,excluded,no,yes,derived_branch_component_blocked,exclude_from_headline,0.802000,0.802000,0.013128,0.013128,12.910478,12.910478,"water1 / upcomer / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.802, min_abs_delta_t_range=0.013-0.013 K."
water,water1,1,Water 1,val_water_test_1_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_1_coarse_mesh_laminar/branch_thermal_summary.csv,upcomer,thermal_resistance,all_cases_blocked,stable_net_cooling,excluded,no,yes,derived_branch_component_blocked,exclude_from_headline,0.802000,0.802000,0.013128,0.013128,0.090482,0.090482,"water1 / upcomer / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.802-0.802, min_abs_delta_t_range=0.013-0.013 K."
water,water2,1,Water 2,val_water_test_2_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,lower_leg,effective_htc,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.730435,0.730435,0.053861,0.053861,336.573946,336.573946,"water2 / lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.730, min_abs_delta_t_range=0.054-0.054 K."
water,water2,1,Water 2,val_water_test_2_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,lower_leg,effective_ua,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.730435,0.730435,0.053861,0.053861,23.321384,23.321384,"water2 / lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.730, min_abs_delta_t_range=0.054-0.054 K."
water,water2,1,Water 2,val_water_test_2_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,lower_leg,thermal_resistance,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.730435,0.730435,0.053861,0.053861,0.055350,0.055350,"water2 / lower_leg / Effective R'_th: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.730-0.730, min_abs_delta_t_range=0.054-0.054 K."
water,water2,1,Water 2,val_water_test_2_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,right_leg,effective_htc,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.731183,0.731183,0.538020,0.538020,61.035708,61.035708,"water2 / right_leg / Effective HTC: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.538-0.538 K."
water,water2,1,Water 2,val_water_test_2_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,right_leg,effective_ua,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.731183,0.731183,0.538020,0.538020,4.231399,4.231399,"water2 / right_leg / Effective UA': support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.538-0.538 K."
water,water2,1,Water 2,val_water_test_2_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,right_leg,thermal_resistance,all_cases_blocked,stable_net_cooling,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.731183,0.731183,0.538020,0.538020,0.261733,0.261733,"water2 / right_leg / Effective R'_th: support=all_cases_blocked, sign=stable_net_cooling, usable_fraction_range=0.731-0.731, min_abs_delta_t_range=0.538-0.538 K."
water,water2,1,Water 2,val_water_test_2_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,left_lower_leg,effective_htc,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.570588,0.570588,0.017629,0.017629,273.707080,273.707080,"water2 / left_lower_leg / Effective HTC: support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.571-0.571, min_abs_delta_t_range=0.018-0.018 K."
water,water2,1,Water 2,val_water_test_2_coarse_mesh_laminar,tmp/2026-06-15_live_case_analysis/contract_fix_water_family/val_water_test_2_coarse_mesh_laminar/branch_thermal_summary.csv,left_lower_leg,effective_ua,all_cases_blocked,mixed_driver_or_heat_role,excluded,no,yes,thermal_low_usable_fraction,exclude_from_headline,0.570588,0.570588,0.017629,0.017629,19.130635,19.130635,"water2 / left_lower_leg / Effective UA': support=all_cases_blocked, sign=mixed_driver_or_heat_role, usable_fraction_range=0.571-0.571, min_abs_delta_t_range=0.018-0.018 K."
