case_id,source_id,patch_name,role,role_group,bc_type,one_d_segment,parent_span,area_m2,h_W_m2K,Ta_K,Tsur_K,emissivity,thickness_total_m,wall_layer_metadata_status,imposed_Q_W,realized_wallHeatFlux_W,realized_external_loss_W,source_kind,setup_radiation_policy,realized_flux_replay_policy,predictive_runtime_policy,source_paths
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_lower_03_bend,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,lower_leg,lower_leg,0.000660878,7.064961950178061,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-0.290913716,0.290913716,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_lower_04_straight,heater,intended_heater_input,rcExternalTemperature,lower_leg,lower_leg,0.015262139,4.043882308607297,299.19,299.19,0.95,0.040386,h_and_layers_present,88.566666667,80.96440661,0.0,active_source,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_lower_05_straight,heater,intended_heater_input,rcExternalTemperature,lower_leg,lower_leg,0.015262139,4.075095582961407,299.19,299.19,0.95,0.040386,h_and_layers_present,88.566666667,81.13614248,0.0,active_source,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_lower_06_straight,heater,intended_heater_input,rcExternalTemperature,lower_leg,lower_leg,0.015262139,3.8932959282015895,299.19,299.19,0.95,0.040386,h_and_layers_present,88.566666667,81.41854849,0.0,active_source,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_lower_07_bend,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,lower_leg,lower_leg,0.000660878,6.884235880801226,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-0.237322177,0.237322177,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_lower_08_straight,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,lower_leg,lower_leg,0.005436027,3.6236459846780718,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-1.946539246,1.946539246,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_lower_09_fitting,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,lower_leg,lower_leg,0.002184983,3.651696012772319,299.19,299.19,0.95,0.041656001,h_and_layers_present,0.0,-0.917240977,0.917240977,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_right_01_lower,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,downcomer,right_leg,0.021145,3.419742372264185,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-7.643655537,7.643655537,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_right_02_middle,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,downcomer,right_leg,0.021145,3.4301671600008032,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-7.687792054,7.687792054,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_right_03_upper,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,downcomer,right_leg,0.021145,3.4217493085645176,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-7.785866222,7.785866222,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_upper_01_straight,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,cooling_branch,upper_leg,0.007621011,3.6771932359460693,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-2.773769908,2.773769908,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_upper_02_bend,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,cooling_branch,upper_leg,0.000660878,6.940052046116287,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-0.238002249,0.238002249,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_upper_03_straight,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,cooling_branch,upper_leg,0.008003951,4.153537267146352,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-2.933276659,2.933276659,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_upper_04_reducer,cooler,intended_cooler_removal,externalTemperature,cooling_branch,upper_leg,0.005784004,,,,,,no_wall_layer_metadata,-16.138602043,-16.138602,16.138602,active_sink,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_upper_05_cooler,cooler,intended_cooler_removal,externalTemperature,cooling_branch,upper_leg,0.018210507,,,,,,no_wall_layer_metadata,-104.07353582,-104.073536,104.073536,active_sink,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_upper_06_reducer,cooler,intended_cooler_removal,externalTemperature,cooling_branch,upper_leg,0.005784004,,,,,,no_wall_layer_metadata,-16.138602043,-16.138602,16.138602,active_sink,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_upper_07_straight,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,cooling_branch,upper_leg,0.008003951,4.136962230293746,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-3.155147774,3.155147774,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_upper_08_bend,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,cooling_branch,upper_leg,0.000660878,6.945156523353788,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-0.264552505,0.264552505,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_2,viscosity_screening_salt_test_2_jin_coarse_mesh,pipeleg_upper_09_straight,ambient_wall,passive_ambient_wall_exchange,rcExternalTemperature,cooling_branch,upper_leg,0.007621011,3.7005467209112615,299.19,299.19,0.95,0.037211,h_and_layers_present,0.0,-3.003197713,3.003197713,passive_external_loss,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_left,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.002924521,4.430053787713603,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-1.333872702,1.333872702,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_left_left_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.002183347,3.7298904334527156,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-0.987019102,0.987019102,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_left_left_step,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_left_left_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000505262,80.28924498719647,299.78999999999996,,,,h_only,0.0,-5.417875854,5.417875854,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_left_lower_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.001910429,5.814527160888802,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-0.302599946,0.302599946,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_left_lower_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000386841,87.29542952374743,299.78999999999996,,,,h_only,0.0,-0.549089561,0.549089561,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_right,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.00292452,4.424167894759508,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-1.329200119,1.329200119,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_right_lower_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.003544421,4.899832376164366,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-0.715041638,0.715041638,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_right_lower_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000386841,65.94799399143895,299.78999999999996,,,,h_only,0.0,-0.348213686,0.348213686,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_right_right_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.002183347,3.724506149106734,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-0.933521289,0.933521289,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_right_right_step,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_lower_right_right_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000505262,79.78060863062345,299.78999999999996,,,,h_only,0.0,-5.088970667,5.088970667,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_upper_left,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.002687301,4.782055063313091,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-1.385218856,1.385218856,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_upper_left_upper_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.010633262,3.990595080780509,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-5.312232955,5.312232955,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_upper_left_upper_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000386841,69.31170592176291,299.78999999999996,,,,h_only,0.0,-3.891557473,3.891557473,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_upper_right,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.00292452,4.477204852890221,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-1.427520441,1.427520441,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_upper_right_right_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.002183347,3.773006444474124,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-1.020260176,1.020260176,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_upper_right_right_step,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_upper_right_right_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000505262,84.46180608120984,299.78999999999996,,,,h_only,0.0,-5.820957508,5.820957508,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_upper_right_upper_extension,junction_other,junction_or_stub_diagnostic,rcExternalTemperature,junction,junction,0.005316631,4.522142308730042,299.78999999999996,299.78999999999996,0.95,0.041656001,h_and_layers_present,0.0,-2.543009435,2.543009435,passive_external_loss_or_geometry_gap,include_rcExternalTemperature_emissivity_Tsur_for_setup_prediction,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,junction_upper_right_upper_stub,junction_other,junction_or_stub_diagnostic,externalTemperature,junction,junction,0.000386841,91.77123670541864,299.78999999999996,,,,h_only,0.0,-4.828529107,4.828529107,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_junction_lower_left_right_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_junction_lower_left_upper_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_junction_lower_right_left_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_junction_lower_right_upper_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_junction_upper_left_lower_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_junction_upper_left_right_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_junction_upper_right_left_end,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_junction_upper_right_lower_start,junction_other,junction_or_stub_diagnostic,zeroGradient,junction,junction,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,-0.0,passive_external_loss_or_geometry_gap,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,allowed_as_setup_boundary_input_not_validation_target,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_pipeleg_left_01_upper_start,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
salt_3,viscosity_screening_salt_test_3_jin_coarse_mesh,ncc_pipeleg_left_02_connector_end,zero_gradient_ncc_connector,zero_gradient_connector,zeroGradient,,,0.0,,,,,,no_wall_layer_metadata,0.0,0.0,0.0,other_boundary_role,no_separate_radiation_metadata_on_this_patch,do_not_add_radiation_to_realized_CFD_wallHeatFlux,document_source_sink_separately_not_passive_external_fit,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv
