row_id,row_family,source_agent,source_artifact,case_id,split_role,model_form,mode_or_role,admission_class,forward_v1_use,runtime_inputs_allowed,runtime_inputs_forbidden,fit_source,score_source,key_metric_1,key_metric_2,key_metric_3,blocker,next_action,source_path
IMPOSED_COOLER_imposed_cfd_cooler_upper_bound_all_non_salt1,imposed_cooler_duty,AGENT-391,setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv,all_non_salt1,all_non_salt1,imposed_cfd_cooler_upper_bound,diagnostic_upper_bound_not_predictive,diagnostic_upper_bound_or_leakage_warning,upper_bound_or_leakage_warning_only,none for final predictive runtime,imposed CFD cooler duty; realized CFD cooler duty; cooler-duty ratio derived from imposed/CFD evidence,diagnostic_upper_bound_not_predictive,all_non_salt1,rmse_W=0,mae_W=0,runtime_leakage_class=diagnostic_uses_cfd_cooler_or_imposed_heat,uses imposed or CFD cooler information and is not setup-predictive,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv
IMPOSED_COOLER_imposed_cfd_cooler_upper_bound_holdout,imposed_cooler_duty,AGENT-391,setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv,holdout,holdout,imposed_cfd_cooler_upper_bound,diagnostic_upper_bound_not_predictive,diagnostic_upper_bound_or_leakage_warning,upper_bound_or_leakage_warning_only,none for final predictive runtime,imposed CFD cooler duty; realized CFD cooler duty; cooler-duty ratio derived from imposed/CFD evidence,diagnostic_upper_bound_not_predictive,holdout,rmse_W=0,mae_W=0,runtime_leakage_class=diagnostic_uses_cfd_cooler_or_imposed_heat,uses imposed or CFD cooler information and is not setup-predictive,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv
IMPOSED_COOLER_imposed_cfd_cooler_upper_bound_train,imposed_cooler_duty,AGENT-391,setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv,train,train,imposed_cfd_cooler_upper_bound,diagnostic_upper_bound_not_predictive,diagnostic_upper_bound_or_leakage_warning,upper_bound_or_leakage_warning_only,none for final predictive runtime,imposed CFD cooler duty; realized CFD cooler duty; cooler-duty ratio derived from imposed/CFD evidence,diagnostic_upper_bound_not_predictive,train,rmse_W=0,mae_W=0,runtime_leakage_class=diagnostic_uses_cfd_cooler_or_imposed_heat,uses imposed or CFD cooler information and is not setup-predictive,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv
IMPOSED_COOLER_imposed_cfd_cooler_upper_bound_validation,imposed_cooler_duty,AGENT-391,setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv,validation,validation,imposed_cfd_cooler_upper_bound,diagnostic_upper_bound_not_predictive,diagnostic_upper_bound_or_leakage_warning,upper_bound_or_leakage_warning_only,none for final predictive runtime,imposed CFD cooler duty; realized CFD cooler duty; cooler-duty ratio derived from imposed/CFD evidence,diagnostic_upper_bound_not_predictive,validation,rmse_W=0,mae_W=0,runtime_leakage_class=diagnostic_uses_cfd_cooler_or_imposed_heat,uses imposed or CFD cooler information and is not setup-predictive,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv
IMPOSED_COOLER_salt2_fit_cooler_imposed_ratio_all_non_salt1,imposed_cooler_duty,AGENT-391,setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv,all_non_salt1,all_non_salt1,salt2_fit_cooler_imposed_ratio,fit_on_salt2_score_salt3_salt4_salt1_excluded,diagnostic_upper_bound_or_leakage_warning,upper_bound_or_leakage_warning_only,none for final predictive runtime,imposed CFD cooler duty; realized CFD cooler duty; cooler-duty ratio derived from imposed/CFD evidence,fit_on_salt2_score_salt3_salt4_salt1_excluded,all_non_salt1,rmse_W=8.01817238623e-07,mae_W=4.9720170144e-07,runtime_leakage_class=diagnostic_uses_cfd_cooler_or_imposed_heat,uses imposed or CFD cooler information and is not setup-predictive,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv
IMPOSED_COOLER_salt2_fit_cooler_imposed_ratio_holdout,imposed_cooler_duty,AGENT-391,setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv,holdout,holdout,salt2_fit_cooler_imposed_ratio,fit_on_salt2_score_salt3_salt4_salt1_excluded,diagnostic_upper_bound_or_leakage_warning,upper_bound_or_leakage_warning_only,none for final predictive runtime,imposed CFD cooler duty; realized CFD cooler duty; cooler-duty ratio derived from imposed/CFD evidence,fit_on_salt2_score_salt3_salt4_salt1_excluded,holdout,rmse_W=1.38466472777e-06,mae_W=1.38466472777e-06,runtime_leakage_class=diagnostic_uses_cfd_cooler_or_imposed_heat,uses imposed or CFD cooler information and is not setup-predictive,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv
IMPOSED_COOLER_salt2_fit_cooler_imposed_ratio_train,imposed_cooler_duty,AGENT-391,setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv,train,train,salt2_fit_cooler_imposed_ratio,fit_on_salt2_score_salt3_salt4_salt1_excluded,diagnostic_upper_bound_or_leakage_warning,upper_bound_or_leakage_warning_only,none for final predictive runtime,imposed CFD cooler duty; realized CFD cooler duty; cooler-duty ratio derived from imposed/CFD evidence,fit_on_salt2_score_salt3_salt4_salt1_excluded,train,rmse_W=0,mae_W=0,runtime_leakage_class=diagnostic_uses_cfd_cooler_or_imposed_heat,uses imposed or CFD cooler information and is not setup-predictive,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv
IMPOSED_COOLER_salt2_fit_cooler_imposed_ratio_validation,imposed_cooler_duty,AGENT-391,setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv,validation,validation,salt2_fit_cooler_imposed_ratio,fit_on_salt2_score_salt3_salt4_salt1_excluded,diagnostic_upper_bound_or_leakage_warning,upper_bound_or_leakage_warning_only,none for final predictive runtime,imposed CFD cooler duty; realized CFD cooler duty; cooler-duty ratio derived from imposed/CFD evidence,fit_on_salt2_score_salt3_salt4_salt1_excluded,validation,rmse_W=1.06940376554e-07,mae_W=1.06940376554e-07,runtime_leakage_class=diagnostic_uses_cfd_cooler_or_imposed_heat,uses imposed or CFD cooler information and is not setup-predictive,retain as diagnostic bound; exclude from final predictive HX closure,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/setup_only_cooler_closure_bakeoff/cooler_rmse_summary_with_leakage_policy.csv
TEST_SECTION_NEG_SOURCE_salt_2,diagnostic_test_section_negative_source,AGENT-391,test_section_boundary_form_bakeoff/test_section_model_result_ledger.csv,salt_2,train,negative_source_compatibility,train_candidate,diagnostic_boundary_form_screen,residual_localization_only,explicitly labeled diagnostic compatibility source only,physical test-section boundary proof; final predictive source/sink closure,not_fit_row,train,Tmean_error_K=-23.9082959608,mdot_error_pct=10.252276176,qambient_total_W=101.489166233,"negative source is mathematical compatibility evidence, not a physical boundary condition",BC-modeling must admit a physical test-section boundary form before predictive use,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/test_section_boundary_form_bakeoff/test_section_model_result_ledger.csv
TEST_SECTION_NEG_SOURCE_salt_3,diagnostic_test_section_negative_source,AGENT-391,test_section_boundary_form_bakeoff/test_section_model_result_ledger.csv,salt_3,validation,negative_source_compatibility,validation_candidate,diagnostic_boundary_form_screen,residual_localization_only,explicitly labeled diagnostic compatibility source only,physical test-section boundary proof; final predictive source/sink closure,not_fit_row,validation,Tmean_error_K=-26.7926891551,mdot_error_pct=9.59418837675,qambient_total_W=111.841338045,"negative source is mathematical compatibility evidence, not a physical boundary condition",BC-modeling must admit a physical test-section boundary form before predictive use,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/test_section_boundary_form_bakeoff/test_section_model_result_ledger.csv
TEST_SECTION_NEG_SOURCE_salt_4,diagnostic_test_section_negative_source,AGENT-391,test_section_boundary_form_bakeoff/test_section_model_result_ledger.csv,salt_4,holdout,negative_source_compatibility,holdout_candidate,diagnostic_boundary_form_screen,residual_localization_only,explicitly labeled diagnostic compatibility source only,physical test-section boundary proof; final predictive source/sink closure,not_fit_row,holdout,Tmean_error_K=-30.4032513165,mdot_error_pct=11.3442285041,qambient_total_W=124.49220289,"negative source is mathematical compatibility evidence, not a physical boundary condition",BC-modeling must admit a physical test-section boundary form before predictive use,work_products/2026-07/2026-07-14/2026-07-14_mdot_temperature_overnight_compute_node_run/test_section_boundary_form_bakeoff/test_section_model_result_ledger.csv
