case_id,candidate_id,engine,segment_name,parent_segment,s_start_m,s_end_m,T_in_K,T_out_K,T_avg_K,Q_source_W,Q_hx_sink_W,Q_ambient_W,upcomer_exchange_Q_main_to_reservoir_W,upcomer_exchange_Q_reservoir_to_main_W,upcomer_exchange_reservoir_energy_residual_W,upcomer_main_stream_temperature_K,upcomer_reservoir_temperature_K,upcomer_prediction_stream
salt_2,UMX1_exchange_0p05,fast_scan,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,548.499994242,548.444416047,548.472205145,0,0,1.73230575918,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,left_lower_vertical__s00,left_lower_vertical,0,0.121412,549.79,549.536758751,549.663379376,0,0,8.34422776232,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,549.536758751,549.407543548,549.472151149,0,0,4.25761732529,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,549.407543548,549.278432801,549.342988175,0,0,4.25417550816,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,549.278432801,549.025998627,549.152215714,0,0,8.31763495381,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,test_section__s00,test_section,0.364236,0.4572,549.025998627,549.126150909,549.076074768,18.5,0,15.2000175678,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,test_section__s01,test_section,0.4572,0.550164,549.126150909,549.226090317,549.176120613,18.5,0,15.2070317009,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,549.226090317,548.973738639,549.099914478,0,0,8.31491675146,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,548.973738639,548.844978223,548.909358431,0,0,4.24263221132,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,548.844978223,548.716321685,548.780649954,0,0,4.23920943023,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,548.716321685,548.464772641,548.590547163,0,0,8.28847027804,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,548.464772641,548.412342455,548.438557548,0,0,1.7275682837,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,548.412342455,548.199772887,548.306057671,0,0,7.00411410936,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,548.199772887,547.98748635,548.093629619,0,0,6.9947883037,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,547.98748635,547.932594264,547.960040307,0,0,1.80868747795,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_pre_hx__s03,cooled_incline_pre_hx,1.1684,1.2446,547.932594264,547.772680982,547.852637623,0,0,5.26910938935,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_hx_active__s00,cooled_incline_hx_active,1.2446,1.3462,547.772680982,547.199762879,547.48622193,0,18.8775953927,0,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_hx_active__s01,cooled_incline_hx_active,1.3462,1.397,547.199762879,546.869290682,547.034526781,0,10.8890292126,0,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_hx_active__s02,cooled_incline_hx_active,1.397,1.4478,546.869290682,546.562500162,546.715895422,0,10.1087203895,0,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_hx_active__s03,cooled_incline_hx_active,1.4478,1.5494,546.562500162,546.122841898,546.34267103,0,14.4866989302,0,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_post_hx__s00,cooled_incline_post_hx,1.5494,1.6256,546.122841898,545.96474002,546.043790959,0,0,5.2094241454,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_post_hx__s01,cooled_incline_post_hx,1.6256,1.651,545.96474002,545.910544988,545.937642504,0,0,1.78571962315,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_post_hx__s02,cooled_incline_post_hx,1.651,1.7526,545.910544988,545.701292914,545.805918951,0,0,6.89480383375,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,cooled_incline_post_hx__s03,cooled_incline_post_hx,1.7526,1.8542,545.701292914,545.492316972,545.596804943,0,0,6.88570534821,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,top_horizontal_exit,top_horizontal_exit,1.8542,1.8796,545.492316972,545.440857398,545.466587185,0,0,1.69558677383,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s00,right_vertical,1.8796,2.01022857143,545.440857398,545.176283832,545.308570615,0,0,8.71762134195,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s01,right_vertical,2.01022857143,2.1082,545.176283832,544.976492972,545.076388402,0,0,6.58306065394,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s02,right_vertical,2.1082,2.14085714286,544.976492972,544.907426026,544.941959499,0,0,2.27574652924,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s03,right_vertical,2.14085714286,2.27148571429,544.907426026,544.64374186,544.775583943,0,0,8.68831602629,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s04,right_vertical,2.27148571429,2.3368,544.64374186,544.509267886,544.576504873,0,0,4.43089208914,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s05,right_vertical,2.3368,2.40211428571,544.509267886,544.374908512,544.442088199,0,0,4.42711606617,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s06,right_vertical,2.40211428571,2.53274285714,544.374908512,544.112110535,544.243509523,0,0,8.65911643569,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s07,right_vertical,2.53274285714,2.5654,544.112110535,544.043422228,544.077766382,0,0,2.26327043263,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s08,right_vertical,2.5654,2.66337142857,544.043422228,543.845058781,543.944240505,0,0,6.53602787362,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,right_vertical__s09,right_vertical,2.66337142857,2.794,543.845058781,543.583140885,543.714099833,0,0,8.63011812381,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,bottom_horizontal_inlet,bottom_horizontal_inlet,2.794,2.8194,543.583140885,543.532299326,543.557720105,0,0,1.67522326716,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s00,heated_incline,2.8194,2.95002857143,543.532299326,544.557332059,544.044815693,42.5,0,8.72547328577,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s01,heated_incline,2.95002857143,3.048,544.557332059,545.323893477,544.940612768,31.875,0,6.61698690247,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s02,heated_incline,3.048,3.08065714286,545.323893477,545.577408181,545.450650829,10.625,0,2.27172470697,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s03,heated_incline,3.08065714286,3.21128571429,545.577408181,546.598997925,546.088203053,42.5,0,8.83892040603,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s04,heated_incline,3.21128571429,3.2766,546.598997925,547.107245125,546.853121525,21.25,0,4.5033510911,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s05,heated_incline,3.2766,3.34191428571,547.107245125,547.615054344,547.361149734,21.25,0,4.51778256537,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s06,heated_incline,3.34191428571,3.47254285714,547.615054344,548.633188548,548.124121446,42.5,0,8.95278100862,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s07,heated_incline,3.47254285714,3.5052,548.633188548,548.885248503,548.759218526,10.625,0,2.3196586644,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s08,heated_incline,3.5052,3.60317142857,548.885248503,549.646270429,549.265759466,31.875,0,6.79951376379,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,heated_incline__s09,heated_incline,3.60317142857,3.7338,549.646270429,550.660934945,550.153602687,42.5,0,9.06710783369,0,0,0,,,
salt_3,UMX1_disabled_baseline,fast_scan,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,550.660934945,550.607781028,550.634357986,0,0,1.75141510853,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,left_lower_vertical__s00,left_lower_vertical,0,0.121412,549.79,549.537175726,549.663587863,0,0,8.34423852302,-0.0138706744456,0.0138706744456,0,549.663587863,549.789578626,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,549.537175726,549.408486434,549.47283108,0,0,4.25763542972,-0.0173776909314,0.0173776909314,0,549.47283108,549.789050714,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,549.408486434,549.280114221,549.344300327,0,0,4.25421044449,-0.024400298745,0.024400298745,0,549.344300327,549.788309463,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,549.280114221,549.029781271,549.154947746,0,0,8.31777681984,-0.0694961290184,0.0694961290184,0,549.154947746,549.786198257,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,test_section__s00,test_section,0.364236,0.4572,549.029781271,549.133443532,549.081612401,18.5,0,15.2004057503,-0.115966883277,0.115966883277,0,549.081612401,549.782675328,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,test_section__s01,test_section,0.4572,0.550164,549.133443532,549.236352482,549.184898007,18.5,0,15.2076470572,-0.0983874034289,0.0983874034289,0,549.184898007,549.779686441,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,549.236352482,548.986205123,549.111278802,0,0,8.31550719574,-0.0733415713041,0.0733415713041,0,549.111278802,549.777458416,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,548.986205123,548.858856637,548.92253088,0,0,4.24298256989,-0.0469038092579,0.0469038092579,0,548.92253088,549.776033537,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,548.858856637,548.731820223,548.79533843,0,0,4.23959993291,-0.0538037836899,0.0538037836899,0,548.79533843,549.774399045,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,548.731820223,548.484124478,548.60797235,0,0,8.28937402685,-0.127987116773,0.127987116773,0,548.60797235,549.770510956,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p01,fast_scan,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,548.484124478,548.431687939,548.457906208,0,0,1.72777760436,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,548.431687939,548.219092602,548.32539027,0,0,7.00496318179,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,548.219092602,548.00678035,548.112936476,0,0,6.99563560147,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,548.00678035,547.951881591,547.97933097,0,0,1.80890737393,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_pre_hx__s03,cooled_incline_pre_hx,1.1684,1.2446,547.951881591,547.79194894,547.871915265,0,0,5.2697475718,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_hx_active__s00,cooled_incline_hx_active,1.2446,1.3462,547.79194894,547.218983435,547.505466188,0,18.8791572722,0,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_hx_active__s01,cooled_incline_hx_active,1.3462,1.397,547.218983435,546.88848396,547.053733698,0,10.8899280457,0,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_hx_active__s02,cooled_incline_hx_active,1.397,1.4478,546.88848396,546.58166832,546.73507614,0,10.1095480772,0,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_hx_active__s03,cooled_incline_hx_active,1.4478,1.5494,546.58166832,546.141974697,546.361821508,0,14.487864011,0,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_post_hx__s00,cooled_incline_post_hx,1.5494,1.6256,546.141974697,545.98385373,546.062914213,0,0,5.21005311332,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_post_hx__s01,cooled_incline_post_hx,1.6256,1.651,545.98385373,545.929652136,545.956752933,0,0,1.78593586261,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_post_hx__s02,cooled_incline_post_hx,1.651,1.7526,545.929652136,545.720374837,545.825013486,0,0,6.89563497142,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,cooled_incline_post_hx__s03,cooled_incline_post_hx,1.7526,1.8542,545.720374837,545.511373723,545.61587428,0,0,6.88653476609,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,top_horizontal_exit,top_horizontal_exit,1.8542,1.8796,545.511373723,545.459907958,545.485640841,0,0,1.69579073536,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s00,right_vertical,1.8796,2.01022857143,545.459907958,545.195302598,545.327605278,0,0,8.71866895983,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s01,right_vertical,2.01022857143,2.1082,545.195302598,544.995487725,545.095395162,0,0,6.58385188224,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s02,right_vertical,2.1082,2.14085714286,544.995487725,544.926412445,544.960950085,0,0,2.27602113386,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s03,right_vertical,2.14085714286,2.27148571429,544.926412445,544.662696651,544.794554548,0,0,8.68935813446,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s04,right_vertical,2.27148571429,2.3368,544.662696651,544.52820652,544.595451585,0,0,4.43142448619,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s05,right_vertical,2.3368,2.40211428571,544.52820652,544.393831009,544.461018764,0,0,4.42764775125,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s06,right_vertical,2.40211428571,2.53274285714,544.393831009,544.131001571,544.26241629,0,0,8.66015306516,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s07,right_vertical,2.53274285714,2.5654,544.131001571,544.062305002,544.096653287,0,0,2.26354267558,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s08,right_vertical,2.5654,2.66337142857,544.062305002,543.86391781,543.963111406,0,0,6.53681026184,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,right_vertical__s09,right_vertical,2.66337142857,2.794,543.86391781,543.601968618,543.732943214,0,0,8.63114932466,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,bottom_horizontal_inlet,bottom_horizontal_inlet,2.794,2.8194,543.601968618,543.551120984,543.576544801,0,0,1.67542340907,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s00,heated_incline,2.8194,2.95002857143,543.551120984,544.576122146,544.063621565,42.5,0,8.72651358596,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s01,heated_incline,2.95002857143,3.048,544.576122146,545.342659699,544.959390922,31.875,0,6.61777325866,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s02,heated_incline,3.048,3.08065714286,545.342659699,545.596166202,545.46941295,10.625,0,2.2719949062,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s03,heated_incline,3.08065714286,3.21128571429,545.596166202,546.61772425,546.106945226,42.5,0,8.83996480392,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s04,heated_incline,3.21128571429,3.2766,546.61772425,547.125955326,546.871839788,21.25,0,4.5038823494,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s05,heated_incline,3.2766,3.34191428571,547.125955326,547.633748407,547.379851867,21.25,0,4.5183143377,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s06,heated_incline,3.34191428571,3.47254285714,547.633748407,548.651850793,548.1427996,42.5,0,8.95382943914,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s07,heated_incline,3.47254285714,3.5052,548.651850793,548.903902494,548.777876644,10.625,0,2.31993061646,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s08,heated_incline,3.5052,3.60317142857,548.903902494,549.664900358,549.284401426,31.875,0,6.80030661247,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,heated_incline__s09,heated_incline,3.60317142857,3.7338,549.664900358,550.679532934,550.172216646,42.5,0,9.06816024285,0,0,0,,,
salt_3,UMX1_exchange_0p01,fast_scan,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,550.679532934,550.626372865,550.652952899,0,0,1.75161784573,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,left_lower_vertical__s00,left_lower_vertical,0,0.121412,549.79,549.538830446,549.664415223,0,0,8.34428123528,-0.0688994584969,0.0688994584969,0,549.664415223,549.78790692,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,left_lower_vertical__s01,left_lower_vertical,0.121412,0.182118,549.538830446,549.41220866,549.475519553,0,0,4.25770701696,-0.0856923942424,0.0856923942424,0,549.475519553,549.785303692,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,left_lower_vertical__s02,left_lower_vertical,0.182118,0.242824,549.41220866,549.286716641,549.349462651,0,0,4.25434789542,-0.119557531058,0.119557531058,0,549.349462651,549.781671684,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,left_lower_vertical__s03,left_lower_vertical,0.242824,0.364236,549.286716641,549.044502002,549.165609322,0,0,8.3183304725,-0.337989716135,0.337989716135,0,549.165609322,549.771403978,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,test_section__s00,test_section,0.364236,0.4572,549.044502002,549.161305672,549.102903837,18.5,0,15.2018983201,-0.550137907961,0.550137907961,0,549.102903837,549.754691474,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,test_section__s01,test_section,0.4572,0.550164,549.161305672,549.27457368,549.217939676,18.5,0,15.2099635927,-0.441716453661,0.441716453661,0,549.217939676,549.741272679,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,left_upper_vertical__s00,left_upper_vertical,0.550164,0.671576,549.27457368,549.031911764,549.153242722,0,0,8.31768768993,-0.322610324189,0.322610324189,0,549.153242722,549.73147218,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,left_upper_vertical__s01,left_upper_vertical,0.671576,0.732282,549.031911764,548.909431278,548.970671521,0,0,4.24426315029,-0.208698676079,0.208698676079,0,548.970671521,549.725132174,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,left_upper_vertical__s02,left_upper_vertical,0.732282,0.792988,548.909431278,548.788011757,548.848721518,0,0,4.24101933313,-0.240412178495,0.240412178495,0,548.848721518,549.717828752,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,left_upper_vertical__s03,left_upper_vertical,0.792988,0.9144,548.788011757,548.553751892,548.670881825,0,0,8.29263727254,-0.574385511351,0.574385511351,0,548.670881825,549.700379637,main_stream_with_exchange_reservoir
salt_3,UMX1_exchange_0p05,fast_scan,top_horizontal_inlet,top_horizontal_inlet,0.9144,0.9398,548.553751892,548.501292493,548.527522193,0,0,1.72853085364,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_pre_hx__s00,cooled_incline_pre_hx,0.9398,1.0414,548.501292493,548.288604426,548.39494846,0,0,7.00801860791,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_pre_hx__s01,cooled_incline_pre_hx,1.0414,1.143,548.288604426,548.076199638,548.182402032,0,0,6.99868464026,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_pre_hx__s02,cooled_incline_pre_hx,1.143,1.1684,548.076199638,548.021276863,548.048738251,0,0,1.80969868152,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_pre_hx__s03,cooled_incline_pre_hx,1.1684,1.2446,548.021276863,547.861274514,547.941275689,0,0,5.27204409998,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_hx_active__s00,cooled_incline_hx_active,1.2446,1.3462,547.861274514,547.288138456,547.574706485,0,18.8847769886,0,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_hx_active__s01,cooled_incline_hx_active,1.3462,1.397,547.288138456,546.957540831,547.122839643,0,10.8931620908,0,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_hx_active__s02,cooled_incline_hx_active,1.397,1.4478,546.957540831,546.650634809,546.80408782,0,10.1125261297,0,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_hx_active__s03,cooled_incline_hx_active,1.4478,1.5494,546.650634809,546.210813964,546.430724386,0,14.4920559853,0,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_post_hx__s00,cooled_incline_post_hx,1.5494,1.6256,546.210813964,546.052624305,546.131719134,0,0,5.21231648004,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_post_hx__s01,cooled_incline_post_hx,1.6256,1.651,546.052624305,545.998399095,546.0255117,0,0,1.78671401082,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_post_hx__s02,cooled_incline_post_hx,1.651,1.7526,545.998399095,545.789031025,545.89371506,0,0,6.89862585145,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,cooled_incline_post_hx__s03,cooled_incline_post_hx,1.7526,1.8542,545.789031025,545.579939327,545.684485176,0,0,6.88951945631,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,top_horizontal_exit,top_horizontal_exit,1.8542,1.8796,545.579939327,545.528451288,545.554195308,0,0,1.69652469726,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s00,right_vertical,1.8796,2.01022857143,545.528451288,545.263731514,545.396091401,0,0,8.72243884458,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s01,right_vertical,2.01022857143,2.1082,545.263731514,545.063830228,545.163780871,0,0,6.5866991422,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s02,right_vertical,2.1082,2.14085714286,545.063830228,544.994724958,545.029277593,0,0,2.2770093101,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s03,right_vertical,2.14085714286,2.27148571429,544.994724958,544.730895352,544.862810155,0,0,8.69310818884,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s04,right_vertical,2.27148571429,2.3368,544.730895352,544.596347076,544.663621214,0,0,4.4333403341,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s05,right_vertical,2.3368,2.40211428571,544.596347076,544.461913499,544.529130287,0,0,4.42956103666,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s06,right_vertical,2.40211428571,2.53274285714,544.461913499,544.198970847,544.330442173,0,0,8.66388340086,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s07,right_vertical,2.53274285714,2.5654,544.198970847,544.130244546,544.164607697,0,0,2.26452235173,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s08,right_vertical,2.5654,2.66337142857,544.130244546,543.931771907,544.031008226,0,0,6.53962570487,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,right_vertical__s09,right_vertical,2.66337142857,2.794,543.931771907,543.669710094,543.800741001,0,0,8.63486012191,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,bottom_horizontal_inlet,bottom_horizontal_inlet,2.794,2.8194,543.669710094,543.618840603,543.644275349,0,0,1.67614362358,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s00,heated_incline,2.8194,2.95002857143,543.618840603,544.643728152,544.131284378,42.5,0,8.73025712734,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s01,heated_incline,2.95002857143,3.048,544.643728152,545.410179826,545.026953989,31.875,0,6.62060297681,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s02,heated_incline,3.048,3.08065714286,545.410179826,545.663656821,545.536918324,10.625,0,2.27296722517,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s03,heated_incline,3.08065714286,3.21128571429,545.663656821,546.685100809,546.174378815,42.5,0,8.84372308527,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s04,heated_incline,3.21128571429,3.2766,546.685100809,547.193273866,546.939187338,21.25,0,4.50579409145,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s05,heated_incline,3.2766,3.34191428571,547.193273866,547.701008871,547.447141369,21.25,0,4.52022792874,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s06,heated_incline,3.34191428571,3.47254285714,547.701008871,548.718996757,548.210002814,42.5,0,8.95760222624,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s07,heated_incline,3.47254285714,3.5052,548.718996757,548.971018759,548.845007758,10.625,0,2.32090924062,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s08,heated_incline,3.5052,3.60317142857,548.971018759,549.731930035,549.351474397,31.875,0,6.80315968473,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,heated_incline__s09,heated_incline,3.60317142857,3.7338,549.731930035,550.746447677,550.239188856,42.5,0,9.07194734135,0,0,0,,,
salt_3,UMX1_exchange_0p05,fast_scan,bottom_horizontal_exit,bottom_horizontal_exit,3.7338,3.7592,550.746447677,550.693265466,550.719856571,0,0,1.75234739548,0,0,0,,,
salt_4,UMX1_disabled_baseline,fast_scan,left_lower_vertical__s00,left_lower_vertical,0,0.121412,549.97,549.716673247,549.843336624,0,0,8.34704506554,0,0,0,,,
