case_id,candidate_id,runtime_field,runtime_value,field_class,runtime_allowed,audit_status,source_path,notes
salt_4,UMX1_disabled_baseline,test_section_power_W,37,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,air_T_inlet_K,299.97,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,air_flow_Lpm,37,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,boundary_ambient_Ta_K,299.97,setup_input,true,pass,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,radiation_on,false,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,insulation_thickness_in,1,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,mdot_search_lower_kg_s,0.005,setup_input,true,pass,work_products/2026-07/2026-07-13/2026-07-13_forward_predictive_model_research_plan/research_plan.md,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,mdot_search_upper_kg_s,0.05,setup_input,true,pass,work_products/2026-07/2026-07-13/2026-07-13_forward_predictive_model_research_plan/research_plan.md,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,upcomer_mixing_mode,disabled,setup_or_model_input,true,pass,work_products/2026-07/2026-07-18/2026-07-18_umx1_fluid_api_implementation,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,upcomer_exchange_multiplier,0,setup_or_model_input,true,pass,work_products/2026-07/2026-07-18/2026-07-18_umx1_fluid_api_implementation,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,upcomer_exchange_parent_segments,left_lower_vertical;test_section;left_upper_vertical,setup_or_model_input,true,pass,work_products/2026-07/2026-07-18/2026-07-18_umx1_fluid_api_implementation,Runtime setup/model input only.
salt_4,UMX1_disabled_baseline,CFD_sensor_reference_K,,validation_target,false,pass_absent,reports/2026-07/2026-07-01/2026-07-01_local_1d_validation_refresh/cfd_sensor_reference.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_disabled_baseline,TP_TW_measured_K,,validation_target,false,pass_absent,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/validation_data/validation_cases.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_disabled_baseline,cfd_mdot_kg_s,,validation_target,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_disabled_baseline,cooler_wallHeatFlux_W,,diagnostic_cfd_evidence,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_disabled_baseline,heater_wallHeatFlux_W,,diagnostic_cfd_evidence,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_disabled_baseline,imposed_cooler_duty_W,,setup_input,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_disabled_baseline,test_section_wallHeatFlux_W,,diagnostic_cfd_evidence,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p01,fluid_case_name,Salt 4,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,heater_power_W,337.6,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,test_section_power_W,37,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,air_T_inlet_K,299.97,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,air_flow_Lpm,37,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,boundary_ambient_Ta_K,299.97,setup_input,true,pass,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,radiation_on,false,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,insulation_thickness_in,1,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,mdot_search_lower_kg_s,0.005,setup_input,true,pass,work_products/2026-07/2026-07-13/2026-07-13_forward_predictive_model_research_plan/research_plan.md,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,mdot_search_upper_kg_s,0.05,setup_input,true,pass,work_products/2026-07/2026-07-13/2026-07-13_forward_predictive_model_research_plan/research_plan.md,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,upcomer_mixing_mode,energy_conserving_exchange_v1,setup_or_model_input,true,pass,work_products/2026-07/2026-07-18/2026-07-18_umx1_fluid_api_implementation,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,upcomer_exchange_multiplier,0.01,setup_or_model_input,true,pass,work_products/2026-07/2026-07-18/2026-07-18_umx1_fluid_api_implementation,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,upcomer_exchange_parent_segments,left_lower_vertical;test_section;left_upper_vertical,setup_or_model_input,true,pass,work_products/2026-07/2026-07-18/2026-07-18_umx1_fluid_api_implementation,Runtime setup/model input only.
salt_4,UMX1_exchange_0p01,CFD_sensor_reference_K,,validation_target,false,pass_absent,reports/2026-07/2026-07-01/2026-07-01_local_1d_validation_refresh/cfd_sensor_reference.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p01,TP_TW_measured_K,,validation_target,false,pass_absent,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/validation_data/validation_cases.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p01,cfd_mdot_kg_s,,validation_target,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p01,cooler_wallHeatFlux_W,,diagnostic_cfd_evidence,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p01,heater_wallHeatFlux_W,,diagnostic_cfd_evidence,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p01,imposed_cooler_duty_W,,setup_input,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p01,test_section_wallHeatFlux_W,,diagnostic_cfd_evidence,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p05,fluid_case_name,Salt 4,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,heater_power_W,337.6,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,test_section_power_W,37,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,air_T_inlet_K,299.97,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,air_flow_Lpm,37,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,boundary_ambient_Ta_K,299.97,setup_input,true,pass,work_products/2026-07/2026-07-13/2026-07-13_thermal_boundary_patch_role_table/thermal_boundary_patch_role_table.csv,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,radiation_on,false,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,insulation_thickness_in,1,setup_input,true,pass,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/configs/cases.yaml,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,mdot_search_lower_kg_s,0.005,setup_input,true,pass,work_products/2026-07/2026-07-13/2026-07-13_forward_predictive_model_research_plan/research_plan.md,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,mdot_search_upper_kg_s,0.05,setup_input,true,pass,work_products/2026-07/2026-07-13/2026-07-13_forward_predictive_model_research_plan/research_plan.md,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,upcomer_mixing_mode,energy_conserving_exchange_v1,setup_or_model_input,true,pass,work_products/2026-07/2026-07-18/2026-07-18_umx1_fluid_api_implementation,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,upcomer_exchange_multiplier,0.05,setup_or_model_input,true,pass,work_products/2026-07/2026-07-18/2026-07-18_umx1_fluid_api_implementation,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,upcomer_exchange_parent_segments,left_lower_vertical;test_section;left_upper_vertical,setup_or_model_input,true,pass,work_products/2026-07/2026-07-18/2026-07-18_umx1_fluid_api_implementation,Runtime setup/model input only.
salt_4,UMX1_exchange_0p05,CFD_sensor_reference_K,,validation_target,false,pass_absent,reports/2026-07/2026-07-01/2026-07-01_local_1d_validation_refresh/cfd_sensor_reference.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p05,TP_TW_measured_K,,validation_target,false,pass_absent,/scratch/09748/andresfierro231/projects_scratch/ethan_runs/../cfd-modeling-tools/tamu_first_order_model/Fluid/validation_data/validation_cases.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p05,cfd_mdot_kg_s,,validation_target,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p05,cooler_wallHeatFlux_W,,diagnostic_cfd_evidence,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p05,heater_wallHeatFlux_W,,diagnostic_cfd_evidence,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p05,imposed_cooler_duty_W,,setup_input,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
salt_4,UMX1_exchange_0p05,test_section_wallHeatFlux_W,,diagnostic_cfd_evidence,false,pass_absent,work_products/2026-07/2026-07-08/2026-07-08_thermal_boundary_contract/case_thermal_targets.csv,Forbidden runtime input is absent before solve.
